@relation data

@attribute id string
@attribute 10333 numeric
@attribute 10454 numeric
@attribute 114609 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 23643 numeric
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 3725 numeric
@attribute 4214 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 51284 numeric
@attribute 51295 numeric
@attribute 54106 numeric
@attribute 54472 numeric
@attribute 5465 numeric
@attribute 5599 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5610 numeric
@attribute 5970 numeric
@attribute 6416 numeric
@attribute 6885 numeric
@attribute 7097 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 81793 numeric
@attribute 8993 numeric
@attribute 9020 numeric
@attribute 929 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0455764177,0.0261535126,-0.0912056621,0.2841429040,0.4174692793,0.4598573640,0.1697420499,-0.0801269710,1.9276094570,0.2679063242,1.3582962865,1.7024177213,0.4242359363,1.6197582881,0.0372776528,0.8098630121,-0.1858537384,0.4604488173,-0.0664558089,0.4445634593,0.0811142552,0.6904673187,2.1106193876,-0.0407187870,1.9755727945,1.2157194917,0.2565123712,0.2768544875,-0.1099566451,-0.0289007813,0.0593719746,0.0070412821,0.0082368152,-0.0869741337,0.1341017106,BRCA
GSM481003,-0.0628837672,0.0254263192,-0.0700247712,0.2877502063,0.3061586227,0.5094530717,0.1789068290,-0.1516893194,1.9643087453,0.4162924297,1.6018303342,2.4163282448,0.4940745450,1.9719548359,0.0608519517,1.4016762564,-0.1650580419,0.5996865018,-0.0716271501,0.6459438924,-0.0336124844,0.6729280780,2.3991614866,-0.0629141957,1.7989932150,1.5458108518,0.2222999979,0.2633005434,-0.1016684996,-0.0941287661,0.1131282425,-0.0614235530,0.0243774511,-0.0357208771,0.4719330388,BRCA
GSM481004,-0.0120286066,0.0307618803,-0.0777134480,0.3929689074,0.4136280409,0.3519630753,0.1745311046,-0.2391101478,1.6494151288,0.4565757285,1.6827038777,1.9569436598,0.2035975778,2.0826415886,0.1890115326,1.3433312625,-0.0771531412,0.4595929319,-0.0003620527,0.6124627647,0.1161531197,0.6871232500,2.1534173294,-0.0351111331,1.7910277940,1.4715695732,0.2880970038,0.2940910289,-0.0486927830,-0.0834931422,0.0708280785,0.0062662105,-0.0886473713,-0.0263448778,-0.0484577012,BRCA
GSM481005,-0.0758807756,0.0217925114,-0.0791896108,0.7559128657,0.3984561536,0.4627470135,0.3455587844,-0.1103455591,2.0108165212,0.3903404364,1.3759988721,1.9105042447,0.5196754609,1.8920790091,0.0661443981,0.7793831442,-0.1147388830,0.3006604470,-0.0973110587,0.5379316650,0.0135936726,0.8086081992,2.4669886416,-0.0686842084,2.0473213992,1.2129281088,0.4676337253,0.6410530742,-0.0665274850,0.1428142367,0.1918886058,-0.0601628580,-0.0179812684,-0.0220388942,-0.0719963970,BRCA
GSM481006,-0.0446968372,-0.0058412453,-0.0407163292,0.5505344721,0.3921763096,0.7458138092,0.2942350855,-0.1162875150,1.8616576063,0.2354427614,1.4395066746,1.8248747664,0.4536705289,1.6438614859,0.1223146532,1.0869957842,-0.1224833112,0.5234064593,-0.0106408464,0.6794007647,0.0575395885,0.7695189350,2.6787843870,-0.0781638251,2.0817749200,1.3122026393,0.3639865402,0.5432311448,-0.0274221951,-0.0716646417,0.0774115979,-0.0827392183,0.0551313824,0.0114785338,0.1540413657,BRCA
GSM481007,-0.0665360102,0.0278667608,-0.0199441674,0.2756707471,0.2309822093,0.6824327353,0.1864653531,-0.0361999132,2.9198739396,0.2572633833,1.4693711392,2.0019709589,0.3479610627,1.7544682556,0.0016019143,1.3999506757,-0.1125906017,0.8916707637,-0.0579688576,0.7556847121,0.0524622256,0.3326362380,2.6515267472,-0.0757599017,1.9390442867,1.4910032429,0.2094873252,0.3382505102,-0.0349783328,-0.0050150717,-0.0378676735,-0.0863339700,0.0676682720,0.1004429882,2.0794822507,BRCA
GSM481008,-0.0786411340,0.0186726005,-0.0935460868,0.9329660580,0.3457279783,0.6088109500,0.2346924801,-0.1402303537,1.1556991008,0.3088421996,1.2875107631,2.1130765477,0.3505251462,1.6684907476,0.2086261566,1.2762110606,-0.1551202779,0.9918019839,-0.0964413439,0.3596827864,0.0173403844,0.7429268004,2.4015404396,0.0051592408,2.1634827453,1.3571830794,0.3020598857,0.3780345452,-0.0688331930,0.1213490888,0.0077770210,-0.0986877868,0.0247335393,0.2346038541,-0.0937278436,Control
GSM481009,-0.0925829344,-0.0777462541,-0.1247062076,0.4141671401,0.2764711754,0.4693302326,0.1587574715,-0.1590186953,2.3061659338,0.1725846681,1.0581297616,1.1429168019,0.3211863863,1.4121935302,0.0623427681,0.6739098801,-0.1736543342,0.1915429204,-0.1029173690,0.1890846529,-0.0757152603,0.6203827706,2.2685457769,-0.0175848331,2.0095697095,0.9630623995,0.0517636729,0.2541130532,-0.0637761413,0.1238609617,0.0715685539,-0.0216419199,0.0315166117,-0.0646528106,-0.2243902548,Control
GSM481010,-0.1180296430,-0.0154708290,-0.0934815570,0.8322192047,0.3582406002,0.4728208937,0.2935420768,-0.0893704778,2.2932906019,0.3174347172,1.3806106646,2.0214559557,0.6825766645,1.7936493554,0.1809599443,1.1876550054,-0.0815405784,0.4728053328,-0.0688042777,0.4505232193,0.0166037419,0.8636795770,2.2875249785,-0.0755643150,1.9168759485,1.2152642781,0.7657218578,0.5448883692,0.0407279982,0.2246853503,0.3634714415,-0.0981277358,0.0167623392,0.0612938021,-0.0494453826,Control
GSM481011,-0.0137978302,-0.0085004400,-0.1389879691,0.2562781054,0.1895736574,0.4902841595,0.1356315169,-0.1973138971,3.1189756659,0.2600992171,1.4644612165,1.9929131126,0.1779143085,1.9562136729,0.0443784665,1.0963865406,-0.0810519515,0.5055734526,-0.0975409582,0.6457089408,-0.0444032069,0.4733123278,2.7065248585,-0.0282108063,1.6695550482,1.4994342731,0.1213096739,0.1588936072,-0.1487344496,0.1857240931,-0.0516900792,-0.0190018226,-0.0287427190,0.0021628746,-0.1366306342,Control
