@relation data

@attribute id string
@attribute 3002 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3802 numeric
@attribute 3803 numeric
@attribute 3804 numeric
@attribute 3811 numeric
@attribute 3812 numeric
@attribute 3821 numeric
@attribute 3824 numeric
@attribute 5551 numeric
@attribute 57292 numeric
@attribute 652614 numeric
@attribute 7124 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.102871006,13.37563667,13.44200721,7.1758807525,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,11.15733448,10.594465176,7.607850191,5.676529235,6.109057762,5.428620839,9.000106455,5.726430204,5.714184545,13.60771409,4.876285177,4.762364039,5.400707876,5.217703163,5.105815554,5.37543435033,5.96992678833,7.168850407,4.945212941,5.619861398,8.519696323,6.411176756,4.757305356,6.79245448633,Control
GSM427159,6.93387098,13.47671849,13.43914135,7.231893633,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,11.8267889,10.634747645,7.383490734,5.277995204,5.4568451785,5.19062597,8.25032344,5.368428976,6.1044474,8.608616259,5.44742319,5.563242994,5.2507893285,5.491801852,5.862210374,5.72824164867,6.36255600467,7.806889715,4.97143227967,6.633253641,7.177920594,5.313618859,5.244897759,6.92323968,BRCA
GSM427160,5.829159022,13.104967985,13.62353635,5.6473148935,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,10.78908143,10.52874487,7.409287238,5.336114869,5.8381822935,5.173838258,8.349592102,5.465820435,6.144867877,7.664022547,5.102250005,5.69419158,5.2491503825,5.455063663,4.753299027,5.77444433167,6.83138215167,7.415237106,4.98320313967,5.59156816,8.414834386,6.037388399,4.516306872,6.76904778167,BRCA
GSM427162,6.431711224,13.09890984,13.074006,6.083925915,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,10.75721104,10.303546001,7.738820392,5.464840793,5.9473627115,5.28559757,7.718260793,4.899672619,6.331145921,6.879402901,5.30196368,5.767662245,5.6019141525,5.4064768605,4.419761481,5.35377255933,5.62090854,7.699192644,5.10146924883,5.520195335,8.370459788,5.706538322,5.660003917,6.47797389533,Control
GSM427163,6.758893179,13.79174456,13.54172225,5.467187666,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,11.55095369,10.8504276905,8.192380514,5.115211455,6.4964374115,5.488491912,7.361595391,5.536217098,6.16425895,6.192791506,5.388026974,4.475909061,5.2930840455,5.1815825995,5.014814152,6.119798864,6.775161038,7.469827229,5.147343314,6.047784427,6.675961001,5.593959684,5.661216049,6.589569865,BRCA
GSM427164,6.172733142,13.645184875,14.1577113,7.3842858505,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,11.36882578,10.5095484925,7.716066843,5.298302041,6.60785894,5.388199225,8.525208673,5.032554093,5.609260937,10.84461576,5.294814856,5.234397132,5.513492359,5.1124993615,5.066316611,5.66379604433,5.799137904,7.152236984,5.08921426867,5.541879718,6.320264091,6.062214149,5.443615974,7.12296279167,BRCA
GSM427165,6.853313064,12.91617066,12.24154982,6.46426733,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,10.42231215,9.4125106255,7.509777231,5.213941395,5.6801733885,4.765549899,5.250782787,4.759703782,5.032113243,6.331772944,5.68566776,4.993460669,5.820154609,5.6289244705,4.642441245,5.330602361,6.01328123033,7.574141491,5.34973169717,5.564234295,6.423120638,6.314112464,4.932168974,7.111896621,BRCA
GSM427166,6.796724685,13.284951405,12.95796723,6.750056149,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,11.15889068,10.2140968565,7.405718266,5.989996857,6.0495207925,5.193979903,7.134583224,4.823508981,5.582112807,10.45145612,5.651777341,4.85101346,5.179028919,5.262437535,5.202820508,5.70745843767,6.34071337867,6.635867278,5.228501425,5.66903474,6.14308278,5.651777341,5.212093857,6.889955486,Control
GSM427167,6.011904408,14.251632585,13.95556321,7.621467235,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,11.03869289,11.184447875,8.100269585,5.178725843,6.337979385,5.872096916,9.153147365,5.307438771,6.069858551,10.12252426,5.071045314,5.56072355,5.696917844,5.2084046705,5.596496342,5.60754270533,5.86274332267,6.731764076,5.02745854367,5.503993644,8.252974189,5.802975918,5.028581582,6.54146572467,BRCA
GSM427169,7.254464427,13.036925645,13.03258307,6.198324399,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,11.09785784,10.267808214,7.731830036,5.114586962,5.7598219305,5.376786337,6.678428044,5.044406414,5.434637608,7.723389827,5.516811979,4.816102093,4.992629308,5.1670416625,4.726575091,5.455886904,5.75930689933,7.678267594,4.891000518,5.689586587,6.105390642,5.909779853,5.287630431,6.567837574,BRCA
