@relation data

@attribute id string
@attribute 10606 numeric
@attribute 122622 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 2618 numeric
@attribute 3615 numeric
@attribute 471 numeric
@attribute 5198 numeric
@attribute 5471 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.5133491693,0.3905194531,1.5497953593,1.6753129801,0.1796273399,1.5148149498,2.2563560009,2.3334072563,0.5690374770,BRCA
GSM481003,0.6244606379,0.3561982945,1.9171232902,1.8177114989,0.1440960214,1.5973043971,2.3005242050,3.0390604867,0.5909737573,BRCA
GSM481004,0.6393952375,0.5056475840,1.7284338703,1.8501888719,0.2166497540,1.8406744863,2.4120844454,2.8358254697,0.4310299671,BRCA
GSM481005,0.5782094075,0.7611024790,1.6461948294,2.0573205251,0.1959911294,1.4219231572,2.0465776920,2.0332845583,0.9745307227,BRCA
GSM481006,0.5796434780,0.5851699654,1.4098423994,2.0156516947,0.0922890901,1.6521603002,2.2121433765,2.5908862486,0.7120316327,BRCA
GSM481007,0.2912996361,0.1208173111,1.4815322711,1.8236136841,0.0657288577,1.7746510836,1.6470255254,2.5753066672,0.5497687171,BRCA
GSM481008,0.9320645901,0.1809220942,1.3940772781,1.8332323582,0.2010094234,1.8973545499,2.2074336558,3.5152595044,1.2144673355,Control
GSM481009,0.4357965532,0.3771596794,1.2494882231,1.8944580689,0.1257667011,1.2964210427,2.0768847838,2.2115679184,0.5939154226,Control
GSM481010,1.0624169949,0.6228221115,1.8949446082,1.9619097194,0.1674827484,1.4183662831,2.2064783722,2.5979572800,0.9503392595,Control
GSM481011,0.3566113488,0.1694929860,1.5939479311,1.7361500899,0.0883258074,1.7314504186,1.6633918955,2.6386325756,0.4051904345,Control
GSM481012,0.7763948476,0.4855182906,1.8058527891,1.9313854873,0.2332309370,1.9583963287,2.2759867908,2.8121058146,0.4855768941,Control
GSM481013,0.6978950603,0.0265247066,1.6175917433,1.7301518027,0.2114208418,2.3079885113,2.1905410738,3.7997309367,1.0764677002,Control
GSM481014,0.4997138597,0.5365678035,1.2742742168,2.1173552039,0.1700196039,1.3822223279,1.9705369324,2.0483311549,1.6647051873,BRCA
GSM481015,0.5095095491,0.4832625459,1.6365610773,1.6537016308,0.1073998591,2.2052601243,2.2028100938,3.3372982871,0.5254335850,BRCA
GSM481016,0.9145561223,0.3733203939,1.5333535532,2.1536516920,0.2192842315,1.4704008134,2.2564739287,2.5568321547,1.0374749974,BRCA
GSM481017,0.8947034125,0.3543546775,1.2843860846,2.3287014697,0.2594527643,1.2199547323,1.8870843052,1.9774912596,1.6036744117,BRCA
GSM481018,0.5721571191,1.0982414111,2.0799461100,1.3401647493,0.1840266292,2.3281931348,2.7557576745,3.1354630790,0.1888178823,BRCA
GSM481019,0.7783530525,0.5382464566,1.4756741937,1.8205437594,0.1973741791,1.9638991487,2.1345424950,3.0519904826,0.9470979162,BRCA
