@relation data

@attribute id string
@attribute 112483 numeric
@attribute 113451 numeric
@attribute 1152 numeric
@attribute 1158 numeric
@attribute 1160 numeric
@attribute 1373 numeric
@attribute 1610 numeric
@attribute 162417 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 2593 numeric
@attribute 26 numeric
@attribute 262 numeric
@attribute 2628 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 283208 numeric
@attribute 29920 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 435 numeric
@attribute 445 numeric
@attribute 4842 numeric
@attribute 4846 numeric
@attribute 4942 numeric
@attribute 4953 numeric
@attribute 5009 numeric
@attribute 5033 numeric
@attribute 51056 numeric
@attribute 5625 numeric
@attribute 57571 numeric
@attribute 5831 numeric
@attribute 5832 numeric
@attribute 58510 numeric
@attribute 6303 numeric
@attribute 65263 numeric
@attribute 6723 numeric
@attribute 79814 numeric
@attribute 8659 numeric
@attribute 8974 numeric
@attribute 95 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.0662571471,-0.0791131922,0.1984649153,-0.1542964630,-0.1004353056,0.9132843654,-0.2145416559,0.2767099701,-0.0491912957,0.1755788683,1.8984102209,0.8929987569,0.0103973069,-0.0564231100,2.1023943523,0.4791592104,0.0564222516,0.6879529299,0.9690072418,0.0360190485,0.7885742456,0.7768369568,2.5969748497,-0.1014604832,0.3368188448,-0.1156683395,0.7328496840,0.7272153733,-0.1421455219,0.5586166998,0.1740466245,-0.1667377298,-0.1113494140,2.7810629607,2.1307453811,0.0436008998,0.2826037145,1.8881519833,-0.2410514932,-0.0858345871,0.4495007683,1.2716286568,0.1414542988,2.6573356962,0.3891536063,1.7196913958,0.4006512269,0.2366457568,0.9950189544,0.8922797776,BRCA
GSM480985,1.5250085925,-0.0286535150,0.2010072867,-0.1767466260,-0.1691499262,1.4017417234,-0.1121921567,0.1158965039,0.0875286907,0.1119160410,2.1269488334,0.8534813434,-0.0037678974,-0.0981173971,1.6690144142,0.1328870119,0.0318350454,0.7644824283,0.8180924685,0.0732971649,1.0997253167,0.5491488435,2.4047347307,-0.1238842452,0.2914310154,-0.1877113356,0.6387204310,0.7717842565,-0.0966774886,0.4936496353,0.1968527301,-0.1698064190,-0.0797148960,3.1492708922,0.8060265044,-0.1028863418,0.3380970017,1.4858970468,-0.2341532160,-0.1254314238,0.3187420384,1.2886931023,0.1271796583,3.6123601914,0.0701008476,0.6345264660,0.0981607770,0.2991909311,1.2149729803,0.6883629510,BRCA
GSM480986,1.0532487145,-0.0516561682,0.3858064537,-0.1167663454,-0.1127272131,1.2136176579,-0.1294088306,0.3181585865,-0.1099596126,0.2063474548,2.3948222002,1.1061738514,-0.0345689067,-0.0517094450,1.9641723435,0.2670831701,0.0676437850,0.8092909971,0.9964981594,0.0982461111,1.1071077928,0.7696635052,3.0418111483,-0.1735696443,0.2696680284,-0.1782236361,0.8374286741,0.7010565088,-0.0379421446,0.6100060582,0.3032509201,-0.1820124130,-0.0928963952,2.9132565757,2.0570040865,-0.0332386645,0.4222176984,1.7124538917,-0.1654723573,-0.0860985569,0.3913470258,1.5757258114,0.1298740079,3.0447051288,0.5087823188,1.7719425229,0.5608225775,0.3436045898,1.4748270921,1.0710300432,BRCA
GSM480987,1.4338000603,-0.0713324956,0.1827004727,-0.1557433120,-0.1555066936,0.8726032323,-0.1498149616,0.7180240925,1.7816735108,0.3015840252,2.2666113508,0.7192438530,-0.0083658385,-0.1499324492,1.7297926445,-0.0560936676,-0.0690542175,0.3543531300,1.1611173602,0.1582679011,1.1229457474,0.9765144884,2.7002402940,0.1485953159,0.2769221361,-0.0968674962,0.8414186588,1.6794877839,-0.1123056535,0.3181477213,0.2248501321,-0.1239295452,-0.0006338402,2.9058182238,2.5893073531,-0.0090569907,0.4492501604,1.5146001203,-0.1449738467,-0.1230651978,0.6682366264,1.5098944815,0.0846111526,2.4632443715,0.3258629384,1.9999060498,0.6869926400,0.2164987698,1.7441470771,0.6053726434,BRCA
GSM480988,0.7407396463,-0.0805164551,-0.0561909973,-0.1329827543,-0.0846788929,0.5713723204,-0.1292498727,0.1794811034,-0.0056832970,0.1369016643,2.2369184494,0.9066358447,-0.0868604181,-0.0689399618,1.8312220970,0.0935513115,0.2504433668,0.6910725139,0.6000073742,0.1011693099,0.7661634073,0.9264586287,3.0337750910,-0.1293261614,0.1544125034,-0.1597396434,0.8498084926,0.5096429859,-0.0887284530,0.3929132432,0.3324483280,-0.1169324567,-0.0656316759,3.1187806428,1.3520219215,-0.0599468985,0.2316278139,1.6251955705,-0.1674141653,-0.0785969899,0.3251283136,1.3878509082,0.0259809221,2.8788543987,0.2421495394,1.4318624933,0.3270575241,0.3338143320,1.2468312481,1.1761856974,BRCA
GSM480989,1.0624254569,-0.0778991370,0.2524373927,-0.0989504625,-0.1364485446,0.5504910161,-0.1859777876,0.2313903615,-0.0242702600,0.2410951006,1.9671972129,0.6953486627,-0.0814909347,-0.0558074567,1.3954068098,0.1628549804,0.0246971188,0.4444297865,0.8029992030,0.0369959866,1.1952749605,0.8011272412,3.1330703897,-0.0954071691,0.2503456343,-0.1886112411,0.7280791916,0.2432551988,-0.1266093460,1.0022986407,0.1849674297,-0.1815289483,-0.1200844551,2.9617312153,1.7242761774,-0.0294188292,0.0913423481,1.2278946912,-0.3763993297,-0.0731058057,0.4900845347,1.7397207197,0.1002532990,3.3180981159,0.5133465876,1.7352698940,0.2615445513,0.4014075051,1.4775055199,1.3028468639,BRCA
GSM480990,0.8290714934,-0.0125747637,0.5463355927,-0.1853777836,-0.1531001834,1.0313751001,-0.1801053234,0.5219877110,-0.0668057338,0.1896004626,1.8043094478,0.6985147433,-0.0016967191,-0.0349975691,1.6320477078,0.0506241470,0.0120239981,0.6063650150,0.9064934546,-0.0345381376,1.1422580908,0.6278177781,3.4345294637,-0.0376594393,0.0838013676,-0.1363020873,0.5935970135,0.9098102882,-0.0986434286,0.6265113652,0.1443767947,-0.1103736918,-0.0662442879,2.9287062935,2.3215461372,-0.1001651907,0.2106545039,1.0595813688,-0.2499927878,-0.0173011088,0.4336124466,1.6178782546,0.1897043898,2.5353743696,0.5827531696,2.3341356051,0.3549405742,0.4091827854,1.3759262749,1.0695293621,Control
GSM480991,1.1646862606,-0.0370445928,0.6330033243,-0.1410255922,-0.1093275204,1.0671943942,-0.1929069609,0.0766595600,-0.0233735611,0.2089695791,2.3212478954,0.8245137883,-0.0434996063,-0.0700890207,1.3953872703,0.2131650779,-0.0015521856,0.7714438242,1.0236855373,-0.0010625116,1.3781427961,0.7227592406,3.1577889920,-0.1017668864,0.2205119239,-0.1270282124,0.8192260036,0.8781279406,-0.0624410332,0.7455465098,0.3480668160,-0.1491961213,-0.0678060118,2.9761698543,2.0550858006,0.1015720097,0.2837388371,1.3924406172,-0.3169356138,-0.0837784101,0.4549422166,1.5154253708,0.1637839266,3.2717896223,0.4727504137,1.8714289568,0.3533411367,0.5025272704,1.5222291442,1.1864308715,Control
GSM480992,1.1545590500,-0.1077524858,0.6910685400,-0.1913445499,-0.0673276951,0.8570831561,-0.2010195181,0.2400313644,-0.0362600798,0.1794442621,1.9536824093,0.5097402134,-0.0721807124,-0.0495219408,1.5200986117,0.1167949581,-0.0555899561,0.6296331289,0.8552267413,-0.0141617971,1.3404002363,0.6307045531,3.4128646853,-0.1336070321,0.2898410485,-0.2061888918,0.5819004865,0.7166258736,-0.0450423969,0.8338360540,0.2517969087,-0.1647119857,-0.0465047354,2.5162862662,1.7278080581,-0.0561522902,0.2004457311,1.1750178212,-0.1647453505,-0.0625960699,0.5141163273,1.5427023274,0.2309327894,2.7193237019,0.6566160942,2.3466269308,0.3833195646,0.4332846113,1.5001773424,1.3392564952,Control
GSM480993,1.0872567110,-0.1029904053,0.4016453450,-0.1290267316,-0.1069745372,1.0833779254,-0.1256446865,0.4071690490,-0.0292226803,0.3845479185,2.2813484934,0.8032673724,0.0454137067,-0.0595308578,1.7533542813,0.3726992812,0.1145954085,0.5561323376,0.9877843097,0.1070061547,1.2013911734,0.8724870043,3.1817195413,-0.0882092426,0.3587973784,-0.1628671454,1.0725933071,0.7602154946,-0.0766519552,0.7201702995,0.1695299268,-0.1304087607,-0.0268226781,2.9763071138,2.0188449322,-0.0819885248,0.3031659791,1.5867013385,-0.2135680653,-0.1048045191,0.3490532518,1.6826464402,0.1865953174,3.0708534814,0.4959244666,1.9904366864,0.6073895380,0.2973579077,1.3941688798,1.2168517488,Control
