@relation data

@attribute id string
@attribute 1632 numeric
@attribute 1666 numeric
@attribute 1892 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 37 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.9656046029,1.1684457077,2.2600692511,1.2315420509,2.1412504400,1.5338132382,-0.1309162252,1.4308904895,0.1383720047,1.9561414338,BRCA
GSM480985,0.9056475965,1.1184423428,2.3151015044,1.2862912884,2.3893079756,1.7647145290,-0.1319178662,1.2343711706,0.1154675256,2.0446613678,BRCA
GSM480986,0.9535284869,1.1590348187,2.7609708010,1.4991035972,2.4189091070,1.5006480814,-0.0825447624,1.3506387171,0.1251920825,1.9626190033,BRCA
GSM480987,1.1235957722,0.8179498014,2.3466795684,1.7670080577,2.6591125897,1.2740856781,-0.0923100428,1.0651787221,0.0552580245,1.7135836632,BRCA
GSM480988,0.7512240130,1.2065362245,3.0373000502,1.3588856331,2.5186501060,1.7804687992,-0.1160209017,1.3493015824,0.0558361426,2.3200529881,BRCA
GSM480989,1.2345407324,0.9168780862,2.9604410530,1.4247240936,2.0909121889,1.9561418145,-0.1854663942,0.5194965305,0.2535602902,2.3028561142,BRCA
GSM480990,1.1889719491,0.8578851261,2.5652331860,1.1515127782,2.1266345809,0.9287004626,-0.0866296291,0.7789853086,0.1183365685,1.6229394392,Control
GSM480991,1.1641755907,1.0721994101,2.7478961944,1.4915880433,2.5569677694,1.3856509253,-0.1673060644,0.7832324635,0.2864338179,2.0590186187,Control
GSM480992,1.3220169786,0.9364344319,3.0652388335,1.0771964263,2.1775594950,0.9734940641,-0.1152222246,0.6323181725,0.1851091368,1.9186499921,Control
GSM480993,1.3294474706,1.0642039617,3.0423105659,1.5596950650,2.3473011426,1.7184223135,-0.1413391842,0.9963236153,0.2105531346,2.0062325897,Control
GSM480994,1.2429156845,1.1163330311,2.8408420681,1.6362080361,2.5427283900,1.5470310921,-0.1391871058,0.9869518839,0.1907521951,2.3497750084,Control
GSM480995,0.8210597779,1.0953781223,2.0454801470,1.3893509869,2.1461830140,1.5803490655,-0.1452625920,0.5702306461,0.1184645985,1.3069525278,Control
GSM480996,1.2807463669,1.0721478612,2.5082528144,1.6067255736,2.5123948370,1.0546043863,-0.0879742364,0.6895251991,0.0683085193,1.9759510559,BRCA
GSM480997,1.2981851621,0.9609208086,2.6688368321,1.3933616153,2.0679075379,1.0873787453,-0.1279241549,0.5499678084,0.2270563405,1.6676607942,BRCA
GSM480998,0.8716361177,0.9416269533,2.5861411691,1.5672181888,2.4371070861,1.5284905435,-0.0947130796,1.1464440974,0.0877065769,2.1585630577,BRCA
GSM480999,0.7993037934,1.1285392106,2.4014548510,1.5379419242,2.3647153717,1.5837444192,-0.1526051246,1.2501671631,0.1721770500,1.9286996358,BRCA
GSM481000,0.8365471153,1.0053758161,2.3061900438,1.3607894905,2.2634173291,1.4236369207,-0.0873175396,1.5136006921,0.1400277092,2.1381662191,BRCA
GSM481001,0.6114368514,1.1869687130,1.8513057679,1.3792098952,2.2712901320,1.4416434455,-0.0239978664,0.8563575613,0.0630764403,1.2638033843,BRCA
