@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10125 numeric
@attribute 1019 numeric
@attribute 10298 numeric
@attribute 10451 numeric
@attribute 10725 numeric
@attribute 10892 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 1326 numeric
@attribute 1432 numeric
@attribute 1437 numeric
@attribute 1493 numeric
@attribute 1739 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 23624 numeric
@attribute 2534 numeric
@attribute 27040 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 29851 numeric
@attribute 3265 numeric
@attribute 3458 numeric
@attribute 3551 numeric
@attribute 3558 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3586 numeric
@attribute 3702 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4690 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4893 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5133 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5588 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5609 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5777 numeric
@attribute 5788 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6885 numeric
@attribute 7006 numeric
@attribute 7124 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7535 numeric
@attribute 8440 numeric
@attribute 84433 numeric
@attribute 8503 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8915 numeric
@attribute 9020 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 940 numeric
@attribute 9402 numeric
@attribute 959 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,0.1657802946,1.6314720287,0.7444360137,0.0961183231,0.7903230373,0.4424673727,0.7714346136,1.5553736859,-0.0049275398,0.6466643338,-0.1695937390,-0.0971397614,0.5818749392,1.9397812022,0.1866127024,0.1948640191,-0.0448427393,0.6154863538,-0.0119043016,0.1305850978,1.3452941188,1.2060972602,-0.1226061891,1.0380567778,-0.1502639149,0.5241222142,-0.0967912121,-0.1635283750,-0.0627090877,-0.2551962770,-0.1127461930,0.7463167697,0.4153290968,1.9894220193,-0.0882698743,-0.1056819162,0.9588077316,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.4754300158,0.8049394469,0.6222571999,0.3252477609,1.3243965731,0.3334267199,1.9176566821,0.2940123944,-0.2302244115,0.9942950769,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.5204422609,1.1392389064,1.3485143633,0.9049248654,0.5655952376,-0.0425356007,0.5276523813,0.4586358647,-0.0717742680,0.6164951165,1.5197282433,0.0778244350,0.2957080686,0.6115640560,-0.1086105190,0.9600990878,-0.1653921105,0.6409841057,0.8525465690,-0.0068966250,-0.1348413536,0.1797246685,0.5492388602,0.9587464938,-0.0224852814,-0.0286056817,0.1073409411,-0.0013073965,-0.1390153169,0.5084218903,0.0273899827,0.8580704628,0.7630263184,0.2355270146,0.7444675717,0.0120870491,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.1204670775,-0.0480929209,-0.1294551434,-0.1338171530,-0.0637609943,-0.1593005250,0.2693405723,BRCA
GSM480985,0.6712534413,1.0627169278,1.1038011162,0.6800185540,0.5367252741,1.0138720672,0.4501946859,0.8597149872,1.1625347307,0.3211756788,0.5214375071,-0.1215593730,-0.0849444349,0.5661799941,1.4054429928,0.2867683454,0.3309724640,-0.0263181581,0.4983797427,0.0315317513,0.1473681094,1.1583383579,0.8787267861,-0.1584184782,0.5481084954,-0.1919777421,0.8006201253,-0.1313371339,-0.1799587318,-0.0660942230,-0.2261143029,-0.0744590654,0.9612028782,0.4587173745,1.8852531751,-0.1044245821,-0.1149276042,0.9287990430,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.4509238059,0.9412159958,0.5609422953,0.5135553388,0.8611773475,0.5376056928,1.5525041097,0.9674722773,-0.1733842004,0.8471601896,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.6196571301,1.0624773818,1.2292638585,0.8493034308,0.4722626175,-0.0797153226,0.4521202200,0.5649788797,-0.0165247075,0.6136501327,0.8917866104,0.0538346215,0.2382422053,0.2890646078,-0.0886895525,0.9672667549,-0.1566653691,0.6127393824,0.8536376064,-0.0052304801,-0.1474278699,0.2011654340,0.6409502427,0.8959703881,-0.0369234079,0.0503361004,0.1538996255,0.0045720668,-0.1548241565,0.5190573038,-0.0211363886,1.1287610356,0.7087613307,0.4534196694,0.6990579716,0.1944893691,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.0646950120,-0.0884987430,-0.1462289999,-0.1120574987,0.0234964800,-0.1639282239,0.2437138550,BRCA
GSM480986,0.3637514705,0.3826088202,1.3781034724,0.9048564412,0.4511935614,0.6898942973,0.4420231449,0.8397588544,1.3508609449,0.0433122417,0.5058162958,-0.1289680449,-0.0566251233,0.4299439512,1.7577156492,0.2145363198,0.3619466726,-0.0236322101,0.4758732554,0.0265829566,0.0857671689,1.5127595663,1.3099040800,-0.1062178236,0.9493732134,-0.1827084002,0.5310721682,-0.0704303690,-0.1821055065,-0.0732426170,-0.1601737868,-0.0965975212,0.9059672051,0.4106089262,2.0062507787,-0.1338326670,-0.1009592382,0.9228339706,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.3572855135,0.9283377825,0.7128700620,0.3070080325,1.3830056341,0.5214103467,2.0052070367,0.4927383830,-0.1962782885,1.0312913730,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.5424212613,1.1325124873,1.4755984701,0.6729391185,0.5177595145,-0.0370660395,0.5276161861,0.5706250406,0.0824834229,0.5081571897,1.3150411108,0.0844743560,0.2837639618,0.3945332915,-0.0471249062,1.1775063474,-0.1054329170,0.4839221177,0.9353946786,0.0253748071,-0.1310103294,0.0952468054,0.4793911673,0.6764137213,0.0107107761,-0.0117659394,0.0129711927,0.0373677311,-0.1482777453,0.4703850285,-0.0632088269,0.9668687962,0.8078009443,0.2372617236,0.7976996219,0.0711415219,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0579067368,-0.0300618196,-0.0785622794,-0.0338983699,0.0093842852,-0.1522055960,0.2337614380,BRCA
GSM480987,0.4741756265,-0.0647979691,2.0535945445,0.5215355268,-0.0624555265,0.6330583289,0.3700776133,0.6984377671,0.9561490119,-0.0058157288,0.6135009341,-0.1630511601,-0.0552643589,0.2913734570,1.6769249506,0.2593453904,-0.0610097518,-0.0190172376,-0.1368188594,0.6367091207,-0.0208479114,1.4599798470,1.1273281686,-0.1659948326,0.6616964770,-0.0920013336,0.3550794774,-0.1189128644,-0.1676234927,-0.0101402886,-0.2000680720,-0.1370833611,1.2356612913,0.2296363310,1.8972162525,-0.0881993032,-0.1015399447,0.7341811885,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.2389650019,1.1037804131,0.7524098709,0.1756962026,1.3380605279,0.4951465396,1.8267602669,0.1303720306,-0.2715578786,0.5568740662,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.7127369387,0.7104099762,1.6084967972,0.9346764925,0.4873980932,-0.0565996444,0.4570317386,0.5260457562,0.1031593607,0.3891538004,0.5668156716,0.0511663564,0.2364959457,-0.0295104620,-0.0378936660,-0.0128968786,-0.1104806915,0.3882937707,0.8780260834,0.1567118048,-0.1119046295,0.0700896732,0.1445394283,0.5847795974,-0.0540820363,-0.0407701192,-0.1229293533,0.0506385963,-0.1381325973,0.3914669100,-0.0149907378,0.1919102957,0.7409817061,0.2795797170,0.5928302209,0.0186210414,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.1082901696,-0.0132302226,-0.0993839056,-0.0878388124,-0.1488221496,-0.1375176070,0.2226472523,BRCA
GSM480988,0.3666419161,0.2202762317,1.2271330877,0.9508889556,0.3249056081,0.7414473377,0.3437374181,0.8607449488,1.0976330084,0.1610063757,0.4483090917,-0.1010744666,-0.0714812562,0.4063194740,1.1675294143,0.1712146028,0.3942711436,-0.0933597851,0.1432805894,-0.0273392516,0.1404316868,1.6300611323,1.5309302174,-0.0643336254,0.4589619954,-0.1157230785,0.6144637026,0.0630258011,-0.1232804301,-0.0796688943,-0.1748360544,-0.1121643577,0.5378554523,0.2562269165,1.6231118301,-0.1169642382,-0.1109214428,0.8401416463,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,0.2502003758,0.7093335530,0.5546799707,0.3219356285,1.0662603861,0.4710813121,1.9803916247,0.2542246198,-0.1825785065,0.9700278779,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.5192004788,1.0280710610,1.3750535183,0.7414630045,0.1617906544,0.0736688121,0.4923907940,0.4829891018,-0.0181701116,0.5512484685,1.2879227399,-0.0383270433,0.0441387518,0.4609995752,-0.0761343380,1.1087291342,-0.1545460956,0.4704262694,0.6707278885,-0.0337513612,-0.1084911532,0.0896705153,0.3725107078,0.5952524423,-0.0287569216,0.0001304974,-0.0868716438,0.0609464488,-0.1195039996,0.4398411243,-0.0284592743,1.0844853694,0.4814720558,0.3404552888,0.4432948861,0.0445076557,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.0813145423,-0.1150906629,-0.0891134516,-0.0262229780,-0.1109845854,-0.0947629332,0.1930281139,BRCA
GSM480989,0.2517094096,-0.0440145523,1.7527057604,1.1523790095,0.1505207717,0.5739627690,0.0605518336,1.0229797038,0.6682628254,0.0006923543,0.4561344552,-0.2037951662,-0.0847439916,0.2111612193,2.3074461223,0.2270790681,0.0513401362,-0.0318046184,0.6364677269,-0.0600568494,-0.0337748888,1.6843677122,1.3318944331,-0.1843729344,1.1103506463,-0.2689341306,0.4192595793,0.0045405086,-0.1595126757,-0.0296488404,-0.2916233484,-0.0875806320,0.5993327181,0.2400973081,2.4842128198,-0.1489578907,-0.1408892441,0.5486960764,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,0.1723780840,1.0994870811,0.6648718736,0.5292995301,1.2916537300,0.5198385118,1.8099314634,0.1801736687,-0.2788517064,0.8723785451,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.5099837124,0.8617932616,1.4386271053,0.5870933372,0.4391528262,-0.0388321333,0.4168803811,0.8519349658,0.0375987290,0.2192373374,2.1237873399,0.0375365682,0.3176934777,0.3935015834,-0.0274831994,1.3148517542,-0.1792231008,0.4437155496,1.1224099571,0.0401129422,-0.0811708468,-0.0037837656,0.2630944657,0.3143859178,-0.0190125119,-0.0217998318,0.0192166491,-0.0004577507,-0.1969966111,0.2460107125,-0.0164253557,1.0210926999,0.6836835075,0.2063333706,0.5138521928,-0.0409931634,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.0625123944,-0.1193337496,-0.0522587583,-0.1424229563,-0.1253364498,-0.1816061430,0.2852107126,BRCA
GSM480990,0.3166647480,0.0839055511,1.6684504000,0.9801169453,0.1058793579,0.5295604209,0.2637375599,0.8392681946,0.8183849113,-0.0594994511,0.3805084057,-0.1786900770,-0.0548282172,0.3276433839,2.3939645291,0.2749733657,0.1955064154,-0.0240894286,0.5397767587,0.2139598701,-0.0615145761,1.6475978081,1.3889006043,-0.1364915050,1.1067612915,-0.1534946757,0.4130142646,-0.0676458303,-0.1643242365,-0.0061980326,-0.1563080516,-0.0755031328,0.9502829010,0.3191353141,2.3151370526,-0.1211649052,-0.0870639890,0.6484077813,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.3219937040,1.2569765001,0.7222510494,0.3757311289,0.9421872181,0.6607572544,2.1385234782,0.5839403074,-0.1644385889,0.3677679448,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.7009938896,0.9861059069,1.2886391192,0.5830522417,0.4347083518,0.0608631610,0.4040678319,0.5468216389,0.1545863018,0.1815268757,1.1991209335,0.1245269666,0.3639611033,0.6784652798,-0.0090193702,0.9472869369,-0.1299618400,0.3387474729,1.1399565821,0.1445519146,-0.1053477980,0.0120991491,0.3107558547,0.4204747106,-0.0651906640,-0.0152148257,-0.0486021041,0.0988269611,-0.1625582928,0.4045072549,0.0803066328,0.6030732589,0.8951952839,0.3353022668,0.6795169592,-0.0165585492,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.0763895354,-0.0524672205,-0.0772161086,-0.1355011998,-0.0426677119,-0.1055990883,0.1617002876,Control
GSM480991,0.2500861962,0.1038134964,1.2661320120,1.1151435263,0.2550788322,0.5714558330,0.2592420291,0.9410596814,1.0469395604,0.0693341076,0.4695376563,-0.2068232434,-0.0857643668,0.3763607248,1.8290236989,0.2449685031,0.5429381570,0.0096481766,0.6263431796,0.0233230338,0.0564424087,1.5652074934,1.2929992116,-0.1129152680,0.9763167946,-0.1411837970,0.4572952855,-0.0905232279,-0.1673133309,-0.0719654648,-0.1673274888,-0.0876120252,0.9142568514,0.3643042232,2.0687043151,-0.0983536802,-0.1350603652,0.7775347619,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.3367405246,1.2472408378,0.8390529259,0.5165406483,1.1985398679,0.5980931108,1.9004271532,0.3437215163,-0.2311407812,0.6418447939,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.5280418684,1.0007687234,1.3283271537,0.6608008562,0.3957455124,-0.0388739597,0.5071865046,0.6482640730,0.1750445278,0.3723191662,1.5476096728,0.0588836264,0.2691069538,0.3850563242,-0.0346813186,1.2950893441,-0.1069804765,0.3654298311,1.0769064036,0.1220167010,-0.1263488267,0.0441448208,0.3851343730,0.5598204840,-0.0868870270,0.1726690396,0.1669772696,0.0497137843,-0.1602240545,0.4099016467,0.0581920394,1.0204976901,0.7217237797,0.3254929182,0.7524973224,0.0821979287,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.0782935824,-0.0360897136,-0.0783442961,-0.1265710275,0.0402165089,-0.1121194788,0.2150321878,Control
GSM480992,0.2476967987,0.5348129898,1.5023378805,1.4277543859,0.1594127794,0.5169215143,0.1931913796,0.9758864265,0.6665939561,-0.0160076628,0.3800862124,-0.2047364831,-0.0600448508,0.2851011068,2.3328941266,0.3295684198,0.3445932802,0.0098416810,0.9188699239,0.0886958316,0.0273010123,1.5792976092,1.5241501815,-0.0990664511,1.1827308424,-0.1471509594,0.3674736292,-0.0796946813,-0.1594729364,-0.0574405404,-0.1863134343,-0.0926116403,0.5848525959,0.2580534183,2.4234709023,-0.1135908183,-0.1192715805,0.6407662356,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.1333302662,0.8925691490,0.7926203149,0.3600742080,0.6252961718,0.4647197556,2.0045540961,0.3293317450,-0.1480478724,0.5632396906,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.6497552522,1.0355044920,1.4482076389,0.4972681324,0.4195187698,-0.0755431891,0.4130200728,0.9082788116,0.1619838233,0.3079451628,1.8157576812,0.1346057261,0.3634628315,0.8328277925,-0.0477632556,1.1846827931,-0.1197716071,0.3105769333,1.2896809784,0.0927470139,-0.0713407049,0.0183351703,0.4019502806,0.4415234548,-0.0495421575,-0.0538811761,-0.0769597430,0.0592768053,-0.1598194368,0.4004930503,0.0365182141,0.7441449755,1.0327716594,0.3306750413,0.6273837210,0.0293533208,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.0207560157,-0.0394278675,-0.0389066301,-0.1144072044,0.0101874459,-0.1507984696,0.2135051408,Control
GSM480993,0.3786722400,0.3386509587,1.6903067380,1.1702798946,0.1350385027,0.5665345361,0.3946407571,0.8986200048,1.1139041867,-0.0229689722,0.5930127984,-0.1150382765,-0.0710167005,0.4119260958,1.9907199673,0.3003267815,0.4851258332,0.0090587195,0.6206308791,0.0776393937,0.0333401057,1.5582134934,1.3381779529,-0.1608401656,0.9945207685,-0.1658804081,0.5721119152,-0.0853780674,-0.1424055492,0.0129006933,-0.0972517151,-0.0581890559,1.0657076714,0.2800151646,2.1975401044,-0.0451837614,-0.1314677842,0.6903401651,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,0.2735164897,0.9085881339,0.8274797584,0.3331510317,1.2895348594,0.5712389041,1.9982736738,0.2987102078,-0.2022650667,1.0416793153,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.5661468516,1.0264566022,1.5829170607,0.7091649962,0.5504608139,-0.0927636825,0.4741801064,0.7940912880,0.0750380798,0.5537918077,1.6241304980,0.0415849929,0.2558302714,0.6463455347,-0.0256107600,0.9989973042,-0.1061867289,0.3602931440,0.9961075650,0.0791702164,-0.0537399848,0.0562111053,0.4506590302,0.4999517977,-0.0244207434,-0.0270253466,0.0286861091,0.0656672766,-0.1856701243,0.4365587016,0.0175658594,1.0595477061,0.8985952735,0.2552427130,0.7562543724,0.0159192843,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0625347915,-0.0681744929,-0.0773493846,-0.0634848428,0.0205856880,-0.1587878019,0.2080415856,Control
