@relation data

@attribute id string
@attribute 10 numeric
@attribute 10249 numeric
@attribute 116285 numeric
@attribute 119391 numeric
@attribute 1312 numeric
@attribute 23169 numeric
@attribute 25830 numeric
@attribute 27233 numeric
@attribute 27284 numeric
@attribute 2729 numeric
@attribute 2730 numeric
@attribute 27430 numeric
@attribute 2937 numeric
@attribute 2938 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 4548 numeric
@attribute 4837 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6819 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute 7172 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 9 numeric
@attribute 9446 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0405075484,-0.0164423921,-0.0685543323,0.2871968024,0.6958642481,0.2785046258,-0.0092272827,-0.1193051515,-0.0703755297,0.4079444837,0.4962523743,2.6564624704,1.7168086048,-0.0645749750,-0.1674627581,0.7235316092,0.0754495595,0.5898664068,3.0324918032,0.0078831380,0.3675383366,0.6833649149,1.4313971996,0.8491748477,0.2477578936,4.1426907629,-0.0950738949,-0.1105912960,1.3264736681,-0.0947122244,-0.0202075392,-0.1615976435,0.3332336988,2.2365244479,0.6616171403,-0.2121124591,-0.0962539443,0.3211651090,3.0878336827,BRCA
GSM481003,-0.0315615821,-0.0662652534,-0.0062619838,0.6053804811,0.7476968945,0.0665125143,-0.0251946044,-0.0322515806,-0.0652688542,0.3460799571,0.5119265533,2.4756328398,1.8448677460,1.5765786022,-0.1301341234,0.5812151789,0.0777414320,-0.1665700966,3.2733086745,-0.0508816874,0.4160629161,0.7216033130,2.1507091524,0.9791663661,0.2789400944,3.5682757945,0.0872669505,-0.1841858980,1.0285028852,-0.0573365810,-0.0016799997,-0.1146992834,0.2522695444,1.9874361891,0.3880148977,-0.1256563828,-0.0842307139,0.1935277733,3.3585660988,BRCA
GSM481004,0.0129256971,-0.0403247048,-0.0336670091,0.5861253571,0.6642833777,0.0833760723,0.0277985121,-0.1180180419,-0.0328783612,0.4978389056,0.6400916121,2.2823961841,1.8700126792,-0.1565946837,-0.1730953976,0.3957744540,0.1614834163,0.0373933017,2.5708290735,-0.0152787971,0.3229572306,0.6514737495,1.5372133926,0.9231776259,0.3552575951,3.4716780036,-0.0003481121,-0.1430300943,1.1865574052,-0.0838428143,-0.0889974860,-0.1352525596,0.4982979496,1.8657788941,0.4700412273,-0.1349669725,-0.0850919253,0.1628478560,3.2913744979,BRCA
GSM481005,-0.0647871130,-0.0681508346,-0.0532238873,0.2515850984,0.6180538165,0.2465488742,0.0061158921,-0.1464409629,-0.0034732077,0.9261486027,0.7218517606,2.5994027191,1.6340367164,-0.0337624953,-0.0900181431,0.6689937415,0.0141258122,0.7389497161,2.9548474550,0.0119367627,0.3231632303,1.1099973139,1.5855797456,0.8683534997,0.4846163356,3.7204619347,-0.0204772787,-0.0620178382,1.0901388849,-0.1148317650,-0.0638150123,-0.1552392772,0.3448748606,2.7006301207,0.9003476574,-0.1150697751,-0.0451880510,0.5584504549,2.8794106643,BRCA
GSM481006,-0.0156705107,-0.1471136617,-0.0335109101,0.4445812414,0.6335657793,0.0882896964,0.0905957666,-0.1239977195,-0.0924262168,0.7814411181,0.6522844806,2.8249887624,1.3196450744,0.0379432075,-0.1321361279,0.5336723185,0.0898171258,-0.0496254207,3.5155734023,-0.0110272639,0.6429668850,1.2837436007,1.6803067921,0.8798222710,0.1829306563,3.8210999371,0.0550615572,-0.0222779220,1.0485457771,-0.1023506290,0.0037431568,-0.1591103327,0.2512352227,2.6225316746,0.8564451805,-0.0919221442,-0.1436340136,0.2576060398,2.7503366602,BRCA
GSM481007,-0.0880839952,-0.0717898351,0.0103394302,0.1206142091,0.6043026530,0.0405883084,0.0996593642,-0.0982495456,-0.0233451478,0.4867370786,0.5090586171,2.5906544130,1.4359567647,0.1914886362,-0.0660563426,0.6273536583,0.2195099760,-0.0565266959,3.3267954192,-0.0630281569,0.4193663628,1.1558250193,2.3467192351,1.0506644813,0.1890029127,3.8334398268,0.0863113939,0.0471324895,0.9919154811,-0.0698563110,-0.0026785128,-0.1001286145,0.3427365638,2.0715633314,0.4364703491,-0.0882182437,-0.0111406069,-0.0203749327,2.4736842313,BRCA
GSM481008,-0.0202982794,-0.0866043144,-0.0475577708,0.0735217189,0.5085953276,0.0595258983,0.0737797814,-0.0697167201,-0.1075119713,0.3440839613,0.9710358195,2.7005748749,1.8247550909,-0.1048934502,-0.1165593553,0.3664562252,0.1208596925,0.0208272412,3.1949354410,0.0269313206,0.4154106536,0.6343656884,0.7879048195,0.7532638147,0.3706373999,1.9119111599,-0.0179713630,-0.1873247817,0.7407126148,-0.0441544895,-0.0740263113,-0.0266525214,0.3474080012,2.6296842805,0.5649071467,-0.1635736044,-0.0905286293,-0.0051919694,2.8314743307,Control
GSM481009,-0.0903213886,-0.0607055089,-0.1128462426,0.1274033058,0.3081738615,0.0629010418,-0.0237284458,-0.0619653838,-0.0491482648,0.5122649288,0.3162564803,3.0171858203,1.0322109808,-0.2110481308,-0.2092095391,0.4818306970,-0.1033275068,0.7586115700,2.9631728730,0.0991780610,0.1410015854,1.1880085426,1.2531525676,0.7764151155,0.1763438165,4.1770090907,0.2295866641,-0.1041863412,1.4014562507,-0.1238218920,-0.2113249919,-0.2232153600,0.1969165576,3.1472170354,0.4039630862,-0.1308127437,-0.0163137240,0.0682864951,2.6578508848,Control
GSM481010,-0.0307756270,-0.0961320493,-0.0877889005,0.3546320464,0.6754612406,-0.0029043004,0.1553389852,-0.0838290264,0.2124974188,0.8619743953,1.3469459286,2.8315667840,1.4786642189,0.2900697653,-0.1107601541,0.7096368441,0.2747934574,-0.0083309240,2.9571587640,-0.0996039756,0.4070487794,1.1010034873,1.4071667644,0.8617870488,0.4486334165,3.6786961554,1.0443200083,-0.0623894405,1.5085187420,-0.0825062080,-0.0385400340,-0.1272155344,0.6120470599,2.5327712614,1.2861410024,-0.1056606520,-0.1018224571,0.2920504884,2.9120071598,Control
GSM481011,0.0502841924,-0.0632790740,-0.0507536822,0.3136596290,0.8348298926,0.0105521748,0.0263164097,-0.0945148769,-0.0567107455,0.4792406870,0.5191272395,2.2695757417,1.8861239884,-0.1507767677,-0.0995877786,0.5895036292,0.1773938203,0.9709620699,3.2838686707,-0.0061862013,0.2192764803,1.2240768454,2.2494151594,1.0687776043,0.3299817409,3.8195988834,-0.0852859824,-0.1606598745,1.1959820740,-0.0804451989,0.0217518628,-0.1624750384,0.3754764730,2.1196054201,0.4093329090,-0.1457992264,-0.0463264186,0.0072987508,2.9254122709,Control
