@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 23118 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3932 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 50852 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7334 numeric
@attribute 84433 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2292825110,0.2841429040,0.1697420499,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,0.2679063242,-0.1193558042,-0.0762471060,0.0372776528,0.8098630121,-0.1431104810,0.6485961018,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,-0.0339868274,0.1344134227,1.2157194917,0.2768544875,-0.1522403283,-0.1100632684,1.3893902952,0.0879778451,0.6162338108,0.5377018423,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.1001903431,BRCA
GSM481003,0.1452357401,0.2877502063,0.1789068290,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,0.4162924297,-0.0801793431,-0.0751021558,0.0608519517,1.4016762564,-0.0433329571,0.6032710826,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,0.0360388891,0.0819050467,1.5458108518,0.2633005434,-0.1029037122,-0.1581543141,1.3348496882,0.2714031846,0.7397027474,0.5554000006,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0606260283,BRCA
GSM481004,0.1557933774,0.3929689074,0.1745311046,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,0.4565757285,-0.0795753457,-0.0586939262,0.1890115326,1.3433312625,-0.0697759952,0.6172203298,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,-0.0419302782,0.1194911064,1.4715695732,0.2940910289,-0.1013266374,-0.1351322933,1.2795978242,0.2158707039,1.0226274510,0.4440401822,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,-0.0573946973,BRCA
GSM481005,0.3356080522,0.7559128657,0.3455587844,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,0.3903404364,-0.0870296289,-0.0613186934,0.0661443981,0.7793831442,-0.1156273049,0.8054027840,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,-0.0755055607,0.1420803729,1.2129281088,0.6410530742,-0.1664229727,-0.0999191949,1.6344984227,0.1710501472,0.5842907192,0.6679200560,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0384553807,BRCA
GSM481006,0.1962778227,0.5505344721,0.2942350855,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,0.2354427614,-0.1502535146,-0.1271773895,0.1223146532,1.0869957842,-0.1304856846,1.0976617766,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,-0.0672901499,0.1587185629,1.3122026393,0.5432311448,-0.1145218472,-0.0809348578,1.5415081055,0.1520524368,0.7860515617,0.6600953752,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,-0.0865613314,BRCA
GSM481007,0.2361548715,0.2756707471,0.1864653531,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,0.2572633833,-0.1095179278,-0.1056098652,0.0016019143,1.3999506757,-0.0520875151,0.8467260383,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,-0.0740866984,0.0631843703,1.4910032429,0.3382505102,-0.0870538556,-0.1104458293,1.3637316713,0.2106971290,0.4491444476,0.5075207963,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.1007549883,BRCA
GSM481008,0.2298881953,0.9329660580,0.2346924801,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,0.3088421996,-0.0895309923,-0.1128407006,0.2086261566,1.2762110606,-0.0811162951,0.6941363809,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,-0.0904428245,0.1297484952,1.3571830794,0.3780345452,-0.1443500521,-0.0714811774,1.0472421944,0.2046559461,1.4473513996,0.5698375510,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0427051691,Control
GSM481009,0.1166496219,0.4141671401,0.1587574715,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,0.1725846681,-0.0994991177,-0.0767853803,0.0623427681,0.6739098801,-0.2150256666,0.5816204784,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,-0.0895921919,0.0174211498,0.9630623995,0.2541130532,-0.1487374656,-0.0886993240,1.1976301020,-0.0395453013,0.4072276253,0.6280128602,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,-0.0360599128,Control
GSM481010,0.5424241116,0.8322192047,0.2935420768,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,0.3174347172,-0.0830957172,-0.0627768678,0.1809599443,1.1876550054,-0.1211605718,0.6870637622,0.2892597577,0.0721562371,0.1319778106,1.1194783820,-0.0383458782,0.1197620314,1.2152642781,0.5448883692,-0.1136882913,-0.1319057523,1.8945843847,0.1602419908,1.1813988317,0.6182664710,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,-0.0627427894,Control
GSM481011,0.1223588546,0.2562781054,0.1356315169,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,0.2600992171,-0.0850995498,-0.1187003686,0.0443784665,1.0963865406,-0.1413591092,0.9310768999,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,-0.0510652071,0.1251327870,1.4994342731,0.1588936072,-0.0834182592,-0.1061520659,1.4495262178,0.1473947284,0.4136765280,0.3199764860,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0819519429,Control
