@relation data

@attribute id string
@attribute 10010 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 3551 numeric
@attribute 3725 numeric
@attribute 4049 numeric
@attribute 4214 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5599 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5871 numeric
@attribute 5970 numeric
@attribute 6416 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7186 numeric
@attribute 835 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8738 numeric
@attribute 9020 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5650743174,1.5553736859,0.6466643338,0.5241222142,0.7463167697,-0.1863129413,0.8951084466,0.8934277602,0.4754300158,0.8049394469,0.7139937217,2.0539485763,-0.0495949284,0.0848536967,0.8525465690,0.8519533800,-0.0286056817,0.9943679759,-0.0161119644,0.1166489638,0.4405293713,0.3025678801,0.4118056942,0.0120870491,BRCA
GSM480985,0.7954729160,1.1625347307,0.5214375071,0.8006201253,0.9612028782,-0.1703519199,1.0636305118,0.7662042651,0.4509238059,0.9412159958,0.7487222366,1.6670765338,0.0406736651,0.0311325694,0.8536376064,0.9115112276,0.0503361004,0.8512390850,0.0039439453,0.0901692665,0.7702170055,0.3405707169,0.4327876920,0.1944893691,BRCA
GSM480986,0.5364424629,1.3508609449,0.5058162958,0.5310721682,0.9059672051,-0.1385524313,0.7935199528,0.7602790206,0.3572855135,0.9283377825,0.7966307569,2.3174076223,-0.0793845745,0.0732934098,0.9353946786,0.8755208067,-0.0117659394,1.0988370049,0.0043865108,0.1933903277,0.8699044535,0.3061211907,0.3950133331,0.0711415219,BRCA
GSM480987,0.2741055875,0.9561490119,0.6135009341,0.3550794774,1.2356612913,-0.0807310320,0.5396577952,0.8366915836,0.2389650019,1.1037804131,0.7170214796,1.9121642141,-0.0082405777,0.0471401356,0.8780260834,0.4823463641,-0.0407701192,1.2855681681,0.0084098196,0.1489806325,0.5612895813,0.2509096731,0.4318752642,0.0186210414,BRCA
GSM480988,0.5475039634,1.0976330084,0.4483090917,0.6144637026,0.5378554523,-0.1187812831,0.7586201133,0.6670131280,0.2502003758,0.7093335530,0.6912962379,1.3670162843,-0.0020592896,0.0820346933,0.6707278885,0.8547642460,0.0001304974,0.9984557778,0.1082906400,0.1777602493,0.7674596748,0.2956867596,0.3035130608,0.0445076557,BRCA
GSM480989,0.2122975238,0.6682628254,0.4561344552,0.4192595793,0.5993327181,-0.1627586097,0.6540494401,0.4140197684,0.1723780840,1.0994870811,0.5911021925,2.3223415930,0.1581356411,0.3098538393,1.1224099571,0.4700387904,-0.0217998318,1.1939883348,0.0247480945,0.2671450338,0.9244262918,0.1041393924,0.3090408782,-0.0409931634,BRCA
GSM480990,0.1959840808,0.8183849113,0.3805084057,0.4130142646,0.9502829010,-0.1962821299,0.6895217888,0.5210730648,0.3219937040,1.2569765001,0.5124700949,2.2060846408,-0.0766200014,0.1670151348,1.1399565821,0.3495328669,-0.0152148257,1.1523818072,-0.0334197225,0.1861562266,0.9544915450,0.0876675515,0.3235256798,-0.0165585492,Control
GSM480991,0.4339459597,1.0469395604,0.4695376563,0.4572952855,0.9142568514,-0.1280124027,0.8135851005,0.5661078423,0.3367405246,1.2472408378,0.7236467786,2.3923240316,-0.0620754509,0.1993938514,1.0769064036,0.4903383693,0.1726690396,1.1897217152,0.0421075354,0.2463971335,0.9954326866,0.2397026908,0.4217668849,0.0821979287,Control
GSM480992,0.2028120706,0.6665939561,0.3800862124,0.3674736292,0.5848525959,-0.1366720241,0.6908869928,0.5830124984,0.1333302662,0.8925691490,0.4097217267,2.7852531727,-0.0874094128,0.1572916889,1.2896809784,0.3735262640,-0.0538811761,1.3154176546,-0.0174076045,0.2303380465,1.0342417146,0.2120288617,0.4598112149,0.0293533208,Control
GSM480993,0.3732324831,1.1139041867,0.5930127984,0.5721119152,1.0657076714,-0.1591452883,0.8665301368,0.7345213384,0.2735164897,0.9085881339,0.7140314231,2.5135206126,-0.0401579579,0.1519775791,0.9961075650,0.6978857851,-0.0270253466,0.9243113236,0.1364159654,0.2515041795,0.8602189127,0.3169923441,0.3236319403,0.0159192843,Control
