@relation data

@attribute id string
@attribute 10497 numeric
@attribute 10815 numeric
@attribute 1103 numeric
@attribute 1621 numeric
@attribute 1644 numeric
@attribute 22999 numeric
@attribute 2744 numeric
@attribute 4128 numeric
@attribute 54874 numeric
@attribute 57030 numeric
@attribute 5864 numeric
@attribute 60482 numeric
@attribute 6505 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6571 numeric
@attribute 6582 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6812 numeric
@attribute 6844 numeric
@attribute 6853 numeric
@attribute 6854 numeric
@attribute 6857 numeric
@attribute 7054 numeric
@attribute 7166 numeric
@attribute 8224 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2498497264,-0.0022378750,-0.1122089874,-0.0416727741,-0.1097311941,-0.0716031647,0.6879529299,0.7272153733,1.1371569634,-0.0567467631,0.2882209320,-0.0974420444,0.3352699990,-0.1359518535,-0.0788330093,0.2946702333,-0.0806039896,-0.0784855656,0.0612008282,0.5112876687,0.8580837143,-0.0840424624,-0.1111392850,-0.0446861681,-0.1843143120,-0.0809638028,-0.1133499421,BRCA
GSM480985,0.3411222737,0.0274400118,-0.1505371343,-0.0315753115,-0.0892573740,-0.1219276383,0.7644824283,0.7717842565,1.4550035244,-0.0688171912,0.4390604538,-0.1415234359,0.1960010604,0.1115985337,-0.0879037390,0.0805851974,-0.0108762339,-0.0754517870,-0.0275881361,0.5652077497,0.9750290668,-0.0312249587,-0.1398379793,-0.0200478186,-0.1159210932,-0.1366582915,-0.0913627488,BRCA
GSM480986,0.2506019569,0.0333947713,-0.0969282116,-0.0143113679,-0.0614484214,-0.1014341620,0.8092909971,0.7010565088,0.9068633169,-0.0711301229,0.4874935171,-0.0866515958,0.3092010555,-0.0039742491,-0.0708749164,0.0528985192,-0.0288853852,-0.0994968248,0.0469438789,0.7367980255,0.8724778892,-0.0933417504,-0.0963471428,0.1111272582,-0.1356675994,-0.1005429893,-0.1810935194,BRCA
GSM480987,0.1088439887,-0.0594019589,-0.0869774941,-0.0236597029,-0.0325372560,-0.0616881117,0.3543531300,1.6794877839,0.4288201657,-0.0510828924,0.0849605931,-0.1251770852,0.0970391565,-0.0865326460,-0.1112090180,0.0089983054,-0.0038927099,0.0500207365,-0.0220054143,0.8607512637,0.6637983796,-0.0105670871,-0.0620255967,0.0083083328,-0.0232365340,-0.1087687143,-0.0921101061,BRCA
GSM480988,0.1111212380,-0.0492118924,-0.0564230234,-0.0938466405,-0.0856328194,-0.1022915954,0.6910725139,0.5096429859,0.7254853263,-0.0123547841,0.3885445643,-0.0955956292,0.1782208239,-0.0515695167,-0.0660874581,0.2919191110,-0.0174715090,-0.0908771392,0.1028955929,0.8444442860,0.3810517959,-0.1017586326,-0.0797624096,-0.1007697098,-0.0292729959,-0.1440232458,-0.1381406770,BRCA
GSM480989,0.2317206857,0.0233395003,-0.0834734071,-0.0471945257,-0.1210331493,-0.0730436224,0.4444297865,0.2432551988,0.5904624395,-0.0336404522,1.0065250677,-0.1120834092,0.1668989417,-0.1076312634,-0.0765324335,0.3101469584,-0.0447396805,-0.0452358587,-0.0830106423,0.6433026957,1.1429643371,-0.0019817986,-0.1048323887,-0.1513736165,-0.1206839850,-0.0888880734,-0.0670131794,BRCA
GSM480990,0.1366856836,-0.0425474236,-0.0467342631,0.0107198580,-0.0624192063,-0.1007789494,0.6063650150,0.9098102882,0.5093322714,-0.0363621299,0.6060536480,-0.0774262902,0.0716720986,-0.1645652397,-0.0469035626,0.1504962361,0.0180012269,-0.0905569354,0.0191228693,1.0225135685,1.1297013738,0.0470120367,-0.1145211386,-0.0869700394,-0.1015555037,-0.1387458115,-0.1480897045,Control
GSM480991,0.3215980299,0.1587953391,-0.0739636377,0.0005197486,-0.0785714785,-0.0735594566,0.7714438242,0.8781279406,0.7694709118,-0.0275067586,0.7793279563,-0.1088110295,0.2825929638,-0.0801134976,-0.0798052689,0.1601521271,0.0509387656,-0.0716491503,0.0173325776,0.8215937093,1.3279897193,-0.0721432740,-0.0985300686,0.0115688264,-0.1109221383,-0.1169805895,-0.0948746963,Control
GSM480992,0.2478996939,0.1382086769,-0.0394101663,-0.0677153814,-0.0980133674,-0.0463536424,0.6296331289,0.7166258736,0.6147798835,-0.0073117245,0.7938982481,-0.1417939861,0.0795976930,-0.0928625302,-0.0831935343,0.0884045239,-0.0572551240,-0.0599888102,0.0085014564,0.9246719330,1.3015146424,-0.0663969083,-0.0825519404,-0.0791883014,-0.0821576885,-0.0916270142,-0.1094324701,Control
GSM480993,0.2284777018,0.0982491271,-0.0723800203,0.0160970758,-0.0779785232,-0.1104870453,0.5561323376,0.7602154946,0.8056926285,-0.0453858177,0.8465846600,-0.1058343385,0.3522421680,-0.0842560461,-0.0939201686,0.0779125332,-0.0611872739,-0.0650992427,0.0187037533,0.9696018361,1.1745911652,-0.0234244969,-0.1028160165,-0.0468702705,-0.1145601916,-0.0471239394,-0.0579197836,Control
