@relation data

@attribute id string
@attribute 10371 numeric
@attribute 1072 numeric
@attribute 2242 numeric
@attribute 2534 numeric
@attribute 3320 numeric
@attribute 3984 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 55558 numeric
@attribute 5879 numeric
@attribute 8829 numeric
@attribute 91584 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0380599454,2.3185293673,-0.1007230258,-0.0119043016,3.7246808213,1.3786196138,0.3334267199,1.9176566821,0.6036850862,-0.0145549048,0.0539899325,2.7923812542,0.0749716201,-0.0866579753,BRCA
GSM480985,-0.0164963959,1.9290970167,-0.0462862588,0.0315317513,3.8482525347,1.2969016295,0.5376056928,1.5525041097,0.4199118129,-0.0731537505,0.0702674328,2.9129755730,0.0225656420,-0.0762782211,BRCA
GSM480986,-0.0524168771,2.6057420970,-0.0927910407,0.0265829566,3.6994577250,1.4918706133,0.5214103467,2.0052070367,0.6475244149,0.0065424755,0.0597239584,3.0052631994,0.0546909084,-0.0698736805,BRCA
GSM480987,-0.1128140558,2.3601241903,-0.0717900882,0.6367091207,3.8704057537,1.4120813263,0.4951465396,1.8267602669,0.6206423380,0.0987792814,0.0067777652,3.1002503070,0.3437698573,-0.0449629097,BRCA
GSM480988,-0.0615038776,1.7501517537,-0.1479131978,-0.0273392516,3.7638259730,1.3669745201,0.4710813121,1.9803916247,0.6412986221,-0.0278619124,0.0771782055,3.0203843170,-0.0292331753,-0.0864929846,BRCA
GSM480989,-0.1359274458,2.9739281333,-0.1828133873,-0.0600568494,3.6763444743,1.5982619581,0.5198385118,1.8099314634,0.5250731271,-0.0386486631,0.0711280443,3.3091132243,-0.0544582841,-0.0113784422,BRCA
GSM480990,-0.0924397538,3.1392434437,-0.1501012322,0.2139598701,4.0356965860,1.8377779026,0.6607572544,2.1385234782,0.8129826577,0.1130000483,-0.0115719779,3.4219261243,0.1747390068,-0.0525901028,Control
GSM480991,-0.0021874508,2.8201174737,-0.1864134322,0.0233230338,3.8149829707,1.6326199131,0.5980931108,1.9004271532,0.7585464375,-0.0188882129,0.0778013507,3.2534763878,0.0701053542,-0.0610292743,Control
GSM480992,-0.1197728904,3.1759457587,-0.1614125238,0.0886958316,3.8272416590,1.9263710032,0.4647197556,2.0045540961,0.8813837547,0.0251684229,0.1510299486,3.4460021522,0.0710969103,-0.0264164948,Control
GSM480993,-0.0839912122,2.6895048220,-0.1289446918,0.0776393937,3.7825589180,1.6787058631,0.5712389041,1.9982736738,0.7086470452,-0.0035190753,0.1036309079,3.0886874926,0.0260177059,-0.0515897514,Control
GSM480994,-0.0930886088,3.1306199233,-0.1490985560,-0.0747274989,4.4011014303,1.5327553492,0.4971079265,1.8144347636,0.5801586830,-0.0554694731,0.1178072872,3.4762011070,-0.0262240056,-0.0651184655,Control
GSM480995,-0.0951462743,2.7990051113,-0.1508293008,0.4452200565,3.6159120400,1.8291828246,0.6911351234,2.1501699967,0.8000583203,0.0689464070,0.1298425151,3.1679063242,0.1206996390,-0.0443607197,Control
GSM480996,-0.0458385316,2.8224002920,-0.1096266087,0.3453775692,3.6633747417,1.4663535496,0.6041922049,2.0233463645,0.9369080889,0.1560929102,0.0016139546,3.0532128612,0.0653467107,-0.0283576665,BRCA
GSM480997,0.0087957419,2.9312574863,0.0523262452,0.5756428409,3.3159621557,1.9119005395,0.4464887556,1.6034002132,0.7443714483,-0.0453125395,0.0644364888,3.0110673772,0.2190895576,0.0039806293,BRCA
GSM480998,-0.0715865060,2.4402847687,-0.1834547857,-0.0005463961,3.8966217837,1.6561409828,0.5039749793,1.7726184914,0.5975561515,-0.0318786188,0.0476831375,3.1387746831,0.1171886389,-0.0185457144,BRCA
GSM480999,-0.0270514781,2.2432699600,-0.1076350982,0.0363506132,3.6401789983,1.5205067320,0.6734050700,1.7348763849,0.6586046687,-0.0453279387,0.0799814731,2.9392873114,0.0867761373,-0.0537674211,BRCA
GSM481000,-0.0039375791,2.0923478603,-0.1152256997,-0.0241411641,3.6910348733,1.5751040548,0.6563936570,1.7619267168,0.6476457392,-0.0556182229,0.1835064703,2.9357543340,0.0031727457,-0.0675274539,BRCA
GSM481001,-0.0422023948,2.7239157357,-0.1569203389,0.5395288854,3.8690611523,1.7886358951,0.5111789067,2.2096938209,0.6921254440,0.1013904517,0.0439484241,3.4267272817,-0.0033536326,0.0104723162,BRCA
