@relation data

@attribute id string
@attribute 2533 numeric
@attribute 27040 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3702 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4690 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 51466 numeric
@attribute 5335 numeric
@attribute 55740 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7408 numeric
@attribute 7454 numeric
@attribute 7535 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 9402 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.1847654977,0.1305850978,0.0626108013,-0.0021598573,-0.0444646151,0.1910638078,0.0322430879,0.0734804541,-0.0575062146,-0.1060773984,-0.1346518659,-0.0876011369,-0.1127461930,-0.0882698743,-0.1056819162,0.9588077316,0.3334267199,1.9176566821,0.0733693595,0.5204422609,0.8609599753,-0.1095956348,-0.1305549891,0.4870980292,-0.0741785883,-0.1390153169,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.1204670775,-0.0637609943,BRCA
GSM480985,0.1455559636,0.1473681094,0.6915450320,0.1251381343,-0.0231436351,0.2698293427,-0.0650405677,0.0428558186,-0.1290383934,0.1628512691,0.0374173649,-0.1197701725,-0.0744590654,-0.1044245821,-0.1149276042,0.9287990430,0.5376056928,1.5525041097,0.0298204831,0.6196571301,1.1476903561,-0.1162348533,-0.1539827696,0.1326151800,-0.0303147019,-0.1548241565,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.0646950120,0.0234964800,BRCA
GSM480986,0.1879107410,0.0857671689,0.4945947789,0.1963292633,0.0140152021,0.2892794812,-0.0956911196,0.1620062226,-0.1481252838,0.1136571739,-0.0432058185,-0.1058928922,-0.0965975212,-0.1338326670,-0.1009592382,0.9228339706,0.5214103467,2.0052070367,0.0144720067,0.5424212613,0.9185365591,-0.0997965085,-0.1145835604,0.3788658783,0.0055816652,-0.1482777453,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0579067368,0.0093842852,BRCA
GSM480987,-0.0923292354,-0.0208479114,0.0661166904,0.1146925516,-0.0216950949,-0.0708309157,0.1852427243,0.2594022517,-0.1046273241,-0.1178809743,-0.1097697392,-0.1023941331,-0.1370833611,-0.0881993032,-0.1015399447,0.7341811885,0.4951465396,1.8267602669,0.0538429518,0.7127369387,0.8189584152,-0.1423497388,-0.1286077277,0.0768386433,-0.0223641238,-0.1381325973,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.1082901696,-0.1488221496,BRCA
GSM480988,0.0664320718,0.1404316868,0.4122418322,0.0454927820,0.0066495671,0.2402783686,-0.0805971442,0.0238832242,-0.0136553543,-0.0180359739,-0.1178864969,-0.0838345339,-0.1121643577,-0.1169642382,-0.1109214428,0.8401416463,0.4710813121,1.9803916247,0.0569904125,0.5192004788,0.9911880508,-0.0811823946,-0.1205688132,-0.0151271418,-0.0711560368,-0.1195039996,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.0813145423,-0.1109845854,BRCA
GSM480989,0.1736775508,-0.0337748888,0.8770841099,0.1130909237,-0.0627682461,0.5084585080,-0.0473541224,0.0141822898,-0.0902577417,0.2084253303,-0.1505416402,0.0919470743,-0.0875806320,-0.1489578907,-0.1408892441,0.5486960764,0.5198385118,1.8099314634,0.0839465123,0.5099837124,0.6716240759,-0.1242563192,-0.1198005188,0.5194235196,-0.0050318572,-0.1969966111,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.0625123944,-0.1253364498,BRCA
GSM480990,0.1563164708,-0.0615145761,0.1208910512,0.1960860100,0.0098015560,0.0771852141,0.0482923948,0.1855409761,-0.0054088302,-0.0469217674,0.0769794038,0.0021974898,-0.0755031328,-0.1211649052,-0.0870639890,0.6484077813,0.6607572544,2.1385234782,0.0604284042,0.7009938896,0.7525968794,-0.1065446070,-0.1599072747,0.5918795068,0.0013626597,-0.1625582928,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.0763895354,-0.0426677119,Control
GSM480991,0.3380832374,0.0564424087,0.8700902536,0.2280225680,-0.0335729512,0.2943344935,0.0232491174,0.0698537100,-0.0889617601,0.7456210894,-0.0470037273,0.0457426893,-0.0876120252,-0.0983536802,-0.1350603652,0.7775347619,0.5980931108,1.9004271532,0.0362373314,0.5280418684,0.7621016323,-0.1362817270,-0.1380241071,0.5054169691,0.0026141801,-0.1602240545,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.0782935824,0.0402165089,Control
GSM480992,0.2695118233,0.0273010123,0.3343284855,0.1347692112,0.0117455605,0.1602105837,0.0454827089,-0.0322465841,-0.0244123454,-0.0797030918,-0.0839464270,-0.0198893765,-0.0926116403,-0.1135908183,-0.1192715805,0.6407662356,0.4647197556,2.0045540961,0.1246842162,0.6497552522,0.6586461373,-0.1215875586,-0.0995902242,0.7011816279,0.0179363688,-0.1598194368,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.0207560157,0.0101874459,Control
GSM480993,0.0365133142,0.0333401057,0.5518651867,0.0842804099,-0.0596483520,0.2476261285,0.1215528380,0.1667407294,-0.0892533154,0.9970571118,-0.0267558961,-0.0672223516,-0.0581890559,-0.0451837614,-0.1314677842,0.6903401651,0.5712389041,1.9982736738,0.0669641497,0.5661468516,0.7699432937,-0.0916492745,-0.1186775381,0.5136565912,0.0145993035,-0.1856701243,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0625347915,0.0205856880,Control
