@relation data

@attribute id string
@attribute 10991 numeric
@attribute 1468 numeric
@attribute 23439 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 358 numeric
@attribute 4190 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 6550 numeric
@attribute 760 numeric
@attribute 762 numeric
@attribute 8671 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.2513510150,-0.1278316620,-0.0676795500,-0.1491408966,0.7873428764,0.9343265058,-0.0568410311,0.1531489387,1.0054841208,1.2048343619,-0.1563157375,-0.0891506131,-0.1090014479,0.5992863820,0.1752267555,0.0748847273,-0.0464189791,-0.1062842547,1.4044639887,-0.1863708721,-0.1597511065,-0.0393401686,0.2858685850,BRCA
GSM481003,-0.2490484351,0.1438251994,-0.0770076443,-0.0812697706,0.5923549412,0.8031526952,0.0043464922,0.5343784132,0.7425117001,1.2874445120,-0.1045751128,-0.0761271237,-0.1358756409,1.2565654757,0.1291358674,-0.0328896525,0.1091750296,-0.0784614242,0.5941615181,-0.1265332241,0.0581779555,-0.0200022837,0.2950577102,BRCA
GSM481004,-0.1710969960,0.0473379224,-0.0727936911,-0.1259364901,0.4479295157,0.9885087944,-0.0423808084,0.0084709207,0.8906614674,1.6465649538,-0.0849351305,-0.0423334801,-0.1083835931,0.4561181011,0.1709414899,0.0339282870,-0.0756853581,-0.1252397492,0.9224431330,-0.1987233534,-0.0274990224,-0.0291577319,0.3563124613,BRCA
GSM481005,-0.1299099901,-0.0259020436,-0.1177032135,-0.0663708361,1.1368004649,0.9014064121,0.0026903494,0.1731160652,0.9517489068,0.8559349278,-0.1209874501,-0.1212607316,-0.0687286405,0.9552678574,0.0784749269,0.3383061767,-0.1066267519,-0.1188060280,0.8300000693,-0.1350571373,-0.0639567531,-0.0219616352,0.4715396177,BRCA
GSM481006,-0.2940578683,-0.0550232763,-0.1522625482,-0.1276402877,0.7782562003,0.8825559642,-0.0350995283,0.0824610468,0.8589297873,1.1591157516,-0.1928323078,-0.1071198158,-0.0999615427,0.9066364228,-0.0728818892,0.1292292832,-0.1097232796,-0.1682468870,1.1643913006,-0.1408054935,0.0154857074,-0.0476399911,0.4215005838,BRCA
GSM481007,-0.1936295373,0.0406268623,-0.1012385326,-0.0694483660,0.7552698462,0.6636485375,-0.0073884926,1.2425774344,0.9681255544,1.2515263292,-0.0986034427,-0.0552017571,-0.0639382190,1.4007932205,-0.0474682670,0.4021267280,-0.1062760652,-0.1391931763,1.0542884162,-0.0414766385,-0.0455492911,-0.0140181758,0.6659851471,BRCA
GSM481008,-0.2063531934,0.3152682086,-0.0752571553,-0.0211442764,0.1820090788,0.9082495481,-0.0471661342,-0.0283886407,0.7757612466,1.0822508104,-0.1365751932,-0.0949711165,-0.0792500605,0.9785020654,0.2619806110,0.2425652087,-0.1336147326,-0.0894475556,0.6277366698,-0.1934424104,-0.0512409590,-0.0050512629,0.1094217652,Control
GSM481009,-0.5304901632,-0.1432292917,-0.1508895850,-0.1029867966,0.8007515841,0.8733364368,-0.0732545304,0.0671201678,0.6164813905,0.7746091188,-0.1674389526,-0.3735897056,-0.0711978792,0.5135420329,-0.1965277056,0.0579115311,-0.3514352102,-0.0716812198,1.1316377618,-0.3770019180,-0.0592896369,0.0916257107,0.3058357786,Control
GSM481010,-0.1427419860,0.1499810592,-0.1542527573,-0.0683442668,0.8437611231,0.9295866971,0.0003577713,0.0369861694,1.1865821532,1.1128667200,-0.0958312944,-0.0572905339,-0.0784865001,1.1311606698,-0.0669410945,0.1801746006,-0.0272888464,-0.1316741681,0.9436906082,-0.1226250704,-0.0696537572,-0.0443720341,0.4233123806,Control
GSM481011,-0.2387535038,0.0427869524,-0.0346676108,0.1779870909,0.8232015970,0.5196554506,-0.0961210897,0.1280392149,0.8549612272,1.0450381968,-0.2090282230,0.0049888158,-0.1116891076,0.5877753954,0.2094058641,0.0234133798,-0.0823677012,-0.0205394047,1.2343622239,-0.1230427814,-0.1060798597,-0.0299893563,0.2350564673,Control
GSM481012,-0.2080589457,-0.0069266492,-0.0990591618,-0.0915309974,0.6891912285,0.9349850483,-0.0433110678,0.0197847943,1.0001970939,1.4447841114,-0.1376335561,-0.1234464576,-0.0934280399,0.9207410133,0.0899541302,0.0716445183,-0.0328940838,-0.1323650196,1.2473409784,-0.0811565206,-0.0136947039,-0.0411048366,0.3209737479,Control
GSM481013,-0.1588892036,0.5307372760,-0.1267333107,-0.1038319091,0.1532944201,0.6535032218,-0.1260593421,-0.0854994694,0.7719396200,1.1532339522,-0.1215148531,-0.1268885423,-0.0882353767,0.8353550406,0.0352302380,0.1137100977,-0.1066673142,-0.1747270239,0.8799277283,-0.0767333073,-0.1011888033,-0.0229559478,0.1577087166,Control
GSM481014,-0.1178730109,0.0926310222,-0.0975899394,-0.0899556670,0.4697463930,0.8296206407,-0.0595822813,0.0138743441,0.7243818866,1.3673159480,-0.1469354459,-0.1240041331,-0.0844559744,0.9779351323,0.3485135389,0.1610533600,-0.1100921679,-0.1205246739,0.9215202949,-0.1608092274,0.0976873646,0.0455651797,0.0829926913,BRCA
GSM481015,-0.2368123759,0.1715096931,-0.0882046271,-0.1130140800,0.2812895936,0.6694809243,-0.0829463026,-0.0415555094,0.5499048316,1.0177013113,-0.1009623610,-0.0948053635,-0.0642906956,0.5998073067,0.1663866203,0.0321099983,-0.0999084002,-0.0908696881,1.0855410306,-0.1573613567,-0.1693423697,-0.0052496074,0.1292284516,BRCA
GSM481016,-0.2633753616,-0.0675020748,-0.0722518057,-0.0098864624,0.5859509565,1.1580284686,-0.0049371543,0.0213444829,1.0478265621,1.4097604882,-0.1843330203,-0.1488252394,-0.1055666075,1.0368821777,0.1501254251,0.0786104826,-0.0548464022,-0.0666380674,0.4971557417,-0.1054497211,-0.0596341042,0.0120196404,0.5039359046,BRCA
GSM481017,-0.2181461096,-0.0846525326,-0.1298995729,-0.0714383726,1.0396780797,0.9360840863,0.0245092868,0.1368172669,1.2999086304,0.9812369379,-0.1422918857,-0.1373825365,-0.0954052192,1.1208909823,-0.0760869916,0.3254438911,-0.1444587998,-0.0963604237,1.0355223536,-0.1738956397,-0.0456545783,-0.0411142830,0.9622615418,BRCA
GSM481018,-0.3163023384,-0.0662831642,-0.0906763696,-0.1062431092,0.1709420140,1.2066779855,-0.0314164406,0.3670667166,0.4907861279,1.1631267734,-0.1459918410,-0.0863203947,-0.1129441175,0.4791709901,0.0967106605,-0.0285293748,-0.0950043429,-0.0465124278,1.4542137643,-0.1665712720,-0.0424514744,0.0832609287,0.0245005803,BRCA
GSM481019,-0.1729836061,0.1653222004,-0.1122326411,-0.0033298582,0.7779896537,0.7470011054,-0.0170490040,-0.0320472930,1.2344733681,1.3711639444,-0.1165218921,-0.1127566360,-0.0791077353,1.4699128608,0.0574083225,0.0824501730,-0.0620770577,-0.1438247276,0.8803541967,-0.1222955480,-0.0622528238,-0.0334017559,0.1939164587,BRCA
