@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11213 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2021 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3556 numeric
@attribute 356 numeric
@attribute 3562 numeric
@attribute 3654 numeric
@attribute 3656 numeric
@attribute 4615 numeric
@attribute 472 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4914 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5613 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute 8503 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8743 numeric
@attribute 8772 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 8837 numeric
@attribute 9020 numeric
@attribute 9131 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,-0.0670797496,0.7714346136,1.5553736859,0.8219632786,1.3562898702,1.2582996191,1.9397812022,0.1866127024,-0.0448427393,0.2989577477,1.4761933286,0.7196765877,0.6591489996,0.5622643714,0.5241222142,0.2482422408,-0.0177594677,0.1592604196,0.4390684051,-0.0677221629,-0.0373341867,1.1724569916,0.1995121556,2.0220233733,0.0107741015,0.4754300158,0.8049394469,-0.1472829417,-0.2048701937,0.3233914226,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.2962079536,1.1392389064,1.3485143633,0.9049248654,0.5655952376,0.5931362181,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,0.9930449004,0.2177100353,0.9030967818,0.0813294935,0.8525465690,0.1900893384,0.7954551236,-0.1348413536,-0.0286056817,0.9943679759,0.8841919228,-0.0161119644,1.5029412508,1.5374995036,0.4014198135,0.8588852247,1.0425204001,0.2062981343,0.2530695895,-0.0135339439,0.8580704628,0.4405293713,0.3025678801,0.2065734030,1.0118299987,0.6953951515,0.0030422283,1.0897716172,1.4904231056,0.2891910347,0.0120870491,0.1858683566,BRCA
GSM480985,0.6712534413,-0.0608324426,0.8597149872,1.1625347307,0.4940670051,1.0382587114,0.7790955116,1.4054429928,0.2867683454,-0.0263181581,0.3494800181,1.9360077248,1.7912453411,0.7464130471,0.6094995523,0.8006201253,-0.0314154737,0.2870424135,0.3991615606,0.4288411063,-0.0922413117,-0.0726235659,0.9020442569,0.6068051958,1.8178075153,0.0400061393,0.4509238059,0.9412159958,-0.1080499572,-0.1765105570,0.5854109176,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.0386221876,1.0624773818,1.2292638585,0.8493034308,0.4722626175,0.7376574537,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,1.1653226431,0.2315313540,0.8407814422,0.1096045168,0.8536376064,0.2041814914,0.8824251903,-0.1474278699,0.0503361004,0.8512390850,0.5955694337,0.0039439453,1.3053511068,1.7509559828,0.3647103445,1.0974155774,1.2673644275,0.1230658667,0.2134292614,0.0119626756,1.1287610356,0.7702170055,0.3405707169,1.4504289925,0.9433996992,0.6583199990,0.1266051651,1.0081416080,0.9785033418,0.7033090449,0.1944893691,0.0662700021,BRCA
GSM480986,0.3637514705,-0.0370735928,0.8397588544,1.3508609449,0.8810630536,1.0956824224,1.2782441509,1.7577156492,0.2145363198,-0.0236322101,0.2234449131,1.3394183649,0.7991103493,0.8325190790,0.4264019540,0.5310721682,0.0009803817,-0.0239051148,0.1585425509,0.4797889716,-0.0697262036,-0.0494047877,1.2574874233,0.3151985997,2.2257816393,-0.0384828596,0.3572855135,0.9283377825,-0.1034840642,-0.1504109834,0.2910466744,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.3220589667,1.1325124873,1.4755984701,0.6729391185,0.5177595145,0.6712817949,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,0.9547375822,0.3771760837,0.9887473217,-0.0262396362,0.9353946786,0.2293706130,1.1835862659,-0.1310103294,-0.0117659394,1.0988370049,0.8508987498,0.0043865108,1.5890601946,1.6413515536,0.2347654519,1.1415667872,1.1672225745,0.1717739808,0.4383908262,0.0226212136,0.9668687962,0.8699044535,0.3061211907,0.6654362376,1.1722454262,1.0325570305,0.0132687988,1.1387518238,1.4750367002,0.3971310668,0.0711415219,0.1222675539,BRCA
GSM480987,0.4741756265,0.1982265699,0.6984377671,0.9561490119,0.7898034717,0.9964570336,1.0958757800,1.6769249506,0.2593453904,-0.0190172376,0.1720295425,1.0348310271,-0.0337228885,0.7040909265,0.5515944428,0.3550794774,-0.0380365687,0.1687085862,1.0325531543,0.0944570083,-0.0680922132,-0.0800775427,1.1661598228,0.6032622396,1.6798553201,0.0408815341,0.2389650019,1.1037804131,0.0772469334,-0.2177714218,0.1764641986,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.4047028517,0.7104099762,1.6084967972,0.9346764925,0.4873980932,0.4481176670,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,0.2135299446,0.1247138026,0.7455377609,0.1066961603,0.8780260834,0.1363549686,1.0083390245,-0.1119046295,-0.0407701192,1.2855681681,0.8372933389,0.0084098196,0.7115278509,1.6044461300,0.2230391835,0.5030375027,1.3617466612,0.1670144839,0.1857093530,-0.0374388536,0.1919102957,0.5612895813,0.2509096731,-0.0739625144,1.2946500264,1.0335237378,-0.0741651057,1.2204825070,1.0669194671,0.1308179210,0.0186210414,0.1333945656,BRCA
GSM480988,0.3666419161,0.0119793867,0.8607449488,1.0976330084,0.7003005376,0.9722278052,0.8094121501,1.1675294143,0.1712146028,-0.0933597851,0.2048250465,1.0180345278,0.5330373620,0.2873332743,0.2691697425,0.6144637026,0.3082212135,-0.0187831094,0.0948672309,0.5455141703,-0.0621939344,-0.0292149216,1.1451398267,0.1473579292,2.2301817603,0.0108373413,0.2502003758,0.7093335530,-0.0620756386,-0.1793920208,0.0364090984,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.0992772953,1.0280710610,1.3750535183,0.7414630045,0.1617906544,0.3137383716,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,0.7728505326,0.0354253387,0.6583364474,-0.0332379836,0.6707278885,0.0633321519,1.0864184139,-0.1084911532,0.0001304974,0.9984557778,0.6972457048,0.1082906400,1.1413141820,1.6884383965,0.1758982928,0.9760163357,0.8498932711,0.2149495928,0.4995689597,-0.0271093216,1.0844853694,0.7674596748,0.2956867596,0.7909122567,1.1240172577,0.8734828710,0.0433744584,1.1679295203,1.2074462568,0.2134835936,0.0445076557,-0.0015279296,BRCA
GSM480989,0.2517094096,-0.0393252251,1.0229797038,0.6682628254,0.7707026811,1.4159827828,1.7654773197,2.3074461223,0.2270790681,-0.0318046184,0.2827313408,0.5974664341,0.3198674378,0.4871916152,0.2305710107,0.4192595793,0.0643515889,-0.0912345345,0.0895403457,0.1476112779,-0.0434693121,-0.0545651176,1.4132617302,0.3957101606,2.0839382543,-0.0284552162,0.1723780840,1.0994870811,-0.0762286128,-0.2747799248,0.2640720831,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.0888926102,0.8617932616,1.4386271053,0.5870933372,0.4391528262,0.9056678476,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,0.8033357407,0.5766588003,1.2923590124,0.0373846114,1.1224099571,0.2982636617,1.1803532361,-0.0811708468,-0.0217998318,1.1939883348,1.2405139033,0.0247480945,2.0479208729,1.5784802766,0.1138846011,1.0338136663,0.9651047886,0.1998820402,0.5414225689,0.0340671556,1.0210926999,0.9244262918,0.1041393924,0.4955591939,1.3094834884,0.6284972964,0.1605597306,1.3942249417,1.5143499573,0.3479697749,-0.0409931634,0.0386000551,BRCA
GSM480990,0.3166647480,0.0949212949,0.8392681946,0.8183849113,0.8894835735,1.0432805152,1.5603574711,2.3939645291,0.2749733657,-0.0240894286,0.2409829762,1.0544136399,0.2184910625,0.5567332020,0.3596986547,0.4130142646,0.8070518219,1.2702010869,0.1091753253,0.2416370043,-0.0242624128,0.0218796361,1.4319557610,0.6472554018,1.9516628450,-0.0003517558,0.3219937040,1.2569765001,-0.0433772932,-0.1807882367,-0.0541695836,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.0356193407,0.9861059069,1.2886391192,0.5830522417,0.4347083518,0.8428640298,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,0.5710339894,0.4847173588,1.0487284085,-0.0140931005,1.1399565821,0.1835390031,0.5828239298,-0.1053477980,-0.0152148257,1.1523818072,1.1059742302,-0.0334197225,1.9365718021,1.5348875898,0.0401264709,0.7887910386,0.7934966236,0.0764739330,0.3181734394,-0.0721569419,0.6030732589,0.9544915450,0.0876675515,0.1815451245,1.3122771946,0.9004395604,-0.0390631178,1.2203301272,1.4856755815,0.2711160333,-0.0165585492,0.0388161378,Control
GSM480991,0.2500861962,-0.0219454672,0.9410596814,1.0469395604,0.8289711413,0.9980369673,1.4973302419,1.8290236989,0.2449685031,0.0096481766,0.1191125174,1.1403018867,1.0789077615,0.6502202311,0.3676016834,0.4572952855,0.0797228272,0.1146655146,0.1313952931,0.2588511626,-0.0387195160,-0.0695734364,1.3351861720,0.3926698512,2.3958708842,-0.0229581060,0.3367405246,1.2472408378,-0.1841129842,-0.2045579894,0.1957089166,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.1039387215,1.0007687234,1.3283271537,0.6608008562,0.3957455124,0.7147501284,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,0.7389248726,0.4295866277,1.0059922760,-0.0490740068,1.0769064036,0.3156223285,1.2640591513,-0.1263488267,0.1726690396,1.1897217152,0.9629745603,0.0421075354,2.0525238499,1.6580978928,0.1772719718,1.0622444002,1.1244575976,0.2183779771,0.5430663557,0.0404280946,1.0204976901,0.9954326866,0.2397026908,0.7520541633,1.1380086821,0.9698722675,0.0900956663,1.1966550216,1.5107150263,0.4669592679,0.0821979287,0.0629347758,Control
GSM480992,0.2476967987,-0.0210971069,0.9758864265,0.6665939561,0.8639072258,0.8184984393,1.6098358630,2.3328941266,0.3295684198,0.0098416810,0.0999823145,0.7287117838,0.0761861219,0.4538401720,0.1906451891,0.3674736292,0.2392629278,0.2461778623,0.1233649662,0.2031687821,-0.0268258417,0.0362902686,1.6510699948,0.1861071183,2.3023018834,-0.0458585198,0.1333302662,0.8925691490,-0.1251400337,-0.1586291030,0.0556201556,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,-0.0133180718,1.0355044920,1.4482076389,0.4972681324,0.4195187698,1.1381731691,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.8443388831,0.4719536303,1.2841898705,-0.0325755605,1.2896809784,0.2538740384,0.7394272332,-0.0713407049,-0.0538811761,1.3154176546,1.0991194739,-0.0174076045,2.3691224593,1.6187331443,0.0732875811,0.5849737667,0.5313503416,0.1025927702,0.4716532580,0.0038334804,0.7441449755,1.0342417146,0.2120288617,0.3821939927,1.1863660183,0.8289241475,-0.0088200356,1.2654160160,1.1160791531,0.2941609059,0.0293533208,0.0535078320,Control
GSM480993,0.3786722400,-0.0629249953,0.8986200048,1.1139041867,0.9237758369,1.0230447188,1.3346654904,1.9907199673,0.3003267815,0.0090587195,0.2123312633,0.9733922681,0.5281633499,0.6618218835,0.2692942816,0.5721119152,0.1554126427,0.0334400552,0.1403786020,0.3197488841,-0.0520990045,-0.0319663664,1.3811694917,0.4858470122,2.1670868793,-0.0240370255,0.2735164897,0.9085881339,-0.0431781644,-0.1555380717,0.2499947586,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.1211480606,1.0264566022,1.5829170607,0.7091649962,0.5504608139,0.8387103804,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,1.0441827782,0.4597184245,1.1132435460,0.0269303651,0.9961075650,0.2890880678,1.0875472625,-0.0537399848,-0.0270253466,0.9243113236,1.0900611624,0.1364159654,1.8428623692,1.5484726103,0.1338819088,1.0152393227,1.0948829279,0.1875540034,0.4849967851,0.0207828306,1.0595477061,0.8602189127,0.3169923441,0.3704225713,1.3608774774,0.7814011249,0.0819937804,1.2428585407,1.5698569379,0.3669146274,0.0159192843,0.0867963704,Control
