@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10274 numeric
@attribute 1028 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1031 numeric
@attribute 1032 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 10735 numeric
@attribute 10912 numeric
@attribute 10971 numeric
@attribute 1111 numeric
@attribute 1387 numeric
@attribute 1647 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 25 numeric
@attribute 25847 numeric
@attribute 27127 numeric
@attribute 2810 numeric
@attribute 2932 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3066 numeric
@attribute 4085 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 4616 numeric
@attribute 472 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 51343 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5347 numeric
@attribute 545 numeric
@attribute 5591 numeric
@attribute 5885 numeric
@attribute 5925 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 595 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 699 numeric
@attribute 701 numeric
@attribute 7027 numeric
@attribute 7029 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 7272 numeric
@attribute 7465 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7709 numeric
@attribute 8243 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 8379 numeric
@attribute 8454 numeric
@attribute 85417 numeric
@attribute 8555 numeric
@attribute 8556 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 902 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9184 numeric
@attribute 9700 numeric
@attribute 983 numeric
@attribute 990 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,1.6509813072,0.1233450275,3.3594499677,1.0775432256,0.1391979470,0.5572215264,0.9588716673,1.1163914161,0.1212346284,-0.0466726298,0.0633225395,0.6883537356,0.1613488744,-0.2563498374,0.7865546597,-0.0207608909,0.6553813652,2.2282689957,0.1608625433,-0.1044139307,0.7531173030,-0.0387035680,-0.1021819362,1.5206031688,-0.0645291925,0.0793981937,2.0763668117,0.7097367414,-0.0196235762,0.2134041132,0.8950817100,0.1799473086,0.6656258702,0.6440977516,0.3943000558,0.6013237532,0.6334898934,0.2611974383,0.1765569712,0.3221741178,0.2696559448,0.1908118588,0.2408619631,-0.0763715608,-0.0354759898,0.1863047483,0.7599805301,-0.0661986022,-0.1722328112,0.3042294705,0.3508409462,0.0739320385,0.1147747583,0.8298270476,0.4080628236,0.7954512736,-0.1558869778,0.1421221816,0.3403536905,0.8287291175,0.4170598776,-0.1009222251,0.3285670518,1.4593906332,1.8756337564,0.5621080400,-0.1030241554,-0.0612110418,0.4304502825,0.6046732629,0.4776154854,0.8690730108,0.3435973456,0.9853307140,-0.1895424004,0.7796234821,2.8529286943,1.6931597393,3.8656186462,0.2917555586,-0.0252402428,0.2203388927,0.3480783601,-0.0137403285,0.0868888928,0.6224568851,-0.2031870836,0.4951922134,-0.0842008905,0.8630971942,0.9991469759,0.4580576027,-0.1256733159,0.2301373981,0.0639185195,1.1050196102,1.2872339672,0.5309962821,0.2205750203,0.3693201806,-0.1379953445,-0.1655763679,2.2050025000,-0.0984082229,-0.0425476541,-0.0709006373,0.0080851044,1.0736579266,-0.2176256242,0.2112897467,1.6136349440,BRCA
GSM481003,0.3862321187,2.0218701660,0.2763891428,3.0403829142,1.1811751007,0.0392795352,0.3974581386,1.5168189790,0.9384319101,0.1724481192,-0.0535761524,-0.0290945644,0.8205292420,0.0944543545,-0.1559157419,0.7743058192,0.0788576193,0.6896365619,2.5227255374,0.3838606802,0.0454944650,0.6776998944,0.0131159720,-0.1027339876,1.5765347331,0.1319219818,0.0989586783,2.0323438495,0.5365106453,-0.0048037955,0.4149544303,0.9718543944,0.3438044071,0.2560326038,0.7179817701,0.6784147640,0.4942415375,1.0462392932,0.1510610660,0.6493146348,0.3883218722,0.4563017235,0.6564176812,0.1376091786,0.0657878104,-0.0666174864,0.2694517161,0.6286413137,-0.1056909030,0.0196586981,0.2882781941,0.2266553726,0.0840642464,0.2940920162,0.7069441664,0.3853064239,0.9631476012,-0.0612080370,-0.0151352303,0.1291189450,0.2941782982,0.4086979734,-0.0909012928,0.2561035185,1.6346685103,1.7903368573,0.2910843163,-0.0934453955,0.0484653546,0.7071352963,0.6214954981,0.5876617368,1.5404983274,0.3926736576,0.9925875762,-0.1384805064,0.8240081359,2.9574292897,1.7584719257,4.0474146009,0.1337018074,0.0666241977,0.2079948247,0.2783119851,0.1715557481,0.0477525804,0.3056443987,-0.1111521924,0.2841410134,-0.0847128351,0.7829238715,1.1173306099,0.6127621347,0.9258902373,0.4128279091,0.6913303141,1.8609408588,1.2527999394,0.4128580279,0.6636704244,0.2417336496,-0.0472207826,-0.1131820252,2.0810874116,0.1347449695,0.0396829150,0.0203694744,0.1122321595,1.7012932566,-0.1199287043,0.2441096505,1.4739625027,BRCA
GSM481004,0.2243766762,2.4203961939,0.1680494515,3.0274459125,1.0930646748,0.1569189805,0.5253505468,1.3482990906,0.5231671071,0.1303344074,-0.0336612422,0.0270448486,0.6130161141,0.1133161113,-0.2159170917,0.8520144969,0.1553593973,0.7104525116,2.2065015881,0.4496613113,-0.0162955371,0.6400350525,0.0515753812,-0.0684547906,1.4211680973,0.1890534982,0.0373623173,2.0528732984,0.6529783671,-0.0156406715,0.3391565822,1.3618418052,0.3779117776,0.4986741886,0.5290585255,0.2243633752,0.7031065965,1.1430110809,0.1046389682,0.8534291757,0.4230842292,0.4408148461,0.5215240136,0.1511559193,0.0393371232,-0.0436277898,0.3419797647,0.5049711230,-0.0821350421,0.0570495894,0.4691575148,0.2490454228,0.0902431264,0.1917309899,0.9093074148,0.5657972846,0.7819044989,0.0285017368,0.1072398618,0.2842731770,0.4140283698,0.2011434678,-0.0579533530,0.0925988065,1.6619296756,1.6383459717,0.4320587222,-0.0840827066,0.0546944523,0.5345616893,0.8002048720,0.4072908132,1.1630562656,0.3364432512,0.8802483742,-0.0542124317,0.9888391265,2.9679501614,1.5714392263,3.8717345596,0.1884460379,0.0593205434,0.2566860140,0.0259383718,0.0616463136,0.0197459941,0.5872395309,-0.1804233930,0.3984011765,-0.0809724500,0.9171404692,1.3444258739,0.7394653281,-0.0354657281,0.6019157350,0.3320232958,1.6100524143,1.4226152879,0.5674291466,0.4962703708,0.2903973725,-0.0094080439,-0.1450435588,2.1089668429,0.1706669125,0.0847969585,-0.0210278503,0.1384796301,1.9835826158,-0.1036322659,0.2736346923,1.0936510564,BRCA
GSM481005,0.2160567825,1.6965493859,0.4926643759,3.2873637975,1.2595446937,0.2788718739,0.4381018447,1.3626846816,1.2872513034,0.1094698566,-0.1165209761,0.0932913322,0.5968761674,0.3257962353,-0.3375302175,0.7630644210,-0.0509479857,0.6607257612,2.4416533410,0.3527724375,-0.1165471179,0.9084757619,0.0601300668,-0.0839325090,1.5339801088,0.0617171527,0.1866462530,2.0808352083,0.9353324239,-0.0834009632,0.3711055674,0.9572651076,0.2803563757,0.7713363272,0.7883546688,0.6027478479,0.8630593168,0.6809106159,0.3580555966,0.4252725690,0.2716857038,0.3561679962,0.1602804588,0.2540275803,-0.1030659234,-0.0388047886,0.1626732602,1.1990812397,-0.0263808509,-0.1509422822,0.4821281285,0.4635809526,0.1278961280,0.1996306668,0.7581363488,0.4613695829,0.8583655704,-0.1865499678,0.3125612044,0.3027884051,1.0041607130,0.7030548256,-0.1054109419,0.4467455574,2.1236051734,2.0783624351,0.5302689240,-0.0548419806,0.0086278210,0.6858292198,0.8506054965,0.3632583721,1.1279461384,0.4534288727,0.9015575944,-0.1130172019,1.1646198406,2.7884811720,1.8658410707,3.7979441584,0.2495623258,0.0135635145,0.2283665447,0.0376976422,0.0411703430,0.0186560409,0.5710789362,-0.1891166996,0.3240391991,-0.0676628773,1.0175873726,1.1048736399,0.5730872725,-0.0567762021,0.3001643807,0.6047610591,1.0460347944,1.3357575516,0.7514979797,0.3474278805,0.3571492014,-0.0316254231,-0.1234659266,2.1583457612,-0.0012305082,-0.0386178835,-0.0338644164,0.1056465136,1.1929960980,-0.1536551538,0.4459626976,1.8273197924,BRCA
GSM481006,0.2957256202,2.0035383105,0.3021721042,3.2162807881,1.2238033216,0.1973064500,0.6710294058,1.1842627120,0.9392413839,0.1102409660,-0.1343145080,0.0734619974,1.2742049727,0.3053355357,-0.3868297069,0.7936705512,-0.0875418057,0.4717476930,2.7716638297,0.3129080268,-0.0882029533,0.9511518584,0.1751503156,-0.0281916451,1.9997731411,0.0590941003,0.2219408203,2.3677308262,0.7558526729,0.0249510734,0.3183944591,1.0202108809,0.2054771540,0.7629795027,0.9014139936,0.6584851715,0.8481344624,0.8279588929,0.3620992723,0.4806833156,0.1731166790,0.3756774217,0.1411956067,0.1725004707,0.0273663734,0.0404348410,0.2744588943,0.5978956859,-0.0131001265,-0.1309218373,0.5907086014,0.4426632067,0.0468820523,0.2457472662,0.6562081732,0.4152875856,0.9453066191,-0.0456032952,0.2139014750,0.3629644454,0.7528498498,0.6889269474,-0.0671008737,0.4336650281,1.6552993021,1.7652631551,0.3955031129,-0.0751285085,0.0633832490,0.5165355943,0.6298730334,0.3491632068,1.0640574322,0.3380506146,1.3752852871,-0.1038327754,1.0816936776,2.8086695909,1.9682866730,3.9613553881,0.2052513845,0.0294654829,0.2632796464,0.3646434942,0.1139000174,-0.0306687872,0.7288999624,-0.1850537891,0.3728415414,-0.0843272923,0.7990840555,0.7467343761,0.2585669610,0.7741621174,0.2705982463,0.9767439025,1.1141627877,1.1979828272,0.8258214549,0.3132004327,0.5745537247,-0.0759091653,-0.0528207624,2.2949805524,0.0011662536,0.0396803746,-0.0934443938,0.0085488280,1.3423867920,-0.1093827218,0.2919777087,1.7121042693,BRCA
GSM481007,0.2692059731,2.3997609466,0.3125831992,3.1362124086,1.6133605374,0.1604303733,0.7088030438,1.5764191804,0.8421657089,0.1640863871,-0.0468076923,0.1280040116,1.0828323464,0.2384108993,-0.1543621346,0.7367034326,-0.0663335973,0.6012359342,2.7513282745,0.4946888254,-0.0467773227,0.8479955071,0.1271268220,0.0159967267,1.4547199384,-0.0943158257,0.1789678637,1.7807312609,0.6094625392,0.0050751006,0.4823622602,0.5586554259,0.4985733233,0.4742087353,0.9380302841,0.3337668999,0.7172199483,0.7820959147,0.1275453084,0.6808394640,0.1987711458,0.3747202562,0.0791026834,0.1134327814,0.0606442358,-0.0409890643,0.2869294803,0.4707615024,-0.0317684311,-0.0783860873,0.3875573734,0.5226728917,-0.0523880323,0.3174434600,0.5782392576,0.2701838255,1.1243426575,0.0139815290,0.2072506988,0.2104100706,0.6806861053,0.6629691342,-0.0642694537,0.0889119630,1.2351145123,1.5430412068,0.2816427392,-0.0789659525,0.0035638457,0.5060179370,0.5301920710,0.3947684393,0.2169134759,0.6869849099,1.2977375326,-0.1542966884,0.9833582546,2.4307935001,1.4423759383,4.0315499009,0.1259042048,0.1697139781,0.1837238377,0.6386056296,0.0063680400,-0.0191562156,0.2852581624,-0.0950688089,0.3959106461,-0.0739218818,0.6256717969,0.3969320809,0.1817799679,0.4225386212,0.1642346706,1.2270470462,2.1608109623,1.3696007534,0.7083978821,0.2515900820,0.3717138586,-0.1149568202,-0.1275766564,1.7092430382,-0.0176737243,-0.0570031899,-0.0997803772,0.0905794720,1.8028394779,-0.1601817525,0.2161008972,1.4867990613,BRCA
GSM481008,0.7145212810,2.6693531871,0.1836714248,2.8834402039,1.3575888276,0.3520850821,0.2464795750,2.0075535520,0.3773326476,0.3065548719,-0.1983425193,0.1533362816,0.8701275472,0.4003409577,-0.3379984395,1.0428309324,0.3485994223,0.6167750674,1.7389485090,1.5586611688,0.2831019114,0.8295916561,0.1197770152,-0.0429057914,1.5937150419,1.0655648537,0.2938232523,1.9073203204,0.6646708800,-0.0519057744,0.8760201352,1.0892350491,0.5036446920,0.8002380083,1.1086183989,1.8041948442,0.5663450009,1.0276691739,0.3341018707,1.9233120830,0.9942466053,1.2343148517,2.0993367582,0.9348834902,0.7474286042,-0.0201522052,0.2562567367,0.5832756388,-0.0287524567,0.4728028129,0.6076418042,0.3733452866,0.1901443357,0.3407678535,0.6186275687,0.6071429858,1.2041301931,1.0237345795,0.3257197354,0.6921098750,1.1045794649,0.6538910852,0.0313690153,0.3912988402,1.6781765093,1.9077362170,0.5130311509,0.0975437810,1.1470734808,0.8231186639,0.6712721074,0.9020165747,1.0231049003,0.0843056362,0.9878225434,0.3129900586,0.8807206629,2.7709575175,1.6221107643,3.8004447818,0.1918546055,0.1328972296,0.5702140443,1.2653397057,0.8604655135,0.0702090115,0.6741153908,-0.1620670171,0.2817300911,-0.0457253509,1.1076582991,0.8666285409,1.7748402535,-0.0585649649,1.5736002549,0.0363795552,1.9954392909,1.2536895500,0.4965368061,1.8767508045,0.9154608593,0.3886883886,0.1622534281,2.4879628663,0.9431711558,0.9505239390,0.3784788114,0.6091946059,2.6956056886,0.2834503252,0.3891618154,1.1244572740,Control
GSM481009,0.1897917593,1.6445278376,0.0485912423,3.1617967563,1.3927305539,0.1900195521,0.3867234560,0.5626646933,1.1405216788,-0.0893430886,-0.2991546812,0.0175795397,0.6836895711,0.1898338105,-0.5351000950,0.7662482409,0.0690172817,0.5215228253,1.9796646386,0.0817014255,-0.0379079583,0.7245613783,-0.1514658004,-0.1401799536,1.3526445291,0.0764553217,0.1601452913,1.8072166741,0.8326080098,0.0372567151,0.5568385652,0.4939206066,0.1422292797,0.4638521398,0.6076036627,0.8273900395,0.4399121959,0.7593096520,0.1640066558,0.0956283484,0.1254777834,0.3314000392,-0.0305741900,0.2226989590,-0.0922884811,-0.0891779845,0.0096561856,0.4739529226,-0.0741165462,-0.2480426733,0.3807295378,0.2772829186,-0.0763869880,-0.0569411313,0.4051246593,0.3799621188,0.7384028369,0.0053097593,0.0704509372,0.3099200923,0.6655534723,0.6089003728,-0.0376535964,0.3886927625,0.9449293574,1.9346299171,0.4942341277,-0.0192470116,0.1872827534,0.3355704260,0.4951441284,0.1325173036,0.2427701615,0.4328454778,0.9829903326,-0.0954925046,0.9655744929,2.7177316307,1.4549757240,4.4239466190,0.0990213254,-0.1903883112,0.0863383233,0.0768426308,-0.0439923401,-0.0732330198,0.3751777394,-0.2267435309,0.1718491184,-0.1213790891,0.9002740998,0.7606991393,0.6516296693,-0.1077079204,0.5343546997,0.1835387064,0.7593061587,0.7984491094,0.3113005406,0.3886559253,0.2792458395,-0.0279335449,-0.1511437901,2.4391385295,0.0206848786,0.1236259342,-0.0650701700,-0.0490356854,1.6744657689,-0.2186074609,0.2476484849,0.9562944259,Control
GSM481010,0.4230568399,1.7503523453,0.5237364813,2.8992610497,1.3314499458,0.2999722770,0.4220656422,1.0465271884,0.8151557238,0.1437436042,-0.0496853753,0.1346193793,0.6704042288,0.4369636894,-0.0830719034,0.8871308893,-0.0126356082,0.6855350051,2.2337571234,0.3816741023,-0.0103132259,0.8406108043,0.1112172664,-0.0167820714,1.6499485337,0.2706526245,0.4557008447,2.1198156030,1.0016528416,-0.0625084767,0.2288194523,0.9262991083,0.3092431646,0.7424496346,0.9485700637,1.0644120064,1.0125633992,0.8721879155,0.3659622770,0.6307177002,0.4082824711,0.4358616832,0.6026557744,0.4611468999,0.0634123954,-0.0505959386,0.2640629692,0.7028097488,-0.0522969667,-0.0124767962,0.6160054960,0.6661116165,0.1689249123,0.2415868696,0.8156135599,0.6084530684,0.8078735732,0.0188343488,0.2287502738,0.4519854390,0.6968503604,0.6300583106,-0.0838011009,0.4202455460,1.1449683505,2.2246888975,0.5944828731,0.1076487396,0.3102890977,0.5232536481,0.7634084430,0.4001078805,1.3532863502,0.2637763904,0.7534921082,-0.0355871329,1.2663386790,2.9788210231,2.2083760897,3.6246731579,0.2326778048,-0.0237649039,0.3720878879,0.3625565284,0.2047687730,0.0922316035,0.6883722000,-0.1542716101,0.4604431321,-0.0356928032,1.0428193696,1.2865644591,0.9104454868,0.0923581907,0.8407037537,0.8237188119,1.0468303748,1.4125341330,1.1656297360,0.3795135207,0.5911315449,0.0773795511,-0.0933580918,2.4534322267,-0.0026257086,0.2772498125,0.1179589785,0.1005204337,1.4865737623,-0.0506326197,0.5068395762,1.9437944209,Control
GSM481011,0.3164373107,2.3434683681,0.1649496774,3.6372286978,1.4352504081,0.2822423816,0.6552012466,1.3616899894,0.3485255961,0.2117350781,-0.1033904973,0.0904850695,0.8705568834,0.1499918623,-0.1258056405,0.8282796306,0.0717280289,0.4229259233,2.6004650294,0.7909900944,-0.0416797744,0.5251184477,0.0589175121,-0.0807084292,1.0696674976,0.1725533307,0.0618993160,2.0290059297,0.8036558514,0.0178305350,0.1622351069,0.8232649406,0.3834744429,0.3540159664,0.6762493866,0.7160630579,0.3715898003,1.3345354182,0.0845517101,0.3785834368,0.2690474956,0.2993407611,0.5016609616,0.1877087231,0.0178071807,-0.0865562696,0.2834044827,0.8908986392,-0.0514790472,-0.1323638420,0.1835218242,0.3397963045,0.0547833227,0.2562797134,0.6958640087,0.1875694394,1.1116282484,-0.0428060515,0.1442533701,0.2232471732,0.2603902979,0.2998918322,-0.0047174396,0.0443121676,2.1114134911,1.9566083005,0.3589823847,-0.0765355371,0.0870749524,0.6670683278,0.6124653825,0.5330254723,0.6447139097,0.7929640099,0.9952894231,-0.0620967332,0.6878570232,2.4501155933,1.2901282707,3.8800995947,0.2838056297,-0.0133546346,0.1239767547,0.0646639821,0.1683643096,-0.0102027191,0.3824135645,-0.2105326319,0.2899087917,-0.0966634149,0.4824274201,0.8461235408,0.5326922837,-0.1251882654,0.1472806074,0.5914034456,2.4305225610,1.5210852401,0.7662111923,0.5572116550,0.2333523955,-0.0429140507,-0.1891083614,1.8137846252,-0.0132872717,0.1786498111,-0.0079214406,0.0878606129,1.8906037143,-0.1966596610,0.1577770398,1.4774084773,Control
