@relation data

@attribute id string
@attribute 2002 numeric
@attribute 2205 numeric
@attribute 2207 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4067 numeric
@attribute 4214 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 5062 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5321 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 5894 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.719046985,8.491293067,10.42552569,14.72004222,9.4954151895,7.4423513115,14.72492149,10.63456176,10.46146439,6.1646303325,5.358259724,7.5492931052,6.328365825,8.225782395,6.685313404,6.299304767,7.0703331436,5.689167221,7.6745180755,7.181967161,11.8054921,9.584314798,6.21136540967,8.27215776867,11.634256725,5.939777752,10.49127719,7.887344199,10.11570732,8.585478725,9.15105029633,8.001564595,9.65740828,7.342077169,6.878146348,13.11037161,13.59313376,12.33572539,Control
GSM427159,9.192268846,11.32350252,10.02820346,13.75148289,9.5539178325,7.8897640555,14.11502538,11.67867508,11.6627575,6.4733698555,5.287134046,7.2620358308,6.757360421,8.658878356,7.098719371,7.09127967,7.6111323212,5.663779561,7.862876923,7.328338472,11.54241539,9.028818534,6.479820979,7.85669691467,11.27623323,5.0886580415,9.559434991,7.798165773,10.34726733,8.106593131,8.42779587067,7.481398095,9.946928611,7.365668755,6.418236866,12.75620088,13.5121695,12.47764072,BRCA
GSM427160,9.676230874,10.09936791,10.46214465,14.33042537,9.480270588,7.856102429,14.41297137,11.59799678,11.77105209,6.05907682475,5.0508794315,7.332988387,6.196140414,7.83784169,6.212526175,6.323194968,7.448654099,5.682862067,7.7021225845,7.238491368,11.24175993,8.789730168,5.889051372,8.11094053067,11.198356615,5.6701097255,9.65317699,8.166013814,10.45388564,8.6701660175,8.45925672733,7.228580927,9.791985416,7.320667722,6.805650779,12.13760287,13.47944813,12.54827894,BRCA
GSM427162,9.684192438,10.27256013,10.02390718,12.01436934,9.432546201,8.398114105,14.08054111,11.00452968,12.00382718,5.969107067,4.8161306655,7.1860203686,5.745177655,7.70770520067,5.584068992,6.299945779,7.6522265588,5.460424154,8.054801422,6.422323287,11.56978693,8.74769044,6.312672729,7.98209816267,11.274247985,5.7758281875,9.580847928,8.473463378,10.09500831,8.231806127,7.73867912133,6.648325671,9.638916035,7.813125618,6.327333135,12.20536419,13.35270561,12.76004735,Control
GSM427163,9.981439248,10.7044551,10.2658146,12.40857396,9.66718229,7.697637374,13.43392773,12.12951334,11.72645885,6.17905477475,5.183721743,7.5168645844,6.162799782,8.07563913267,7.405441727,7.300126299,7.950268865,5.599028548,7.930765467,7.7125980515,11.00452968,9.157246578,7.50900425433,7.82991936767,11.21839075,5.704258658,9.966174165,8.264326623,10.22872886,8.6043275615,8.10318445333,7.634958261,10.27897821,7.547899223,6.328276055,12.34682957,13.37889296,12.45248586,BRCA
GSM427164,9.979768545,9.923424476,10.17570583,13.96600025,9.9164802245,7.3388634815,13.80946823,11.79461296,11.51112271,7.79825655525,6.0739409315,7.5289073748,6.71596585,8.35808952433,7.460253403,6.725540512,7.4183463498,6.376000002,7.6687152575,7.745704965,11.73619062,9.836169177,6.98490046733,8.18650002,11.07534033,6.517858181,10.23164154,7.443878302,10.624983,8.9337864765,8.70127661067,8.19601328,9.943244144,8.067624097,6.682787905,13.11510467,13.71343219,12.66384721,BRCA
GSM427165,9.212867878,9.121676695,9.478952156,10.44201071,9.167523377,7.9742866725,13.91249272,11.980959,12.26224618,5.88961529475,5.0860843655,7.3270793584,6.18408747,8.02893851733,6.662423158,7.476910459,8.3350079456,5.333433796,8.590203577,6.5896621115,11.41213066,7.747456426,6.81582852467,8.451561107,11.151396135,5.6011167705,8.977681421,8.963388234,9.961088297,8.457614913,8.36198243367,7.292025067,10.45584633,6.816347305,5.926361974,12.34260121,13.29267684,12.61750082,BRCA
GSM427166,9.290572499,9.802112873,10.95407835,14.08516788,9.1611827995,7.7095138065,13.96294256,10.68348837,10.99477083,5.9603886785,5.2291868665,7.3160751194,6.913221911,7.68379282967,6.020263967,6.726903149,7.757716558,5.891304496,7.7549264415,7.480559564,11.39154181,9.508320259,6.87117032933,8.171538624,11.40345044,5.401013329,10.00443156,8.267911597,10.12277013,8.519260169,8.53051419067,7.787382059,9.498226492,7.356058229,6.739851899,12.57155186,13.44200721,12.74796537,Control
GSM427167,10.01823535,9.946665485,10.48162315,14.82357723,9.3657406255,7.94496816,14.44356588,11.06871466,11.9611296,6.02825469225,5.2554434645,7.4954770344,5.801553978,7.77701585767,7.205282841,6.426437217,7.6719006758,5.847816088,8.1175343725,7.5245411315,10.77439198,9.212004536,6.13414385767,7.91861634733,10.99057863,5.8779809975,9.452231522,8.382668468,9.9831294,8.505661469,8.16926655967,6.878728789,9.427680085,7.635901506,6.37387057,12.3148028,13.70458133,12.4865699,BRCA
GSM427169,9.726661428,8.20347174,9.994474054,11.55023948,9.70078824,8.148239231,13.15952927,11.11942121,11.43790563,6.0078154565,4.4572839285,7.6296535984,6.110306469,7.95022355167,7.606018576,6.76752611,7.3060563712,5.838328613,8.2287174245,7.3344224225,11.36752411,9.015945424,6.39658479233,7.74245236133,11.551814785,5.5839936855,9.69476318,8.896605722,10.28660429,8.616861979,8.39504068233,7.4960371,10.46083242,7.135404364,6.73809606,12.71572616,13.30755735,12.57561022,BRCA
