@relation data

@attribute id string
@attribute 10126 numeric
@attribute 10476 numeric
@attribute 10488 numeric
@attribute 10540 numeric
@attribute 10891 numeric
@attribute 10975 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 146754 numeric
@attribute 148327 numeric
@attribute 1537 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1639 numeric
@attribute 170712 numeric
@attribute 1742 numeric
@attribute 2033 numeric
@attribute 23186 numeric
@attribute 23236 numeric
@attribute 246721 numeric
@attribute 25942 numeric
@attribute 25981 numeric
@attribute 27019 numeric
@attribute 27089 numeric
@attribute 27113 numeric
@attribute 2776 numeric
@attribute 2876 numeric
@attribute 2902 numeric
@attribute 2904 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 29796 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 3092 numeric
@attribute 317 numeric
@attribute 341947 numeric
@attribute 3708 numeric
@attribute 374291 numeric
@attribute 387332 numeric
@attribute 440567 numeric
@attribute 4694 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4709 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4725 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4729 numeric
@attribute 4731 numeric
@attribute 4899 numeric
@attribute 498 numeric
@attribute 506 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 51164 numeric
@attribute 513 numeric
@attribute 514 numeric
@attribute 515 numeric
@attribute 516 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 522 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 539 numeric
@attribute 54205 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54539 numeric
@attribute 5468 numeric
@attribute 5481 numeric
@attribute 548644 numeric
@attribute 55081 numeric
@attribute 55567 numeric
@attribute 55967 numeric
@attribute 56901 numeric
@attribute 581 numeric
@attribute 5978 numeric
@attribute 627 numeric
@attribute 6389 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 6392 numeric
@attribute 64446 numeric
@attribute 64764 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 6667 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6908 numeric
@attribute 7019 numeric
@attribute 7052 numeric
@attribute 7157 numeric
@attribute 7350 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 7802 numeric
@attribute 8218 numeric
@attribute 83447 numeric
@attribute 83544 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84699 numeric
@attribute 84701 numeric
@attribute 9001 numeric
@attribute 90993 numeric
@attribute 9377 numeric
@attribute 9519 numeric
@attribute 9586 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,10.49812646,12.87397544,6.490735075,12.38876812,8.588209721,7.747456426,11.2613104,12.243005895,9.38372377367,8.8823458495,6.414182583,5.712322815,12.30758799,14.49088818,13.16637029,11.73774813,4.532839823,12.84571551,13.34981755,12.63704035,13.32746778,10.45921159,14.26291555,13.20290364,10.707890538,9.174412855,6.639670365,6.869350546,12.14165544,6.55015525567,8.768731126,10.066436801,8.597857218,4.393448036,8.85288926,9.886672502,4.967873236,6.8772890085,5.9692625635,11.13168997,7.92292794,5.708194997,13.32090986,5.495864018,9.668318219,9.7740910645,6.288309337,5.765475903,11.25663286,5.2209212,5.631985502,12.88542666,9.285060279,11.78440594,10.03057097,9.018965929,7.460673902,5.676529235,10.99802289,11.74966846,6.499212576,12.18834321,13.94018008,12.47123454,12.83066776,5.162704759,10.53560858,12.31128435,10.97053395,9.172372188,11.31449844,6.915404749,12.52524557,11.50437774,4.6430482585,12.73839215,10.868720825,12.68048706,13.40746897,11.17866503,9.853185215,6.473832056,7.519559841,7.237929634,11.90894245,11.79340834,12.11865571,13.26439572,5.558582385,12.01315176,11.81116605,6.698858381,6.073096596,13.983564915,14.10537413,11.685966525,11.92269971,8.549265941,10.3211821975,14.53323483,11.1889300945,9.0890942835,9.04743022933,7.6455704,12.1297958413,7.476788978,5.876585242,6.9141724395,12.77666852,8.464342681,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,12.23392978,8.93507003425,5.922518679,9.296423637,8.823033698,5.603041174,11.93317805,10.03662391,7.63009585267,6.636411191,5.57087387329,11.154907255,12.2142175,10.3568056905,9.760229732,7.00045394,12.47296881,13.18229429,10.0686847377,10.08912308,9.687087433,5.911039136,9.808393548,10.34704028,7.23586225133,8.333402628,5.857677033,8.005113529,10.82290958,9.140447083,13.10298289,10.047759677,11.50749997,5.536217098,12.60734656,10.01781098,6.538701534,6.372956993,7.2697056995,7.931813168,5.6639776582,7.924560768,4.993687096,8.465138966,5.583514614,5.599623716,12.41833894,9.636294324,6.7355365388,Control
GSM427159,10.65474591,12.640765835,6.524350224,12.50573969,7.63955981,7.201293545,10.94792585,12.07866152,9.53175688367,8.8609266685,6.386384717,5.9607216135,12.40591135,14.39776555,13.08801473,11.75034492,5.250024776,12.35583566,13.29472201,11.41213066,13.21419392,10.20351353,14.08054111,13.03363813,11.4528809893,9.719195242,6.720419132,7.470742495,12.45867582,6.33747983233,8.850844048,9.799591711,8.514938605,4.27633458,8.71258815,10.41990782,5.023156917,6.8906417385,5.6230671195,11.40803792,8.69846257,5.585121225,13.12983363,4.970176368,8.930930318,9.0955924715,6.079541724,5.287261033,11.10593342,5.277995204,4.856999696,12.91025583,8.72671111967,11.91473092,10.32139858,8.772810338,7.8219347,5.282820861,10.75503384,11.92604216,6.149854428,12.44389288,13.57945564,12.01315176,13.13613647,4.752897783,10.95861817,12.26689494,11.25078414,8.807499938,11.35464901,6.241654902,12.01512763,11.290161035,5.571452547,11.95778233,10.446391725,12.3953307,13.37889296,11.24502395,9.841761329,5.34066129,7.56639873,6.541797943,12.23093318,12.16189092,12.11321645,13.09148337,5.376786337,11.966264,11.66377168,6.7583558515,5.86084685367,13.633194415,14.03142469,11.31086287,11.97597342,8.806639133,10.4687279095,14.38765928,10.7533367175,8.966919649,8.62615923033,6.42341482,11.5972909247,7.453231788,6.036839159,7.100683958,12.73729283,8.779925425,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,12.17902899,7.4485840305,5.757461647,8.686203838,9.39316579,5.195063332,11.30927755,9.080831598,7.28221449733,6.720419132,5.53551326157,10.560368665,12.08367055,9.82763426,9.655696684,6.890267697,12.30206775,13.0689563,9.162561416,10.32795428,9.75485875,5.99820185,10.0579109,9.827970273,6.722254025,8.508984299,5.424931532,7.6557243485,11.09023172,8.916537197,12.81938184,9.828224401,11.34542758,4.759304314,12.48048484,10.52031448,6.4061365835,5.424931532,7.236804305,8.1988449165,5.8528914586,7.7506065195,5.219566658,8.072268123,5.87064428533,5.478414715,12.38307791,9.793587511,6.2571731356,BRCA
GSM427160,11.03377419,12.85481221,6.786534696,12.74918966,7.130779359,7.509005213,11.162174555,12.3965886,9.71986458233,8.8352614895,6.314475052,5.53846836,12.44601199,14.46406102,13.25798962,11.90502978,4.95444207,12.73346456,13.19114487,10.77472553,13.40015501,10.1371324,14.12961268,13.21631242,10.8440250817,9.441990946,7.418318837,8.672903619,12.49390804,6.42725820467,8.769293322,10.195515158,8.46276230733,5.236886004,8.943878208,9.740911174,4.971786376,6.771545835,5.4432550745,11.75625619,8.396445439,5.418452458,13.29995283,5.96272903,9.213384421,9.7320719145,6.23418041267,5.469732364,11.037256945,4.95444207,5.93905684,13.44200721,9.110259363,12.53830178,10.48357425,8.531830892,7.4969355985,5.407702206,11.137683,11.91738897,6.18913825,12.47906411,13.73047547,12.36194933,13.04989878,5.019269629,10.80248428,12.35836419,11.20858205,9.2501880275,10.98733883,6.391935766,12.4670082,11.365204705,5.0795625235,12.53699151,10.754477035,12.59087361,13.34055118,11.31755975,10.01421619,5.730783436,7.64800001,6.970252957,12.12850358,12.20870084,12.10196099,13.14975193,5.511128997,11.88820491,11.77876926,6.794213641,5.85232834633,14.029586485,14.11030021,11.717807085,11.85634588,8.746741981,10.9218766735,14.35403309,11.2753944315,9.426876389,9.142056952,7.243747912,11.6402777847,7.462177348,5.98687237,6.8982166245,12.87894279,8.42928237,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,12.69740967,6.11098909,5.739651027,8.39528898,9.090271984,5.321216715,11.44400817,7.44226163,7.63291516533,6.403868968,5.59013933829,10.883063585,12.2091488,10.11292087,9.385178158,6.255647662,12.38767549,12.92133986,9.25043909033,10.30951646,10.16084871,5.458620899,10.09283678,10.74220229,6.53873874367,9.660905593,5.519330581,7.555905996,11.21588197,9.184070187,13.04549694,10.2591473,11.86752597,5.332718001,12.52245777,10.57487757,6.0362348345,5.636777762,6.804418024,8.03923302,5.7897319854,8.1061247785,4.571466258,6.360369215,5.92862217433,5.011016147,12.60350703,9.605924446,6.4740992638,BRCA
GSM427162,11.12295109,12.720596415,6.976424143,12.65578567,8.913428843,7.408841599,11.27700269,12.07110544,9.798891922,8.6118201585,6.015142517,6.1389764825,12.53119874,14.81202536,13.11754819,12.10791023,5.088111112,12.4375493,13.7606441,11.47047854,13.11936595,10.41142654,14.21563464,13.41920247,11.337274206,9.0089772035,7.582877963,8.826152109,12.95175557,6.79699623533,8.891161787,9.818157181,9.06217105167,4.938534277,8.818774784,9.510601559,5.377480603,7.226006717,5.5210002265,11.27981094,9.109002091,5.584068992,13.08056861,6.421312202,7.435526765,9.3939382355,6.45691638667,4.645326303,10.099114738,4.707928514,5.763551833,13.03973478,9.04317350067,12.34480084,10.86238187,7.42067845,7.949551686,5.082373945,10.00164081,12.27401999,6.421312202,13.04201932,13.64744159,12.20235811,13.21631242,4.645326303,11.44094715,12.45835798,11.44205205,9.26298826,11.53999494,5.937586419,12.38876812,11.4332353,5.6883117935,12.08543106,10.377605685,12.83735302,13.66590217,11.86027624,9.812386363,6.427443278,7.632470217,6.629251419,12.71973005,12.2610269,12.07584355,12.98945487,5.754627826,12.2754728,11.97837451,6.2328353235,5.813549867,13.77472078,14.31938813,11.128273753,12.32890637,9.879269684,11.059274278,14.1577113,9.8478629965,9.5876830275,8.338180901,6.985560555,11.2059051243,7.601141445,6.1476177,7.2768077175,12.40979539,8.584211958,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,12.82483353,7.46197597825,5.495216821,8.006341684,9.525335383,5.574564199,10.90509007,7.894546664,7.33493823133,6.152189124,5.72933968586,10.4176076465,11.84868564,10.43563763,9.478800518,7.158562039,11.98277091,13.10574654,8.527925954,9.80247643,9.991097026,5.540408023,9.728779829,10.5927189,6.649477938,8.338826757,4.989038216,7.6266591185,11.42258795,9.177899811,12.71111204,10.1840151705,11.32280009,5.171138007,12.80095353,10.42959272,5.5664947465,6.340211188,7.2225191175,8.049352819,5.6257131728,7.389583129,5.249456007,7.021399564,5.93905547967,5.307438771,13.00646289,9.757740483,5.9052108054,Control
GSM427163,10.68460862,12.71776517,6.189286535,12.75418295,7.334164045,7.342610577,11.397832345,12.28154315,9.756818775,8.599359637,6.41397111,5.416685269,12.36089516,14.80269307,13.31043176,12.04429858,4.854508448,12.41617348,13.03363813,11.35464901,13.19781415,10.48635768,14.17756905,13.14975193,11.0490871027,9.6688997565,6.552558153,8.057424717,12.65135565,7.262440087,8.282904386,9.7827240025,8.44956167533,5.057679059,8.419687541,10.27748534,5.429625378,6.848015995,6.120651217,11.47254884,7.505377142,5.455665247,13.10298289,6.09909068,9.924501194,8.8306549555,6.003456948,5.518229233,10.80982341,4.948613986,4.850263431,13.08977243,9.10905419467,12.03215778,10.84509426,8.84840474,7.4088003525,5.824138541,10.864964,11.51317502,6.513771507,12.67483341,13.57024711,12.09712198,13.00320258,5.406342144,10.95259222,12.25622352,11.56274102,9.7073308025,11.46565582,5.658790765,12.51631937,11.14646843,5.2010194865,12.36451643,10.454074535,12.55220564,13.27043919,11.75296609,9.793587511,5.892154959,8.042591161,6.747726834,12.30321003,11.86184501,12.09766027,13.1577646,5.846249617,11.81753744,11.77465953,7.3627640425,6.15887647533,13.85275845,13.84737503,11.91258345,11.99074406,9.445372435,11.082240056,14.35403309,11.2912167495,9.1200590525,8.93725613167,6.954606736,11.4772791987,6.773076963,5.887775801,6.6548276045,12.92639149,8.435838088,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,12.62645517,7.63750692775,5.7045875655,9.707877238,8.742226161,5.025484272,11.2564654,8.467484429,6.91556020333,6.152036976,5.58940895771,10.730971655,12.12695617,9.776279834,10.07437602,7.377863663,12.49559531,13.22219118,9.436329922,10.75902287,9.595509779,5.931866956,9.633676921,10.16084871,6.370569151,9.701150974,5.155031965,7.9209228735,11.28988649,9.920282552,13.01183005,10.272590527,11.94385185,5.228252321,12.19058871,9.196639699,6.1128985555,5.78869305,7.0619074375,8.040914571,5.7767472574,7.637528126,5.119575355,6.730915444,6.01658182333,5.831124321,12.41967063,9.347389459,5.8986169228,BRCA
GSM427164,10.09852599,11.653660515,6.499332184,12.73133712,7.057101267,6.956176112,11.12104221,11.928151635,9.413046261,8.8915464885,7.03100122,5.3623194655,11.02068851,14.33991264,11.92269971,10.92031584,4.686379597,11.47712595,12.35583566,9.628928997,12.06924173,9.108283416,12.88542666,11.91354778,10.8002004453,9.509274839,6.389657687,7.892240927,12.06323168,6.667704523,8.762399584,9.9980316435,8.26934174067,5.294814856,7.431102924,9.934575887,5.040904755,6.727722821,5.6043359195,11.3382407,7.966824273,5.37052286,11.82192354,5.594855484,10.54993411,9.474784696,6.12810835567,4.569953748,11.26759678,5.186075849,5.79064906,12.96853095,7.75971465667,12.38876812,10.68266132,9.631859639,7.755466278,5.080669653,11.45443311,10.63715491,6.242417322,11.51317502,12.00076422,10.25848981,12.28769659,5.011016147,9.298074671,11.43055462,11.2089234,9.4854659265,10.60376104,5.76368461,10.62174996,9.679239065,5.26565597,12.02547364,9.1345567295,11.27294773,12.75033439,10.21278244,8.829152778,6.225357483,7.801871815,6.802099894,11.69911488,12.14165544,10.88635983,11.45329393,5.230079295,10.81892586,11.09488611,7.2728509035,6.00940367367,14.31302729,14.52934516,11.73231746,10.67206752,9.202332696,10.1505943325,13.2409799,11.363759995,8.3656568455,8.29081277467,6.750811228,10.774702254,7.658927519,5.94872421,6.9752829565,12.10567621,9.008765532,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,11.00228078,7.81438962725,6.2628525045,8.854277104,9.205995484,5.460260315,9.818031326,6.882768745,6.71227636133,7.279938139,5.53348519071,11.431973905,11.61592857,9.6268401555,10.37262599,7.752549787,12.42106423,12.40728377,9.916006976,9.923045577,9.783674007,6.364489812,9.121838552,10.43366919,7.24991798067,8.868576523,6.097511381,7.080451259,11.21588197,9.505246433,13.0474759,9.1399697385,12.09904539,4.758105247,12.61421528,10.31037169,6.2551336345,5.628052686,7.401138398,8.276164252,6.1557894346,8.5459358775,4.44414752,6.228631729,5.62272611867,5.294814856,11.80723024,8.92645992,6.1394132438,BRCA
GSM427165,10.53048708,12.20205989,6.998198677,12.68628938,7.629176499,6.773076963,11.202937405,12.367794435,9.730725188,8.9956657065,5.952340119,5.72173469,11.93616504,14.88287635,12.63422915,11.34599024,5.213941395,11.96210624,13.19976669,11.35550818,12.67483341,9.950483405,13.77286407,12.78522262,11.1354255073,9.006275549,8.439125593,7.151831235,12.63069834,6.39423566067,8.058737407,9.5811370385,8.923451807,4.948613986,9.772562477,10.17277787,5.250782787,7.4861886795,5.306370149,10.89823124,9.077203687,5.865430938,13.02719506,6.464509503,7.39744174,9.592628378,6.32230220733,5.188253784,8.896508464,5.009001383,5.66903474,11.88017861,8.69641745333,12.20235811,10.79412363,6.152898934,7.5815822955,5.003839723,9.557684409,12.18670552,6.518854253,13.16228672,12.86051578,12.13262834,13.58212966,5.273339877,11.23283777,12.2610269,11.6964048,9.214595809,12.12389031,5.532793245,11.71243039,10.864450265,5.159732007,11.2910039,9.2419689165,12.29564706,13.80581744,11.96427598,10.07411507,5.964751666,7.643587688,6.893972281,12.63275562,11.24026381,11.37897501,12.96626215,4.85650179,12.64987931,11.80723024,6.080205989,5.95462698233,12.945584275,14.07822256,10.84558985,12.31403378,10.45779924,10.690890371,14.24390588,9.697606209,9.5476322395,8.12664691067,6.833336437,10.1261326663,6.111350232,5.48205062,6.945356743,12.52393564,6.998198677,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,11.82848969,6.58294122425,6.3463864165,8.146264608,10.0042911,5.477281673,9.838077671,7.960568361,7.38616007233,7.484019523,6.06217418443,9.616722269,11.15682591,10.1547483045,9.020376578,7.446217194,12.43390104,12.74140174,9.28549456133,10.3743606,9.802294663,6.512547399,9.568545732,10.20337282,6.05806781667,8.315445233,4.828595108,7.0333324975,10.58354379,8.334218666,12.35836419,10.1715746905,10.80763287,5.477281673,12.61421528,10.30739469,6.0576423685,6.310935931,8.498595972,8.3070644095,5.645039366,6.9179834015,5.209854193,6.417182159,5.74281387533,5.832707292,12.56946885,9.93000957,6.2350466806,BRCA
GSM427166,10.94581345,12.789315205,6.418279038,12.7232493,7.776434883,7.422655866,11.388759195,12.456368675,9.89617905533,8.823776494,6.394296014,5.133989524,12.69546762,14.67256817,13.46969908,11.80723024,5.069327579,12.98372673,13.36098494,11.77876926,13.51553049,10.61564829,14.39776555,13.43573605,10.258386433,8.7304792815,7.189209615,7.757025122,12.09587508,6.734569732,8.695994791,9.7220428385,8.218618965,4.649642211,8.983991943,9.744439113,5.163308771,6.719520862,6.2395210165,11.23482808,7.840024324,5.796890531,13.37355718,5.069327579,9.665460782,9.554096283,6.325284749,5.185481295,11.20927755,5.286521953,4.93252334,13.11037161,9.416761553,12.36089516,10.51975691,9.072461663,7.645327129,5.376959934,10.66388964,12.01512763,6.292694913,12.41257918,13.89601165,12.42766909,13.04382794,4.93252334,10.67427198,12.54269462,10.86690047,9.662430478,11.26946293,6.742953157,12.5801856,11.646882,5.2096583685,12.93429355,11.03260789,12.6125864,13.51771248,10.95861817,10.07904508,6.350634813,7.336464439,6.112601751,12.06834846,11.68503795,12.30206775,13.59822064,4.661088802,11.80267601,11.5225547,7.021810128,6.08578098533,13.864364595,14.12961268,11.733869245,11.7987959,8.758548971,10.5801794285,14.37721665,11.45045999,9.1446292285,9.008053269,7.293956968,12.080021226,6.898937271,6.202570157,6.5861642735,12.88385376,8.819732939,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,12.53699151,7.6793740555,6.6173046355,10.24459905,8.800350799,4.958159726,12.00076422,9.691682951,7.43240197667,6.447831766,5.68526443014,11.06002129,12.40276968,10.123027836,9.999683363,7.158864945,11.94573106,13.16916718,9.18973716167,10.1003079,10.18512356,5.265109838,10.09936791,10.50350803,6.14952986367,8.92056956,5.413637447,7.8770741765,10.73861188,9.041851538,13.00956452,10.48781148,11.66916423,5.777032522,12.59315889,10.21099428,5.454934456,6.147312423,6.994930732,8.3666695385,6.1264922834,8.3320404855,5.520745364,8.228615647,5.946183401,5.120093989,12.3915122,9.558607795,6.8237722894,Control
GSM427167,10.65416187,12.679139745,7.109990256,12.7584086,8.132681099,7.337356807,11.31699387,12.5301635,10.0363647903,9.3589978265,6.61574411,5.6564835585,12.3377697,14.81202536,13.37610779,11.88448737,5.041342928,12.65578567,13.25344278,10.8264931,13.21419392,10.68230579,13.99263349,13.23175973,10.6759547673,9.1075112315,7.143692193,9.07478446,12.6014308,6.84260002933,8.773379189,10.274861495,8.541001567,4.772164642,8.939638805,9.125801619,4.980952113,6.995146243,6.579894518,11.18114933,7.531403149,5.409145868,13.05207472,5.69321599,9.303998235,9.6248298825,6.57114183333,5.511603435,10.857770605,5.438135838,5.596496342,13.62077142,8.81700115467,12.41104094,11.06078055,9.028286744,7.8288732835,5.326799101,10.78521972,11.64626856,6.501722262,12.63536109,13.47298527,11.86370244,13.11037161,5.117810604,10.70754056,12.48048484,11.63413504,10.1084788385,11.45792732,5.577437325,12.47906411,11.43046727,5.311489257,12.44819383,10.485047375,12.43809276,13.29995283,11.53391627,9.694384497,6.346430072,7.647658312,7.089426976,12.45867582,12.46365343,12.20536419,13.34981755,5.338434442,11.99463462,11.84647188,7.4207540845,6.25508427333,14.25910679,14.47325803,12.0666688,12.21264541,9.33928279,11.047339227,13.85629375,11.694903535,9.383435194,9.026888465,7.128461284,11.7450460007,7.321975714,5.352274105,7.024481502,12.93836212,8.738583034,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,12.71834242,7.19239552375,6.146307635,9.667999034,8.684530469,5.372961888,11.37964115,8.024060772,7.18054352333,6.634452146,5.610665437,11.04452459,12.33572539,10.0813852025,10.32819838,7.393628831,12.16730219,13.41290062,10.4409552987,10.31961599,9.845200356,6.522546714,10.068557,10.93189375,6.64576464,9.680166591,4.934529769,8.241908736,11.42903544,10.10111594,13.14975193,10.3686758525,12.07584355,5.777032522,12.67203307,9.664350002,5.9226264655,5.123512303,6.796657476,8.288078818,5.8838277246,7.7930385845,5.048553625,6.607778312,5.75822301767,5.430796457,12.77884208,9.564340594,6.1964141492,BRCA
GSM427169,10.6161723,12.61926419,6.732544377,12.48766051,8.847089556,7.39972893,11.225414225,12.278551005,9.884582852,8.828950772,6.052030675,5.310538781,12.59449147,14.57158262,13.44751595,11.98839011,5.144669712,12.81400365,13.29472201,12.30875149,13.27502674,10.65168433,14.00655359,13.39262134,11.1110274023,9.532397347,7.664022547,8.72987657,12.44065386,6.688774195,9.0923747,10.43837603,8.93005572667,5.022158329,9.017365988,9.827664684,4.948380372,6.432879816,5.9679169305,11.14309317,8.336351598,6.135253322,13.37131522,5.767794645,8.352640608,9.8176306835,6.591071042,5.190230876,10.844403885,4.35562555,5.312893162,12.51068142,9.27869698033,12.70249961,10.7059911,8.468217878,7.5688881555,5.316518,11.44285036,12.11709445,5.810257517,12.78312415,13.77694807,12.58797677,13.03363813,5.308713308,10.99848485,12.55486108,11.38201077,9.458651842,11.66632289,5.980660139,12.75717127,11.58432977,4.9168412395,12.16391545,10.3233437,12.98945487,13.55093015,11.75371412,10.23748518,6.416886703,7.055746423,6.6758199,12.21510531,12.13138765,12.04072818,13.074006,5.977400858,12.40276968,11.86608512,7.293306816,5.88211359967,13.72179431,14.04737959,11.22807301,12.41967063,9.640182167,10.790466855,14.41536846,10.882551793,9.0896524405,8.65997392367,6.680504137,11.84185954,7.469827229,5.586623085,7.1430110225,12.65135565,8.85611511,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,12.50816376,7.7853169845,5.8548666145,9.23553628,8.886962465,5.233822166,11.29285667,8.346913826,7.481413311,6.367550714,5.53392966386,11.007896885,12.00748646,10.4631639765,9.583172639,6.837536875,12.29564706,13.43914135,8.446618179,10.38034502,9.518988037,6.22371757,9.813452991,10.25917864,6.22354990867,7.766597025,5.891608291,8.1329287235,11.39527989,9.743273911,12.92133986,10.1259960625,11.56243576,5.368603583,12.40655986,10.7921886,5.840407166,5.626228302,7.214651154,7.806017873,5.7581840748,7.6247556515,4.858741012,6.74143707,6.00648573567,5.168332398,12.4173608,9.210172782,5.7908224398,BRCA
