@relation data

@attribute id string
@attribute 284 numeric
@attribute 285 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2888 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 51378 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5781 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 7010 numeric
@attribute 9046 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1848825828,-0.0350800409,1.3452941188,0.1348934569,0.9503711611,1.0380567778,0.4153290968,1.3243965731,-0.1677997077,0.6502234032,0.0817053106,0.7694715564,0.5895123826,0.6681025633,1.9096234484,0.1797246685,-0.1803553223,-0.1042900185,BRCA
GSM480985,-0.1248490859,-0.0575457161,1.1583383579,-0.0139701283,0.7525949256,0.5481084954,0.4587173745,0.8611773475,-0.1811621834,0.8534231111,0.1992576002,1.5476133191,0.4284647065,0.5670814931,1.9413004944,0.2011654340,-0.1372340157,-0.0778243457,BRCA
GSM480986,-0.1097206757,-0.0036649281,1.5127595663,0.0483643700,0.8224637469,0.9493732134,0.4106089262,1.3830056341,-0.1837617570,0.3758222094,0.0859145318,0.9370587028,0.9117966590,0.6322140187,2.0243224118,0.0952468054,-0.1000541327,-0.0551630029,BRCA
GSM480987,-0.0696128661,-0.0388486705,1.4599798470,0.0429241907,-0.0204556580,0.6616964770,0.2296363310,1.3380605279,-0.1701857289,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,0.4882750814,1.9975022057,0.0700896732,-0.0846430455,-0.0620563844,BRCA
GSM480988,-0.1607583629,-0.0825710285,1.6300611323,0.0110743454,1.2343069464,0.4589619954,0.2562269165,1.0662603861,-0.1829361889,0.5025178531,0.1213094126,0.6583551200,0.6638981731,0.3691913686,1.9610705971,0.0896705153,-0.1024918221,-0.0033517306,BRCA
GSM480989,-0.1273699147,-0.0240484713,1.6843677122,0.1824895933,0.2786026614,1.1103506463,0.2400973081,1.2916537300,-0.2277307869,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,0.3199180766,1.9755967301,-0.0037837656,-0.1612636842,-0.0178449186,BRCA
GSM480990,-0.0779674325,-0.0729803933,1.6475978081,0.1621786567,0.6493760088,1.1067612915,0.3191353141,0.9421872181,-0.1600961706,0.4307222246,0.1950829520,0.5701667320,1.2032701898,0.5040703920,2.5765053460,0.0120991491,-0.1140986736,-0.0235678123,Control
GSM480991,-0.1569212928,-0.0234973364,1.5652074934,0.1937644110,0.6921227276,0.9763167946,0.3643042232,1.1985398679,-0.1468140103,0.3718392522,0.0580118667,0.6246844594,0.9586069049,0.4281628126,2.1101571236,0.0441448208,-0.1447198745,-0.0863444109,Control
GSM480992,-0.1277403715,-0.0490872089,1.5792976092,0.1533130501,0.5909190772,1.1827308424,0.2580534183,0.6252961718,-0.1124374387,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,0.3612510420,2.4270785623,0.0183351703,-0.1195386169,-0.0072608177,Control
GSM480993,-0.1217692117,-0.0506639961,1.5582134934,0.1666725114,0.5843113306,0.9945207685,0.2800151646,1.2895348594,-0.0928999297,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,0.5473878640,2.0765592329,0.0562111053,-0.1393768177,-0.1558147394,Control
GSM480994,-0.1187971612,-0.0225421469,1.5295505913,0.1594453674,0.4170407294,0.9641585409,0.2953049885,0.9060508684,-0.0949058749,0.3275596730,-0.0213671374,0.5206810317,0.8714825208,0.4120025120,2.2287481896,0.0193436113,-0.0997313102,-0.0896414064,Control
GSM480995,-0.0624374786,-0.0254018119,1.6341215260,0.0744719506,-0.0012202500,1.0583383925,0.2975316332,1.5320054069,-0.2017148294,0.4566130469,0.1018878077,0.5458690926,0.7113377480,0.5014929963,1.9173598417,0.1126998567,-0.1313500088,-0.0950700079,Control
GSM480996,-0.1028678734,-0.0632186813,1.6202940312,0.1720860416,0.6611431094,1.5339100845,0.2895835004,1.3746537194,-0.1395332926,0.3066054066,-0.0157742867,0.4963641018,0.8184716900,0.4176263105,2.5355423434,0.0632607096,-0.1359343074,-0.0368484250,BRCA
GSM480997,-0.1050657827,-0.0915913715,1.6077907556,0.0228430543,0.0102402910,1.0607690384,0.1841689373,1.0977530071,-0.2414397033,0.2881597711,0.0323345262,0.1188000013,1.0530056554,0.3504997707,2.4039788969,0.0117709752,0.1535754962,-0.1367654092,BRCA
GSM480998,-0.1137101755,-0.0130919997,1.8111653313,0.0512638751,0.2623617806,1.3928146588,0.4192330719,1.1526072656,-0.1269564438,0.2050712937,-0.0445457813,0.6106414951,0.7568702718,0.3281568143,1.8797799985,0.1207393635,-0.1223357074,-0.0227359244,BRCA
GSM480999,-0.0342740173,-0.0552859127,1.3847289206,0.0710246064,0.5392147322,0.6999813840,0.4575761644,1.1977361813,-0.1752904040,0.7125618634,0.4350583694,1.3181974521,0.6001628325,0.5715724355,1.7322489747,0.2268848883,-0.1220648173,-0.0857390945,BRCA
GSM481000,-0.0895862254,-0.0436106301,1.4343370085,0.1569794203,0.5801210218,0.8529196009,0.4377806521,1.1548922360,-0.1744080840,0.5280358451,0.0936185880,1.0340813620,0.5186216637,0.4068637556,1.4051200598,0.1196501524,-0.1120255423,-0.0827197566,BRCA
GSM481001,-0.1601857201,0.0332389742,1.4455331878,0.0811049641,0.4379181749,0.8871232791,0.4022886162,1.2991686985,-0.1099426646,0.6979045826,0.1291845596,0.8875800183,0.5265041562,0.5793670783,1.7989016441,0.1188062851,-0.0969585865,-0.0688312628,BRCA
