@relation data

@attribute id string
@attribute 10111 numeric
@attribute 1111 numeric
@attribute 11277 numeric
@attribute 2176 numeric
@attribute 2177 numeric
@attribute 2178 numeric
@attribute 2188 numeric
@attribute 2189 numeric
@attribute 3364 numeric
@attribute 4361 numeric
@attribute 4683 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 5810 numeric
@attribute 5883 numeric
@attribute 5884 numeric
@attribute 5888 numeric
@attribute 672 numeric
@attribute 675 numeric
@attribute 7157 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1866127786,-0.0207608909,0.7042963013,-0.0960156687,0.0746315739,1.5840385293,0.2711933174,0.0933338626,0.2945213200,-0.0248610435,0.4521238135,-0.0661986022,0.1421221816,1.1926248626,0.0307055115,0.5543922002,0.5745254208,-0.0230676489,-0.1584264608,0.9853307140,BRCA
GSM481003,0.1379482353,0.0788576193,0.7748168396,-0.0936377145,0.1261232746,1.4311537609,0.5381710962,0.2298594126,0.3714093485,-0.0657739097,0.2893189575,-0.1056909030,-0.0151352303,0.6870708558,0.0573413860,0.3064327387,0.5761858641,-0.0425406665,-0.1250072181,0.9925875762,BRCA
GSM481004,0.2186864052,0.1553593973,0.7032654689,-0.0195731627,0.1906945677,1.6233304872,0.6743158679,0.3553189427,0.3989722246,-0.0286774181,0.3328590156,-0.0821350421,0.1072398618,1.1057207058,0.0822951731,0.3589362175,0.6390240129,-0.0323086998,-0.0415119894,0.8802483742,BRCA
GSM481005,0.2792815672,-0.0509479857,0.5344920508,-0.0588640357,-0.0459730386,1.4483620592,0.3019022315,0.2478796599,0.4740473199,-0.0353233602,0.6802464706,-0.0263808509,0.3125612044,0.9814733310,0.0166998968,0.5091165112,0.3589716676,-0.0685639268,-0.1312921315,0.9015575944,BRCA
GSM481006,0.2374104524,-0.0875418057,0.6254993839,-0.0293817601,-0.0221608787,1.5654995194,0.4690979568,0.2744739999,0.5713934328,-0.0155674722,0.5813963887,-0.0131001265,0.2139014750,0.9088195383,0.0216043973,0.5302735580,0.3795416952,0.0265668789,-0.0794224726,1.3752852871,BRCA
GSM481007,0.1958627125,-0.0663335973,0.9647234517,-0.0361144629,-0.0554948237,2.1887496777,0.9184250918,0.2811046872,0.3771845456,-0.0575312609,0.2287236242,-0.0317684311,0.2072506988,0.9201780222,0.1855335600,0.3888144547,0.2323106053,-0.0362769949,-0.0744021861,1.2977375326,BRCA
GSM481008,0.3781088004,0.3485994223,1.5385119344,-0.0653227082,0.4556419673,2.4305002226,0.4848256646,1.7000376913,0.3633564644,0.0158630866,0.8924479570,-0.0287524567,0.3257197354,0.9304985610,0.2209702864,0.6552884998,1.1856073174,0.7092540284,0.0917779005,0.9878225434,Control
GSM481009,0.1439449145,0.0690172817,0.5036924094,-0.0819795328,0.0110582282,0.7854437157,0.3214604567,0.0977732259,0.2404697452,-0.0533992531,0.4093335412,-0.0741165462,0.0704509372,0.7490691365,-0.0135178741,0.2655878430,0.4889812592,0.0417531103,-0.1388459095,0.9829903326,Control
GSM481010,0.2071303163,-0.0126356082,0.8151588116,-0.0852066815,0.1642650463,0.9759379979,0.5355291731,0.3179912928,0.5103905833,0.0776322117,0.7521615490,-0.0522969667,0.2287502738,1.0794370227,-0.0307567857,0.5422916124,0.5908814568,0.1271575096,-0.0925236846,0.7534921082,Control
GSM481011,0.1918319314,0.0717280289,0.7940271607,-0.0655926817,0.0242321593,1.9368292096,0.7320071601,0.2742872818,0.4313563425,-0.0781626811,0.2245968553,-0.0514790472,0.1442533701,0.9270506161,0.0181975527,0.2767659079,0.3996150372,0.0351361495,-0.0921497656,0.9952894231,Control
GSM481012,0.4580240917,0.1184790361,0.6595820737,-0.0600900031,0.2295498806,1.4080264436,0.6811779702,0.2498909233,0.4421977007,-0.0061558024,0.9250645335,-0.0600952140,0.4451062759,0.9143358512,0.0944007039,0.6509219740,0.6598593476,0.2283168092,-0.0303024694,0.8725762112,Control
GSM481013,0.2564343882,0.2857089378,1.5333727522,0.0071250225,0.3591713396,2.8301361718,0.4063853963,1.9680175649,0.4161296582,-0.0377378572,0.7162270183,-0.0336836739,0.2946866060,0.6501306804,0.3731868733,0.3484844751,1.3917164030,0.4460174760,-0.0638121290,1.3992428302,Control
GSM481014,0.5779825888,0.0022970923,1.1242568324,-0.0455789169,0.3315296507,1.8109633273,0.3100106614,0.5869336292,0.4054187767,0.0528531534,0.7343737992,0.0231110066,0.5465523008,0.8071005082,0.3799521594,1.2057929300,0.5190509059,0.3187075513,0.0242945313,1.0247983021,BRCA
GSM481015,0.2828569465,0.0366658645,1.1363073976,-0.0770224863,0.2070207328,2.2141344549,0.6778799326,0.6636845701,0.3894544970,-0.0093434886,0.5647472263,-0.0129703451,0.2337846571,0.9080365104,0.1126138468,0.4485554846,0.5293716686,0.1116224552,-0.0921337211,1.2436508052,BRCA
GSM481016,0.1724811306,0.3492143929,0.8121506109,-0.0626337081,0.3558373177,1.3949001960,0.6086767038,0.4292575141,0.7887945584,-0.0036241756,0.6477381687,-0.0307458420,0.3648124625,0.9656351863,-0.0235821588,0.4160541204,0.8149341010,0.1694958039,-0.1556189936,0.7893344704,BRCA
GSM481017,0.8061847688,0.4148975645,0.4117246729,-0.0354336101,0.3147162159,1.2395927079,0.6417649831,0.2848268377,0.5860176556,0.1075820601,1.1628684564,0.0540303805,0.7940353618,1.1153563474,-0.0384979727,1.0357016223,0.8190896763,0.4506783555,0.1341047489,0.5631712906,BRCA
GSM481018,0.0169619334,-0.0146909018,1.1583021834,-0.0130949977,0.2277680112,1.9892195860,0.5145522223,0.4269555766,0.3312364834,-0.0612356831,0.4185637641,-0.0797911159,-0.0177173991,0.6300147426,0.2407844266,0.2366863392,0.8040438865,-0.0282020143,-0.1656283960,1.3061695902,BRCA
GSM481019,0.5931056533,0.2385587941,1.0855287535,-0.0410718854,0.2424269344,1.3125230272,0.7747312637,0.6454871927,0.5898672029,0.0346669698,0.9507528332,-0.0548910358,0.6280274886,0.5665038858,0.2368448921,0.6514911372,0.5893992631,0.1793116385,-0.0836076251,0.8534259407,BRCA
