@relation data

@attribute id string
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 216 numeric
@attribute 217 numeric
@attribute 55902 numeric
@attribute 84532 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,-0.0707705465,-0.0907943317,-0.2125117069,1.3596210412,0.5699832618,-0.1174650339,BRCA
GSM481003,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,-0.1061360456,-0.1076664133,0.1495586211,1.3603782851,0.6651572770,0.0582027013,BRCA
GSM481004,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,-0.0472293821,-0.0060980176,-0.0352377553,1.5765960482,0.9021718948,-0.0227673604,BRCA
GSM481005,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,-0.0822802793,0.0134372121,-0.0385149289,1.1894485554,0.5480093612,-0.1036076523,BRCA
GSM481006,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,-0.1015294299,-0.0258435596,2.0961478950,0.9011514651,0.5717701286,0.0025798307,BRCA
GSM481007,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,-0.0399487634,0.0323586727,-0.0368097304,1.1416312754,0.9897112222,0.1039663400,BRCA
GSM481008,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,-0.0369367304,-0.0538307900,-0.0667777417,1.7179112501,0.5827039805,-0.1136658762,Control
GSM481009,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,-0.0866576479,-0.1129501712,0.2305960189,1.5246361561,0.3460966567,-0.0999102370,Control
GSM481010,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,-0.0452846128,-0.0210349226,-0.0240554127,1.4316206639,0.6623679302,0.0394241161,Control
GSM481011,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.0027235979,0.0021021766,-0.0505384291,1.3559073807,0.7482257636,0.1586239449,Control
GSM481012,-0.0184882593,-0.0352574696,1.4199927647,-0.1190556045,-0.0955665409,-0.0960110578,0.0025993448,1.8570843803,0.6375910299,0.0212843385,Control
GSM481013,-0.1552912878,-0.0341075985,-0.1185440743,-0.1180024771,-0.0692502154,-0.0679312416,-0.1052403815,1.9209400150,0.5220694412,-0.0791424424,Control
GSM481014,-0.1447819537,1.0578764840,-0.1195492360,-0.0983722949,-0.0534529035,-0.0008937842,0.1368272879,1.1910767291,0.5054859547,0.0393029548,BRCA
GSM481015,-0.0260566954,0.0744307573,-0.1769546817,-0.1351405902,-0.0607982569,-0.0933838332,0.7031072227,1.0303204094,0.5711573784,0.1019602514,BRCA
GSM481016,-0.0961169523,-0.1203573975,-0.1435406103,-0.1445689011,-0.0696380027,-0.0550385882,0.5035393204,1.5611350867,0.5453685302,-0.0849273329,BRCA
GSM481017,-0.1133280058,-0.1047596860,-0.1415578897,-0.0567422494,-0.0772272790,-0.0665693744,-0.0789279520,1.0339287386,0.3304169966,-0.0399928991,BRCA
GSM481018,0.1442190657,1.9537765493,0.1029542780,-0.0757345094,-0.0491822730,-0.0000553226,-0.1140735006,2.2995132142,0.5377547334,0.0299140218,BRCA
GSM481019,-0.1605351467,-0.0612702119,-0.1667169780,0.0002626016,-0.0468657113,0.0099006268,-0.0686970785,1.7913520071,0.6344713247,0.0293906336,BRCA
