@relation data

@attribute id string
@attribute 10022 numeric
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 10886 numeric
@attribute 10887 numeric
@attribute 10911 numeric
@attribute 117579 numeric
@attribute 122042 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 128674 numeric
@attribute 1524 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 186 numeric
@attribute 187 numeric
@attribute 1906 numeric
@attribute 1907 numeric
@attribute 1908 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 2357 numeric
@attribute 2358 numeric
@attribute 2359 numeric
@attribute 23620 numeric
@attribute 2532 numeric
@attribute 256933 numeric
@attribute 257313 numeric
@attribute 2587 numeric
@attribute 2826 numeric
@attribute 2829 numeric
@attribute 2832 numeric
@attribute 2833 numeric
@attribute 2834 numeric
@attribute 2837 numeric
@attribute 283869 numeric
@attribute 2852 numeric
@attribute 2862 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2922 numeric
@attribute 2925 numeric
@attribute 301 numeric
@attribute 3060 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 339403 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 3640 numeric
@attribute 3814 numeric
@attribute 3827 numeric
@attribute 387129 numeric
@attribute 4157 numeric
@attribute 4158 numeric
@attribute 4159 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 4283 numeric
@attribute 4295 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 4852 numeric
@attribute 4886 numeric
@attribute 4887 numeric
@attribute 4889 numeric
@attribute 4922 numeric
@attribute 4985 numeric
@attribute 4986 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 5020 numeric
@attribute 5021 numeric
@attribute 50865 numeric
@attribute 51052 numeric
@attribute 51083 numeric
@attribute 51289 numeric
@attribute 51554 numeric
@attribute 5173 numeric
@attribute 5179 numeric
@attribute 5196 numeric
@attribute 5368 numeric
@attribute 5443 numeric
@attribute 5473 numeric
@attribute 551 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5539 numeric
@attribute 554 numeric
@attribute 5540 numeric
@attribute 56477 numeric
@attribute 5697 numeric
@attribute 57007 numeric
@attribute 58191 numeric
@attribute 59350 numeric
@attribute 594857 numeric
@attribute 6019 numeric
@attribute 60675 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 6354 numeric
@attribute 6356 numeric
@attribute 6360 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6367 numeric
@attribute 6368 numeric
@attribute 6370 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6375 numeric
@attribute 6376 numeric
@attribute 6387 numeric
@attribute 64106 numeric
@attribute 643 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 6754 numeric
@attribute 6755 numeric
@attribute 6863 numeric
@attribute 6865 numeric
@attribute 6866 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 7200 numeric
@attribute 7201 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute 729230 numeric
@attribute 7852 numeric
@attribute 84109 numeric
@attribute 84432 numeric
@attribute 84634 numeric
@attribute 8484 numeric
@attribute 8620 numeric
@attribute 8811 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 8862 numeric
@attribute 887 numeric
@attribute 9002 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1531,-0.1203,0.4635,0.2144,0.1349,-0.1052,-0.0086,1.4684,0.374,-0.119,1.2188,0.399,2.2685,1.3353,1.8224,1.1044,0.0352,0.0062,1.2467,0.0617,-0.0517,-0.183,-0.0038,-0.0542,-0.2953,0.0261,-0.0998,-0.0097,-0.087,1.1346,0.4821,-0.017,2.1818,1.7455,0.3743,-0.1073,-0.092,0.0433,-0.0243,-0.1215,0.1323,0.1687,-0.1269,0.5718,-0.0878,-0.066,0.1035,0.0882,-0.1303,0.376,0.3063,-0.0883,-0.1847,-0.1028,2.2845,0.0725,-0.0206,-0.0923,0.1408,2.1055,1.4973,1.0721,0.3951,0.4837,-0.0665,-0.1418,-0.1111,0.1847,-0.1274,-0.0952,-0.1983,-0.2199,-0.1461,-0.0838,-0.1902,-0.1604,-5e-04,-0.1352,0.015,-0.0798,-0.1969,-0.0647,-0.1031,0.2471,-0.0608,-0.1224,0.0676,0.6536,0.2799,-0.0016,-0.1127,0.0366,-0.19,-0.4095,2.5124,0.3727,0.2432,3.8621,-0.2589,0.6901,0.1666,-0.0541,0.0014,-0.1686,0.4187,0.1467,0.0186,1.0358,-0.1239,-0.1281,0.0458,1.0012,-0.3143,-0.0233,0.2624,0.628,2.2411,-0.0174,-0.1315,-0.102,0.0409,-0.0041,0.0662,-0.0529,-0.121,-0.0805,-0.2222,-0.2333,1.2152,0.1778,-0.0351,-0.0791,-0.133,0.941,-0.3038,0.0862,-0.1461,0.3526,-0.4022,0.0655,-0.1817,0.0368,0.0766,-0.0517,-0.1743,-0.0109,2.4754,0.0027,-0.0947,0.4187,1.4885,2.5473,2.7268,-0.0464,0.0665,0.1073,-0.212,0.9524,-0.0604,-0.0318,-0.0566,-0.0949,-0.1542,0.1982,Control
Utah__A02,-0.0809,-0.0806,0.4572,0.0452,-0.0137,-0.0225,0.0753,-0.1065,0.4452,-0.1264,0.785,0.4138,1.5952,1.3176,1.1468,0.6192,-0.0011,-0.0757,1.9312,0.1781,0.0456,-0.2434,0.0896,0.0746,-0.2024,0.0917,-0.0321,-0.08,-0.0712,1.3118,0.4696,-0.0113,2.3427,1.8469,0.1271,-0.0172,0.0724,0.1266,-0.0075,-0.1412,-0.023,0.3124,0.0133,0.2516,-0.0863,-0.0465,0.0013,0.1259,-0.1238,0.2521,0.363,-0.0888,-0.1864,-0.1752,2.1159,0.1426,0.1337,0.0299,0.1526,0.5462,0.8726,0.6673,0.7077,0.2474,6e-04,-0.1328,-0.0785,-0.1179,-0.1015,-0.0438,-0.0736,-0.2617,-0.0034,-0.0445,-0.1593,-0.0925,-0.0725,-0.108,-0.0325,-0.0095,-0.1117,-0.032,-0.1695,0.217,-0.0817,-0.0387,0.0441,0.5057,0.3642,-0.0665,-0.0073,0.0766,-0.2053,-0.3379,2.1517,0.2479,0.4134,4.3193,-0.3343,0.7426,0.2663,-0.1164,0.0412,-0.1685,0.2842,-0.0397,0.0481,1.025,-0.0384,-0.1015,5e-04,0.2791,-0.1643,-0.0502,-0.0613,0.387,2.5847,-0.2476,-0.1372,-0.1548,-0.0481,0.029,0.0114,0.0081,-0.1043,-0.0303,-0.0113,-0.1533,1.1292,-0.0266,0.0029,-0.0476,-0.1966,0.2916,-0.2205,0.2238,-0.1498,0.137,-0.2865,0.1155,-0.1378,-0.0231,-0.0248,-0.046,-0.1364,0.0668,2.7763,0.1661,0.0531,0.2327,1.2038,2.8322,2.4224,-0.0402,0.1295,0.2197,-0.2148,0.6221,-0.07,0.0181,0.0972,-0.0803,-0.1265,0.2018,Control
Utah__A03,0.0877,-0.0564,0.4572,0.1331,0.1662,-0.0269,-0.0648,1.7903,0.4622,-0.1069,1.2312,0.2935,1.8039,1.7305,0.8578,1.133,0.0157,-0.0412,1.924,0.1968,-0.0195,-0.2254,0.108,0.0603,-0.0746,0.1344,-0.0509,-0.0419,-0.102,1.328,0.4977,-0.1052,2.5658,1.8551,0.252,0.0126,-0.0355,0.0679,0.0627,-0.1067,-0.0069,0.1802,0.063,0.9072,-0.0989,-0.0203,-0.074,0.2147,-0.1159,0.2467,0.2865,-0.0822,-0.1463,-0.1366,2.5599,0.0952,0.0649,-0.0437,0.1294,0.8951,1.2297,0.5885,1.5075,0.3071,-0.0919,-0.1479,-0.0367,0.0827,-0.1616,-0.1074,-0.2576,-0.2258,0.4142,0.0453,-0.1317,-0.0579,0.0432,-0.0546,0.1814,0.0674,-0.0965,-0.05,-0.1272,0.3136,-0.104,-0.1525,0.1062,0.69,0.2592,-0.0353,-0.0348,-0.0579,-0.2199,-0.4083,1.6376,0.1584,0.3101,3.6819,-0.4186,0.3702,0.2246,-0.0485,0.0567,-0.2537,0.1989,0.0962,0.0406,1.223,-0.0718,-0.0926,-0.0787,0.1306,-0.1484,-0.0727,0.1525,0.5701,2.665,-0.165,-0.219,-0.0744,0.0432,0.0882,0.1051,0.0106,-0.097,0.0316,-0.1116,0.2434,0.9926,0.0337,0.0042,0.0356,-0.1453,0.2981,-0.2793,0.049,-0.1071,0.1609,-0.3085,-0.0457,-0.1204,-0.0283,-0.0322,-0.0584,-0.1947,0.1904,2.6705,0.0907,-0.0659,0.4738,1.6774,2.6179,2.2371,-0.0884,0.0767,0.1972,-0.1466,0.8795,-0.1412,0.0193,0.0551,-0.0882,-0.0699,0.2599,Control
Utah__A04,-0.0585,-0.0357,0.2494,0.1454,0.011,-0.076,-0.0058,-0.0462,0.4092,-0.1118,0.7341,0.1737,2.1201,0.7708,1.3711,0.7686,-0.0311,-0.1421,1.8995,0.1228,0.0082,-0.1919,0.1418,0.0132,-0.1849,0.0975,-0.0379,0.0094,-0.0358,1.2907,0.4514,-0.0072,1.7963,1.4567,0.0441,0.054,-0.0725,0.3935,0.0237,-0.0366,0.1032,0.2068,-0.023,0.6009,-0.0147,0.069,0.08,0.0861,-0.0327,0.4601,0.4494,0.0564,-0.0806,-0.0933,2.2612,0.1747,0.0267,-0.0179,0.095,0.7625,0.8489,0.6783,0.1877,0.2927,0.0877,-0.1399,-0.0914,0.0783,-0.0716,-0.1551,-0.1311,-0.2138,-0.0022,-0.1222,-0.0616,-0.0629,0.0027,0.0154,0.0553,0.0408,-0.0833,-0.0438,-0.0213,0.2872,-0.0824,0.1074,0.0424,0.4346,0.2035,0.0573,0.0627,0.0439,-0.294,-0.1745,2.1356,0.3049,0.43,5.0215,-0.1665,0.5988,0.236,-0.0282,-0.0044,-0.1781,0.3902,-0.0399,0.0396,1.0304,-0.0549,-0.169,-0.0039,0.4767,-0.1009,-0.0798,-0.0193,0.3725,2.3528,-0.1207,-0.2321,-0.0649,-0.0442,0.0302,0.0299,-0.0976,-0.1658,0.0938,0.035,-0.0531,1.5992,-0.1061,0.0453,-0.0252,-0.2103,0.9257,-0.2154,0.1261,-0.0513,0.1532,-0.2497,0.0893,-0.0767,-0.0208,0.0308,-0.0614,-0.0977,-0.018,1.9177,0.2268,-0.0189,0.2223,1.329,2.5181,3.1235,-0.0334,0.141,0.3424,0.0111,0.5906,-0.081,0.0915,0.0058,-0.0503,-0.1086,0.4405,Control
Utah__A05,-0.0707,-0.0751,0.3488,0.1558,-0.0187,-0.1002,0.0367,0.2307,0.4214,-0.0567,1.476,0.312,2.161,1.1332,1.1211,1.0472,-0.0813,-0.1377,2.017,0.0653,-0.027,-0.138,0.072,-0.0549,-0.1187,0.0758,-0.0495,-0.0702,-0.0619,1.5416,0.7601,-0.0745,2.6425,2.0763,0.5516,-0.0055,-0.0213,0.219,-0.0612,-0.0652,0.2796,0.2406,-0.1531,0.4977,-0.1141,0.0921,0.1572,0.1379,-0.0044,0.3891,0.3165,-0.0898,-0.0363,-0.0333,2.583,0.1262,0.1235,-0.0727,0.1144,0.845,1.1143,0.9324,0.5143,0.4363,0.0843,-0.1464,-0.1299,0.1033,-0.0938,-0.0362,0.037,-0.2193,0.0691,-0.0178,-0.1141,-0.0978,0.0104,-0.073,0.0726,0.0346,-0.1225,-0.0095,-0.0209,0.3652,-0.1035,0.0674,0.0793,0.7741,0.3541,0.0356,0.0972,0.0537,-0.1556,-0.2764,2.7849,0.4188,0.2726,4.5057,-0.2615,0.8972,0.2252,-0.1067,-0.0421,-0.2222,0.2968,0.0132,0.0596,1.5162,-0.0366,-0.1295,-0.0309,0.6186,-0.1309,-0.0954,0.0864,0.5056,2.4746,-0.0958,-0.2089,-0.1066,-0.0339,0.0376,0.091,-0.0406,-0.132,0.0855,-0.1041,-0.2146,1.5286,0.169,-0.0503,0.0069,-0.162,0.6995,-0.2164,0.076,-0.0134,0.1568,-0.18,0.1252,-0.1047,0.0735,-0.0292,-0.0822,-0.0964,0.1158,2.5656,0.156,0.1213,0.444,1.8605,3.2272,2.5718,-0.0625,0.1394,0.3165,0.0116,0.713,-0.1171,0.0342,-0.041,-0.0804,0.0019,0.3814,Control
Utah__A06,-0.1567,-0.0835,0.4657,-0.135,-0.021,0.0042,-0.0102,0.1804,0.3736,-0.0949,1.3993,0.1736,1.4959,1.1543,1.4136,0.4742,-0.0204,0.0333,1.4641,0.124,-0.0261,-0.2287,0.1076,-0.014,-0.1595,0.0474,-0.0215,-0.0759,-0.0855,1.365,0.3624,-0.0407,2.6214,2.0708,0.2854,-0.038,0.0459,-0.0121,-0.015,-0.1708,-0.0187,0.3622,-0.1574,0.3224,-0.1072,-0.1082,0.0047,0.0678,-0.1586,0.3102,0.4565,-0.2452,-0.112,-0.01,2.4961,-0.1102,0.0542,0.0341,0.1099,1.1656,0.9779,0.8494,0.5268,0.2083,-0.0777,-0.1354,-0.0707,-0.0108,-0.1457,-0.2096,-0.1535,-0.1843,0.0807,-0.0784,-0.1324,-0.1438,0.0269,-0.0425,0.1194,0.0469,-0.1401,-0.0647,-0.1689,0.3018,-0.0463,-0.1499,-0.0114,0.654,0.1699,-0.1102,-0.0195,0.105,-0.1987,-0.4498,1.9083,0.2643,0.224,4.0154,-0.3619,0.4164,0.1961,0.0073,-0.0021,-0.1154,0.3168,0.0128,-0.0585,1.589,-0.0339,-0.0177,0.0601,0.6331,-0.0801,-0.0474,0.1963,0.2807,2.1663,-0.0474,-0.1355,-0.1172,0.066,-0.0492,0.0066,-0.0156,-0.1795,0.0018,-0.2041,0.0336,1.1068,0.0623,-0.0685,5e-04,-0.2016,0.3104,-0.1313,0.0908,-0.1339,0.1772,-0.3181,-0.199,-0.1279,-0.0219,-0.0948,-0.0512,-0.1258,0.0631,2.8283,0.0781,-0.0438,0.4629,1.8451,2.7551,3.0026,-0.0263,0.1751,0.201,-0.2443,0.7979,-0.0731,-0.0709,0.0542,-0.1216,-0.132,0.0346,Control
Utah__A07,0.0407,-0.0567,0.4893,0.0749,-6e-04,-0.0344,0.0769,0.1844,0.3524,-0.0853,1.1361,0.191,1.8292,1.3691,1.3822,0.8695,0.0014,-0.1292,1.9495,0.1567,4e-04,-0.2365,-0.082,0.0784,-0.1748,0.011,-0.0379,-0.0957,-0.1015,1.3536,0.5331,0.0239,2.4638,1.888,0.3999,0.0222,-0.0221,0.0758,-0.0431,-0.1722,0.1664,0.2463,-0.1419,0.3901,-0.0634,-0.102,0.1223,0.1096,-0.121,0.4057,0.4064,0.0248,-0.194,-0.0814,2.8921,0.0324,0.1053,-0.0156,0.1764,0.9473,1.1916,0.8325,0.3871,0.3287,0.0145,-0.1374,-0.0594,0.0729,-0.1877,-0.1242,0.1215,-0.2209,0.003,0.0052,-0.2057,-0.0669,-0.0104,-0.0738,0.0508,0.0421,-0.1246,-0.0273,-0.1136,0.2711,-0.0667,-0.0389,0.0411,0.6099,0.3459,-0.0476,0.0302,-0.0407,-0.2197,-0.3565,2.276,0.2192,0.2571,4.2107,-0.2552,0.4231,0.2535,-0.0747,-0.0955,-0.1268,0.2942,0.0497,0.0981,1.2758,-0.0547,-0.0342,-0.0826,0.3263,-0.2047,-0.0926,-0.0229,0.6122,2.2905,-0.0704,-0.0478,-0.0978,-0.0417,0.126,0.0319,-0.0786,-0.1322,-0.087,-0.0711,-0.1262,1.2708,-0.0775,-0.0298,-0.1415,-0.2021,0.3219,-0.2185,0.0382,-0.0694,0.2152,-0.4533,-0.027,-0.1564,0.0368,-0.0115,-0.0741,-0.1448,-0.0116,2.3548,0.1764,-0.0946,0.3717,1.5761,2.8629,2.2907,0.0033,0.1189,0.2132,-0.1546,0.7649,-0.0702,0.0402,0.0625,-0.0381,-0.1796,0.1884,Control
Utah__A08,-0.0257,-0.0456,0.3638,-0.0891,0.0436,-0.0515,0.0067,-0.0236,0.3476,-0.1352,0.7178,0.1171,1.3298,0.6384,1.3936,0.4136,-9e-04,-0.0713,1.5032,0.0857,-0.0272,-0.2982,0.002,-0.0117,-0.2163,0.0742,-0.102,-0.0726,-0.0829,0.9492,0.3351,-0.0308,1.577,0.9146,0.1994,-0.0535,-0.0489,-0.0505,-0.0699,-0.1094,0.1017,0.1917,-0.243,0.2605,-0.1491,-0.1644,-0.0806,0.0744,-0.0576,0.2114,0.2941,-0.2751,-0.167,-0.1109,2.2831,-0.1036,-0.0454,-0.0278,0.1558,0.8182,0.9792,0.5093,0.4039,0.1652,-0.0788,-0.1683,-0.0646,0.0035,-0.0952,-0.0744,-0.1596,-0.2537,0.0461,0.0138,-0.1379,-0.1239,-0.0937,-0.1162,0.0561,0.0078,-0.1009,-0.099,-0.1691,0.2343,-0.1006,-0.0467,0.0048,0.7035,0.0762,-0.105,-0.0603,-0.1397,-0.2084,-0.4662,1.7071,0.1948,0.2277,3.4065,-0.5568,0.3899,0.2036,-0.1184,0.0336,-0.0846,0.3124,0.1973,0.0717,1.0041,-0.0693,0.0063,0.1334,0.1741,-0.1336,0.0116,0.1581,0.6139,1.8803,-0.1136,-0.2563,-0.015,0.0316,-0.1544,0.0525,0.0483,-0.1518,-0.1181,-0.2371,-0.0072,0.6768,-0.2246,0.0411,-0.0901,-0.2496,0.3369,-0.2088,0.0853,-0.1654,0.3043,-0.3139,0.0518,-0.1325,0.0034,0.0803,-0.0726,-0.1689,0.1935,1.7259,0.0576,-0.0779,0.3132,1.2659,1.8287,2.3261,-0.108,0.1157,0.2385,-0.2258,0.7987,-0.1415,-0.0255,-0.0903,-0.0228,-0.1622,0.0328,Control
Utah__A09,-0.1213,-0.0784,0.3049,0.2499,0.0411,-0.0715,0.0036,0.0783,0.4084,-0.1434,0.8534,0.0276,1.9414,1.1887,1.4156,0.8132,-0.0066,0.0314,1.5699,0.1352,-0.011,-0.218,0.001,0.0231,-0.1307,0.0541,-0.0604,-0.0205,-0.1057,1.2462,0.3239,-0.0844,1.5572,1.178,0.1134,-0.0024,0.0458,0.0857,0.0794,-0.1621,0.0764,0.2046,-0.2647,0.6542,-0.1092,0.0129,-0.1102,0.0936,-0.1498,0.4062,0.2949,-0.0931,-0.083,-0.0872,2.5361,0.1027,0.0482,-0.0125,0.1777,0.7737,0.6388,0.4091,0.3423,0.3759,-0.0253,-0.1411,-0.0623,0.0385,-0.1237,-0.1063,-0.0619,-0.1775,-0.0362,0.0204,-0.1876,-0.0892,0.0311,-0.0838,0.1088,0.0336,-0.1237,-0.0625,-0.0785,0.201,-0.0669,-0.0656,0.021,0.5731,0.3333,-0.006,0.0558,0.0453,-0.1594,-0.3691,2.59,0.1858,0.1814,4.4702,-0.2358,0.6903,0.2468,-0.0447,0.0754,-0.1464,0.2921,0.0746,0.1037,1.3951,-0.0679,-0.2124,0.0657,0.3376,-0.1958,-0.0411,0.0516,0.4861,2.5375,-0.045,-0.1926,-0.1196,0.088,0.0623,-0.0019,0.0311,-0.1048,0.0063,8e-04,-0.0167,1.6897,-0.1949,-0.0823,-0.0697,-0.1897,0.4756,-0.1089,-0.0079,-0.0946,0.1408,-0.4022,0.105,-0.0963,0.0297,0.0301,-0.0655,-0.1067,0.0589,2.2942,0.0912,0.0153,0.1841,1.5316,2.3075,2.5767,-0.0504,0.0562,0.1915,-0.1849,0.7294,-0.1998,-0.0025,-0.0435,-0.1353,-0.0701,0.2677,Control
Utah__A10,-0.0659,-0.0391,0.5216,0.203,0.0601,-0.0665,0.0173,0.1189,0.3186,-0.0993,1.257,0.0388,1.8151,1.2956,0.7392,1.0578,-0.0406,-0.0996,1.8535,0.1044,-0.0277,-0.2518,0.0108,-0.1494,-0.2178,0.1028,-0.0748,-0.0379,-0.082,1.5482,0.408,-0.0885,2.47,1.8055,0.2496,-0.0484,-0.0072,0.16,0.0022,-0.0846,0.065,0.1992,0.0725,0.5779,-0.0192,0.0132,0.092,0.0942,-0.0663,0.3792,0.1778,-0.1414,-0.0573,-0.0779,3.1295,0.1065,-0.0066,-0.0388,0.1186,1.0619,1.1907,0.9281,0.3255,0.3089,0.0095,-0.1281,-0.1065,0.1116,-0.0434,-0.1322,-0.0368,-0.1946,0.0065,-0.0731,-0.1012,-0.1111,0.0198,-0.0455,-0.0316,0.0046,-0.1295,-0.1134,-0.0869,0.2553,-0.0825,0.07,0.042,0.6017,0.1552,-0.0224,-0.0067,-2e-04,-0.2517,-0.3137,3.2592,0.2986,0.3385,4.6957,-0.3083,0.6848,0.208,0.0039,0.0893,-0.0844,0.2798,0.1341,0.065,1.0555,-0.0351,-0.1128,0.2188,0.8224,-0.2752,-0.0441,0.2569,0.4712,2.8361,-0.0518,-0.1255,-0.0394,0.0994,-0.1186,0.0496,-0.1095,-0.1101,0.0707,0.0386,-0.1385,1.6466,-0.091,0.0065,-0.0068,-0.1604,0.3005,-0.1887,0.0577,-0.0189,0.1225,-0.3889,-0.0459,-0.1006,0.0526,-0.0198,-0.0844,-0.1375,0.071,2.2176,0.1675,-0.015,0.3501,1.3738,3.0725,2.3087,-0.0846,0.0447,0.1931,-0.0853,0.6697,-0.1926,0.0093,-0.017,-0.0401,-0.1472,0.1952,Control
