@relation data

@attribute id string
@attribute 10022 numeric
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 10886 numeric
@attribute 10887 numeric
@attribute 10911 numeric
@attribute 117579 numeric
@attribute 122042 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 128674 numeric
@attribute 1524 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 186 numeric
@attribute 187 numeric
@attribute 1906 numeric
@attribute 1907 numeric
@attribute 1908 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 2357 numeric
@attribute 2358 numeric
@attribute 2359 numeric
@attribute 23620 numeric
@attribute 2532 numeric
@attribute 256933 numeric
@attribute 257313 numeric
@attribute 2587 numeric
@attribute 2826 numeric
@attribute 2829 numeric
@attribute 2832 numeric
@attribute 2833 numeric
@attribute 2834 numeric
@attribute 2837 numeric
@attribute 283869 numeric
@attribute 2852 numeric
@attribute 2862 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2922 numeric
@attribute 2925 numeric
@attribute 301 numeric
@attribute 3060 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 339403 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 3640 numeric
@attribute 3814 numeric
@attribute 3827 numeric
@attribute 387129 numeric
@attribute 4157 numeric
@attribute 4158 numeric
@attribute 4159 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 4283 numeric
@attribute 4295 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 4852 numeric
@attribute 4886 numeric
@attribute 4887 numeric
@attribute 4889 numeric
@attribute 4922 numeric
@attribute 4985 numeric
@attribute 4986 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 5020 numeric
@attribute 5021 numeric
@attribute 50865 numeric
@attribute 51052 numeric
@attribute 51083 numeric
@attribute 51289 numeric
@attribute 51554 numeric
@attribute 5173 numeric
@attribute 5179 numeric
@attribute 5196 numeric
@attribute 5368 numeric
@attribute 5443 numeric
@attribute 5473 numeric
@attribute 551 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5539 numeric
@attribute 554 numeric
@attribute 5540 numeric
@attribute 56477 numeric
@attribute 5697 numeric
@attribute 57007 numeric
@attribute 58191 numeric
@attribute 59350 numeric
@attribute 594857 numeric
@attribute 6019 numeric
@attribute 60675 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 6354 numeric
@attribute 6356 numeric
@attribute 6360 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6367 numeric
@attribute 6368 numeric
@attribute 6370 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6375 numeric
@attribute 6376 numeric
@attribute 6387 numeric
@attribute 64106 numeric
@attribute 643 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 6754 numeric
@attribute 6755 numeric
@attribute 6863 numeric
@attribute 6865 numeric
@attribute 6866 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 7200 numeric
@attribute 7201 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute 729230 numeric
@attribute 7852 numeric
@attribute 84109 numeric
@attribute 84432 numeric
@attribute 84634 numeric
@attribute 8484 numeric
@attribute 8620 numeric
@attribute 8811 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 8862 numeric
@attribute 887 numeric
@attribute 9002 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__D03,-0.1148,-0.1578,0.2651,-0.0071,0.0719,0.0573,0.0457,-0.0942,0.394,-0.1047,0.7495,0.2178,1.7028,0.8191,0.9825,0.3681,-0.0367,-0.1165,2.1485,-0.0275,0.067,-0.1832,0.0658,-0.0629,-0.1221,0.0078,-0.0674,-8e-04,-0.0657,1.3823,0.2915,-0.0161,1.4991,0.8807,0.0058,0.0134,0.0725,0.2291,-0.1216,-0.0369,0.1821,0.3471,0.1291,0.5689,0.0401,0.0514,-0.004,0.1314,-0.0269,0.464,0.1684,-0.0056,-0.0971,-0.1473,1.88,0.0289,0.0772,0.0099,-0.0131,0.7518,0.7196,0.3312,0.2198,1.4882,0.0373,-0.0364,-0.0522,0.0782,-0.1281,-0.0466,0.2889,-0.2368,-0.0844,-0.0202,-0.0778,-0.0294,0.0405,-0.0628,0.0194,0.0753,-0.1687,0.0185,-0.0927,0.3311,-0.0915,0.1001,0.0341,0.2965,0.4703,-0.0653,0.0329,0.02,-0.0831,-0.1257,2.5018,0.1712,0.1837,5.9151,-0.2971,0.458,0.2501,0.0188,0.0052,-0.2119,0.2035,-0.0923,-0.0188,1.0188,-0.0459,-0.1413,0.0242,0.5734,-0.1102,-0.066,0.0254,0.2872,2.6369,0.0453,-0.241,-0.112,0.0221,0.0187,0.003,-0.0557,-0.0611,0.0673,0.0196,-0.0874,2.271,-0.0334,0.0025,-0.0118,-0.1429,0.718,-0.2902,0.149,-0.0344,0.0652,-0.2465,-0.056,-0.1008,0.007,-0.0045,-0.085,-0.1634,0.0375,1.7508,0.1692,-0.0995,0.0515,1.2372,2.4135,2.1558,-0.0646,0.1205,0.3652,-0.0845,0.5136,-0.0151,0.0449,-0.02,-0.0916,-0.0842,0.4109,BRCACancer
Utah__D04,-0.0221,-0.0383,0.0295,-0.0191,0.1382,-0.0352,0.0072,0.1374,0.5577,-0.0901,1.461,0.1178,1.9208,0.7492,1.1575,1.3147,-0.0412,-0.0498,1.7198,0.0793,-0.0325,-0.1553,0.0536,-0.1556,-0.2009,0.0972,-0.1169,-0.0087,0.0056,1.1351,0.4189,-0.0331,2.4252,1.6577,0.1714,0.009,-0.0635,0.2524,0.0297,-0.0493,-0.035,0.2232,-0.0368,0.3377,-0.0667,0.0088,-0.0303,0.0946,0.0109,0.3579,0.3311,-0.1379,-0.1375,-0.0278,2.6149,2e-04,0.1781,-0.0385,-0.0303,0.6326,0.7092,0.5909,0.0599,0.1057,-0.0153,-0.1185,-0.1225,0.0231,-0.0943,-0.1697,0.0247,-0.2385,-0.0602,0.0029,-0.1442,-0.1541,0.027,-0.0947,0.132,-0.0216,-0.0729,-0.0357,-0.0119,0.2726,-0.1147,0.1925,0.0041,0.5064,0.3023,-0.0088,0.104,0.1728,-0.1437,-0.314,2.2501,0.1205,0.2854,5.4475,-0.1759,0.4937,0.2368,-0.0275,-0.0174,-0.1049,0.2597,0.0484,-0.1028,1.2637,-0.0784,-0.0575,-0.0585,0.9143,-0.1165,0.0063,0.1889,0.6843,2.181,-0.2123,-0.1468,-0.1501,-0.0434,0.166,0.0545,-0.0973,-0.0953,0.1705,0.0199,-0.1138,1.1777,0.1408,-0.1184,-0.0093,-0.1605,0.5305,-0.1394,0.2956,-0.051,0.1001,-0.2572,0.1082,-0.1123,0.0733,0.0391,-0.0306,-0.1984,-0.0136,1.9946,0.0496,-0.1069,0.2002,1.64,3.0163,2.5192,-0.0544,0.2007,0.2184,-0.0081,0.7669,-0.1382,0.0488,0.0448,-0.0499,-0.1023,0.3128,BRCACancer
Utah__D05,-0.0046,-0.0614,0.3838,0.066,-0.0453,-0.0055,-0.0422,-0.0322,0.4196,-0.1121,1.0182,0.0575,1.258,0.9509,0.683,0.0439,0.0658,-0.0601,2.2017,0.0804,0.069,-0.1505,-0.062,-0.0136,-0.0806,0.0622,-0.0665,-0.0586,-0.1236,1.3551,0.489,-0.0252,2.0745,1.6977,0.0692,0.0833,0.0217,0.2006,0.0738,-0.0934,0.0295,0.261,-0.3691,0.4838,-0.0718,0.1002,-0.0942,0.2578,-0.0973,0.5006,0.1658,-0.0126,-0.0891,-0.0978,2.1611,0.0311,0.1942,0.02,0.1823,0.7033,1.0736,0.6381,0.2694,0.1737,0.0865,-0.1141,-0.067,0.0224,-0.1122,0.0109,-0.1582,-0.1048,-0.0166,-0.0189,-0.1683,-0.048,0.0637,0.0506,0.0915,0.0806,-0.2193,-0.0215,-0.02,0.2836,-0.0531,0.0508,0.0172,0.4218,0.4076,0.0705,0.1508,0.0284,-0.2277,-0.276,2.9272,0.0408,0.3312,5.6361,-0.1733,0.6619,0.2545,-0.1208,-0.0099,0.0155,0.2123,-0.011,0.1754,1.3064,-0.0326,-0.081,-0.0059,0.6197,-0.1242,-0.072,-0.0777,0.6724,2.7399,-0.0612,-0.0521,-0.1044,0.0129,0.0789,-0.045,0.0768,-0.1693,0.0434,0.0076,-0.1584,1.1866,-0.0774,-0.0177,-0.0048,-0.0801,0.0507,-0.0921,0.096,-0.0946,0.0363,-0.3749,-0.1206,-0.0668,-0.0112,0.0104,-0.0315,-0.1436,-0.0091,3.1077,0.1225,-0.1055,0.1218,1.6293,3.1984,2.4609,-0.0196,0.1471,0.2091,-0.1167,0.585,-0.1037,0.0681,0.0648,-0.0764,-0.1054,0.2466,BRCACancer
Utah__D06,-0.1742,-0.0964,0.3248,0.1876,0.1113,-0.0917,-0.0783,0.0505,0.3608,-0.081,0.8918,0.0904,1.9438,1.0026,1.2542,0.7553,-0.0134,-0.0781,1.8466,0.1437,0.042,-0.2581,-0.0046,0.0306,-0.144,0.0822,-0.0438,-0.0641,-0.0425,1.37,0.3297,-0.0071,1.787,1.5937,0.1611,0.029,-0.0343,0.1496,-0.0298,-0.0964,-0.0328,0.285,-0.1067,0.8716,0.0345,0.0836,0.0024,0.1406,-0.0056,0.3533,0.3698,0.0912,-0.1288,-0.1732,2.5201,-0.0308,0.0992,0.0021,-0.0299,0.631,1.4054,0.878,0.0466,0.1093,0.0412,-0.0894,-0.0722,0.2073,-0.1574,-0.0533,-9e-04,0.0351,-0.0184,0.0201,-0.1123,-0.0891,0.0049,-0.0073,0.089,-0.0024,-0.1201,0.0468,-0.0364,0.3227,-0.0878,-0.042,0.1066,0.4715,0.3207,-0.0181,0.0471,0.0743,-0.1872,-0.3162,1.9896,0.3585,0.319,4.3843,-0.1071,0.4211,0.2442,0.0881,0.0201,-0.0754,0.2847,0.0044,-0.0202,1.2778,-0.0368,-0.0862,-0.0017,0.4952,-0.0641,-0.0383,-0.0134,0.6643,2.3902,-0.1043,-0.03,-0.0917,0.0834,-0.0923,0.0014,0.0841,-0.0812,0.1071,-0.0625,-0.0077,1.8,0.0635,0.0349,0.0551,-0.132,0.4617,-0.1274,0.2261,-0.0315,0.2473,-0.2994,0.0385,-0.1082,0.0191,0.114,-0.0794,-0.2032,0.0352,2.237,0.0757,-0.098,0.2651,1.5061,2.5391,2.5398,-0.0367,0.0677,0.2539,-0.1006,0.6875,0.0298,0.0476,0.0198,-0.0296,-0.0688,0.2743,BRCACancer
Utah__D07,-0.0049,-0.0391,0.4931,0.0841,0.1364,-0.0501,0.0573,-0.0807,0.5268,-0.0551,1.0517,0.2587,1.6374,0.8612,1.0495,0.3305,0.0026,-0.0568,2.2352,0.1028,0.0354,-0.1965,0.1458,-0.0675,-0.093,0.0818,-0.032,-0.0708,-0.0396,1.6675,0.3986,-0.0574,2.1123,1.6461,0.1533,0.0566,-0.0164,0.292,-0.1017,-0.0631,0.0069,0.2234,-0.2648,0.8137,-0.0494,0.0542,0.0176,0.1183,-0.0285,0.4124,0.246,-0.0748,-0.1465,-0.1318,2.64,0.0744,0.0283,-0.0198,0.0522,0.6405,1.3081,0.928,0.0984,0.1838,0.0237,-0.1097,-0.0914,0.044,-0.0844,-0.0112,-0.0341,-0.0362,0.1222,0.0038,-0.1375,-0.1315,0.016,0.0163,-0.0082,-0.0584,-0.1076,-0.0507,-0.0446,0.27,-0.0901,0.1722,0.0713,0.486,0.2455,0.0289,0.0644,-0.0748,-0.0622,-0.1515,2.2832,0.2785,0.2642,5.352,-0.0147,0.6546,0.2173,-0.0472,0.0066,-0.0251,0.2509,0.0416,0.1077,1.4845,-0.0808,-0.131,0.0577,0.5823,-0.0863,-0.0829,0.0286,0.5307,3.0345,-0.0403,-0.1549,-0.054,0.1439,-0.0621,0.0653,-0.0217,-0.047,0.0716,-0.0473,-0.0253,1.6139,-0.0985,0.03,-0.0163,-0.0953,0.556,-0.0986,0.2502,0.0174,0.014,-0.2548,0.024,-0.0484,0.0227,-0.0226,-0.0803,-0.1224,0.1289,2.2034,0.1297,-0.0572,0.2538,1.3297,2.4457,2.798,-0.099,0.0782,0.2853,-0.0697,0.5809,-0.0541,0.0685,0.0333,-0.0289,-0.0069,0.3652,Control
Utah__D08,-0.0679,-0.0755,0.2173,0.1407,0.0462,-0.0121,0.083,-0.0399,0.5221,-0.0697,0.7193,0.2071,1.4398,0.4036,1.2245,0.6434,-2e-04,-0.1006,1.5321,0.1696,0.0783,-0.22,0.0392,-0.0258,-0.093,0.073,-0.0882,-0.0996,-0.067,1.1951,0.1421,-0.01,1.7389,1.227,0.0481,0.0402,0.0529,0.2181,0.0269,-0.0662,0.0709,0.2749,-0.028,0.437,-0.1622,0.0041,-0.0043,0.1504,-0.0417,0.4438,0.4335,-0.1481,-0.0188,-0.0917,2.2847,-0.0174,0.199,-0.03,-0.026,0.6466,0.8769,0.361,0.1482,0.3205,-0.038,-0.1042,-0.0309,-0.0137,-0.0877,0.0104,0.1407,-0.1198,0.0448,-0.0261,-0.1969,-0.0733,-0.0667,-0.0816,0.0614,-0.0427,-0.0697,-0.019,-0.0903,0.1834,-0.0951,0.0635,-0.026,0.2352,0.4352,0.0856,0.1745,-0.0565,-0.121,-0.2576,2.8047,0.1694,0.2707,5.415,-0.3721,0.4985,0.2816,0.1078,0.1061,0.0276,0.2287,-0.0459,0.0371,0.9817,-0.0331,-0.3238,-0.1427,0.298,-0.0134,-0.0742,0.0672,0.84,2.4011,0.0514,-0.0497,-0.0355,0.0322,0.0835,0.0662,0.0705,-0.0682,0.1351,0.0392,-0.0355,1.2175,-0.1506,0.0678,0.0815,-0.1469,0.1965,-0.224,0.2408,-0.0322,0.097,-0.1779,-0.0934,-0.1257,-0.0163,0.0571,-0.038,-0.1512,-0.0509,1.578,0.1206,0.0368,0.0672,1.148,1.9851,2.5859,-0.0747,0.223,0.0926,-0.1712,0.6381,-0.0325,0.0046,-0.0412,0.0311,-0.0597,0.2915,Control
Utah__D09,-0.0439,-0.0529,0.3113,0.1089,-0.0227,-0.0455,0.0411,-0.0786,0.4618,-0.0918,0.8817,-0.0594,1.8043,0.8951,1.4374,0.6312,-0.047,0.0412,1.5846,0.0493,0.0977,-0.1486,0.1645,-0.1172,-0.0669,0.0568,-0.0709,-0.0899,-0.1036,1.2352,0.2299,0.0816,1.8441,1.307,0.0841,0.0086,-0.0415,0.1541,0.0167,-0.0966,0.0788,0.3008,-0.1128,0.6339,-0.0388,-0.0257,-0.0968,0.1406,-0.1861,0.4358,0.3293,-0.1089,-0.1625,-0.1282,1.9168,0.0836,0.0105,-0.0047,0.1512,0.6193,0.5343,0.4376,0.2313,0.2698,-0.0478,-0.1599,-0.0826,0.1079,-0.1199,0.0361,-0.1258,-0.1565,0.0381,-0.0307,-0.1861,-0.14,0.1519,0.0121,0.1507,-0.118,-0.1827,-0.0741,-0.1233,0.2189,-0.0932,-0.003,0.0284,0.5037,0.3373,-0.0938,0.0838,0.142,-0.2033,-0.2517,2.2078,0.3517,0.2749,4.7423,-0.383,0.3815,0.2315,0.0726,0.0255,-0.1185,0.2336,-0.0367,0.0609,1.3464,-0.041,-0.1169,-0.0481,0.3827,-0.1793,0.0163,0.0287,0.4678,2.2572,-0.0544,-0.1936,-0.0751,0.1514,0.0731,0.0089,0.0164,-0.0606,0.0778,-0.0175,-0.0471,1.4905,-0.03,-0.0082,-0.0441,-0.1955,0.4788,-0.3355,0.1423,0.0405,0.1514,-0.2031,0.1036,-0.0686,0.0286,-0.0082,-0.0732,-0.1838,0.0936,1.8414,0.1499,-0.1442,0.1727,1.4756,2.3743,2.3873,-0.0368,0.1827,0.1125,-0.1609,0.8744,0.012,0.1283,0.012,-0.0361,-0.0413,0.224,Control
Utah__D10,0.0613,-0.0903,0.3144,0.3045,0.0814,0.0256,-0.029,0.0036,0.4873,-0.0656,0.8034,0.2795,1.4744,0.6891,1.0236,0.3951,0.0219,-0.0068,1.518,0.1733,0.0122,-0.1693,0.1017,-0.0396,-0.0736,0.0331,-0.0897,-0.1011,-0.0245,1.1319,0.3062,-0.0712,2.4179,1.6055,0.1555,0.0409,0.1138,0.2,-0.059,-0.0601,0.1716,0.3156,-0.2439,0.3847,-0.084,0.0014,-0.0515,0.0818,-0.1663,0.5506,0.4919,0.0446,-0.1182,-0.1285,2.0251,0.044,0.123,-0.0381,-0.101,0.5812,0.786,0.4042,0.1433,0.3749,0.0409,-0.0291,-0.0572,-0.0955,-0.1212,-0.1972,-0.1551,-0.0592,-0.0434,0.0087,-0.1455,-0.1284,0.0124,-0.05,0.1218,-0.0294,-0.1561,-0.0296,-0.0697,0.2278,-0.0993,0.0787,0.0316,0.7446,0.5408,-0.053,0.0859,-0.0669,-0.1516,-0.3897,3.6685,0.3702,0.337,4.6539,-0.2055,0.5999,0.2758,0.0936,-0.0266,-0.1567,0.1316,0.1579,0.1077,1.2825,-0.0457,-0.1777,-0.0426,0.1586,-0.0876,-0.0977,-0.15,0.2768,2.9058,0.0083,-0.1059,0.0501,0.0554,0.0805,0.0453,-0.0826,-0.0421,0.0907,-0.1146,-0.1501,1.9513,-0.1122,0.0144,-0.069,-0.1576,0.2355,-0.1096,-0.0164,-0.0428,0.0212,-0.3329,-0.0439,-0.0621,0.0269,0.1136,-0.0786,-0.0893,0.0258,2.49,0.0951,-0.1075,0.1749,1.2808,2.6996,2.1522,-0.0589,0.2398,0.1533,-0.1074,0.644,-0.0398,-0.009,-0.0656,-0.0102,-0.0287,0.3223,Control
Utah__D11,0.0801,0.0082,-0.0146,-0.0807,0.0313,-1e-04,0.1181,-0.1098,0.4344,-0.0289,0.0431,0.1473,1.0405,0.7126,1.0609,0.4645,-0.0123,0.0146,0.579,0.1712,-0.0247,-0.2062,0.0721,-0.1707,-0.1506,0.1563,-0.0664,-0.0439,-0.0622,0.5653,0.0222,-0.1556,0.9065,0.5197,-0.0596,0.0032,-0.0352,-0.0298,-0.0594,-0.2277,0.0833,0.4003,0.2323,0.3072,-0.0997,-0.2214,-0.228,0.1014,-0.2618,0.4312,0.4239,-0.1607,-0.1808,-0.0219,0.9924,0.0371,0.027,-0.0403,-0.0354,0.72,0.8829,0.1133,0.0348,0.1749,-0.1419,0.0267,-0.0966,-0.1199,-0.1422,0.1149,0.0401,-0.1315,0.0722,0.0636,-0.2736,-0.1776,-0.0225,0.1069,-0.0964,-0.0526,-0.0539,-0.1437,-0.067,0.3076,-0.2047,-0.2423,-0.0078,0.3005,0.4169,0.0646,-0.1261,-0.0519,-0.1319,-0.3083,1.569,0.1006,0.0801,4.8682,-0.5912,0.0768,0.2789,0.159,0.0604,-0.0347,0.082,0.0493,-0.0348,0.4749,-0.1093,0.0843,-0.0105,0.0846,-0.1488,0.0229,0.1051,0.688,1.6545,-0.0343,-0.25,0.045,0.2901,0.0125,0.1223,-0.0684,-0.13,0.0241,-0.1141,-0.1011,0.9311,-0.2099,0.1186,-0.0246,-0.0608,0.286,-0.2384,0.1971,-0.1051,0.0894,-0.5563,-0.006,-0.0648,-0.0053,0.0971,-0.0189,-0.1809,-0.078,0.9511,0.0544,-0.0382,-0.0774,0.588,1.2697,1.915,-0.0722,0.3723,0.0603,-0.2455,0.6665,0.0191,-0.1046,-0.1409,0.1059,0.0648,0.0282,Control
Utah__D12,-0.1056,-0.1165,0.3893,0.0439,0.1664,-0.0873,-0.0283,-0.1494,0.35,-0.0541,0.712,0.1688,1.1786,0.7228,1.2949,0.3279,-0.0932,-0.0041,1.3119,-0.0256,-0.0022,-0.3084,0.1453,-0.1518,-0.1585,0.0421,-0.11,-0.0449,0.0331,0.9352,0.2614,-0.0076,1.981,1.2007,0.1798,0.0251,0.0162,0.1658,-0.0628,-0.1409,-0.098,0.3946,-0.2502,0.5743,-0.1695,0.0576,0.1285,0.0669,0.0119,0.3661,0.3462,-0.0801,-0.165,-0.0053,2.2802,0.1152,-0.0134,-0.0148,0.0275,0.7169,0.5778,0.3238,-0.0269,0.3154,0.0248,-0.2118,-0.0952,-0.0498,-0.0571,-0.023,-0.0578,-0.0688,-0.0701,0.0219,-0.16,-0.1007,0.0048,0.0019,-0.0267,-0.0174,-0.1924,-0.0139,-0.0224,0.2351,-0.1023,0.011,0.014,0.3481,0.495,-0.0194,0.0547,-0.1577,-0.0601,-0.2686,1.5668,0.1314,0.2607,5.2176,-0.323,0.531,0.2092,0.1584,-0.0251,0.0269,0.1967,-0.0322,0.0487,1.0127,-0.0876,0.1079,-0.034,0.2139,0.0633,-0.0429,0.0177,0.272,2.5658,0.0386,-0.0736,-0.0399,0.0071,0.0549,0.0373,0.0934,-0.1159,0.1303,-0.1348,-0.1438,1.1393,-0.0091,0.0294,0.0301,-0.0909,0.3594,-0.1182,0.0452,0.0439,0.2109,-0.0765,0.1375,-0.1051,0.0376,0.1714,-0.0548,-0.1632,0.0158,2.0622,0.102,-0.119,0.1387,1.2578,2.4574,2.1919,-0.1127,0.1201,0.1802,-0.1848,0.9193,-0.1174,-0.0277,0.0907,0.0323,0.0058,0.2992,Control
Utah__E01,-0.0821,-0.0189,0.5553,-0.0499,0.0129,3e-04,-0.0211,-0.0473,0.3689,-0.0817,0.7274,0.0992,1.9629,0.9527,0.9375,0.5286,-0.0304,0.0724,1.8148,-0.0523,0.0073,-0.237,-0.0093,9e-04,-0.0233,-0.0079,-0.0388,0.0046,-0.0548,0.9075,0.2808,0.0317,1.8536,1.0377,0.0843,0.0021,-0.0511,0.1667,-0.0315,-0.1556,0.0435,0.1656,-0.1371,0.5403,-0.0556,0.0866,-0.1224,0.069,-0.0425,0.3493,0.3219,-0.0148,-0.054,-0.0898,2.0428,0.0474,0.0122,0.0045,-0.1115,0.7658,0.2533,0.2826,0.233,0.0868,-0.1121,-0.0884,-0.0702,0.0186,-0.0762,0.0635,-0.184,-0.0446,-0.0664,-0.1165,-0.1451,-0.0165,-0.0131,-0.0014,0.0146,0.048,-0.1133,-0.0417,-0.0719,0.1237,-0.0557,-0.009,-0.1161,0.2618,0.3888,0.0312,-0.0293,0.1078,-0.093,-0.2357,0.7989,0.1118,0.1902,3.6815,-0.2865,0.0348,0.1948,-0.0277,-0.1744,-0.1232,0.1499,-0.045,-0.0243,0.8342,-0.0869,0.0053,0.0594,0.4007,-0.0945,-0.0166,-6e-04,0.4455,2.7437,-0.1687,-0.1363,-0.1125,0.1158,0.1472,0.0743,-0.0863,0.0061,0.1141,-0.1609,0.1158,0.7727,0.053,0.0151,-0.0179,-0.0891,0.2288,-0.1819,0.0688,-0.0337,0.0364,-0.2217,-0.1447,-0.0401,0.0748,7e-04,-0.0177,-0.0875,-0.0046,2.5042,0.0449,-0.0225,0.1009,1.2374,2.5079,2.794,-0.0543,0.1405,0.1796,-0.1082,0.5815,-0.1331,-0.1058,0.047,-0.0437,-0.0872,0.2904,BRCACancer
Utah__E02,-0.0714,-0.1149,0.6079,0.1571,0.0477,-0.025,-0.0525,0.0405,0.3387,-0.0818,0.8332,0.1449,1.9536,1.4718,1.5084,0.7762,-0.0535,0.038,2.1142,-0.0171,-0.007,-0.2403,0.0407,-0.0958,-0.2122,0.091,-0.039,-0.0954,-0.0597,1.5948,0.4941,-0.0182,1.4836,1.1557,0.1016,-0.0438,-0.1181,0.2029,0.0849,-0.131,0.0555,0.1217,-0.1994,0.736,-0.2209,-0.0277,-0.0176,0.0068,-0.1401,0.2212,0.3014,-0.0193,-0.0515,-0.0553,1.9727,0.1935,-0.0157,-0.0145,-0.0066,0.6372,1.1947,0.6108,0.2567,0.1193,0.1089,-0.0741,-0.0774,-0.1015,-0.0639,-0.1525,-0.013,-0.263,-0.0564,-0.0687,-0.1543,-0.049,-0.0451,-0.0258,0.0411,0.015,-0.1375,-0.0684,-0.0479,0.172,-0.0776,0.1485,0.086,0.5199,0.3211,0.0565,0.0749,-9e-04,-0.1543,-0.1968,2.3455,0.4532,0.2992,5.1417,-0.0675,0.6292,0.1629,0.0357,-0.0758,-0.2484,0.4339,0.1219,0.1522,1.0937,-0.0446,-0.0529,0.0225,0.8948,-0.2827,-0.0946,0.0088,0.0974,2.687,-0.0196,-0.1776,-0.0536,0.0976,0.1476,0.0289,-0.0318,0.028,0.1302,-0.0585,-0.0156,1.3427,-0.0093,-0.098,-0.0199,-0.1303,0.6765,-0.2892,-0.0144,-0.0533,0.1949,-0.1888,-0.0581,-0.0824,0.0264,0.1003,-0.0504,-0.1542,0.0599,1.782,0.1953,-0.0744,0.147,1.237,2.2558,2.6518,0.0299,0.0047,0.2649,-0.0647,0.4455,0.0033,0.0146,-0.0478,-0.0918,-0.0678,0.3255,Control
Utah__E03,-0.1039,-0.0467,0.3774,0.0914,-0.0443,-0.0721,0.039,0.0576,0.4319,-0.0868,1.0016,0.1305,1.4768,0.7265,1.4446,0.2535,-0.0648,0.0287,1.7855,0.0189,0.037,-0.1391,0.0944,-0.0935,-0.1005,0.0436,-0.0707,-0.0086,-0.0535,1.1639,0.4003,-0.0633,2.5309,1.8649,0.0377,0.0101,-0.1144,0.2827,-0.0557,-0.026,0.0369,0.1091,-0.0973,0.4714,-0.154,0.1236,0.1584,0.0801,-0.0719,0.3402,0.2572,-0.0286,0.0291,-0.08,2.3065,0.1871,0.0299,0.0186,0.1271,0.8196,0.9412,0.646,0.4771,0.1361,0.1582,-0.1082,-0.0499,0.0779,-0.0889,-0.0756,-0.1427,-0.2442,-0.0284,-0.0789,-0.0875,-0.0543,0.0065,-0.0013,0.0273,0.0991,-0.1026,-0.0146,0.0049,0.3209,-0.0885,0.1444,0.0409,0.6054,0.3489,0.118,0.0642,-0.0778,-0.1704,-0.1597,2.2613,0.2715,0.2437,5.1623,0.076,0.7541,0.1903,-0.023,0.0645,-0.1084,0.2742,0.0693,-0.0743,1.458,-0.0619,-0.0077,-0.0028,0.3784,-0.1769,-0.0582,0.2619,0.5721,2.7452,-0.0092,-0.0187,0.0283,-0.0466,-0.0285,0.1234,0.0067,-0.0553,0.0617,-0.0314,-0.0109,0.9682,0.0958,-0.0185,0.0547,-0.0923,0.514,-0.1341,0.1461,0.0537,0.1949,-0.0617,0.0185,-0.0904,0.1169,-0.0358,-0.0685,-0.0697,0.097,2.8809,0.0161,-0.0266,0.2093,1.7425,2.4083,2.3241,0.0095,-0.022,0.355,-0.0076,0.7673,0.0348,0.065,-0.0092,-0.0799,-0.0616,0.4969,Control
