@relation data

@attribute id string
@attribute 10672 numeric
@attribute 10842 numeric
@attribute 1392 numeric
@attribute 1394 numeric
@attribute 23236 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2781 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2895 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4067 numeric
@attribute 4842 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6261 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 773 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4578120967,-0.1542381839,-0.1055410258,-0.0642588306,0.4097788456,-0.1308020603,0.9435579393,0.5775514417,0.9581370279,0.2980682768,1.6708331763,-0.0385881871,0.5726595125,1.1579167798,0.1456661709,-0.1189617532,-0.1057068686,-0.0878230903,-0.0807146816,-0.0916047048,-0.1141170166,-0.0481754177,1.5137622879,0.4752146857,-0.1347588014,1.0380567778,-0.0297777642,0.4079252350,0.4352205655,0.1313168648,0.1067213277,0.5609436097,0.4153290968,0.5398415216,-0.1667377298,1.3243965731,0.1775570724,-0.0692120709,0.0252815856,0.4649290608,-0.1550159959,-0.0776044747,1.6300333739,0.0394911230,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.1474579691,-0.1072664774,-0.0825690696,0.0162428117,0.1744889757,0.5276523813,0.4586358647,0.0778244350,0.6409841057,-0.0812612996,-0.1908973019,0.3043230119,-0.0484405750,1.1452264407,0.0381532877,-0.0939727227,0.1745285649,BRCA
GSM480985,0.4435243180,-0.0758235663,-0.0775523365,-0.0733916736,0.7330552477,-0.1633702948,0.7473870953,0.3887221783,0.9909502640,0.3047061024,1.2345138497,-0.0672319856,0.6760796893,1.3204932428,-0.0567095398,-0.1287743736,0.0240851168,-0.0782820407,-0.1175873230,-0.1374636242,-0.0872575622,-0.0720081153,2.1865274160,0.6247228243,-0.1858438792,0.5481084954,-0.0726949804,0.3550249918,0.4021199361,0.4415400387,0.5849629343,0.3553600297,0.4587173745,0.8633735524,-0.1698064190,0.8611773475,0.1968964171,-0.1087060317,-0.0403548065,0.5753227008,-0.1288519075,-0.0930615631,1.0536758155,-0.0840634818,1.5972294421,0.2363182238,0.5275128255,0.4824771165,0.0900841358,-0.0931613796,-0.0522140021,-0.0204174839,-0.0210341562,0.4521202200,0.5649788797,0.0538346215,0.6127393824,-0.2114627855,-0.1585804079,0.3713752488,0.0733538507,0.7300716419,0.1266848337,-0.0914744142,0.3294028115,BRCA
GSM480986,0.4806629056,-0.0438844334,-0.1361164167,-0.0776984270,0.5153439700,-0.1176880921,0.9827568145,0.5784748885,1.1200479176,0.3719062484,1.4959124994,-0.0172120397,0.5903858004,1.3325283364,0.1593226222,-0.0995415323,-0.0902023388,-0.0782341801,-0.1721976022,-0.1015002006,-0.1156969661,-0.0983475077,1.5938780755,0.3553589802,-0.1426732093,0.9493732134,-0.0318582082,0.3144797006,0.4833758425,0.2835222208,0.1536485495,0.6212419597,0.4106089262,0.6575351594,-0.1820124130,1.3830056341,0.1914317616,-0.0928383326,-0.0611857715,0.4623138313,-0.1167053968,-0.0521149571,1.4571645670,0.0685284909,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.1559347632,-0.1167993353,-0.0710934066,-0.0188590247,0.0612855106,0.5276161861,0.5706250406,0.0844743560,0.4839221177,-0.1303257487,-0.1876272273,0.3954231461,-0.0124151879,1.2307780730,0.0289571715,-0.0944506390,0.1878795014,BRCA
GSM480987,0.5034895418,-0.0767291080,-0.0896271461,-0.0679220395,0.1668422063,-0.1645482877,0.8988900241,0.8382643457,1.4479325302,0.3169702389,1.2553548241,-0.0118605190,0.6081153182,1.2904711387,0.3034752385,-0.0716288448,-0.1308166077,0.1477903988,-0.0183454297,-0.0543699809,-0.1561384355,0.7837522152,0.2683285492,0.0268596356,-0.1564467188,0.6616964770,-0.0316742232,0.2098507082,0.4795592507,0.3327935711,-0.0104492808,0.3998152808,0.2296363310,0.2205355243,-0.1239295452,1.3380605279,0.1067250141,-0.0453715307,-0.0638511606,0.0518714578,-0.1067179610,-0.1041722893,0.9919344300,0.0007446416,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.0835026311,-0.1432857454,-0.0616863377,0.1036219357,-0.0438584861,0.4570317386,0.5260457562,0.0511663564,0.3882937707,-0.0857402046,-0.1317001768,0.2871097813,0.0382031941,0.6115066399,-0.0108663554,-0.0674739266,-0.0291044030,BRCA
GSM480988,0.4307299531,-0.1287376266,-0.1244380958,-0.0852124200,0.4406262552,-0.1630984694,0.8038834569,0.5397468795,0.7840176249,0.1900400466,1.2965172852,-0.0596770411,0.4102926908,1.4781041429,-0.0280729356,-0.0650744193,-0.0325215318,-0.0565929220,-0.0685712348,-0.1008589073,-0.0799968216,-0.0213933734,1.2792273538,0.4228163466,-0.1585323161,0.4589619954,-0.0315514604,0.2816516543,0.3179003717,0.1991312819,0.2297151421,0.5623337450,0.2562269165,0.4268805936,-0.1169324567,1.0662603861,0.2933101654,-0.0905275040,0.0497683862,0.4471929131,-0.0916173798,-0.0521348746,1.0592323652,0.0395486050,1.5759464525,0.3109120772,0.4110367248,0.6810503945,0.0817065693,-0.0806064152,-0.0384889170,-0.0203979274,-0.0815424372,0.4923907940,0.4829891018,-0.0383270433,0.4704262694,0.0362809600,-0.1180592581,0.2504118828,-0.0419790439,1.2192751382,0.0771683031,-0.0970073136,0.3824695014,BRCA
GSM480989,0.2197947438,-0.0421929314,-0.1483737589,-0.0705921085,0.1935005427,-0.2095764414,1.2212249650,0.5813003221,0.4984121071,0.4542093934,0.9037719321,-0.1098449463,0.5169472916,1.3912816293,0.0612363615,-0.0548027214,-0.1140418602,-0.0573807171,-0.2109819621,-0.1681367158,-0.0970981673,-0.0845672461,1.3183497786,0.3740881065,-0.2244989387,1.1103506463,-0.0311918096,0.3475496019,0.4588489833,0.2200210720,0.0458035868,0.4976210030,0.2400973081,0.4953212294,-0.1815289483,1.2916537300,0.5070958574,-0.1293772552,0.0892012249,0.0851336450,-0.1360183945,-0.1177975059,1.6992731094,-0.0830072642,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.0811992555,-0.1211765001,-0.1123442115,-0.0704543160,-0.0046208630,0.4168803811,0.8519349658,0.0375365682,0.4437155496,-0.0145195751,-0.2381484006,0.2245239546,-0.0790176572,0.9678320248,0.0016130909,-0.1266324983,0.0964685533,BRCA
GSM480990,0.4218256780,-0.0749110860,-0.0996810451,-0.0921870529,0.0480474158,-0.1961200461,1.2928899753,0.7352022278,1.2059587278,0.6375199349,1.3057659769,-0.0504726552,0.5721652171,1.4284008093,0.0477641140,-0.0741489506,-0.1340680596,-0.0680713484,-0.0802802088,-0.1523869622,-0.0911356945,-0.0988414468,0.5887710824,0.0471883606,-0.1642219100,1.1067612915,-0.0190866980,0.4230530610,0.4235380454,0.1628782986,0.0021861719,0.5061100200,0.3191353141,0.3857769494,-0.1103736918,0.9421872181,0.2884922469,-0.0395780219,0.0689168425,0.0535681572,-0.0898634362,-0.0345598439,1.9801055864,-0.1134931392,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.1371517299,-0.1211324487,-0.0606057024,-0.0879145068,0.0235689364,0.4040678319,0.5468216389,0.1245269666,0.3387474729,0.0902236941,-0.1509928071,0.2258322309,-0.0690977746,0.7456460687,0.0907412291,-0.0644726796,0.0420042299,Control
GSM480991,0.3797784107,-0.0771258931,-0.1721689271,-0.0624125468,0.2907817717,-0.1503309552,1.1701500476,0.6233100427,0.8869519606,0.4446749834,1.2026453590,-0.0534065351,0.6132513040,1.4307339596,0.1103065400,-0.0886032136,-0.1649963296,-0.0625367364,-0.0728921591,-0.1160025901,-0.0841684302,-0.1112478049,1.5018956885,0.4862613372,-0.1530424226,0.9763167946,-0.0214013296,0.2360625108,0.4692680691,0.2311761151,0.1075655196,0.7279821927,0.3643042232,0.6900864716,-0.1491961213,1.1985398679,0.2061829277,-0.0974779120,0.0170060712,0.3006239996,-0.1325406850,-0.0434485409,1.5307328514,-0.0085634497,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.0569693500,-0.0960165404,-0.0531655469,-0.0341341265,0.1044185632,0.5071865046,0.6482640730,0.0588836264,0.3654298311,-0.0642265131,-0.1555784853,0.2893171571,-0.0352333166,1.1582878667,0.0888705028,-0.0359721972,0.1965026405,Control
GSM480992,0.4350302649,-0.1374163476,-0.1279630348,-0.0427536193,0.0814318765,-0.0807515533,1.2670981353,0.5561985397,0.8968451944,0.4867185676,1.0801601244,-0.0462475456,0.4795048717,1.5164660945,-0.0621276819,-0.0981577248,-0.1126769885,-0.0596054570,-0.0903773218,-0.1483381317,-0.0552022004,-0.0100631980,0.9500978774,0.3178290203,-0.1702371733,1.1827308424,-0.0093784845,0.3775521221,0.6180237605,0.0994592431,0.0161160152,0.7308892569,0.2580534183,0.5914832216,-0.1647119857,0.6252961718,0.2007235593,-0.0784324081,-0.0428917559,0.0649529850,-0.1171101684,-0.0266702802,1.8464471474,-0.0424288371,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.1225340664,-0.1356904655,-0.0742785615,-0.0708790025,0.0507125267,0.4130200728,0.9082788116,0.1346057261,0.3105769333,-0.0687784306,-0.2370605347,0.4011166239,-0.0023046669,1.0597993181,0.1023189561,-0.1020730189,0.4621570739,Control
GSM480993,0.4619793950,-0.0981372884,-0.0981443834,-0.0509835508,0.2383615070,-0.0912148149,0.9880169092,0.6535304152,0.9020118648,0.4554820714,1.2183062536,-0.0642143741,0.5834782023,1.3899838875,0.3172836952,-0.1233562875,-0.1076846812,-0.0835757837,-0.1553731354,-0.1113111010,-0.0815788737,-0.0859209333,1.3166377394,0.4658857981,-0.1093270703,0.9945207685,-0.0238642222,0.3445043971,0.5771721326,0.1916949626,0.1179360291,0.7271375300,0.2800151646,0.6061963768,-0.1304087607,1.2895348594,0.1502779570,-0.1271151884,-0.0462477463,0.1574272978,-0.1147723211,-0.0896386958,1.4765024371,0.0611034877,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.1051260916,-0.1144585606,-0.1054423138,-0.0546788054,-0.0448614263,0.4741801064,0.7940912880,0.0415849929,0.3602931440,-0.1264937988,-0.2043673582,0.4162600737,0.0136240125,1.1964946893,0.1047748183,-0.1019331116,0.1647578252,Control
