@relation data

@attribute id string
@attribute 51422 numeric
@attribute 51719 numeric
@attribute 53632 numeric
@attribute 5494 numeric
@attribute 55437 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 57521 numeric
@attribute 6009 numeric
@attribute 6794 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 81617 numeric
@attribute 92335 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4151,1.212,0.0992,1.7383,0.2435,1.3645,-0.1198,1.2363,1.1386,1.354,0.3022,0.4841,0.6759,1.2576,0.3057,0.4316,0.7901,Control
Utah__A02,0.3242,0.9859,0.1181,1.6376,0.2061,1.2001,-0.0866,0.9656,0.9315,1.203,0.1805,0.3301,0.54,0.8433,0.2579,0.2142,0.4717,Control
Utah__A03,0.3994,1.16,0.0576,1.7473,0.0782,1.268,-0.0897,1.1454,1.0148,1.3675,0.3268,0.6044,0.6891,1.1573,0.325,0.4061,0.6716,Control
Utah__A04,0.3518,1.0775,0.1367,1.6015,0.2632,1.2616,-0.1042,1.1047,1.0501,1.2018,0.2345,0.438,0.6337,0.9134,0.2905,0.3131,0.5314,Control
Utah__A05,0.4425,1.2342,0.0489,1.8855,0.1379,1.3124,-0.101,1.2401,1.1841,1.4364,0.2618,0.5214,0.7859,1.1537,0.3768,0.461,0.6931,Control
Utah__A06,0.389,0.9925,0.0857,1.6325,0.1645,1.1944,-0.1136,1.0389,1.0201,1.3842,0.2003,0.4394,0.5551,1.1108,0.2751,0.34,0.6022,Control
Utah__A07,0.586,1.356,0.1805,1.8907,0.1867,1.3474,-0.0605,1.2588,1.0802,1.3571,0.2598,0.6814,0.6262,1.2173,0.2991,0.3395,0.7398,Control
Utah__A08,0.5881,1.4567,0.1514,1.7736,0.132,1.4309,-0.134,0.9561,1.1358,1.1382,0.4101,0.6607,0.5115,1.2264,0.2897,0.2977,0.7976,Control
Utah__A09,0.495,1.3005,0.1935,1.8385,0.1231,1.2799,-0.0669,1.0507,0.9678,1.2302,0.3098,0.4808,0.6075,1.1534,0.2581,0.3818,0.6433,Control
Utah__A10,0.5315,1.4159,0.1194,1.9267,0.2006,1.4463,-0.1587,1.1349,1.2427,1.2244,0.3304,0.7202,0.5374,1.1768,0.3007,0.403,0.7103,Control
Utah__A11,0.2758,0.9908,0.0352,1.6197,0.0951,1.0369,-0.1372,1.0951,0.7879,1.2472,0.2425,0.2826,0.5207,0.9675,0.2316,0.4262,0.5192,Control
Utah__A12,0.2845,0.805,0.2113,1.3277,0.1296,0.9635,-0.0052,0.6947,0.6974,0.9322,0.0816,0.2674,0.2369,0.4673,0.1311,0.1485,0.1834,Control
