@relation data

@attribute id string
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 5019 numeric
@attribute 56898 numeric
@attribute 622 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.7384151453,0.4695430771,-0.1114418766,0.2329695442,0.8043620022,0.2782746594,0.8906999653,-0.0563536651,BRCA
GSM481003,0.7993575234,0.3187697554,-0.1357373357,0.1626574735,0.6590264871,0.1785876120,0.6300902852,-0.0524375635,BRCA
GSM481004,1.1257595286,0.4178562876,-0.0352958752,0.1535801164,1.2142931753,0.3409301663,0.5796706983,-0.0574221378,BRCA
GSM481005,0.9244420131,0.2909628841,-0.1212768205,0.1946560883,0.5150022018,0.7565666438,0.9749692727,-0.1099463822,BRCA
GSM481006,0.6803193888,0.5490386851,-0.1142641825,0.2236505037,0.5390144610,0.4589185183,0.8164394567,-0.0438632742,BRCA
GSM481007,0.7298927406,0.3425793419,-0.0553081686,0.1464285038,0.4731118953,0.4878612043,0.6391665713,-0.0363733715,BRCA
GSM481008,0.7194484604,0.4847780041,-0.0820614447,0.2066257624,1.0673959981,0.5641848076,0.5949581365,-0.0335432726,Control
GSM481009,0.6429975674,0.3221676391,-0.1299631436,0.1189971501,0.3859830366,0.3724266893,0.8258117567,-0.1244841442,Control
GSM481010,1.0729498467,0.5623660342,-0.1637174188,0.2771623034,0.9721961287,0.7020181218,0.8785549628,0.0260920861,Control
GSM481011,0.9238773284,0.0968475881,-0.0856120512,0.1217276184,0.3153266054,0.4096098411,0.5840500988,-0.0360018352,Control
GSM481012,0.8597991699,0.9534117623,-0.0896776809,0.2580143158,1.3068001070,0.6996209190,1.1196650740,-0.0567096469,Control
GSM481013,0.8982266320,0.4043944455,-0.1276293299,0.2103374285,1.2804377146,0.5521334990,0.3959355058,0.0636092695,Control
GSM481014,0.6217908826,0.7222370605,-0.0860249898,0.3353480125,0.5787685774,0.7491794046,1.3424333532,-0.0327576771,BRCA
GSM481015,1.2413551011,0.1640334556,-0.1543048250,0.1344213559,0.7550052943,0.3170836867,0.6812506307,0.0066359261,BRCA
GSM481016,0.8291220334,0.5932089341,-0.0808639625,0.1530601502,0.9290961962,0.7186806169,0.8291151548,-0.1050291523,BRCA
GSM481017,0.6475168741,0.8188225387,-0.1323244740,0.3001464138,0.7418207826,1.1903002923,1.8049664895,-0.1003582304,BRCA
GSM481018,1.2201771473,0.2586728614,-0.0501264426,0.2576257240,0.8853268673,0.2012189099,0.4618532207,-0.1191468659,BRCA
GSM481019,0.8661985678,0.5661535690,-0.0728387816,0.2557854947,1.0200545757,0.5075257950,0.7787291655,-0.0052697743,BRCA
