@relation data

@attribute id string
@attribute 10130 numeric
@attribute 1649 numeric
@attribute 1965 numeric
@attribute 2081 numeric
@attribute 22926 numeric
@attribute 27230 numeric
@attribute 3309 numeric
@attribute 4189 numeric
@attribute 467 numeric
@attribute 4800 numeric
@attribute 51360 numeric
@attribute 51726 numeric
@attribute 5611 numeric
@attribute 7494 numeric
@attribute 8720 numeric
@attribute 9451 numeric
@attribute 9695 numeric
@attribute 9709 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.7847569748,0.3162898661,2.5917396498,0.0918811075,0.4084887078,2.0539806705,1.3437435329,1.0143814095,0.1089023608,0.3192628647,0.0678792963,2.4265039233,0.2271777431,1.9168124123,0.4200120803,0.9271493068,0.6766032761,1.2469023494,BRCA
GSM480985,3.0374328079,0.6385892361,2.0516016627,0.1928818175,0.3327239693,1.9859883692,1.7148520948,1.6191812348,0.1509011040,0.1741973036,0.0141965119,1.9263726208,0.2893151663,1.9058995218,0.5973031759,1.1344667301,0.6658019292,1.4102896362,BRCA
GSM480986,2.7723191796,0.1360661163,2.4968324184,0.0120643017,0.3709188627,2.0088032045,1.4107512236,1.0318721420,0.0069626432,0.2375855381,0.0338140404,1.8983361456,0.2630233377,1.8185918995,0.4916633206,0.7755073346,0.6005155569,1.0855541721,BRCA
GSM480987,2.8674215512,0.8750442774,2.8311268234,0.2302921038,0.3023561172,2.0964411309,2.1148679256,1.5277128672,0.1188496240,0.3032193462,0.0133570232,1.5693722300,0.1211269893,2.2619498073,0.4096391248,0.4352403332,0.7730902523,1.5654303072,BRCA
GSM480988,2.7247799401,0.1136429184,2.2427152109,-0.0011077128,0.2876141963,1.6990886661,1.9312407853,0.7716427136,0.0494992985,0.1849439857,0.0362145284,1.4758051103,0.2102310309,1.9865948990,0.5873937022,0.6306084554,0.5529441132,1.0496074203,BRCA
GSM480989,2.9048764597,-0.0173105554,2.0098380756,0.0173955873,0.2400322893,1.4944797487,1.4224224628,0.5751461310,0.1276117651,0.1343519358,0.0132337940,1.7353957361,0.0827285565,1.9923595215,0.4112571797,0.4521916940,0.4468669647,1.3543483278,BRCA
GSM480990,2.7764461764,-0.0729412074,2.4013878107,0.0173742709,0.1012666546,1.6963276361,1.1399651318,0.6914711701,0.0274067627,0.1806961899,0.0249962021,1.7129632498,0.0058727936,1.6655334680,0.2887244498,0.3504422927,0.6471017046,1.1534874941,Control
GSM480991,2.8179563284,0.0590506798,2.1625981141,0.0571117513,0.3021015003,1.8704191791,1.3146805762,1.0893721040,0.2047271805,0.2113286596,0.0235692874,1.7205505371,0.1217097460,1.8424356033,0.3889648581,0.5005850600,0.5447005589,1.1958774883,Control
GSM480992,2.7674509719,-0.0686665535,1.8185823321,0.0535378589,0.1400579621,1.7382680992,0.9087282598,0.4206467350,-0.0265454618,0.0966037164,0.0341423549,1.8363900451,0.1070859335,1.5420574768,0.3556168783,0.6378022171,0.4206504495,1.0171376913,Control
GSM480993,2.8576375102,0.1652565432,2.3556275273,0.0905608096,0.3852488138,1.9027088065,1.5506032942,1.0247465801,0.1082732734,0.1803641666,0.0400740035,1.9237644936,0.1171423185,2.1041099963,0.4843746291,0.6201864443,0.4971996957,1.1812055788,Control
GSM480994,3.0664072866,0.0182664114,2.0527270175,-0.0088977543,0.1733089639,1.6786791055,0.9567204356,0.7130374330,0.0198142948,0.1429249703,-0.0013483993,1.5671652356,0.1371107765,2.1353472087,0.3522241349,0.5114470141,0.4689354392,1.1110881408,Control
GSM480995,2.7620339428,0.2327586770,2.2713663244,0.2051476872,0.5132985919,1.9872106565,1.4337117850,1.7195896720,0.4152786424,0.3002507138,-0.0544691181,1.9648231399,0.1552826356,1.8428400557,0.4607592788,0.7819844000,0.6099482357,1.6248376105,Control
GSM480996,2.7664559538,0.2016729341,2.2666256476,0.0674918980,0.2337629807,1.6068397964,0.9389246628,0.8140918951,0.0737360936,0.2460328618,-0.0215050683,2.1667057274,0.1420933196,2.0159507693,0.4870040473,0.4531231421,0.6503170173,1.2662951031,BRCA
GSM480997,3.0416956995,0.6731163949,1.9726714993,0.2442016030,0.1995353200,1.6888476454,2.0983329894,1.1763175985,0.1091891080,0.1152933543,0.0059750219,1.8766871424,0.0161734319,2.2215280285,0.5788550219,0.3491138668,0.5342226406,1.7449663714,BRCA
GSM480998,3.1407059865,0.3758543209,2.3218934297,0.0759484295,0.2121735268,1.6764658407,0.9939545455,0.6685004209,0.1152302959,0.1631267300,-0.0055593437,2.0557273760,0.2851702794,1.6881565467,0.5425803955,0.5779357942,0.4671192838,0.9090366959,BRCA
GSM480999,2.6610477658,0.1678236622,2.1904815531,0.0492031745,0.4993282169,1.8437060495,1.2772849857,1.1819655872,0.0723307707,0.1626156848,0.0607542742,1.8449287149,0.3525072332,1.7313886930,0.5112693688,0.8284130469,0.5332867706,1.1838167472,BRCA
GSM481000,2.7057969425,0.3086365061,2.0005994631,0.0640843278,0.3685814017,1.7147710857,0.9497664094,1.0726287910,0.0882506900,0.1279018698,-0.0394010338,2.0324241850,0.1838812632,1.6270788660,0.7195625719,0.8153126166,0.4942396992,0.8654953662,BRCA
GSM481001,2.8952152151,0.2093657275,2.2492967700,0.0530316680,0.3160017358,2.0455383627,1.2478702904,1.7069005488,0.2390945662,0.1628772425,-0.0164228887,1.8435684311,0.2063143932,1.8016974020,0.5494704445,0.8091875278,0.5296188988,1.4313810939,BRCA
