@relation data

@attribute id string
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1849 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 3725 numeric
@attribute 4205 numeric
@attribute 4208 numeric
@attribute 466 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,10.707890538,8.727649179,7.09994864525,12.65135565,7.713639689,9.368411083,6.089906589,9.719046985,14.72004222,14.72492149,7.78313105,9.521659876,6.205212267,11.688477345,8.82094285433,12.47196608,8.486261975,7.96756283667,8.27215776867,11.634256725,7.03030591433,5.939777752,7.4995792045,7.621649748,6.7523535558,6.75911088,7.65857270567,6.52702968625,7.256578464,7.3429582785,Control
GSM427159,11.4528809893,7.390558334,6.60639379225,12.87602003,7.9725748555,8.973347824,6.13986403,9.192268846,13.75148289,14.11502538,7.902708426,10.58265505,5.424931532,11.725137905,8.45745837133,12.56790862,7.037171767,7.44463675467,7.85669691467,11.27623323,7.157624222,5.0886580415,7.383968157,7.563421716,6.347242776,6.746992115,7.51923145167,6.64235424625,7.931104142,7.508147197,BRCA
GSM427160,10.8440250817,7.432878264,6.58493097,12.21350534,8.42336365,8.7236802925,6.064587171,9.676230874,14.33042537,14.41297137,7.507995028,9.044121624,6.225935832,11.639330205,8.297715334,12.66850837,6.469405549,7.775337819,8.11094053067,11.198356615,6.689778979,5.6701097255,7.0833900895,7.8060539105,5.84197348,7.136685014,7.197314467,6.2422901355,7.428122563,7.067906808,BRCA
GSM427162,11.337274206,6.4694836,6.0589973865,12.56946885,6.4582917475,8.5467491645,5.01682082,9.684192438,12.01436934,14.08054111,7.016310012,9.709937252,6.574181472,11.80875598,7.178084026,12.57347448,7.27396389367,7.15936184067,7.98209816267,11.274247985,7.046663354,5.7758281875,7.0038486335,6.9189611885,6.4393043462,7.5978930125,6.97936211167,6.33404855075,7.4437513505,7.5757878185,Control
GSM427163,11.0490871027,7.558059277,6.730522711,12.40419699,8.0824437485,8.9107455465,6.188000892,9.981439248,12.40857396,13.43392773,7.945504008,10.17606751,5.965559928,11.458095575,8.52183209933,12.75620088,7.069555338,7.58979746267,7.82991936767,11.21839075,6.79859870533,5.704258658,6.931778481,8.1880407455,6.3743216144,7.021079646,7.28840672033,6.76922237325,7.794648318,7.645516256,BRCA
GSM427164,10.8002004453,8.61053686,6.87151716925,12.89109452,9.518144322,8.7958369315,6.497057936,9.979768545,13.96600025,13.80946823,8.516705752,9.550766562,6.478491062,12.40345346,9.370871616,12.86342169,7.561705909,7.917623909,8.18650002,11.07534033,6.70524643733,6.517858181,7.4215310095,8.3174977465,6.511764621,7.5246001185,7.361977291,7.19245125,7.69743404,7.5964459115,BRCA
GSM427165,11.1354255073,6.689582656,6.362735412,13.23377623,7.717614527,9.2109085805,5.263890047,9.212867878,10.44201071,13.91249272,7.842729237,10.64474883,4.84060329,12.072677105,7.46461112133,12.04072818,6.68902141267,7.05650117433,8.451561107,11.151396135,7.32404088833,5.6011167705,6.239058915,6.747341416,5.495877927,6.923040761,7.46619594767,6.5621458705,7.844629794,7.3846532985,BRCA
GSM427166,10.258386433,8.441575941,7.0975611175,11.86752597,8.2197528715,8.501125356,5.865554662,9.290572499,14.08516788,13.96294256,7.642631408,8.670303166,6.691119292,11.932399345,9.17209626933,12.30526243,7.08180120033,7.630858662,8.171538624,11.40345044,7.14839452233,5.401013329,6.487104221,7.762308173,6.3190254744,6.824884907,7.49696018667,6.575528975,7.921844917,7.097562405,Control
GSM427167,10.6759547673,7.598929252,6.41978303225,12.44264168,8.864788033,9.3886960075,6.047457275,10.01823535,14.82357723,14.44356588,7.29632232,8.626175475,6.507006194,11.55756824,8.63116965933,12.62816419,6.71771492967,7.539110223,7.91861634733,10.99057863,6.63685147833,5.8779809975,6.9655385505,8.3694050275,6.1710283688,7.242305488,6.894570391,6.443440984,7.9904688245,7.4254276565,BRCA
GSM427169,11.1110274023,6.79980331,6.2012063225,12.83066776,8.0649007185,8.7461260365,5.372961888,9.726661428,11.55023948,13.15952927,7.098982487,9.596921694,6.207019812,11.593713005,8.44322777467,12.69546762,8.46005630567,7.42782175433,7.74245236133,11.551814785,6.691964128,5.5839936855,6.9279187635,7.524249938,6.6645194764,6.8978346455,6.81342298733,6.26822091,8.0356480365,7.581342169,BRCA
GSM427170,11.005151922,7.29034405,5.5612686795,12.5850741,7.4599929215,7.505336487,5.418705435,9.68790976,14.20597115,14.17314893,6.186218877,8.155224442,5.564234295,11.25085226,8.16934643067,12.7003986,8.21155236,7.76578908133,8.06297051567,11.573459625,6.87186987967,5.9065229025,7.8209172285,7.597317289,6.3734932246,7.288835508,7.09722914933,5.9896451145,6.9194271435,7.82250581,BRCA
GSM427171,10.78322175,8.450346395,6.791169903,12.44726543,8.6213007865,8.893380673,5.968673272,9.524248408,14.15265365,13.87385551,7.641421617,9.539333865,6.167925508,11.817863435,8.800541064,12.31595909,7.38821850733,7.47167449833,8.197304519,11.32136754,6.80618221367,5.767601547,7.3186471095,8.0098633265,6.7192971842,7.194930658,7.64534915633,6.67480979075,7.9433269225,7.457900782,Control
GSM427172,10.4041484903,8.394260237,6.935865955,12.49153253,7.84222089,8.864748553,6.318954546,9.844219734,14.61254488,14.67256817,7.717524135,9.778192608,5.864874046,11.68167441,8.77440562733,12.40526256,8.586240551,7.97689047067,8.151507585,11.488573795,7.13682015067,6.1670985755,7.67532014,7.822857961,7.4496009772,6.833435745,7.42531964067,6.649787867,7.443962143,7.747843835,Control
GSM427178,10.5074705227,8.687726581,6.23780006725,11.89889998,8.0986462275,8.251533121,6.330742691,10.24378721,13.61588998,13.48222565,7.653026194,8.108238405,5.966252363,11.736023615,8.70510697067,12.89109452,6.82775403067,7.67746532633,8.08129530567,11.695521545,7.63109708367,5.967633391,8.0652644275,7.8440908905,6.4529665452,7.428771926,7.18948982933,6.13687965425,7.4277413705,8.0739560435,BRCA
GSM427181,9.90083481867,8.685117683,6.155251749,12.27401999,7.0920435895,8.7714984645,6.137919084,9.913970625,12.35733627,13.17144427,8.24541143,9.473467881,5.488973851,11.7690989,8.474468248,12.63275562,7.51099557433,7.38802305667,7.95451796533,11.206231375,7.16731786533,5.329465727,7.6098380195,7.5531159175,6.5996740378,7.665607022,7.22974910533,6.3478008495,7.5290493795,7.467041959,BRCA
GSM427182,10.2584479883,8.420129842,6.273689165,11.53735445,7.2787905755,8.9026152985,5.579701547,10.00415062,13.96294256,14.09890062,7.364180901,9.134080446,5.661429849,11.54137497,8.202123709,12.76004735,6.629468797,7.40432172967,8.00665617633,11.49634678,7.513620188,5.656097949,7.0284721055,7.5935132445,6.4103000694,7.3860315285,7.40587247233,6.2124689205,7.334669802,7.7812287505,BRCA
GSM427183,10.0323493423,8.480952861,6.46315116575,11.38730129,8.424245596,8.0854306625,5.96919151,10.22872886,13.92451704,14.01211384,7.200950391,8.150027916,5.343595475,11.71439964,8.527860513,13.06629278,6.60952083033,7.63460766867,7.86577453733,11.796022585,7.367541703,6.071716146,7.455521977,7.244024888,6.3663407464,7.6297769445,7.49295514767,6.1028603775,7.6448167215,7.8494133085,BRCA
