@relation data

@attribute id string
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2534 numeric
@attribute 27040 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 3932 numeric
@attribute 4214 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5778 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5921 numeric
@attribute 5970 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7409 numeric
@attribute 7535 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2797568681,0.1948640191,-0.0119043016,0.1305850978,1.3452941188,1.0380567778,0.7463167697,-0.0882698743,0.8951084466,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.4754300158,0.8049394469,0.6502234032,-0.1624264398,0.7694715564,0.5204422609,1.1392389064,1.3485143633,0.9049248654,0.1474579691,-0.1072664774,0.4586358647,0.7139937217,-0.0924493934,2.7923812542,0.6409841057,1.2399614989,0.8525465690,0.8519533800,1.9096234484,0.1797246685,-0.1095956348,-0.1305549891,0.1073409411,-0.1390153169,1.5891594400,0.9537983259,2.1997757852,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,BRCA
GSM480985,0.3031341848,0.3309724640,0.0315317513,0.1473681094,1.1583383579,0.5481084954,0.9612028782,-0.1044245821,1.0636305118,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.4509238059,0.9412159958,0.8534231111,-0.1454714285,1.5476133191,0.6196571301,1.0624773818,1.2292638585,0.8493034308,0.0900841358,-0.0931613796,0.5649788797,0.7487222366,-0.1479039491,2.9129755730,0.6127393824,1.6289936866,0.8536376064,0.9115112276,1.9413004944,0.2011654340,-0.1162348533,-0.1539827696,0.1538996255,-0.1548241565,1.2845784730,0.9828057632,1.9199515841,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,BRCA
GSM480986,0.3711583552,0.3619466726,0.0265829566,0.0857671689,1.5127595663,0.9493732134,0.9059672051,-0.1338326670,0.7935199528,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.3572855135,0.9283377825,0.3758222094,-0.1337267348,0.9370587028,0.5424212613,1.1325124873,1.4755984701,0.6729391185,0.1559347632,-0.1167993353,0.5706250406,0.7966307569,-0.1452660687,3.0052631994,0.4839221177,1.0477451485,0.9353946786,0.8755208067,2.0243224118,0.0952468054,-0.0997965085,-0.1145835604,0.0129711927,-0.1482777453,1.6418533209,0.7694473286,2.1900971755,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,BRCA
GSM480987,0.3778557302,-0.0610097518,0.6367091207,-0.0208479114,1.4599798470,0.6616964770,1.2356612913,-0.0881993032,0.5396577952,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.2389650019,1.1037804131,0.4246866423,-0.1022734639,0.9460729968,0.7127369387,0.7104099762,1.6084967972,0.9346764925,0.0835026311,-0.1432857454,0.5260457562,0.7170214796,-0.0992056200,3.1002503070,0.3882937707,0.3419302189,0.8780260834,0.4823463641,1.9975022057,0.0700896732,-0.1423497388,-0.1286077277,-0.1229293533,-0.1381325973,1.3375803794,0.6854064385,1.7749855086,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,BRCA
GSM480988,0.1301916772,0.3942711436,-0.0273392516,0.1404316868,1.6300611323,0.4589619954,0.5378554523,-0.1169642382,0.7586201133,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,0.2502003758,0.7093335530,0.5025178531,-0.0889533257,0.6583551200,0.5192004788,1.0280710610,1.3750535183,0.7414630045,0.0817065693,-0.0806064152,0.4829891018,0.6912962379,-0.0914010143,3.0203843170,0.4704262694,1.0833758790,0.6707278885,0.8547642460,1.9610705971,0.0896705153,-0.0811823946,-0.1205688132,-0.0868716438,-0.1195039996,1.4518957679,0.8568994044,2.2009519134,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,BRCA
GSM480989,0.4043724635,0.0513401362,-0.0600568494,-0.0337748888,1.6843677122,1.1103506463,0.5993327181,-0.1489578907,0.6540494401,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,0.1723780840,1.0994870811,0.3040667095,-0.1893403782,0.5104212239,0.5099837124,0.8617932616,1.4386271053,0.5870933372,0.0811992555,-0.1211765001,0.8519349658,0.5911021925,-0.1507262542,3.3091132243,0.4437155496,0.8259597769,1.1224099571,0.4700387904,1.9755967301,-0.0037837656,-0.1242563192,-0.1198005188,0.0192166491,-0.1969966111,1.5590544180,0.7983118814,2.9188919440,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,BRCA
GSM480990,0.4692344638,0.1955064154,0.2139598701,-0.0615145761,1.6475978081,1.1067612915,0.9502829010,-0.1211649052,0.6895217888,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.3219937040,1.2569765001,0.4307222246,-0.1406402458,0.5701667320,0.7009938896,0.9861059069,1.2886391192,0.5830522417,0.1371517299,-0.1211324487,0.5468216389,0.5124700949,-0.1037912858,3.4219261243,0.3387474729,0.7633490191,1.1399565821,0.3495328669,2.5765053460,0.0120991491,-0.1065446070,-0.1599072747,-0.0486021041,-0.1625582928,1.4453520321,0.6829452796,2.5856389926,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,Control
GSM480991,0.3822606292,0.5429381570,0.0233230338,0.0564424087,1.5652074934,0.9763167946,0.9142568514,-0.0983536802,0.8135851005,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.3367405246,1.2472408378,0.3718392522,-0.1590461786,0.6246844594,0.5280418684,1.0007687234,1.3283271537,0.6608008562,0.0569693500,-0.0960165404,0.6482640730,0.7236467786,-0.1609561072,3.2534763878,0.3654298311,0.9700415278,1.0769064036,0.4903383693,2.1101571236,0.0441448208,-0.1362817270,-0.1380241071,0.1669772696,-0.1602240545,1.5451146222,0.7246558555,2.3986895680,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,Control
GSM480992,0.4556893493,0.3445932802,0.0886958316,0.0273010123,1.5792976092,1.1827308424,0.5848525959,-0.1135908183,0.6908869928,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.1333302662,0.8925691490,0.3555988693,-0.1480111448,0.5310987036,0.6497552522,1.0355044920,1.4482076389,0.4972681324,0.1225340664,-0.1356904655,0.9082788116,0.4097217267,-0.1473663723,3.4460021522,0.3105769333,0.8188718937,1.2896809784,0.3735262640,2.4270785623,0.0183351703,-0.1215875586,-0.0995902242,-0.0769597430,-0.1598194368,1.4246134289,0.7415068230,2.6897532866,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,Control
GSM480993,0.3937792435,0.4851258332,0.0776393937,0.0333401057,1.5582134934,0.9945207685,1.0657076714,-0.0451837614,0.8665301368,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,0.2735164897,0.9085881339,0.3556248992,-0.1081225405,0.7338769277,0.5661468516,1.0264566022,1.5829170607,0.7091649962,0.1051260916,-0.1144585606,0.7940912880,0.7140314231,-0.0715043399,3.0886874926,0.3602931440,0.8916519929,0.9961075650,0.6978857851,2.0765592329,0.0562111053,-0.0916492745,-0.1186775381,0.0286861091,-0.1856701243,1.5856227239,0.8005855027,2.4490207491,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,Control
