@relation data

@attribute id string
@attribute 1109 numeric
@attribute 1312 numeric
@attribute 1543 numeric
@attribute 1545 numeric
@attribute 1581 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1645 numeric
@attribute 1646 numeric
@attribute 3283 numeric
@attribute 3284 numeric
@attribute 3290 numeric
@attribute 3291 numeric
@attribute 3292 numeric
@attribute 3293 numeric
@attribute 3294 numeric
@attribute 412 numeric
@attribute 51144 numeric
@attribute 64816 numeric
@attribute 6715 numeric
@attribute 6716 numeric
@attribute 6718 numeric
@attribute 6783 numeric
@attribute 6820 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 7923 numeric
@attribute 79644 numeric
@attribute 79799 numeric
@attribute 8630 numeric
@attribute 8644 numeric
@attribute 9420 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1123335787,0.6958642481,-0.0348658793,1.5490698931,-0.1030535959,0.2353533340,-0.0011465516,-0.2058887339,-0.0406988340,-0.0615510701,0.3843571468,0.3215354069,-0.1008323712,-0.0784336954,0.2430292445,-0.2220393018,0.7969468310,-0.2061913170,-0.0779953905,0.2144583969,0.3113534106,-0.0790467571,1.2195253972,-0.0183351183,-0.1404375810,-0.0950738949,-0.0202075392,-0.2121124591,-0.0962539443,0.2775985948,0.4910733780,0.0985704417,1.1332141044,0.3684823076,-0.0474441595,BRCA
GSM481003,-0.0203369019,0.7476968945,-0.0768039503,1.3042658552,-0.1392633299,0.7111172624,-0.0518124921,-0.0954000986,0.1459725039,-0.0745473365,0.5549287473,0.3557359704,0.0143925741,-0.0891692233,0.0173036371,-0.0887956074,1.1083708704,-0.1003461719,-0.0679215239,0.1604966895,0.2916348869,-0.0795240324,1.1585743074,-0.0490523055,-0.1051130742,0.0872669505,-0.0016799997,-0.1256563828,-0.0842307139,0.7447371996,0.3118336557,0.2728698711,0.7118092784,0.6167109014,-0.1016163770,BRCA
GSM481004,-0.0677419299,0.6642833777,-0.0553187507,1.3608925111,-0.1183594408,0.2291380776,-0.0486124425,-0.1469067232,-0.0908768072,-0.0855385190,0.9620511905,0.4538362788,-0.0555198338,-0.0591964350,0.6162283122,-0.1862539683,0.3979787339,-0.2007689392,-0.1409587446,0.2671242147,0.3541074647,-0.0542486840,1.0330247490,-0.0272271558,-0.2116124396,-0.0003481121,-0.0889974860,-0.1349669725,-0.0850919253,0.3266963354,0.6425171420,0.1950047462,0.8803036374,0.7629036049,0.0299320005,BRCA
GSM481005,-0.1019843727,0.6180538165,-0.0380769480,2.2189430910,-0.1279284892,0.3747484484,-0.0230421538,-0.1113116707,-0.0806143372,-0.0873725256,0.2903789380,0.1757063484,-0.0642539543,-0.0735476630,0.0278948636,-0.2266256073,0.9798662121,-0.1215889524,-0.0891124315,0.4355656733,0.4363816022,-0.0932976830,1.2672243575,-0.0631558469,-0.1254797017,-0.0204772787,-0.0638150123,-0.1150697751,-0.0451880510,0.2601026906,0.4269727410,0.1358078589,1.5706459567,0.5152974397,-0.0010479000,BRCA
GSM481006,-0.0572566260,0.6335657793,-0.0841182099,1.4740580786,-0.1062638571,0.3947202909,-0.0696502582,-0.0606648440,0.1072177865,-0.0895474828,0.2200799362,0.0492121342,0.0391537433,-0.0185594172,0.3049068704,-0.2205696768,0.5068406816,-0.0647574978,-0.0481733005,0.1850707229,0.4398356680,-0.0890974073,1.2051964961,-0.0769263034,-0.0814486510,0.0550615572,0.0037431568,-0.0919221442,-0.1436340136,0.5627444312,0.3156948433,0.0190791620,1.1261046841,0.2609349255,-0.0968574381,BRCA
GSM481007,-0.0667885333,0.6043026530,-0.1304849890,1.4006102977,-0.0845425805,0.4647745607,-0.0832454785,-0.1846859630,0.1161774131,-0.0822251005,1.0538405030,0.5224951802,0.1972282171,0.0714179044,0.2631365154,-0.1953274213,0.2025235319,-0.1258391440,-0.0491555344,0.1337079209,0.4467359348,-0.0537126830,1.0692736017,-0.0372216094,-0.0743214042,0.0863113939,-0.0026785128,-0.0882182437,-0.0111406069,0.7067802979,0.5257684799,0.2616688719,0.4825212733,0.9547280744,0.3019062729,BRCA
GSM481008,-0.0499466189,0.5085953276,0.0096362956,0.9722351016,-0.1341327794,0.4282903372,0.0027285731,-0.1392111134,-0.1198772826,-0.1069629810,0.6067184062,0.1025766038,-0.0806691619,-0.1258768909,0.7301124186,-0.1483027288,0.2181500776,-0.0762134550,-0.1401102020,0.0821987272,0.3884101946,-0.0445579210,1.1077150344,0.0321791018,-0.0796296846,-0.0179713630,-0.0740263113,-0.1635736044,-0.0905286293,0.6931034330,0.5132220329,0.2443533842,0.1209304770,0.4170441776,-0.0795861310,Control
GSM481009,-0.0918592641,0.3081738615,-0.1358593181,1.8394608784,-0.0770162962,0.0340170670,-0.0578387729,-0.3460302760,-0.1442117528,-0.0590910717,1.0721178203,0.4379720158,-0.1374031717,0.0063918016,-0.0664758910,-0.1946536304,-0.0729224524,-0.0923513174,-0.0886157196,0.1948332121,0.3681311034,-0.0331416704,0.9423600036,-0.1473508590,-0.1058717659,0.2295866641,-0.2113249919,-0.1308127437,-0.0163137240,0.0318583353,0.2903267194,0.0682427717,0.5695845240,0.6728751694,-0.0795630024,Control
GSM481010,-0.1122763434,0.6754612406,-0.0601571222,1.8642199116,-0.1121586697,1.8078529462,-0.0518510935,-0.0519541306,0.0544695319,-0.0360162618,0.8081189173,0.4571076208,-0.0917901073,0.0257605938,0.3434417891,-0.1415003016,0.9216859936,-0.0117361191,-0.0733779850,0.3589378310,0.4627403107,-0.1100907888,1.2187663894,-0.0526046224,-0.1613466166,1.0443200083,-0.0385400340,-0.1056606520,-0.1018224571,0.6391009126,0.6167290119,-0.0167547460,0.5690222681,1.4649742171,-0.0177567001,Control
GSM481011,-0.0791188661,0.8348298926,-0.1110694838,1.7002960709,-0.0867794139,0.3851045833,0.0211540704,-0.1216166809,-0.1394117443,-0.0868235235,0.5959774477,0.0344156466,-0.0056237284,-0.0059891784,0.2848816049,-0.2736245369,0.1379574678,-0.0736371653,-0.1271001186,0.2023624428,0.2946320443,-0.0682337564,1.4777440560,-0.0304576599,-0.0882493453,-0.0852859824,0.0217518628,-0.1457992264,-0.0463264186,0.2861419824,0.4497874215,0.2097145969,0.9041805273,0.1461639744,0.1204873909,Control
GSM481012,-0.0833449570,0.6269498491,-0.0652634138,1.7917319960,-0.1643416086,0.3092192036,-0.0468940465,-0.0943060935,-0.0370359669,-0.1129929918,0.6263364003,0.4395406838,0.0723881939,-0.1022347455,0.7244018874,-0.1549351384,-0.0257203243,-0.1107631748,-0.1246902006,0.2320460453,0.4876385182,-0.0802145209,0.6460144806,-0.1036775406,-0.2091603958,0.0925707377,-0.0702307704,-0.1972912079,-0.0854950804,0.2996265474,0.3289151011,0.1841936964,0.3597296901,0.3714323574,-0.0374973291,Control
GSM481013,-0.0469759711,0.5594777014,-0.0421326983,0.8056214564,-0.1269718679,0.4046330628,0.0016898920,-0.0302178850,-0.0448981524,-0.0822940244,0.5622128820,0.2125162570,-0.0853874701,0.0266653014,0.3721599654,-0.2095430939,1.2334391065,-0.0631787923,-0.1446424891,0.0501900159,0.3907197975,-0.0529581238,1.0538967766,-0.0922465332,-0.1165488756,-0.0012067987,-0.0136296118,-0.0876232781,-0.1254279501,0.9075872087,0.1820148834,0.0695803959,0.0511533638,0.2623988789,-0.0975520488,Control
GSM481014,-0.1289425724,0.4836003645,0.0444633090,1.4219849320,-0.1679002263,0.7383371286,-0.0068348462,-0.1568590836,0.0969551027,-0.0627234048,0.4518665950,0.0106624531,-0.0564273980,-0.0271839664,0.9588491396,-0.1772121992,-0.0097333109,-0.0729174823,-0.1098650954,0.3919305655,0.2347116336,-0.0444258826,1.0200384026,0.4441277551,-0.0800609252,-0.0449859613,0.0925422576,-0.1122836885,-0.0842493333,1.2317878720,0.2001084705,0.0195748039,0.2492325890,0.2892939105,-0.1112551434,BRCA
GSM481015,-0.0883144441,1.0521241274,-0.0844058328,-0.0120113099,-0.0897953781,-0.0037870768,-0.0379550441,-0.0942080296,-0.1094140238,-0.1110166816,0.0143374628,0.1242879477,-0.1393497679,0.0075813292,0.1783760743,-0.1733211804,-0.2556991380,-0.1176734293,1.4419158696,0.1421449092,0.2455134434,-0.0564656543,1.3395262623,-0.0375500255,-0.1007530786,-0.0475156853,-0.0064639608,-0.1456721369,-0.0932158169,1.2873131683,0.5018216060,0.1742614056,0.3474404575,0.2076670478,-0.0163753416,BRCA
GSM481016,-0.1059190097,0.6971111823,-0.0706698638,1.4864944482,-0.1719737480,-0.0850659990,-0.0008018613,-0.1496333293,-0.1067414921,-0.0737741460,1.7729560248,0.6077062939,-0.0804884420,-0.0680514845,0.4603626506,-0.1172130911,0.3452506694,-0.0370637956,-0.1761305640,0.1673935798,0.3710859684,-0.0757763932,1.2207536390,0.0123572395,-0.0913919936,2.0834420959,-0.0960822090,-0.1529431811,-0.0874464523,0.2072290253,0.5961047011,0.2490033376,0.4289287003,0.8420964554,-0.1073328032,BRCA
GSM481017,-0.1294288534,0.4611569188,-0.0982361292,2.1321041310,-0.0803199080,0.0019797593,-0.0925454462,-0.1798844798,-0.1084330322,-0.0957470940,0.3789198248,0.2602751544,-0.1016671979,0.0115962896,0.4333339726,-0.2125072439,0.0120183965,-0.0808845684,-0.0782549024,0.3581902794,0.5562683107,-0.0579142866,1.0838904436,-0.0785473321,-0.0217994182,0.6018343623,-0.0256648273,-0.1305233248,-0.1013469107,0.1288609188,0.7248193825,-0.0010688319,0.9592599060,0.2790251190,-0.0514960356,BRCA
GSM481018,0.0332886209,0.7673917108,-0.0593478771,1.6834863376,-0.1520955874,-0.0201027978,-0.0627639145,-0.2180584955,-0.0575361394,-0.0773681450,2.1862050525,1.1240682812,-0.1074027134,-0.1137403409,0.1933171573,-0.1974432144,-0.4655529289,-0.2014342937,-0.1774049079,0.2156470872,0.2559086158,-0.0822852357,0.9283246011,-0.0339307785,-0.0966245897,-0.0854277458,0.0028600419,-0.2083821466,-0.0498806644,0.5489837941,0.2257732819,0.0785975653,0.2712777063,2.9415692391,0.0316748531,BRCA
GSM481019,-0.1266626763,0.6595543498,-0.0456790173,1.3948147254,-0.1293625468,0.0118400626,-0.0202149578,-0.0767969630,-0.0701175847,-0.0896645285,0.6263196592,0.4206545650,-0.1004411696,-0.0586651369,0.9028551654,-0.2016644371,-0.3121536598,-0.0503568646,-0.1493409705,0.3584866299,0.4002383276,-0.0742988955,1.0020958398,0.0109038161,-0.0817263426,0.7650458475,0.0350379001,-0.0541784616,-0.0878603101,0.7340373446,0.3699999659,-0.0150696721,0.3633788310,0.1768217209,-0.1122190219,BRCA
