@relation data

@attribute id string
@attribute 103 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 11035 numeric
@attribute 11128 numeric
@attribute 11277 numeric
@attribute 1147 numeric
@attribute 171568 numeric
@attribute 23586 numeric
@attribute 29108 numeric
@attribute 29110 numeric
@attribute 340061 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3606 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51082 numeric
@attribute 51728 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 57506 numeric
@attribute 5970 numeric
@attribute 6352 numeric
@attribute 661 numeric
@attribute 81030 numeric
@attribute 834 numeric
@attribute 84265 numeric
@attribute 8737 numeric
@attribute 90865 numeric
@attribute 9447 numeric
@attribute 9533 numeric
@attribute 9641 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.7115588982,1.7032670247,1.4140199256,0.9149748793,0.1356820074,0.5896097370,0.7140273743,1.5553736859,0.7655356586,0.3545336227,0.5885102964,1.4199947384,0.0296132226,-0.1199885893,-0.0355491750,-0.0352307766,-0.1936514984,-0.0526817539,0.5241222142,-0.0177594677,0.1266020980,0.7036440041,-0.0945018281,1.0548458216,0.2621445727,0.4754300158,0.8049394469,0.6222571999,1.2074693699,0.5935840845,0.8600320538,0.9390896344,2.2408497483,1.5956783741,1.6747005731,0.9429248124,1.0272386526,-0.0394104061,0.8525465690,-0.1217520539,0.9074461555,-0.0411481139,0.4522592268,0.6066092336,0.3025678801,-0.0895564907,-0.0491781348,1.4816944038,-0.0148841539,BRCA
GSM480985,2.7380425137,1.3219076064,1.0271842830,0.8046656595,0.0014083363,0.4986423923,0.7882988466,1.1625347307,0.4966072811,0.4486756139,0.9734253784,1.4103516273,0.1110314414,-0.1568539746,-0.0688103966,-0.0579974532,-0.2161015719,-0.1283639223,0.8006201253,0.2870424135,-0.0603622181,0.2756597614,-0.1261046751,0.9619517792,0.3229465311,0.4509238059,0.9412159958,0.5609422953,1.2850770751,0.0809245206,0.6569830517,0.3429515940,1.7362441270,1.3546642363,1.2201701118,0.5387295912,0.9044012409,0.0310598344,0.8536376064,-0.1277415388,0.6114921686,-0.0820369512,0.9006385636,0.8940313259,0.3405707169,0.3941167849,-0.0699244764,1.0869458651,0.1249656190,BRCA
GSM480986,2.8065404627,1.5297714471,1.1628114564,0.8566071357,0.0760871144,0.7349948802,0.6793974223,1.3508609449,0.9185567765,0.3618640598,1.0110647678,1.0706012746,0.2133378766,-0.1459904786,-0.1096312147,-0.0646809692,-0.1664142668,-0.0855226764,0.5310721682,-0.0239051148,0.1871303074,1.3583709663,-0.1233414822,1.0879376855,0.2916625174,0.3572855135,0.9283377825,0.7128700620,1.4652212654,0.2878503152,0.9663382927,0.7438989184,2.0280745625,1.5147999951,1.7253105589,0.9645122811,1.0190240576,0.0220968891,0.9353946786,-0.1354726316,0.8847482707,-0.0671936072,0.7058817346,0.7454132902,0.3061211907,-0.0095528669,-0.0958703136,1.3805325328,0.1161199381,BRCA
GSM480987,3.0006332928,1.1321926530,1.0652873499,0.9932497244,-0.0755755579,0.7084342667,0.4841779924,0.9561490119,0.7887064341,0.2473949593,0.7242461973,0.8813240594,0.0227802348,-0.1097571099,-0.0948572686,-0.1676894665,-0.1128342754,-0.0639082647,0.3550794774,0.1687085862,0.4079698621,0.0018086004,-0.0843120006,0.6078441045,0.0574592080,0.2389650019,1.1037804131,0.7524098709,1.3484285884,0.3499929866,0.7729776755,0.7551016080,1.9679285884,1.1692217951,1.7316677769,0.9201272017,0.9488023310,0.0485572440,0.8780260834,-0.1314307426,0.8069621914,-0.1021885085,0.5260525023,0.5312463459,0.2509096731,0.5186865083,-0.0454767062,1.4058529297,-0.0076473621,BRCA
GSM480988,2.9591803283,1.1208416986,1.3007774050,0.7407081459,0.1775221146,0.5282034142,0.6416714961,1.0976330084,0.9651562654,0.5579253692,0.6991429428,0.9052912428,0.1410408747,-0.2155395465,-0.1216714709,-0.1151237102,-0.1170662931,-0.0499219117,0.6144637026,-0.0187831094,0.0463543034,0.5375493863,-0.0823538198,0.8604278209,0.1464195122,0.2502003758,0.7093335530,0.5546799707,1.1813422528,0.0152830478,0.5144257691,0.3602641243,1.6670975165,1.3366246809,1.1884789462,1.2809051945,0.9741657210,-0.1205929500,0.6707278885,-0.0647972306,0.5456080897,-0.0223288636,0.6540142843,0.4188743294,0.2956867596,0.0433257584,-0.0741546664,1.1422461608,0.0166109555,BRCA
GSM480989,2.9208275211,0.9035516373,0.6340428663,0.8807096117,0.3746716064,0.5531598683,1.0746666530,0.6682628254,0.9260271513,0.1380224213,1.4272032779,0.4892180647,0.3654611521,-0.2096376306,-0.1344856783,-0.0775834191,-0.2043228039,-0.0385720141,0.4192595793,-0.0912345345,0.0336776683,0.9557667673,-0.0220986844,1.1559712717,0.4143021801,0.1723780840,1.0994870811,0.6648718736,1.4802813377,0.3139120749,0.9081393301,0.7286765165,2.3189120144,0.8982298934,1.9962721103,0.4544721697,0.6008602958,-0.0525853271,1.1224099571,-0.1048514448,0.8751951870,0.0106016599,0.4809265797,0.5979275389,0.1041393924,0.0315123507,-0.0912012442,1.4197082107,0.0987333377,BRCA
GSM480990,2.9363517761,1.0401086501,0.9864524666,0.5012595306,0.0005782629,0.5823417493,0.6846354058,0.8183849113,0.8756542040,0.1734370638,1.3664122621,0.6201157256,0.2982594389,-0.1833390939,-0.0603193185,-0.0836057560,-0.2017702788,-0.0773540400,0.4130142646,1.2702010869,0.1569095779,0.3972254762,-0.1785812163,1.1517067235,0.2441689003,0.3219937040,1.2569765001,0.7222510494,1.2386929219,0.2414496173,0.9311095635,0.7436226618,2.2209360302,0.9416872767,2.0354376055,0.4213394257,0.6828110645,0.0859563885,1.1399565821,-0.1168329701,0.9177535353,-0.0638183638,0.5210922026,0.5660558078,0.0876675515,0.4928096094,-0.0852734951,0.9646483875,0.0047592533,Control
GSM480991,2.8392603131,1.1311350229,0.8530490273,0.8162172982,0.1472648866,0.5963492494,0.9618504650,1.0469395604,0.9638712473,0.5780202312,1.1696694493,0.7864951706,0.2336062332,-0.1778612315,-0.0778660037,-0.1045818321,-0.1634213613,-0.1146401153,0.4572952855,0.1146655146,0.0010899390,1.0451854930,-0.0736854586,1.0437163300,0.4185109420,0.3367405246,1.2472408378,0.8390529259,1.3947522940,0.1889948884,0.8822802315,0.7639645895,1.9216874392,1.2645089434,1.8021113847,0.6858045105,0.7471242764,0.0589605966,1.0769064036,-0.0354265188,0.8056894579,0.0148919547,0.6388226521,0.6836427120,0.2397026908,-0.0001882229,-0.0290730249,1.2764937491,0.1555729893,Control
GSM480992,3.0202436712,0.8774611006,0.8142813467,0.6715937519,0.2569293169,0.5375299751,0.9956513864,0.6665939561,0.9405568666,0.0437622333,1.6598751016,0.5256840844,0.2967734013,-0.1318738071,-0.0616193620,-0.0327074025,-0.1333063953,-0.1523727468,0.3674736292,0.2461778623,0.0448783156,0.7666563989,-0.0712510158,1.2706938629,0.6244995780,0.1333302662,0.8925691490,0.7926203149,1.5986316417,0.1619739108,1.2745025079,0.7806424229,2.1274780929,0.7483742192,1.8525854391,0.2783685128,0.8708294126,0.0643659119,1.2896809784,-0.1407995569,0.8160535955,0.0139164508,0.5112602225,0.4414137767,0.2120288617,-0.0485501210,-0.0669987706,0.8693721066,0.1035292027,Control
GSM480993,2.8034698036,1.3457607883,0.9705743259,0.9649569588,0.0604751750,0.6970671915,0.8991822523,1.1139041867,0.9367596336,0.1892079480,1.0936350756,0.7399564301,0.2270228619,-0.1627845147,-0.0709183736,-0.0435795975,-0.1360850570,-0.1179253427,0.5721119152,0.0334400552,0.2203348601,1.2378913033,-0.1039843186,1.0818377999,0.3454880324,0.2735164897,0.9085881339,0.8274797584,1.5793660382,0.1978392057,1.0128080229,0.7003747450,2.0007002651,0.9727141986,1.7345658838,0.7181576340,0.9390184941,0.0235644488,0.9961075650,-0.1270389886,0.9070825479,-0.0365109375,0.6297207689,0.8781461368,0.3169923441,-0.1077886773,-0.0935901496,1.1958642673,0.1040214929,Control
