@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 10393 numeric
@attribute 26271 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 51343 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5347 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 6500 numeric
@attribute 701 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 8454 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 8945 numeric
@attribute 9184 numeric
@attribute 9491 numeric
@attribute 983 numeric
@attribute 9861 numeric
@attribute 996 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5834629533,1.7593188546,3.0705487729,0.4409035541,0.6818020262,0.2199296023,1.9304640218,2.0403915793,0.1737447883,0.9917680114,0.9448870902,0.8361155502,0.3271421172,2.2073402414,1.8006257919,0.7097291802,2.9412509601,0.3913682441,2.9388146252,1.9019856943,1.2583440552,2.2415560880,3.7269645849,2.6642370224,2.0618758600,1.5838720549,1.0434957966,0.1622273526,0.8584559786,0.9876390278,0.8556338059,1.7747724253,2.3314954341,2.4640681253,2.0613655445,0.6910933228,1.1590418604,1.4673050791,0.3878368930,2.2083607513,1.4262807779,0.8661886280,1.6020574199,1.9667338198,1.9308002658,2.4757785698,1.6032623980,1.2271330356,0.8301977615,1.3170545794,1.3282124261,1.1286486791,1.6817836165,2.6403919459,1.6099218839,0.0014613103,2.4185692513,1.5399761489,1.5315232102,1.2636217729,0.7639295043,BRCA
GSM480985,0.4411996799,1.0737894159,2.3746759741,0.2836712234,0.1514162898,0.3074832453,1.8535176105,1.2221845852,0.1581000570,0.9222089273,0.7172891102,0.7083795841,0.0282611265,1.9675475846,1.3080146634,0.6447591107,2.6366691590,0.2405135073,2.1245409846,1.7676415873,1.0201265613,1.5213540000,3.8218628408,2.2097178697,1.5911949210,1.2645772577,1.1899532302,0.6939739012,0.8885713741,0.7663843195,0.3498222147,1.3107205862,1.9363897890,2.0477833116,1.5865950387,0.3985210825,0.9361137499,1.3377952331,0.3240292655,1.7433454197,1.1472269632,0.8193743725,0.9107755365,1.4204570089,2.0249512593,2.5891925593,0.4545835654,1.1064503991,0.8842334832,1.1303715957,1.0570350599,1.3236240174,0.7499990808,0.8917953896,0.5083322379,0.0644135960,2.2669339158,1.1520689110,0.5325953874,1.1188458664,0.6719289484,BRCA
GSM480986,0.4792193069,1.8491583764,2.8595618605,0.2770791709,0.4085294145,0.2555351971,1.2999433465,1.7196805031,0.1896881072,0.8772804238,0.9094667012,0.8184140831,0.2725377393,2.0185471616,1.5925446658,0.4961553135,2.7614941466,0.2536827037,2.8320338726,1.7564823548,1.1450107998,1.9008631310,3.8489695709,2.6748867483,1.8237879276,1.4507928061,0.8309021704,0.2029656323,0.9676624611,0.8575561165,0.5596497871,1.8286897210,2.2213526815,2.6071301067,2.2693831920,0.6759793310,1.0260378638,1.3178322236,0.3632296386,2.0609956980,1.5441710017,0.7495514079,1.2397070136,1.7497033941,1.9915900364,2.5094936490,1.0827583340,1.2738880120,0.8453545825,0.9907254267,1.1701710971,1.1886514017,1.5696210822,2.1455776392,1.5251714177,0.1160914501,2.3426437024,1.5674212921,1.0733144594,1.1291056564,0.6501435057,BRCA
GSM480987,0.4050084262,1.7688858435,2.8639203607,0.1030770908,0.3330961292,0.1278045057,1.0467505306,1.4934895566,0.0535621674,0.7967465467,0.6658706113,0.6754066329,0.0617001100,2.1830363299,1.1467354411,0.4725399185,2.8822536202,0.2460166967,3.0399624704,1.7245372396,1.1122580485,1.8721716803,4.1376752855,2.8045297413,1.5132337742,1.5806218573,0.7913747263,0.6498941136,0.9045703037,0.7773260902,0.4109195821,1.8626209431,2.1181592641,2.4234962184,2.2019174297,0.5670724790,1.0121421953,1.3204048381,0.2886954858,2.3301489353,1.7020493485,0.8017072354,1.0597597286,1.5147223439,1.8858662712,2.1274220248,0.7859109610,1.2198705722,0.8293035800,1.0421429781,1.0625366549,1.1344062175,1.2385944406,0.0406964951,0.9127785694,0.0502347329,2.7999713024,1.3824992103,0.5592251090,1.0777177316,0.5981840252,BRCA
GSM480988,0.4529012942,1.8225000948,2.9258421065,0.3265746919,0.3438225459,0.2286313987,1.2620835994,1.3826761571,0.0284037585,0.7773246126,0.8999751241,0.5026008045,0.4299748017,2.1585000711,1.2574726573,0.5656251633,2.5555683244,0.2439208655,2.0399914459,1.5017216142,1.0128488662,0.8926516573,3.6417503199,2.4234132768,1.2435510490,1.2748121728,0.5176818755,0.2469822872,0.5112905699,0.9155785242,0.2854670190,1.7320428490,1.9390811474,2.9703062001,2.2876025440,0.3214548384,0.7253218794,1.2627856149,0.2664544750,1.8447708287,1.1882866008,0.6402117280,1.1759281231,1.0644178142,1.9116452998,2.4852908452,1.3812586270,1.0683849145,0.6334023171,0.8163855404,1.0799297678,1.3538805558,1.2608292976,2.0835959615,1.3155103103,0.0174755329,2.2633351154,1.1562894400,1.2855403286,1.0202307156,0.4672004229,BRCA
GSM480989,0.6269943672,1.9073935897,2.0497237445,0.1542069719,0.2356479479,0.2868395569,0.6100390129,1.2374490658,0.2027591340,0.7178259777,0.5049602511,0.9969219018,0.4868759042,1.8589254519,0.9485145487,0.3611434739,2.2959700957,0.1926976523,2.9647475331,1.5194761063,1.2173278549,2.5915988287,4.5057553927,2.6381588131,2.0860008928,1.6970876416,1.3166937233,0.4767502910,1.5596292094,0.6635153531,0.8440375627,1.8526001043,2.1095351127,2.0516980396,2.3302920460,0.7212230265,0.9553307191,1.2426151514,0.2508438974,2.3379210630,1.7375720107,0.5485009588,1.1067867132,1.9378589523,2.4617627858,2.0783520440,0.9570411113,0.8720524803,0.5489501137,0.7408097406,1.0437201172,0.8178940727,1.1814149326,1.6657413244,1.5206583849,0.0230541362,2.0363918565,1.6353111883,0.8374702217,0.8638154286,0.2994629071,BRCA
GSM480990,0.5995322283,1.9044463635,2.5034759937,0.0896775553,0.2370208031,0.2114747107,0.7194065476,1.5971515954,0.2399371891,0.6037310200,0.4951959255,0.7316155964,0.3875403267,2.0271611329,0.8501380980,0.3823457347,2.3948051927,0.1904167056,2.8774783389,1.4347388300,1.0848612408,1.7423893210,4.5048998354,2.6800882520,1.7278615104,1.5994681015,0.6955706701,0.2217045019,0.9081680514,0.6389651656,0.5100831413,1.8075009120,1.9555052741,2.1912706249,2.6141268810,0.7104415091,0.9665051731,1.2673510688,0.2353488549,2.4668089150,1.6946846508,0.5301729460,1.1464720816,1.7035875950,1.7466791339,2.0042174558,0.8050684466,1.0599642131,0.5578367829,0.6449577310,0.7841279359,0.7411978359,1.1697059685,0.7692230827,0.9279535208,0.0038495344,2.3892405033,1.4963267980,0.8005220020,0.8947838340,0.4244345206,Control
GSM480991,0.2669265534,1.7922020852,2.5254729390,0.1927069870,0.0301259013,0.3797990847,0.8341484769,1.0395429118,0.2138990320,0.7988008477,0.6980592062,0.8588123652,-0.0314091450,1.8563768306,1.1478258233,0.4257154862,2.4562734896,0.2123464005,2.7812048569,1.6106534052,1.1927282117,1.8416862883,4.0195023060,2.7262809576,1.7762824299,1.3942010023,0.9840603023,0.4666677879,1.2104553805,0.5619151303,0.5117781859,1.8001384040,2.1972816589,2.1859802290,2.3295708100,0.7090388426,0.9844841587,1.2376323867,0.2870655284,2.3132479590,1.4966919869,0.7394488404,1.2476795501,1.6545095873,2.1818544863,2.3222305478,0.2661497138,1.2248839183,0.6704295634,0.7302720172,0.9970192195,0.9492498922,0.7371242370,2.1327344180,0.5849728780,0.0277498589,2.0873692035,1.6275674124,0.3363024906,0.9661887334,0.3992910188,Control
GSM480992,0.4398213812,1.9878609218,2.2633216233,0.0852505762,0.1584149181,0.3162242127,0.5504623074,1.3981403853,0.2538321219,0.5765747834,0.5188744855,0.9538249318,0.5542901803,1.9470665303,0.7617480983,0.3720775344,2.0802210038,0.1049487142,2.5421525538,1.4351751020,1.2153816159,1.9397900107,4.3413267137,2.7089334876,1.9553286831,1.3022716794,0.9964155780,0.2011608248,0.9354733041,0.3648373661,0.6415492041,1.8337168824,1.9498871939,1.9373889181,2.4435079693,0.8453843741,0.9653077245,1.0807630825,0.3092850267,2.3749431373,1.3819751292,0.5512549343,1.1383788195,1.5750498077,2.2309278118,1.8556330402,0.5479273599,1.0488702043,0.6707829465,0.6086787910,0.7880503898,0.8010663307,1.0840547086,1.4710577726,0.9908523523,0.0437098363,1.9453416147,1.6904229138,0.5412993354,0.9245691404,0.4381850472,Control
GSM480993,0.6524033558,1.8616356552,2.3908473255,0.2232425609,0.3248435988,0.3382211334,0.9454233330,1.7694959269,0.2040139704,0.8754696113,0.7753788841,0.8852437508,0.6193341165,1.8764149353,1.1152045637,0.4715218885,2.3538808954,0.2072038372,2.6720158680,1.6913663838,1.2243270863,1.9234234890,3.9878728708,2.6524897961,1.8181509573,1.4848391836,1.2876011059,0.6328711621,1.0396554694,0.6283735601,0.5177623539,1.7456921671,2.1369374991,2.2438349653,2.3053646883,0.6424581836,0.9897042004,1.2571674703,0.3338063993,2.1276670697,1.4768432305,0.7040909280,1.2577366306,1.6345224711,2.3526830144,2.1322508257,1.2214706010,1.0870003260,0.7763172075,0.9380837589,1.1154803497,1.0936671454,1.5817800603,1.8889057636,1.7259579934,0.0424645376,2.3870361470,1.5453341795,0.8794380091,1.0085132794,0.5287257336,Control
