@relation data

@attribute id string
@attribute 10010 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 1540 numeric
@attribute 1654 numeric
@attribute 23586 numeric
@attribute 26007 numeric
@attribute 29110 numeric
@attribute 338376 numeric
@attribute 340061 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3456 numeric
@attribute 3467 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 4214 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5300 numeric
@attribute 54941 numeric
@attribute 55593 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 56832 numeric
@attribute 57506 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 64135 numeric
@attribute 64343 numeric
@attribute 6885 numeric
@attribute 7124 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7706 numeric
@attribute 79132 numeric
@attribute 79671 numeric
@attribute 80143 numeric
@attribute 841 numeric
@attribute 843 numeric
@attribute 8653 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8772 numeric
@attribute 9140 numeric
@attribute 9474 numeric
@attribute 9636 numeric
@attribute 9641 numeric
@attribute 9755 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0433026792,0.2841429040,0.4174692793,0.3212928375,0.7974629925,0.1134383871,0.0603973948,0.4318454124,0.0121371939,1.0739322034,-0.2249800251,-0.1665054104,-0.0429045095,-0.2226108248,-0.0765595098,0.0927210790,0.2679063242,0.1075109721,-0.1095083857,-0.2430928978,-0.0585254547,0.6669441158,0.2263285354,0.4242359363,0.0372776528,0.8098630121,0.4748031217,0.9345152332,-0.0658368549,0.7222148704,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,-0.1752450901,-0.0782060734,1.2157194917,0.6241121968,-0.0678910387,0.3714635905,0.2768544875,-0.1203307158,-0.0815773857,0.8324798921,0.8421600224,-0.1297160315,0.5292250987,0.2173280109,0.1048994176,-0.0064779885,-0.1356328194,1.0991232922,0.1502289322,1.1454639601,1.4035960112,0.1700530383,0.8563798286,0.1133302221,0.0404035737,BRCA
GSM481003,0.0683275490,0.2877502063,0.3061586227,0.3106392868,0.5618184310,0.2578673878,0.0446080631,0.2659453608,-0.0758786433,1.0476975274,-0.1369568799,-0.0251908779,-0.1373027871,-0.1710536411,-0.0320325630,-0.0408489219,0.4162924297,1.4715424657,-0.1299268159,-0.1419386838,-0.0999497627,1.0017318409,0.3318944417,0.4940745450,0.0608519517,1.4016762564,0.6189834172,1.4588179830,-0.0169529363,0.6613238120,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,-0.1308811686,0.0668444213,1.5458108518,0.6049226272,-0.0262409266,0.1956456918,0.2633005434,0.3678463830,0.0369979428,0.9165989648,0.9584499535,-0.0081544891,0.7135202516,0.2268749003,0.1321838536,-0.0000994813,-0.1004247450,1.2488890655,0.0927192407,1.3959826067,0.8642977537,0.0587094962,1.2582333351,0.1237864323,0.0335888406,BRCA
GSM481004,0.0145614098,0.3929689074,0.4136280409,0.3298991156,0.5548219535,0.0943860217,0.1332545598,0.1809112631,0.0154338860,0.9645311756,-0.2329448065,-0.0903554935,-0.0811381615,-0.2396499637,-0.0809765638,0.0199074987,0.4565757285,1.6739334250,-0.2246398431,-0.1927705000,-0.0435540229,0.8182048470,0.2741605306,0.2035975778,0.1890115326,1.3433312625,0.5926850402,1.1559408102,-0.0020593866,0.6312246911,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,-0.1232081686,0.0014579335,1.4715695732,0.4966396672,-0.0436022890,0.2716973105,0.2940910289,-0.0368083989,0.0960737533,0.9852751046,0.9260097535,0.0748324519,0.8503915321,0.1296102284,0.0914597162,0.0499261181,-0.1213975507,1.2252235113,0.1418394002,1.4400380619,0.9763092858,0.1188115713,0.7592477649,0.2383639384,0.0783062499,BRCA
GSM481005,0.1497471420,0.7559128657,0.3984561536,0.4241933834,1.0530344909,0.1966569814,0.0011216624,0.5191381499,-0.0416557279,0.9823848025,-0.0999731669,-0.0703464779,-0.0872558476,-0.2208455736,-0.0306531701,-0.0500177677,0.3903404364,0.3897922044,-0.1439297993,-0.1125736402,-0.1186484377,0.7161384635,0.1504838930,0.5196754609,0.0661443981,0.7793831442,0.5579776450,1.1917255559,0.0051184623,0.7378124195,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,-0.1613229344,-0.0416853791,1.2129281088,0.4447447957,-0.1172703595,0.5068674746,0.6410530742,-0.1027448054,-0.0153414088,0.7733274586,0.6884766548,0.0038931824,0.6696722305,0.3522814667,0.1227475022,0.0269903768,-0.1006101458,1.0535859416,0.1484226488,1.2396340239,1.4842690771,0.2473886922,0.9027717479,0.0908193721,0.0532048846,BRCA
GSM481006,0.1116365763,0.5505344721,0.3921763096,0.4573149853,1.1861104085,0.1397973734,0.0417476584,0.8215927878,0.0035339351,0.6998745141,-0.1273475336,-0.0825599241,-0.1263899816,-0.0908440640,-0.1508883867,0.0443797201,0.2354427614,0.7345458053,-0.1509048072,-0.1688726571,-0.0640283967,0.7342622624,0.3730837394,0.4536705289,0.1223146532,1.0869957842,0.5536829033,0.8304669884,0.0817987751,0.6921808076,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,-0.1684520829,0.1719122964,1.3122026393,0.5143065399,-0.0018096346,0.4415254198,0.5432311448,-0.0591356744,-0.0463810288,0.8630956933,1.1994352474,-0.0077703427,0.3447380246,0.4450045465,0.1767319650,0.0225465108,-0.1064091744,0.8621735083,0.1076701371,1.1236223613,1.2896886521,0.2053860626,2.2634558013,0.1165632101,0.1289778559,BRCA
GSM481007,0.1372781645,0.2756707471,0.2309822093,0.4653516788,0.8100687943,0.0208879143,0.0917785916,0.3530144862,-0.0774231010,0.7716047396,-0.0661921823,-0.0938017999,-0.0554567706,-0.1144838074,-0.0492152067,0.1139077722,0.2572633833,0.3815329463,-0.1511262000,-0.1798202869,-0.0411342916,1.0078562256,0.5372872902,0.3479610627,0.0016019143,1.3999506757,0.8652860147,1.2251627781,0.1304248289,0.4706420859,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,-0.1474832348,0.0930828013,1.4910032429,0.5193731897,0.0935127583,0.2511830880,0.3382505102,0.1398046748,0.1268612003,0.5864982621,1.0151293236,-0.0995578020,0.6301391033,0.2348598172,0.1683203725,0.0001815175,-0.0976582559,0.9311149749,0.0681875506,1.3381449249,1.0122098915,0.1880400059,2.5249374839,0.2020286458,0.2187846405,BRCA
GSM481008,0.1537969829,0.9329660580,0.3457279783,0.1663752298,0.8690403717,0.1826523155,-0.0317793203,0.6830283503,-0.0353987127,0.7000755571,-0.1489817619,-0.0607080726,-0.0912060768,-0.2021448404,-0.0616991531,-0.0235880059,0.3088421996,2.2164069593,-0.0432277814,-0.1796682819,-0.0977462972,1.7556691429,0.5325295541,0.3505251462,0.2086261566,1.2762110606,0.7326664201,1.6746293828,-0.0399164398,0.6565905934,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,-0.1875918506,0.0539069232,1.3571830794,0.5585720231,-0.0088964156,0.5632155282,0.3780345452,-0.0821399172,0.3151042461,0.8310980052,0.7452433064,0.0012930446,0.3228732461,0.3067217514,0.2110551038,0.0193326599,-0.1189465434,1.3610299529,0.0933854235,1.3797544043,1.2191417245,0.1857156609,1.6139587693,0.2243411231,0.1499854267,Control
GSM481009,0.0260633054,0.4141671401,0.2764711754,0.1501374310,0.9352150722,0.0530971003,-0.0217041693,0.4289031363,-0.0357725284,0.7060795365,-0.1239943903,-0.0897535325,-0.0273430940,-0.1830840958,-0.0367782738,0.0539337454,0.1725846681,0.1852908233,-0.1940156351,-0.1676231830,0.0113732247,0.2589526535,-0.0786988957,0.3211863863,0.0623427681,0.6739098801,0.3036365448,0.3485864093,-0.0470619117,0.4283869215,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.1998465311,-0.0235427395,0.9630623995,0.2179962545,-0.0817797176,0.4525661044,0.2541130532,-0.1245508698,-0.4913612215,0.3619636111,1.0905192728,-0.2770150401,0.3022451102,0.4916605440,0.2052960319,-0.0737737967,-0.1486968403,0.5619953670,0.0010559037,0.7153020533,1.3973734271,0.1368564887,0.5472598349,0.0822769133,-0.1543846640,Control
GSM481010,0.1817977231,0.8322192047,0.3582406002,0.6622467861,1.1880327300,0.5213647071,0.0240620921,0.6135787980,-0.1046772074,0.7759146685,-0.1164575414,-0.0778342285,-0.1084122991,-0.0943694549,-0.1134077050,0.0558533144,0.3174347172,1.6296272655,-0.1489029545,-0.0178994006,-0.0697469527,0.5641342404,0.2963772680,0.6825766645,0.1809599443,1.1876550054,0.5544574002,1.2552183272,-0.0725053035,0.6600614867,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,-0.0923050673,-0.0780998039,1.2152642781,0.4516097499,0.0074156855,0.5518280401,0.5448883692,-0.0689478631,-0.1288154235,0.9323665536,0.9941414631,0.0084402616,0.5175749091,0.5601615679,0.0754469297,0.0235196726,-0.0840915383,1.1540054709,0.2645242032,1.3444891074,1.3341931645,0.4312008895,0.7721785554,0.1356136227,0.0910389519,Control
GSM481011,-0.0175228898,0.2562781054,0.1895736574,0.1110109613,0.4766530783,0.1554444713,0.0593439608,0.1925543140,-0.0652155537,1.2749493065,-0.1018765384,-0.1155099279,-0.0170110600,-0.1619128032,-0.0754183352,0.0205199428,0.2600992171,0.2282059908,-0.0954395305,-0.2198452753,-0.0087556806,1.1238542651,0.3830517459,0.1779143085,0.0443784665,1.0963865406,0.6543434733,1.6867240592,-0.0396246692,0.7583511170,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,-0.1960700262,0.1133250008,1.4994342731,0.6355269162,-0.0795147948,0.3010818638,0.1588936072,-0.0423061008,-0.0234986019,0.5158596456,0.7513504013,-0.0032420356,0.9016189953,0.3047834369,0.0645896237,-0.0662813277,-0.1330350501,1.4445699183,0.1111272328,1.3676190143,0.9543196885,0.0863747784,1.5296065543,0.1268164561,0.1542502550,Control
