@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11167 numeric
@attribute 11197 numeric
@attribute 1452 numeric
@attribute 1499 numeric
@attribute 1855 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 22881 numeric
@attribute 22943 numeric
@attribute 27121 numeric
@attribute 27122 numeric
@attribute 27123 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 4035 numeric
@attribute 51339 numeric
@attribute 5300 numeric
@attribute 5663 numeric
@attribute 5786 numeric
@attribute 59343 numeric
@attribute 6422 numeric
@attribute 7252 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 85407 numeric
@attribute 85409 numeric
@attribute 9350 numeric
@attribute 9961 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,1.4838917339,-0.0591600927,0.7749692683,0.6174689995,1.5403237708,2.3584245311,0.3070585448,1.5996566223,1.2363757027,-0.0123300714,0.9250137531,-0.0707994910,0.6282775754,0.8950817100,0.0387382352,0.5730880462,3.0393523773,0.9345152332,0.2626772636,0.3019102771,0.7244274211,0.1594290040,0.0925200145,-0.0583147597,0.0213968743,-0.0208626371,-0.0864757289,-0.0289723550,1.4225970027,BRCA
GSM481003,0.3007907103,1.1610990548,0.0058388452,0.5022556961,0.5368674805,1.6316522890,2.5114432043,0.3973698837,1.0132528831,1.1691645318,0.0020005749,1.5308833949,-0.0786798567,0.6853814301,0.9718543944,0.0567640029,0.3305228854,2.6058304973,1.4588179830,0.1710262043,0.2594220786,0.4726885488,0.3016362033,0.0790879139,-0.0233808412,0.1043073465,-0.0009759321,-0.0572944440,-0.0571555730,1.8404009806,BRCA
GSM481004,0.4733082638,1.4257383047,-0.0084024777,0.5846829968,0.5084360550,1.7601004838,2.2194539971,0.4676012300,1.4114633640,2.4766519337,-0.0305906783,1.5878011538,-0.0746018754,0.7605310136,1.3618418052,0.0156502626,0.7548477693,2.3281972542,1.1559408102,0.1590112297,0.2838377680,0.6565242874,0.5349414673,0.0611667626,-0.0195342790,0.0705623067,-0.0766710311,-0.1844947764,-0.0187263284,1.7990410890,BRCA
GSM481005,0.7983672971,1.4665997113,-0.0114657412,0.8952178020,0.6957511474,1.2660262982,2.3890128664,0.4302809539,1.7587942225,2.5389746294,-0.0256904948,1.5056313482,-0.0820931103,0.5514022044,0.9572651076,0.1923242811,0.5311841832,3.4553472998,1.1917255559,0.3476366963,0.3231648016,0.9475457416,0.2960722153,0.0117488538,-0.0176479652,0.0289946738,0.0169129932,-0.0235225617,-0.0297387446,1.3673485003,BRCA
GSM481006,0.6102282105,1.2392157199,-0.0619639290,0.7858931990,0.6774093451,1.6513754858,2.7993582883,0.4174783649,1.0255770864,1.6212366356,-0.0423242431,1.2701327725,-0.0586762014,0.5057105281,1.0202108809,0.0629272980,0.3512959743,3.0356740686,0.8304669884,0.3838538600,0.3365598011,0.8038373718,0.2701994026,-0.0832168390,-0.0344282651,0.0323950014,0.0093336500,-0.0898530524,-0.1252818144,1.3031877746,BRCA
GSM481007,0.3836162349,0.9742052220,-0.0270262821,0.4159057388,0.6134111168,1.9319358701,2.4604020782,0.2757121727,1.2830950502,2.6272452276,-0.0068578205,1.6020011640,-0.0679256051,0.7364221625,0.5586554259,0.2163079727,0.3779517038,1.6447266538,1.2251627781,0.1124916842,0.2014997771,0.7311596308,0.6238864969,-0.0299541411,0.0191384241,0.1145197172,-0.0483286456,-0.0001162141,-0.0427167924,1.8130289714,BRCA
GSM481008,0.5217626055,1.0940148046,-0.0223884174,0.5904208655,0.5762742963,1.6606386056,2.1300801171,0.4476290999,0.4915432156,1.2630858620,-0.0607966250,1.4177159793,-0.1141962139,0.9535613207,1.0892350491,0.1321390251,0.4374621035,2.3100448316,1.6746293828,0.0936546897,0.2310766216,0.6411620913,0.8070204960,-0.0221648730,0.0002120643,-0.0198442451,0.0115028164,0.2903168336,-0.0058102139,1.5083753963,Control
GSM481009,0.5489170128,1.5335249328,-0.1393855648,0.6226818040,0.6379877187,0.9712759356,1.7882246540,0.1436777954,1.0836383766,0.8197733726,-0.1165278275,1.3523299510,-0.1094625784,0.2072424322,0.4939206066,0.0385478688,0.2278006284,3.3625079792,0.3485864093,0.2451832610,0.1904850534,0.6150743960,0.2702900927,-0.0063208156,-0.2033955997,-0.0390716881,0.0725833715,-0.3652912412,-0.0619971419,1.0667428292,Control
GSM481010,0.6249280034,1.4392630837,-0.0921136408,0.8328421336,0.7343420027,1.1539768628,2.1086231072,0.3798376370,1.4646446599,1.2656153109,-0.0459535239,1.0776842965,-0.1097652027,0.5189746011,0.9262991083,0.0640800452,0.3351872551,1.9817086857,1.2552183272,0.3610900180,0.3299315085,0.8674369441,0.6350300262,-0.1050632676,-0.0026645693,0.0465928004,0.0028972509,0.0126180672,-0.0561063725,1.3661248634,Control
GSM481011,0.3773361022,1.2856145356,0.0331848206,0.4575096548,0.4369135557,1.9777225687,2.7272794777,0.4895673924,1.3905128539,1.6262097492,-0.0576067504,1.4700564758,-0.0618335938,0.9022890391,0.8232649406,0.0466596353,0.5179873879,2.5600328447,1.6867240592,0.0722549435,0.1999878575,0.4928294120,0.6452240635,0.0817703110,-0.0613471039,0.0469753184,0.0020411775,-0.0755081663,0.0120254614,1.9647758107,Control
