@relation data

@attribute id string
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 22916 numeric
@attribute 25920 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 4331 numeric
@attribute 4686 numeric
@attribute 51497 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 6827 numeric
@attribute 6829 numeric
@attribute 7469 numeric
@attribute 7936 numeric
@attribute 902 numeric
@attribute 9150 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0296380270,0.7140045016,1.8174701333,0.3998035524,0.3907541752,1.4746629334,1.2852055382,0.6623463939,0.3433025304,0.1694913510,0.7445804778,1.2891664039,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,1.5967238161,0.7240560270,1.0479472341,1.0444371149,1.6350200091,0.3201496537,BRCA
GSM480985,-0.0246395640,0.5457641249,1.5404746989,0.2591035321,0.4345017685,1.3002798611,1.2463617062,0.2177986754,0.2805762249,0.1616124383,0.3393816852,1.0446353144,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,1.3922314345,0.6675572611,1.0505479182,1.1305355117,1.2766061766,0.2088584618,BRCA
GSM480986,-0.0405722065,0.4456885583,1.6741521096,0.2430196964,0.5626451933,1.3279832959,1.0846191228,0.4957253507,0.3247791289,0.1028344686,0.6536400349,1.3916506580,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,1.7232999291,0.7385665625,0.9532300165,1.3540268184,1.0528557854,0.3690454011,BRCA
GSM480987,0.0869013125,0.3906424057,1.9021330754,0.2049890867,0.5690965432,0.9513957922,1.1207719374,0.5377548806,0.1268218456,0.0561209006,0.5613852767,1.3506376296,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,1.7264401954,0.6298927483,0.8944853104,1.0933616371,1.3326103814,0.2660323721,BRCA
GSM480988,-0.0960179744,0.4572973616,1.2991112575,0.1951623424,0.4659313884,1.1511479914,1.1935567203,0.3271604209,0.2029555759,0.1152204733,0.5848175896,1.2748770098,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,1.3704374204,0.4567717433,0.6161849515,1.2385658920,0.8448971166,0.2454139744,BRCA
GSM480989,-0.0803737361,0.1961962798,1.3030091405,0.3182675014,0.5378667209,0.8324602135,0.6455758893,0.2276148893,0.3893048411,-0.0329211112,0.4277957842,1.4266218991,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,1.9822810122,0.6024599970,1.1059650832,1.4912367761,0.5867294799,0.3926065220,BRCA
GSM480990,0.1646377929,0.1790467939,1.4144610668,0.3282873129,0.7308652535,1.1087947152,0.6016601944,0.3621013066,0.1977200439,0.0403791171,0.4327955214,1.2732060030,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,1.8198806558,0.5439141475,0.9925599632,1.2348639846,0.6179169566,0.5160843862,Control
GSM480991,-0.0845744576,0.3116158577,1.5166104675,0.2532665635,0.5848697716,1.0823183061,0.9432743358,0.1669740229,0.1977765904,0.0149837607,0.4317130148,1.2875283938,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,1.6871744438,0.7496011913,0.9304810641,1.5421826303,0.8301298161,0.4241531323,Control
GSM480992,0.0372287346,0.2507348696,1.4871710202,0.4745379445,0.6392148110,0.9156237514,0.6078198389,0.3349143479,0.3574455567,-0.0278273442,0.3609761331,1.5462855622,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,1.6421740439,0.9198948507,1.2115103957,1.2076385708,0.6617135230,0.5143715329,Control
GSM480993,0.0362933893,0.3407280985,1.5598783485,0.2671490787,0.6596746354,1.0733831598,0.9542187208,0.4764979621,0.3211575151,0.0798602138,0.4616988506,1.3268595841,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,1.6761763863,0.7793414384,1.1248942976,1.4543932796,0.9745229781,0.4966030294,Control
GSM480994,-0.0198064901,0.2211013224,1.3899063959,0.2428432395,0.5435808993,1.0698143355,0.6630211305,0.3764650823,0.2789811619,0.0721072979,0.3644096033,1.2374990694,0.5573769581,1.3609777563,0.7297566188,1.7444200515,0.9296552261,0.4711834936,1.9371673185,2.0915828495,2.3845392201,0.9918877419,1.6347134388,1.6032793991,0.5263560972,0.9311465731,1.3562461197,0.8814545316,0.1339533107,Control
GSM480995,0.0242032672,0.3743908535,1.5835999887,0.3902248682,0.5028742267,1.1327314094,0.9657882553,0.3451604133,0.1898077044,0.0120005566,0.5472116108,1.2718195449,0.4965784506,1.4510019176,0.8922421001,1.6873804115,0.7683329939,0.6793854129,1.7993106712,1.9964629263,1.7544976407,1.1618369989,1.5966395768,2.1372152738,0.7580108130,1.0222150391,1.6751137555,1.0097301603,0.5146662165,Control
GSM480996,0.0469320976,0.4116232665,1.6250966072,0.2833965276,0.5490478394,1.1596979183,0.9766436655,0.4049631797,0.4735310550,0.1048203922,0.5249120911,1.5799340197,0.6427988857,1.5284496046,1.0159406141,1.9593366709,1.2517935276,1.0298981155,1.9589864065,2.2322559951,2.2688928976,1.2686009321,1.9776693052,1.9208868274,0.9276482285,0.9895874791,1.2269191505,0.9550004281,0.4210926388,BRCA
GSM480997,0.4761020074,0.3334243096,1.4421748729,0.2732857149,0.5937590645,0.5533277113,0.8521671786,0.3558009744,0.2162059540,0.0315131536,0.1973050761,1.1114767305,0.5941398577,1.2897330133,1.0116094612,1.6213326237,0.9696906130,0.5698352251,1.9245674979,1.6931048331,2.2299421364,1.1143472249,1.9094705433,1.9838086366,0.7868651701,0.7261261238,1.9109296084,0.9256886754,0.4057307519,BRCA
GSM480998,0.0586645501,0.4474234250,1.7923873862,0.4145383088,0.4251242367,1.2826264399,1.2257349790,0.5545929514,0.6392431723,0.0638451099,0.4468033196,1.5507016032,0.6463120739,1.7639596517,0.8838037979,1.8806177378,1.1753787794,1.0607975330,1.7077752937,2.1567917316,2.2051653730,1.1255736436,1.8974398193,1.5287674282,1.0474715897,1.1949101034,0.9128292635,1.0448614017,0.4558308357,BRCA
GSM480999,0.0671350062,0.5757746342,1.6508511235,0.2831099814,0.4129482270,1.2860508010,1.1289662230,0.4779277451,0.1671412344,0.1044841720,0.4997394822,1.1627146639,0.4947846568,1.7301363037,0.7085651896,1.6310096437,0.9072224338,0.6700739898,1.8291340266,1.8315663935,1.6774007281,1.3729568571,1.3778817017,1.5738576181,0.6703159785,0.9573020379,1.1780407607,1.1809260547,0.3503324544,BRCA
GSM481000,0.0443273855,0.6262489539,1.8118115317,0.3587200900,0.3631641730,1.3923851831,1.2851028395,0.2861152696,0.5107963959,0.1869399046,0.4972662059,1.3917277101,0.6022297094,1.7919678583,0.8467436703,1.4612862357,0.9111214659,0.5843651672,1.7868700437,1.8297314496,1.6798985601,1.4495659938,1.6255422839,1.5423265527,0.9536995445,1.0813219231,1.1420225175,1.4134678161,0.4151557496,BRCA
GSM481001,0.0289402416,0.2669070738,1.4677605122,0.2167549505,0.3354875534,1.3618447223,1.0673987742,0.2815211677,0.1282111203,0.0179596334,0.4134160298,1.1008878071,0.5049143966,1.5295775910,0.6792754027,1.3503731381,0.8654047787,0.6110590695,1.6248340718,1.5469928681,1.3098336260,1.1224232189,1.1991471208,1.6693172156,0.7753148750,1.0195359608,1.1921815871,1.1962018353,0.3458049991,BRCA
