@relation data

@attribute id string
@attribute 1026 numeric
@attribute 1111 numeric
@attribute 4750 numeric
@attribute 7465 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,3.3594499677,-0.0207608909,0.2546519796,0.7796234821,0.0080851044,1.0736579266,BRCA
GSM481003,3.0403829142,0.0788576193,0.1132892895,0.8240081359,0.1122321595,1.7012932566,BRCA
GSM481004,3.0274459125,0.1553593973,0.1559509860,0.9888391265,0.1384796301,1.9835826158,BRCA
GSM481005,3.2873637975,-0.0509479857,0.4958467222,1.1646198406,0.1056465136,1.1929960980,BRCA
GSM481006,3.2162807881,-0.0875418057,0.3319275625,1.0816936776,0.0085488280,1.3423867920,BRCA
GSM481007,3.1362124086,-0.0663335973,0.2292831105,0.9833582546,0.0905794720,1.8028394779,BRCA
GSM481008,2.8834402039,0.3485994223,0.2029201097,0.8807206629,0.6091946059,2.6956056886,Control
GSM481009,3.1617967563,0.0690172817,0.3282497568,0.9655744929,-0.0490356854,1.6744657689,Control
GSM481010,2.8992610497,-0.0126356082,0.3263676615,1.2663386790,0.1005204337,1.4865737623,Control
GSM481011,3.6372286978,0.0717280289,0.2087497179,0.6878570232,0.0878606129,1.8906037143,Control
GSM481012,3.1253992766,0.1184790361,0.3964641239,0.7136856386,0.1651316347,2.1704689529,Control
GSM481013,2.6682964415,0.2857089378,0.0587036987,0.8400474893,0.7256789292,3.1160226530,Control
GSM481014,3.2114973665,0.0022970923,0.4674656914,1.1185733833,0.3606247704,2.2261820369,BRCA
GSM481015,3.6075988710,0.0366658645,0.1969717915,1.4266185826,0.1377870251,2.3653379414,BRCA
GSM481016,2.9940343796,0.3492143929,0.1513236933,1.0616554181,0.3345993899,1.8186811208,BRCA
GSM481017,2.4443219974,0.4148975645,0.7071500478,1.0835725331,0.1203295719,1.0743768348,BRCA
GSM481018,3.3114707096,-0.0146909018,0.0767952423,1.3063179516,0.0722740130,3.0988125538,BRCA
GSM481019,3.0739026516,0.2385587941,0.4922376072,0.6415343426,0.2005175191,1.8523388173,BRCA
