@relation data

@attribute id string
@attribute 10327 numeric
@attribute 10554 numeric
@attribute 10555 numeric
@attribute 1056 numeric
@attribute 11343 numeric
@attribute 119548 numeric
@attribute 129642 numeric
@attribute 132158 numeric
@attribute 137964 numeric
@attribute 154141 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 253558 numeric
@attribute 26007 numeric
@attribute 2710 numeric
@attribute 2712 numeric
@attribute 2717 numeric
@attribute 346606 numeric
@attribute 3990 numeric
@attribute 4023 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5408 numeric
@attribute 55750 numeric
@attribute 56894 numeric
@attribute 56895 numeric
@attribute 57678 numeric
@attribute 80339 numeric
@attribute 84649 numeric
@attribute 84803 numeric
@attribute 8513 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8694 numeric
@attribute 9162 numeric
@attribute 9388 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.5935368593,0.8673956693,0.4311070021,0.0323117397,0.9044003919,-0.1465235653,1.9978014789,-0.0314681776,2.2661619335,0.2017209471,0.2853465338,-0.0494801641,-0.1562702654,-0.0585234014,0.1798295527,1.3596210412,0.7289875286,2.8428906733,0.2975739609,1.2742600589,0.0603973948,0.2426131369,-0.0267653435,0.6684046687,-0.2832930350,-0.1878614859,-0.1117923361,0.0295893912,-0.1131897440,-0.1306083152,0.4351735390,0.7025535773,0.2328770637,0.2829720112,-0.0277599064,-0.0416664527,0.3048013620,-0.0376422541,0.2448576122,0.2278098088,0.4590611783,0.8934608933,-0.0710048071,-0.0280965920,0.3582487902,-0.0040899706,0.1050296916,BRCA
GSM481003,0.7139491512,1.0671933974,0.4800918469,0.1323301035,0.6284088791,-0.1118072277,1.8133111781,0.2153698350,2.4327859431,1.5559186273,0.3461960096,-0.0392159924,-0.0329092837,-0.0761071571,0.3954063866,1.3603782851,0.5956070592,2.2803979187,0.5232550384,1.4690093440,0.0446080631,-0.0131827067,-0.0759207541,1.1935792499,-0.2714505295,-0.0821080861,-0.1283536547,-0.0549062036,-0.0733205585,-0.1407786516,0.5246453083,0.6624655826,0.2166838359,0.0068917698,-0.0916032321,-0.0121136751,0.3910348647,-0.0754068632,0.5346045782,0.4228660253,0.5260674770,0.6378826993,-0.0246214473,-0.0490325613,0.6715540390,0.0024791414,0.6177506101,BRCA
GSM481004,0.5701334217,0.9763059730,0.3922555058,-0.0794073430,0.9445562226,-0.1074462620,2.0805260839,0.1083046590,2.3895150869,0.0843335399,0.3430322813,0.0113171302,-0.1386742476,-0.1039034550,0.4571569791,1.5765960482,0.5920443669,2.6771345403,0.4387184336,1.1163876289,0.1332545598,0.2426834457,-0.1043079004,1.1823771629,-0.2324994450,-0.0755676794,-0.0806917530,-0.1028544153,-0.0579577535,-0.0783494150,0.5512059063,0.8786915137,0.4071633672,0.0319569856,-0.0171993616,0.1270504839,0.8347634821,-0.0303103258,0.7930152342,0.3471227035,0.6716340117,0.9591712813,-0.0545466083,0.1269695751,0.6179478368,0.3101633670,1.4636670949,BRCA
GSM481005,0.4457999335,0.9325585762,0.3371154223,-0.0990739269,0.9110262245,-0.1588855031,2.4391167313,0.0399865636,2.1129108666,0.1647903712,0.1982133584,-0.0382929383,-0.1437796571,-0.0795604482,0.2850383564,1.1894485554,0.7706936300,2.1997977231,0.2393710208,1.4330656198,0.0011216624,0.1620045533,-0.0223830439,1.0750532383,-0.2567178851,-0.1012550305,-0.1087241627,-0.0822304308,-0.0352054444,-0.1071202226,0.5381947333,0.6319574554,0.3638693487,0.3191200701,-0.0380831888,0.0958655458,0.3211350343,-0.0485917190,0.3929890530,0.1311198047,0.2865877566,0.9566572017,-0.0801453172,0.0907612231,0.3787719976,0.3958657423,0.5263983200,BRCA
GSM481006,0.6793530111,1.0576481734,0.5006557405,-0.2354056409,0.8555079922,-0.1250879484,1.8739796653,-0.0148532329,2.2916414440,1.1389377051,0.1973957426,-0.0343907599,-0.0679974597,-0.0778222571,0.0732517985,0.9011514651,0.7918512212,2.4002272552,0.3883146761,1.6066675284,0.0417476584,0.2168689329,-0.0940142050,0.7959254449,-0.2932442854,-0.0499961838,-0.0739018210,-0.1452491344,-0.0202520989,-0.1067864274,0.5910675022,0.6974179955,0.2794009036,0.2079011406,-0.1405419275,0.1785783503,0.7401705942,-0.0994983864,0.2223917919,0.1751262152,0.6816669008,0.8967576112,0.0359664823,0.0879508424,0.3419248642,-0.0613824153,0.3794261279,BRCA
GSM481007,1.0035665164,1.1972522934,0.7929810810,-0.1946924349,0.6638391363,-0.0451920386,0.7923214004,0.4066401484,2.0961063355,1.2057176697,0.2741069805,-0.0964318958,-0.0745290706,-0.0725504516,0.3853519006,1.1416312754,0.8333636560,2.1771405738,0.5255545913,1.1706212194,0.0917785916,0.1973503177,-0.1089154913,0.4665498053,-0.1172148167,-0.0622827463,-0.0732098790,-0.0595656852,-0.0789337213,-0.0816008528,0.2761870440,0.6231970031,0.3445769896,-0.0599028276,-0.0864408436,0.2179805060,0.1274931091,-0.0174230834,0.2870465880,0.0707556710,0.4097689828,0.5489223466,-0.0012836899,0.1163057310,0.9355845686,-0.0455709597,0.3492673578,BRCA
GSM481008,0.5686238202,0.8772422770,0.4323109589,0.1359192569,0.6898809527,-0.0533674804,1.7820437178,0.7299619544,1.9065857976,0.4166938752,0.2935032197,-0.1331143563,0.0162580809,-0.1306744359,0.4704275791,1.7179112501,0.2407050450,2.0121529632,0.1811918107,1.3298763334,-0.0317793203,1.0484351749,-0.1099063111,1.0957051516,-0.2624759321,-0.1030432945,-0.0517943256,-0.0997503088,-0.0909356824,-0.1083086539,0.5797439885,0.6823066480,0.3129352761,0.4610822761,-0.0515710104,0.4904400852,0.3914904288,-0.1213399056,0.6517942286,-0.0228458407,0.6457512668,0.4242254271,0.0167825346,0.0099040869,0.7415980210,0.0025696558,0.8377487437,Control
GSM481009,0.4130410727,0.5614384147,0.2355933614,-0.2067539086,0.6846121640,-0.1542815683,1.7768225633,-0.0624050829,1.7081881966,0.0712227237,0.0947650961,-0.0733358015,-0.1801348723,-0.1269223151,-0.0204918324,1.5246361561,0.3136098313,2.8812776672,0.0613896178,1.2392981649,-0.0217041693,0.1118057316,-0.0627947705,0.5086261846,-0.5426673499,-0.0929691306,-0.0520099834,-0.1110232712,-0.0197843461,-0.1948926150,0.4238988954,0.3809932612,0.1517282808,0.1920382921,-0.1929470920,-0.0902506878,0.4302155980,-0.1052572992,0.1187826106,0.1154952880,0.2070281051,0.7326637835,-0.0460636843,0.0532213423,-0.0721708867,0.1580655228,0.4962968929,Control
GSM481010,0.5335883634,0.7416781301,0.4054026236,-0.0340398564,0.7227736851,-0.1440107176,2.0853579490,0.1244159206,1.9427653849,0.3828634327,0.2268503939,-0.1281650854,-0.0216696830,-0.0765055276,0.3875883851,1.4316206639,0.5528815033,2.5246802834,0.6241290761,1.8825871796,0.0240620921,0.2771291454,-0.1084571584,1.1718349224,-0.1675042484,-0.0295135758,-0.1318852761,-0.0874600532,-0.0959986451,-0.1277396448,0.5660058302,0.6380378893,0.3279716344,0.2805418277,-0.1037669815,0.1113635044,0.4659599701,-0.1034736075,0.4098915151,0.0809858693,0.4754191354,0.6795406415,-0.0085985039,0.0017597583,0.3704159102,0.0278013797,1.3646266535,Control
GSM481011,0.7690729796,1.3683629774,0.6069163629,-0.1616639174,1.1739759009,-0.0435186737,1.8512621075,-0.0093683295,1.9058153555,0.1099885237,0.2305919845,-0.0267128731,-0.1205301823,-0.1761172993,0.4622972094,1.3559073807,0.5797773188,2.1697107354,0.2239222685,1.3912852340,0.0593439608,0.2240986120,-0.0317303156,0.6870576127,-0.3148061130,-0.0882182800,-0.0697190603,-0.0264375704,-0.0535547931,-0.1215208248,0.5590540282,0.7061651330,0.4246091125,0.1418657011,-0.0741580837,0.2824645887,0.4887676585,-0.0048256889,0.7106844597,0.3248575433,0.5527128577,0.8419189540,-0.1267951429,0.0583001079,0.6725537887,0.3971440069,0.1274324403,Control
