@relation data

@attribute id string
@attribute 1432 numeric
@attribute 25759 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4803 numeric
@attribute 4893 numeric
@attribute 4914 numeric
@attribute 53358 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 5898 numeric
@attribute 5899 numeric
@attribute 5900 numeric
@attribute 6300 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 7529 numeric
@attribute 7867 numeric
@attribute 9261 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4174692793,-0.1456060512,1.6104626348,0.8212452234,0.1314761901,0.3680018091,0.8848718814,-0.1747343264,0.1584505707,0.3768321643,1.1201675758,0.4517662190,0.5395283599,0.1390805759,0.3860900013,3.6529270112,0.7392920255,0.2632585569,0.6241121968,2.2882412161,-0.0234144181,-0.0124092440,2.8529286943,0.7075320346,0.7480650073,BRCA
GSM481003,0.3061586227,0.3687587061,1.7524189089,0.9474795161,0.0738842817,0.2977324581,0.9542065300,-0.1846113332,0.1618364114,0.4223379152,1.1333078442,0.4978785231,0.7071057357,0.1453346393,0.2815908568,3.3513499945,0.8170542649,0.4762568737,0.6049226272,2.4272642752,-0.0553885548,-0.0016825477,2.9574292897,1.1052471949,0.8363371597,BRCA
GSM481004,0.4136280409,0.3231435837,1.7306030480,0.8814408686,0.0657351969,0.4250780939,0.9630198516,-0.2144304077,0.3960925107,0.5495924441,1.3982536542,0.4221550408,0.5545792864,0.0639251527,0.4157156661,3.3902719915,0.8942887626,0.4758998802,0.4966396672,2.7043259995,-0.0500999228,-0.0060122215,2.9679501614,1.0539213051,0.8170020746,BRCA
GSM481005,0.3984561536,0.2984071820,1.6458761891,0.8521304950,0.1621117626,0.8258913127,0.8978069759,-0.1696848749,0.3167094880,0.4403047296,1.3712493853,0.4644701202,0.6868093671,0.0764267961,0.3888399490,3.4256180822,0.8180206168,0.3444455902,0.4447447957,2.3308550971,0.0180744121,0.0075601748,2.7884811720,0.6405999848,0.6886006258,BRCA
GSM481006,0.3921763096,0.6224567819,1.6704388113,0.8876503406,0.1676137317,0.2627044822,0.6079864987,-0.1832060911,0.1586954411,0.3909603753,0.9865753614,0.5067868330,0.4674810317,0.1169393467,0.3354175018,3.5294765530,0.9823863784,0.2394068072,0.5143065399,2.3295555881,0.0128678733,-0.0179128214,2.8086695909,0.8584564146,0.9046174878,BRCA
GSM481007,0.2309822093,1.1539923084,1.7786090209,1.1560421735,0.1433539864,0.1905497794,0.8448888773,-0.1365150868,0.1051575886,0.2606000659,1.0516917631,0.4350651474,1.1163454109,0.1837086821,0.2957258879,3.0044312328,0.5735294828,0.3132260433,0.5193731897,2.3985712954,-0.0621160632,0.0468923578,2.4307935001,1.0740025540,0.9244518569,BRCA
GSM481008,0.3457279783,-0.0374337450,1.6622805248,1.2938889639,0.1743810166,0.0193564333,0.9191996994,-0.1285786398,0.2534119720,0.4047704326,1.0726860836,0.4865003888,0.2473534204,0.1199409844,0.3589827556,3.2712527515,0.9190432677,0.4818007304,0.5585720231,2.4446920753,0.0012555714,-0.0086323968,2.7709575175,1.0001408278,0.6951015564,Control
GSM481009,0.2764711754,-0.2635303903,1.3427748691,0.5253295350,0.1793832846,-0.1264328993,0.7767756040,-0.3624040733,0.0973739212,0.2795271149,0.7096309500,0.1471335525,0.2551399111,-0.0310865428,0.2270372226,3.7532215416,0.6906137889,-0.1166254399,0.2179962545,2.4154436141,-0.0048567386,-0.0607615665,2.7177316307,0.5232263056,0.5122263665,Control
GSM481010,0.3582406002,0.3951061078,1.7509254467,0.9039840400,0.1744263203,0.5218429157,1.2621549368,-0.1443649510,0.1761760920,0.5158594621,1.1154199801,0.4636299179,0.3259510165,0.1620686616,0.3965836786,3.4649480580,0.7632651862,0.5195059558,0.4516097499,2.2814118394,0.0688335455,-0.0237400801,2.9788210231,0.7072847548,0.6229085607,Control
GSM481011,0.1895736574,0.1114175908,1.9492786230,1.1300241724,0.1905613793,0.7672940524,0.7011700384,-0.2897583519,0.1995841336,0.3978262835,1.5733309313,0.6478326957,0.6543249066,0.2404869166,0.2711141126,2.8821109831,0.5692630718,0.3523322308,0.6355269162,2.8155515152,-0.0475626586,0.0394449375,2.4501155933,1.1620779186,0.8988482499,Control
GSM481012,0.3378831189,0.0647833173,1.5784882939,0.8123865621,0.1563635992,0.1733875801,0.9596517943,-0.1556269893,0.2692129266,0.4602609591,1.1019343174,0.4124889118,0.3828388733,0.0911824431,0.3464573934,3.7500630021,0.7588759745,0.4537608052,0.3438090688,2.6636632381,-0.0046310019,-0.0168233594,2.9263947011,0.9182156209,0.6115764536,Control
GSM481013,0.4947108470,-0.0334266976,1.6565090109,1.6534560970,0.0518168313,0.1042538307,0.9881928860,-0.0758634953,0.3609145884,0.2502310655,1.2130804397,0.5100071468,0.7791686471,0.2032989389,0.4000868027,3.3055599930,0.6748597381,0.2596377883,0.8065965909,2.5264454656,-0.0280898488,0.0861050577,2.7424908559,1.2277160146,0.8615310110,Control
GSM481014,0.5363523807,0.5527455149,1.2421748134,1.0210845322,0.3313925304,0.0524472641,0.7378481291,-0.1249282027,0.2503549326,0.3728799876,0.7769479156,0.4564182589,0.3204884883,0.1858299267,0.4424410221,3.4716754257,0.7229645807,0.0931827393,0.5362251522,2.1941194408,0.0084851914,0.0158902815,2.5990998984,1.1486154023,0.7776839197,BRCA
GSM481015,0.3073236268,0.1774514230,1.6013563458,1.1101989111,0.2065840998,-0.1601473704,0.4385461199,-0.2096320648,0.4548671407,0.3970232428,1.2662113122,0.2771922884,0.8232681295,0.2108010371,0.3921028600,2.7215220630,0.5838506099,0.2806098647,0.8428982475,2.8591947300,-0.0340474368,0.0181228693,2.5784128666,0.8911044478,1.0242095062,BRCA
GSM481016,0.4468257379,-0.0723159641,1.8586949196,0.9262994193,0.1550476976,0.1077841731,1.7372866348,-0.1175413547,0.2940186772,0.5611247425,1.1607094455,0.2683590200,0.3470328971,0.0464867247,0.2947261601,4.1079697905,1.1049456191,0.3667936642,0.2162413998,2.4599850390,0.0025573775,-0.0277622203,3.0467217603,0.7664410428,0.6695080397,BRCA
GSM481017,0.4272267166,-0.1377430153,1.3855678936,0.5171931558,0.3532067962,0.1085478280,1.3459072037,-0.1509797142,0.3498900936,0.4672802847,0.5629059449,0.1161285869,0.3714593115,-0.0165517380,0.4142338808,3.8388527930,1.1879116789,0.3947250619,0.2186606746,1.9582755479,0.0984201438,-0.0174622540,2.8144220830,0.4059848298,0.3396349788,BRCA
GSM481018,0.4488102300,0.2576120366,1.5609027490,0.9430964104,0.0635509115,0.9136140629,1.2553287445,-0.2616448737,0.0114228157,0.4103365585,0.9598313551,0.4016541361,0.0930643758,0.2315901537,0.3959389863,2.3814781754,0.8111887300,0.3839465017,0.2382993943,2.4696819614,-0.0661165698,0.0063542866,2.5899022817,1.3567512088,0.7391648764,BRCA
GSM481019,0.4176905511,0.1918805207,1.6939296023,1.1114784536,0.3104414724,0.0613148982,1.0174876302,-0.1374253253,0.5772970768,0.4554223602,1.0253944844,0.5044693633,0.8441720789,0.1500525396,0.4703316232,3.3995490669,1.1366855759,0.4921436621,0.8614969292,2.7068592139,0.0599291107,0.0115189316,2.6966121673,1.2459552249,0.8596561719,BRCA
