@relation data

@attribute id string
@attribute 1361 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2162 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 5054 numeric
@attribute 5055 numeric
@attribute 5327 numeric
@attribute 5328 numeric
@attribute 5340 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0908891558,-0.1416186203,0.3371361091,-0.1277063448,-0.1656292359,-0.1719056596,0.0336981885,0.4893859166,0.0413698821,0.4741163664,0.2301754869,-0.0365531985,BRCA
GSM480985,-0.1170101790,-0.1930294107,0.3332767281,-0.1156697529,-0.1399053064,-0.1414716702,-0.1039856565,1.0549763075,-0.0835067437,0.9231641255,0.3113895586,-0.0948844489,BRCA
GSM480986,-0.0081671186,-0.1844459021,0.2808904654,0.0274892185,-0.1307385198,-0.1693826518,-0.0985185886,0.3924423939,0.0998189813,0.6310123736,0.1136136802,-0.0223698655,BRCA
GSM480987,-0.0807716021,-0.2081336734,0.1564254856,-0.0870671465,-0.1241824412,-0.1801341795,-0.0734953539,1.1980752184,0.6217336154,0.1584205581,0.2544527572,0.0163191410,BRCA
GSM480988,-0.0693023160,-0.1149176441,0.1770760837,-0.1040945816,-0.1254562038,-0.0697009560,-0.0722382591,0.0990862712,-0.0226009219,0.4932908714,0.0958373921,-0.0291078585,BRCA
GSM480989,0.0529310682,-0.2880127502,0.3635552958,-0.0899616130,-0.0890212768,-0.0415871689,-0.0443032894,0.4122024022,-0.0722652016,0.5727257746,0.1716688302,-0.0372760201,BRCA
GSM480990,-0.0013644409,-0.2131876319,0.0029791925,-0.0967207664,-0.1062551705,-0.1248791599,-0.0118424829,1.3165193795,0.4385573164,1.5645859725,0.3854634807,-0.0506522504,Control
GSM480991,0.0761885951,-0.2291514151,0.2079766272,0.0336822659,-0.1222378157,-0.1140544591,0.0338303222,0.4921195606,0.4964432618,1.3265365251,0.3512641274,0.0257030815,Control
GSM480992,0.0859797922,-0.2514961897,0.0639579646,-0.0627910891,-0.0956035698,-0.1278102932,0.0068018640,0.5289712192,0.1988625759,0.9484212779,0.1728958480,-0.0355633598,Control
GSM480993,-0.0205179819,-0.1717529876,0.4986232755,-0.1166510960,-0.1153795761,-0.1456406611,-0.0714208433,0.4068696729,0.1282012148,0.9954111269,0.1057771766,-0.0184198795,Control
GSM480994,0.0419846270,-0.1927203970,0.4603695544,-0.0626608946,-0.1166281658,-0.1134079662,-0.0238408994,0.4304799549,0.0226053124,0.2317378817,-0.0257094933,-0.0547459791,Control
GSM480995,0.0206238636,-0.2196804989,0.0576404807,-0.0688549340,-0.1455464876,-0.1614347002,-0.0822574599,1.9892706776,1.8299588497,1.2923636494,0.7832968964,-0.0223439361,Control
GSM480996,0.1500793311,-0.1724216322,0.0795188780,-0.0465711399,-0.0968548707,-0.1420785118,0.0336778160,1.3102262621,1.8181454208,1.2447527386,0.6899342631,-0.0468639015,BRCA
GSM480997,0.0449771125,-0.1862050473,0.2380082598,-0.0057194905,-0.0779125212,-0.0798545567,0.0407539849,2.5608006442,2.2706073589,1.5190945080,0.3536984249,0.0064876461,BRCA
GSM480998,-0.0544684510,-0.1641045208,0.3509443884,-0.0062434266,-0.0807038440,-0.0668437885,-0.0037381808,0.2456661614,-0.0305183724,0.6647486723,0.1052051537,0.0058652122,BRCA
GSM480999,0.0892304582,-0.2116027020,0.3566908726,-0.0692451904,-0.1907549482,-0.0794408619,-0.0573080895,0.2564903441,-0.0694740431,0.6913523410,0.0151417707,-0.0528582818,BRCA
GSM481000,-0.0040071048,-0.1751550464,0.2081825222,-0.1270203848,-0.0932197583,-0.1643152582,-0.1248491626,0.1501057932,0.0268716861,0.6701808199,0.1768969481,-0.0660649078,BRCA
GSM481001,0.0949027891,-0.1986475898,0.0294510422,-0.0814830458,-0.0989990905,-0.1331040788,-0.0297002042,1.7190011579,0.6645793277,0.4882479840,0.5748407120,-0.0412716827,BRCA
