@relation data

@attribute id string
@attribute 1399 numeric
@attribute 1445 numeric
@attribute 2534 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 3265 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3725 numeric
@attribute 387 numeric
@attribute 4660 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5605 numeric
@attribute 5747 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 5894 numeric
@attribute 5906 numeric
@attribute 6093 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute 7145 numeric
@attribute 7414 numeric
@attribute 7791 numeric
@attribute 823 numeric
@attribute 826 numeric
@attribute 857 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9564 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.2744317606,2.3609020933,-0.0119043016,1.3452941188,0.3178953150,1.0380567778,0.1426907652,0.1778868698,0.7463167697,1.9894220193,-0.0684259127,0.5276523813,0.4586358647,0.7139937217,0.0778244350,0.3606912876,-0.1022386321,0.6176301669,0.6409841057,0.5759782564,0.0312767470,1.9096234484,0.1797246685,-0.0230143287,0.3349262315,-0.0398058527,1.4682459658,0.8983925618,1.5029412508,2.6879223387,2.9090592596,1.9086507757,-0.1027024567,-0.1061069645,0.2600470403,BRCA
GSM480985,1.0173018566,2.1606899301,0.0315317513,1.1583383579,0.4014708128,0.5481084954,0.0353192445,0.1802411383,0.9612028782,1.8852531751,0.0340692135,0.4521202200,0.5649788797,0.7487222366,0.0538346215,0.4434307657,0.1051981554,0.4716516466,0.6127393824,0.6223576221,0.0755929606,1.9413004944,0.2011654340,-0.0673303304,0.3543325623,0.2788432387,1.6274614056,0.8285193033,1.3053511068,2.7457706730,2.6463640332,2.2563728540,-0.1399921106,-0.0963063285,0.2547651702,BRCA
GSM480986,1.3584635346,2.4777050218,0.0265829566,1.5127595663,0.4010225801,0.9493732134,-0.0074317108,0.1151252413,0.9059672051,2.0062507787,-0.0694685169,0.5276161861,0.5706250406,0.7966307569,0.0844743560,0.2375885064,-0.0470555966,0.6545756165,0.4839221177,0.3411915212,0.0069230790,2.0243224118,0.0952468054,-0.0464315283,0.3472165334,-0.0820487224,1.6394084916,1.0727072134,1.5890601946,2.7639329630,3.1166261037,2.0866372263,-0.1202194508,-0.1493002576,0.3452177938,BRCA
GSM480987,1.4724773936,2.5194125474,0.6367091207,1.4599798470,0.3367471980,0.6616964770,0.0280109981,0.0755187708,1.2356612913,1.8972162525,-0.0250203873,0.4570317386,0.5260457562,0.7170214796,0.0511663564,0.2307216385,-0.1338976050,0.3087009139,0.3882937707,0.3683751977,0.0234027272,1.9975022057,0.0700896732,-0.0569087189,0.5924646768,0.9625369039,1.4971761177,1.2259049601,0.7115278509,2.6516344150,3.0037628079,1.9076936618,-0.1064028313,-0.1212047814,0.4364242047,BRCA
GSM480988,1.2323150354,2.2995154489,-0.0273392516,1.6300611323,0.1791264165,0.4589619954,0.0697572162,0.1863922891,0.5378554523,1.6231118301,-0.0634999532,0.4923907940,0.4829891018,0.6912962379,-0.0383270433,0.3012423917,0.0388017314,0.5326055884,0.4704262694,0.1660498078,0.0022991031,1.9610705971,0.0896705153,-0.0468429086,0.3568265384,-0.1097792095,1.5831342597,0.7072099801,1.1413141820,2.4396990338,2.9258966446,1.9844101221,-0.1170340794,-0.1168790694,0.1747193907,BRCA
GSM480989,1.5450224582,2.5530525644,-0.0600568494,1.6843677122,0.4287965108,1.1103506463,0.0137452483,0.1971728543,0.5993327181,2.4842128198,-0.0789885944,0.4168803811,0.8519349658,0.5911021925,0.0375365682,0.1835803039,-0.1678219301,0.6901691206,0.4437155496,0.2493194217,0.0616616788,1.9755967301,-0.0037837656,-0.0013073004,0.4247063940,-0.1096238314,1.4356221762,0.9382903316,2.0479208729,3.3940726918,3.1815136539,2.0251179983,-0.0949734952,-0.1589803841,0.3450037575,BRCA
GSM480990,1.5518309150,2.9678596127,0.2139598701,1.6475978081,0.5643529125,1.1067612915,-0.0386362766,0.2156330049,0.9502829010,2.3151370526,-0.0625151575,0.4040678319,0.5468216389,0.5124700949,0.1245269666,0.2556535407,-0.0798429663,0.8938638121,0.3387474729,0.3149603538,0.0384436129,2.5765053460,0.0120991491,0.0237829644,0.4164225238,0.0197457584,1.4810826326,1.4263392164,1.9365718021,3.5059796173,3.6002920601,2.5694656123,-0.1425240105,-0.1736178855,0.4471253923,Control
GSM480991,1.3442317928,2.6857965554,0.0233230338,1.5652074934,0.5228143445,0.9763167946,-0.0280346625,0.1428165244,0.9142568514,2.0687043151,-0.0845288320,0.5071865046,0.6482640730,0.7236467786,0.0588836264,0.2348265328,0.0748349533,0.6825946626,0.3654298311,0.3179211385,0.0374511476,2.1101571236,0.0441448208,-0.0323408361,0.4066644799,-0.1081884126,1.7032585504,1.3445614352,2.0525238499,3.1648081540,3.1164287462,2.2730862697,-0.1247259681,-0.1255262513,0.3696721135,Control
GSM480992,1.3367420178,3.0799378289,0.0886958316,1.5792976092,0.6530415769,1.1827308424,-0.0197452026,0.0501170250,0.5848525959,2.4234709023,-0.1009846598,0.4130200728,0.9082788116,0.4097217267,0.1346057261,0.1477922502,-0.1172695823,0.9083260275,0.3105769333,0.2146456959,-0.0010797481,2.4270785623,0.0183351703,0.0106290712,0.4696601534,-0.0775762228,1.4694966279,1.5774963870,2.3691224593,3.4631423157,3.4375370343,2.6207809300,-0.0727681645,-0.1352880218,0.4115867727,Control
GSM480993,1.3998474208,2.7421589758,0.0776393937,1.5582134934,0.4334439807,0.9945207685,0.0337283848,0.0346996909,1.0657076714,2.1975401044,-0.0502933783,0.4741801064,0.7940912880,0.7140314231,0.0415849929,0.3103372069,-0.0133807379,0.6837831851,0.3602931440,0.3858551905,0.0340418489,2.0765592329,0.0562111053,-0.0135325677,0.4063588533,0.0467702845,1.5233000448,1.1641338654,1.8428623692,3.0699857075,3.1130940916,2.3483436903,-0.1020554529,-0.1202466939,0.3369192308,Control
