@relation data

@attribute id string
@attribute 10174 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10580 numeric
@attribute 140465 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 25802 numeric
@attribute 3672 numeric
@attribute 3693 numeric
@attribute 4604 numeric
@attribute 4606 numeric
@attribute 4607 numeric
@attribute 4621 numeric
@attribute 4624 numeric
@attribute 4626 numeric
@attribute 4629 numeric
@attribute 4632 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 4635 numeric
@attribute 4637 numeric
@attribute 4638 numeric
@attribute 4703 numeric
@attribute 5829 numeric
@attribute 59 numeric
@attribute 7094 numeric
@attribute 7111 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7135 numeric
@attribute 7136 numeric
@attribute 7137 numeric
@attribute 7138 numeric
@attribute 7139 numeric
@attribute 7140 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 72 numeric
@attribute 7273 numeric
@attribute 7414 numeric
@attribute 7431 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8557 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.119931801,14.03142469,10.72822025,8.994564082,11.32080071,7.339184439,6.28879269075,10.04796267,9.101017795,9.367661926,7.97370926375,4.602195245,5.50383468,7.889870675,5.838895843,5.114586962,11.859787502,4.84750612233,5.711516483,6.213741562,5.6892486185,14.868615505,9.50331156833,5.169936271,7.441203595,15.02279519,10.9484368,9.263915348,7.14697877,5.88497103,5.478900032,6.54048116,5.415835761,5.878977404,5.810189583,9.2354438865,10.7606885695,11.3200844737,8.551446864,8.757333882,14.38765928,5.0992841828,9.67691596567,14.27152555,11.2450586233,13.11037161,13.59313376,12.33572539,5.139767484,6.68951277,5.69544494,Control
GSM427159,7.13044371333,13.80179072,9.548582816,8.100563197,11.56193958,5.887288406,6.93799663212,9.514507509,7.86511636,8.9984705876,6.3362084525,4.647773112,6.026363672,7.230263367,6.343279559,5.372787809,11.7927582935,5.29702239667,5.8271941275,5.718917257,5.580793913,14.59427939,9.09094023867,6.083219352,7.229350286,14.94179249,10.35004996,8.890614742,6.4719236,7.987379316,5.327517838,7.606222204,4.783471516,5.346080415,6.661106123,6.865152278,10.8437529417,10.9542193057,8.3909202865,9.015786907,14.0020375,5.2122251396,9.12675963167,13.911069145,11.403229736,12.75620088,13.5121695,12.47764072,5.585121225,6.68426165,5.483179924,BRCA
GSM427160,7.09047041767,13.81715158,9.435315409,7.1405365504,12.00748646,5.672716149,6.37904151738,8.845553657,7.148936963,8.9288106782,6.7018016845,5.496822826,6.082900138,7.434234403,5.960124324,4.230100549,11.4736056545,5.13515515667,5.407860596,5.194176951,5.2122452535,14.413290725,9.01551201767,5.676670267,7.347468842,14.89141327,10.20981921,7.914237304,5.885764236,6.212526175,4.66066112,7.661138762,5.511128997,6.106856683,6.349868869,5.6656951845,10.6795467515,10.8169845653,8.202635757,8.8210862905,13.29267684,5.4256925706,9.01275273233,13.19500043,10.47620303,12.13760287,13.47944813,12.54827894,5.232671547,6.570846646,5.014814152,BRCA
GSM427162,6.97751386833,13.78998546,9.043272158,7.201491944,12.05268701,5.383195587,6.90819341625,8.926874977,6.516492413,8.7802292424,9.05104171275,4.650791135,6.252954533,7.821010387,6.086407617,5.082373945,11.1017827755,5.180989101,5.8881516615,5.402254249,5.208479292,14.56683268,8.53219426233,5.407702206,7.84508404,14.70323068,10.43742988,7.958945778,6.135766351,5.427950757,4.754101184,9.154103624,5.842043069,6.201639374,6.3175692745,6.915636923,10.8893700808,11.0245892,8.255885214,8.6333340425,13.51771248,5.476820078,8.737483073,12.61892804,10.5142211923,12.20536419,13.35270561,12.76004735,5.193979903,7.162091995,5.346612346,Control
GSM427163,7.20943796133,13.67776426,10.0568683025,7.8104902422,11.66436963,5.841099622,6.87972631413,9.10528726,7.441058314,8.7950599632,5.9254333755,5.03343539,5.358792935,6.757593772,5.663921845,5.388026974,11.680388844,5.008905182,5.573662743,6.04931016,4.863504852,14.451392145,9.705586173,5.452209317,7.615006311,14.95604237,9.987545106,7.249282073,5.859479655,5.671725924,4.977063788,7.553593058,5.333791561,5.394386591,5.779557801,6.2674240345,10.459756376,10.789338705,8.591755777,9.579962393,13.17957018,5.1468628222,8.90807702667,13.744225285,10.6963708347,12.34682957,13.37889296,12.45248586,5.041999937,6.308617188,5.468103682,BRCA
GSM427164,7.22763307867,13.64479198,9.557260625,8.3400575382,10.29885335,9.348673457,6.5529899305,8.951576959,7.98845907,9.5481835408,6.95956048125,5.398154738,5.870741528,7.133299256,5.831124321,4.963718308,12.2208822595,5.090445559,5.8595748445,5.080669653,5.151391213,14.462546585,9.68830932967,4.877267261,7.335951076,14.89547873,10.55627639,9.001071145,5.874619476,6.670376976,4.925775462,6.875169162,5.440131024,5.006983802,6.039265318,6.3913411725,11.3057112285,11.082793754,8.79338396825,10.48044771,14.31938813,5.1819487988,9.82544504333,14.57597155,11.428301141,13.11510467,13.71343219,12.66384721,5.252865266,6.448203566,5.694818396,BRCA
GSM427165,7.194498493,13.62992806,9.327601013,8.0118703498,12.36769602,5.341462114,7.60110755137,8.765767711,7.580354917,9.0012339544,8.8071189905,5.229406468,6.146803484,8.892854791,6.190768548,5.28356184,10.8769208985,5.430516626,6.2923220485,5.971607496,5.2124296685,14.708214475,9.12043218767,5.709711946,7.91692611,15.15765011,10.32302692,7.857889463,6.079597448,6.305154876,5.123719213,8.776730033,5.618834209,5.917199751,5.858800482,6.7222957655,11.1163730825,11.2325257193,8.655670398,9.8272360555,14.34873163,5.5542104156,9.11190392067,12.90032729,11.57135522,12.34260121,13.29267684,12.61750082,5.598879718,6.401567006,6.038980014,BRCA
GSM427166,7.19884295767,14.24390588,10.733250805,7.7903724246,11.72569442,8.537326283,6.51193653938,9.571942743,7.865827785,9.3423966262,7.600168597,5.431465218,5.479142629,6.508710401,6.091811548,5.273526379,11.915951494,5.479811695,5.3157706865,6.070610035,5.791290805,14.759152975,9.486682492,5.325720324,7.737283051,14.9176553,10.49035982,9.528259292,7.422655866,5.397641479,4.988243006,7.040511999,5.460424154,5.808263565,5.645809962,7.5305777135,10.941522653,11.1456085957,8.511988679,9.4119268115,13.94623879,5.3362788624,9.380750741,13.88231902,10.8162912597,12.57155186,13.44200721,12.74796537,5.563776856,6.884418198,5.853628472,Control
GSM427167,7.03476044633,13.90556143,9.845799635,7.4007412088,11.64987825,6.147261537,6.429801268,8.981610894,7.418993406,9.0837101736,8.829750432,4.395263107,5.388199225,7.264445239,5.826809832,4.835180387,11.5757785155,5.15967860567,5.5998750555,5.809035744,4.6984340925,14.71451116,9.58901573033,5.430796457,7.766232595,14.65508011,9.984080577,6.794516997,6.095613938,5.857863615,5.705018031,7.67065824,6.388711011,6.232762072,6.076985225,6.1531337735,10.6386604935,11.0319901213,8.567214441,9.219853705,14.00655359,5.2745188438,9.253283331,13.5754893,10.5621855343,12.3148028,13.70458133,12.4865699,5.81109287,6.341457111,5.529517425,BRCA
GSM427169,6.99793746067,13.62353635,10.378351527,8.4197805262,11.74892461,5.255511354,6.91427600362,9.311567328,7.512564929,9.0993783712,8.0146974105,4.785303823,5.726293954,7.657248993,5.9893725,4.837957442,11.822357845,5.244339597,5.354306944,5.524354632,5.102880922,14.68063948,9.227921381,5.554520743,7.647892114,15.06752912,10.50808719,7.121070136,6.881056206,6.259701488,5.076613872,6.347936335,5.241850906,5.834288528,6.0854753695,6.759750148,10.533686007,11.1507329307,8.55357916875,8.3579595805,13.88031822,5.2421864282,8.70731128767,13.63179775,10.8838964373,12.71572616,13.30755735,12.57561022,5.163308771,6.908516092,5.524354632,BRCA
