@relation data

@attribute id string
@attribute 10298 numeric
@attribute 10486 numeric
@attribute 23122 numeric
@attribute 23332 numeric
@attribute 23380 numeric
@attribute 25 numeric
@attribute 27 numeric
@attribute 2817 numeric
@attribute 4690 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 51466 numeric
@attribute 5217 numeric
@attribute 55740 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 57522 numeric
@attribute 5879 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 64221 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7408 numeric
@attribute 80728 numeric
@attribute 8440 numeric
@attribute 9353 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7444360137,0.1409518212,0.5948873717,0.7984212241,0.3979685879,0.9042891934,0.9653150036,0.3564517632,0.9588077316,0.3334267199,1.9176566821,0.2940123944,0.0733693595,3.5678405168,0.8609599753,0.6115640560,-0.1086105190,0.3332132291,2.7923812542,0.4087458890,-0.1398463000,0.8692467949,0.1797246685,0.5492388602,0.4870980292,0.9623864890,0.5084218903,-0.1009344438,-0.0718128935,0.2693405723,BRCA
GSM480985,0.6800185540,0.3473976832,0.5408459933,0.9692526473,0.7122715559,0.9337296339,1.0564029183,0.2673678872,0.9287990430,0.5376056928,1.5525041097,0.9674722773,0.0298204831,3.5739476085,1.1476903561,0.2890646078,-0.0886895525,0.3836730815,2.9129755730,0.5270812866,-0.1571762537,0.8599242801,0.2011654340,0.6409502427,0.1326151800,0.5096269481,0.5190573038,-0.0827883298,-0.0212791615,0.2437138550,BRCA
GSM480986,0.9048564412,0.3244118069,0.4966984565,0.9771603383,0.5830541156,1.1216843350,1.0783832139,0.6010419997,0.9228339706,0.5214103467,2.0052070367,0.4927383830,0.0144720067,3.5026703476,0.9185365591,0.3945332915,-0.0471249062,0.2934558798,3.0052631994,0.5873867289,-0.0951153095,0.7368531892,0.0952468054,0.4793911673,0.3788658783,0.8125431588,0.4703850285,-0.0098110282,-0.0520260228,0.2337614380,BRCA
GSM480987,0.5215355268,-0.0100186448,0.3927744258,0.7164751977,0.6629274347,1.5226221382,1.4228498318,0.7033107808,0.7341811885,0.4951465396,1.8267602669,0.1303720306,0.0538429518,3.7206839919,0.8189584152,-0.0295104620,-0.0378936660,0.4542481143,3.1002503070,0.8372122751,-0.0876684449,0.4738945813,0.0700896732,0.1445394283,0.0768386433,0.5810989539,0.3914669100,0.1274034072,-0.0636600213,0.2226472523,BRCA
GSM480988,0.9508889556,0.2769134744,0.4494788860,0.8613873056,0.5497588264,0.6879575644,0.6983676587,0.4409819435,0.8401416463,0.4710813121,1.9803916247,0.2542246198,0.0569904125,3.6815842687,0.9911880508,0.4609995752,-0.0761343380,0.1675669950,3.0203843170,0.6867759943,-0.0697349468,0.3364880770,0.0896705153,0.3725107078,-0.0151271418,0.5125418430,0.4398411243,-0.0780076649,-0.0102082089,0.1930281139,BRCA
GSM480989,1.1523790095,0.0144090771,0.2587534739,0.6323061411,0.4482105170,1.0702178031,0.7554675375,0.5663686701,0.5486960764,0.5198385118,1.8099314634,0.1801736687,0.0839465123,3.8348629771,0.6716240759,0.3935015834,-0.0274831994,0.2420907983,3.3091132243,0.4590963260,-0.1366910969,0.5065988036,-0.0037837656,0.2630944657,0.5194235196,1.1210056076,0.2460107125,-0.1059299497,0.0335725704,0.2852107126,BRCA
GSM480990,0.9801169453,0.0893290870,0.3549312482,0.8962898777,0.7368406137,1.5833527296,0.7243446493,0.8338166969,0.6484077813,0.6607572544,2.1385234782,0.5839403074,0.0604284042,3.9262426793,0.7525968794,0.6784652798,-0.0090193702,0.4150374993,3.4219261243,0.6623037608,-0.1330170528,0.6670851765,0.0120991491,0.3107558547,0.5918795068,0.7833579258,0.4045072549,0.0054202974,0.0244534443,0.1617002876,Control
GSM480991,1.1151435263,0.1510558282,0.4070661144,0.8269916619,0.6327846698,1.0545568875,0.9034117633,0.8415282519,0.7775347619,0.5980931108,1.9004271532,0.3437215163,0.0362373314,3.6561501324,0.7621016323,0.3850563242,-0.0346813186,0.3006852127,3.2534763878,0.5845104582,-0.1300795857,0.4438660461,0.0441448208,0.3851343730,0.5054169691,0.9394743956,0.4099016467,-0.0769866918,0.0473206163,0.2150321878,Control
GSM480992,1.4277543859,0.0615436257,0.3175125380,0.9067465225,0.5631861176,1.5234704019,0.7919572167,1.0292807859,0.6407662356,0.4647197556,2.0045540961,0.3293317450,0.1246842162,3.5862911045,0.6586461373,0.8328277925,-0.0477632556,0.2883764857,3.4460021522,0.6728563567,-0.1058755337,0.6059493225,0.0183351703,0.4019502806,0.7011816279,1.2848416167,0.4004930503,-0.0960925674,0.0491579116,0.2135051408,Control
GSM480993,1.1702798946,0.0968452125,0.4286167456,0.8864198100,0.6067978367,1.2434106319,1.0150212161,0.6964196564,0.6903401651,0.5712389041,1.9982736738,0.2987102078,0.0669641497,3.5495478213,0.7699432937,0.6463455347,-0.0256107600,0.2945122863,3.0886874926,0.5167426877,-0.0894192886,0.4066464311,0.0562111053,0.4506590302,0.5136565912,0.9529530141,0.4365587016,-0.0782973294,-0.0176121269,0.2080415856,Control
