@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1605 numeric
@attribute 1813 numeric
@attribute 1956 numeric
@attribute 2048 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23236 numeric
@attribute 2885 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 3762 numeric
@attribute 3765 numeric
@attribute 427 numeric
@attribute 5266 numeric
@attribute 5291 numeric
@attribute 5308 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54386 numeric
@attribute 5594 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 8601 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,11.37070935,5.47828977267,7.05035509475,6.0460148965,9.746089281,7.466690585,6.8772890085,9.4954151895,5.817758343,10.2343328,10.99802289,9.844635599,11.35799469,4.782423438,6.3781015845,4.858492381,7.0964976515,7.630669612,7.339184439,5.746189633,7.476788978,5.876585242,6.9141724395,11.4675955,8.27215776867,10.11570732,9.15105029633,8.001564595,7.867620258,6.75911734333,6.513534664,11.45883824,5.6773307695,Control
GSM427159,5.94776533325,11.95147243,5.199514029,6.79791370075,6.1752464015,9.68028616833,6.43012268,6.8906417385,9.5539178325,5.309804873,9.714503602,10.75503384,9.525335383,12.08864757,4.888269882,5.998901844,4.948847562,6.6682528355,10.12116474,6.741201091,5.28956229125,7.453231788,6.036839159,7.100683958,11.4871292,7.85669691467,10.34726733,8.42779587067,7.481398095,7.609956448,6.586005659,5.99820185,11.6077021567,4.9880203515,BRCA
GSM427160,5.52044016575,12.10871075,5.418177565,6.80402066425,5.6572200255,9.69256516467,6.416760061,6.771545835,9.480270588,5.379561399,9.488011381,11.137683,10.74066222,12.01135666,4.795989381,5.8216816615,4.768993337,6.509385796,9.215752072,6.813047234,5.53171569775,7.462177348,5.98687237,6.8982166245,11.40579844,8.11094053067,10.45388564,8.45925672733,7.228580927,7.575257723,7.22912163867,6.84843868,11.5512263767,5.2261267195,BRCA
GSM427162,5.58777326775,12.23392978,5.033129867,6.3257817405,5.8033952395,9.98949733167,5.863140121,7.226006717,9.432546201,5.59291388,9.831893516,10.00164081,9.439182162,11.97218475,5.011910695,6.0082229855,4.725212151,6.174467902,8.367503347,6.506054132,5.2600632335,7.601141445,6.1476177,7.2768077175,11.59410425,7.98209816267,10.09500831,7.73867912133,6.648325671,6.838009842,6.91032494133,6.723630657,10.720960379,5.227420869,Control
GSM427163,5.87271996825,11.96551025,5.15800521967,6.78190965925,5.974060652,9.506100771,6.860966288,6.848015995,9.66718229,5.283839608,9.455944203,10.864964,9.689574849,11.58766984,5.245087973,5.854346637,5.368603583,6.6870181055,11.71457622,6.944393257,5.3791823495,6.773076963,5.887775801,6.6548276045,11.42258795,7.82991936767,10.22872886,8.10318445333,7.634958261,7.652900753,6.72839437467,6.818713579,11.54329104,5.032588743,BRCA
GSM427164,6.0241266485,11.84561169,5.240621932,7.10041818325,5.8945122075,9.688092646,7.477052175,6.727722821,9.9164802245,5.694818396,9.831165155,11.45443311,9.814991395,12.06588572,5.202134845,6.403952625,5.700170054,7.253156792,9.742208842,7.80732453,5.613667902,7.658927519,5.94872421,6.9752829565,11.55657325,8.18650002,10.624983,8.70127661067,8.19601328,8.522033306,6.38912935567,6.520033725,11.6186680667,5.267835723,BRCA
GSM427165,5.88751933675,12.01701203,5.38081550367,6.9842760015,6.698930436,10.0480993307,6.742953157,7.4861886795,9.167523377,5.771893004,9.464617794,9.557684409,7.511675823,12.23463043,6.200609914,6.3830593105,5.337721125,6.4765995115,8.547551166,5.996847001,5.22611515975,6.111350232,5.48205062,6.945356743,10.90219441,8.451561107,9.961088297,8.36198243367,7.292025067,6.760091594,7.54701473933,6.949071249,10.620682972,4.948979157,BRCA
GSM427166,5.55851851825,11.17361954,5.09895868433,6.998917209,5.924917202,9.436876068,6.689303092,6.719520862,9.1611827995,6.04385369,9.582283668,10.66388964,9.583290187,11.37383049,5.672008915,6.0041707925,5.069327579,7.3763370605,9.795139114,7.162847292,5.444090161,6.898937271,6.202570157,6.5861642735,11.56304622,8.171538624,10.12277013,8.53051419067,7.787382059,7.907583411,7.00963552967,6.880413479,11.4495990067,5.158368587,Control
GSM427167,5.650041658,12.04072818,5.61557416233,6.85070537275,5.902567425,9.58057105933,6.500527718,6.995146243,9.3657406255,5.688817657,9.544781489,10.78521972,10.67301333,11.74966846,5.274272145,6.2282131725,6.099511534,7.118253504,7.972134198,7.428655643,5.386029074,7.321975714,5.352274105,7.024481502,11.46239505,7.91861634733,9.9831294,8.16926655967,6.878728789,7.65031782,6.85674479767,6.894518054,11.6033707233,4.666236194,BRCA
GSM427169,5.56331123875,11.58294888,5.12202186933,6.30061577025,6.097307219,9.75364579767,6.827314517,6.432879816,9.70078824,5.508516797,10.08234238,11.44285036,9.67905828,11.77144213,5.488652576,6.0161178895,5.312893162,6.8930044005,9.340818779,6.850940421,5.6711398605,7.469827229,5.586623085,7.1430110225,11.51908594,7.74245236133,10.28660429,8.39504068233,7.4960371,6.965931792,6.973025285,6.877072814,11.0351359567,5.236367502,BRCA
