@relation data

@attribute id string
@attribute 10858 numeric
@attribute 11283 numeric
@attribute 113612 numeric
@attribute 120227 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1545 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 1580 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1591 numeric
@attribute 1592 numeric
@attribute 1593 numeric
@attribute 1594 numeric
@attribute 29785 numeric
@attribute 51302 numeric
@attribute 54905 numeric
@attribute 56603 numeric
@attribute 5740 numeric
@attribute 57834 numeric
@attribute 64816 numeric
@attribute 66002 numeric
@attribute 6916 numeric
@attribute 8529 numeric
@attribute 9420 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0506379264,-0.0601471830,0.0262445087,0.3420003311,-0.1202163581,-0.1014766870,0.7293696620,-0.0222040485,-0.1427355281,0.1099428683,-0.0367934078,-0.0780042686,-0.0814279521,-0.0735775181,-0.0579427281,0.0350150140,-0.0107277290,0.0091145667,-0.1544413325,-0.1257529047,-0.1147729017,-0.0517968129,-0.1769262291,-0.1309749240,-0.1228340823,-0.0504121151,-0.1544489565,0.0827052529,0.6762521676,-0.0331691150,-0.0007947414,0.1580762070,-0.0813140533,-0.1218386340,-0.0958142175,-0.0330274620,0.0643563345,-0.0834891133,-0.0368807673,0.0954549246,BRCA
GSM480985,-0.0575053684,-0.0927602036,0.0497546452,0.4225639074,1.0736091864,-0.0911636834,2.2176613409,0.0185694386,-0.1195583909,-0.0920900873,-0.1167817161,-0.0083362947,-0.1552009963,-0.1297685117,0.1192514243,0.4710633998,-0.0592605169,0.0902675369,-0.1390370326,-0.1358111336,-0.0912522956,-0.0892233979,-0.1370573881,-0.0923405911,-0.1156065138,0.0688512723,-0.1273800444,0.9721574185,0.0492544839,-0.0289721283,0.4123705135,0.2089885666,-0.0795279548,-0.1576357861,0.2824243451,-0.0749827864,-0.0190456162,-0.1082647094,-0.1004846393,-0.0450604692,BRCA
GSM480986,-0.0322341052,-0.1448943047,0.0762433848,0.4151423776,-0.1028040711,-0.1159611161,1.0990289526,0.0904232404,-0.1322366169,-0.0419924917,-0.0977661108,-0.0423213997,-0.0872454469,-0.0747112209,0.0241986227,0.1872998405,-0.0856653733,0.0232596773,-0.1350079182,-0.1038942073,-0.0649920244,-0.0634685013,-0.0958758904,-0.1266649387,-0.1046364038,0.0370769572,-0.1318489693,0.1870853779,0.4725129920,-0.0360261274,0.0910020771,0.2214924815,-0.0055210765,-0.1553348210,0.3345902434,-0.0886509950,0.0251037007,-0.0604042063,-0.0174443023,0.1338707320,BRCA
GSM480987,-0.1077442177,-0.0968738647,0.3847405314,0.4432603387,-0.0515038227,-0.1221926419,2.3661137527,0.0166690037,-0.1481200637,-0.1721240680,-0.0554528710,-0.1272201279,-0.0725436168,-0.0828781609,-0.0370561639,0.0108886004,-0.0962403247,-0.1343173512,-0.0826320147,-0.0953085799,0.2199507061,-0.0553565302,-0.1723883862,-0.0253170796,-0.0626044612,-0.0487123020,-0.1172174262,0.2668292613,-0.0377739555,-0.0472265512,-0.1044582358,0.2781784606,-0.0089769136,-0.0162960913,-0.0904980658,-0.0685498110,-0.0155379600,-0.0360427475,-0.1762851477,-0.0983005570,BRCA
GSM480988,-0.0481454713,-0.0358465230,0.0677100817,0.3842554966,-0.0469103540,-0.0257413974,0.7674112484,-0.0239997992,-0.1060964289,0.1646074443,0.0091331109,-0.0589085496,-0.1290659294,-0.0888671099,0.2109295055,0.2471778048,0.0175217489,0.0347046441,-0.1273434198,-0.1113271977,-0.1088257607,-0.0301224504,-0.1353240655,-0.1252377212,-0.1157026491,-0.0796063244,-0.1326874393,0.1537195443,0.4183523013,-0.0582128007,0.0875959588,0.1233232999,-0.0776319162,-0.1324027182,0.5060915941,-0.0920797429,-0.0810959337,-0.0674500442,-0.0960610757,0.0181000009,BRCA
GSM480989,-0.1134308068,-0.0830150991,0.0697152337,0.2789596845,-0.1129060328,-0.0051256384,0.4940663807,0.1414101426,-0.1118360860,0.2110910690,-0.0166535090,-0.0923845918,-0.0517691326,-0.1137327340,-0.0729334673,0.1209837834,-0.0660594703,-0.0227303066,-0.1256726845,-0.1929920531,-0.1328392287,0.0409154554,-0.1486729315,-0.1070825364,-0.1049361101,0.0245542120,-0.1889763161,0.4667257686,0.2394174389,-0.0345398087,0.0275654254,0.2061999543,0.0150288222,-0.1959064733,0.4470266571,-0.0734241998,0.1876397307,-0.0124124234,-0.1674797487,0.0366498826,BRCA
GSM480990,-0.0918220792,-0.0845609905,0.0577115188,0.1646413507,0.0552899428,-0.0789403874,1.0830645378,0.0734613663,-0.0950581390,0.0048137777,-0.0557362534,-0.1011056277,-0.1044707938,-0.0745090374,0.0513365551,0.0533592938,-0.1056231836,-0.0880961427,-0.1488304301,-0.2142020464,-0.0083417500,-0.0791482217,-0.0982952890,-0.0834655177,-0.1077634457,-0.0880355384,-0.0997334885,0.1435606516,1.2446684426,0.0203619886,-0.0942201533,0.2321951608,0.0382830309,-0.1791415912,0.1617885482,-0.0705312940,-0.0325958758,-0.0983142367,-0.0878011480,-0.1474319339,Control
GSM480991,0.0423719084,-0.1325452421,0.1168323295,0.4045301538,0.0042331508,-0.1240963471,0.7792083147,0.0483522194,-0.1607501611,-0.0633666343,-0.0038217182,-0.0383481803,-0.0051396129,-0.0737411913,0.0537035517,0.3904627008,-0.1301778279,0.1782130039,-0.1028993103,-0.1761730472,-0.0849322803,-0.0849389998,-0.1509645747,-0.0430091283,-0.0972463663,0.0808101510,-0.0811801534,0.4899383191,0.3527387360,0.0020870847,-0.0191232073,0.2722473777,0.0218135681,-0.1766819144,0.5867972842,-0.0885361155,0.1316663400,-0.0272934242,-0.1080405140,0.0047732129,Control
GSM480992,-0.0074471504,-0.1085857664,-0.0152528416,0.1379094694,0.1664125780,-0.0422955338,1.4310810535,0.0469442939,-0.1573205174,-0.0152499527,-0.0263101220,-0.0480617157,-0.0380998996,-0.0658225776,0.0099216172,0.0451338827,-0.1530155146,0.1393803771,-0.0901375347,-0.1149665894,-0.0575757432,-0.1149426852,-0.1024882624,-0.0906604110,-0.0779794156,0.0001996498,-0.1189381214,0.2777332394,0.8943518511,0.0243822787,-0.0508994976,0.2281579636,0.0090913175,-0.1194875709,0.0050360608,-0.0749789558,0.0942508270,-0.0354851039,-0.2050230950,-0.0679638069,Control
GSM480993,0.0209714663,-0.0952965625,0.0616791645,0.3277837369,-0.0502332724,-0.1050930967,1.2485483829,0.0692249054,-0.1644318507,-0.1319582337,-0.0470989843,-0.0851949840,-0.1002309748,-0.0809773219,-0.0351820425,0.3358124865,-0.0971206719,0.0483440316,-0.1405898641,-0.1103986067,-0.0515962133,-0.0705317267,-0.1026405304,-0.0734561855,-0.1179086042,0.0214341763,-0.1463449731,0.2399686668,0.8422161342,0.0107932591,0.0019660174,0.2722601461,-0.0062655797,-0.1372318670,0.4156873758,-0.1220572389,0.0363006070,-0.0384693646,-0.1302162870,0.1803422486,Control
