@relation data

@attribute id string
@attribute 10136 numeric
@attribute 1056 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 1131 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1179 numeric
@attribute 1357 numeric
@attribute 1358 numeric
@attribute 1359 numeric
@attribute 1360 numeric
@attribute 1361 numeric
@attribute 1506 numeric
@attribute 1811 numeric
@attribute 196883 numeric
@attribute 219931 numeric
@attribute 22802 numeric
@attribute 23236 numeric
@attribute 23436 numeric
@attribute 23439 numeric
@attribute 26279 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3784 numeric
@attribute 387 numeric
@attribute 4218 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 50487 numeric
@attribute 51032 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5408 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5646 numeric
@attribute 5874 numeric
@attribute 5879 numeric
@attribute 5906 numeric
@attribute 6262 numeric
@attribute 63036 numeric
@attribute 6344 numeric
@attribute 64600 numeric
@attribute 6522 numeric
@attribute 6548 numeric
@attribute 6558 numeric
@attribute 683 numeric
@attribute 7220 numeric
@attribute 760 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8671 numeric
@attribute 8681 numeric
@attribute 8766 numeric
@attribute 886 numeric
@attribute 952 numeric
@attribute 9545 numeric
@attribute 9635 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0494878961,-0.2434493676,-0.0680557761,-0.0785590173,-0.1065824015,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,-0.0026418594,-0.0726066500,0.1941818817,-0.0827950627,-0.1055777370,-0.1068417383,-0.0945753204,-0.0700500395,0.0908891558,0.0122150406,-0.1168178779,-0.0095319855,0.7645522304,0.3465561388,0.4097788456,0.0267471714,-0.0933970851,-0.1308020603,0.5726595125,1.1579167798,-0.1347588014,0.1313168648,0.1067213277,0.5609436097,-0.1109299292,-0.0159944514,1.9894220193,2.3780685663,2.2648673058,-0.1590702881,-0.2148991669,-0.1119884823,1.4832964392,0.0227946625,1.1287912429,-0.0077039182,0.0854611452,1.7257114871,-0.1271368143,1.2174170556,-0.1284971682,-0.0808008484,0.7422335958,0.1775570724,0.0255648286,-0.0692120709,0.0252815856,0.4649290608,-0.1550159959,-0.0776044747,1.6300333739,0.0394911230,-0.0859240341,-0.0924839929,-0.1195256680,0.1474579691,-0.1072664774,-0.0825690696,2.1773455143,0.2503404915,2.7923812542,0.5759782564,-0.0889553103,0.1259421580,-0.0611534528,-0.1908973019,1.0318101403,0.3583122071,1.2884850187,0.1043785854,0.4175275240,2.7359598949,1.1452264407,0.0381532877,-0.0939727227,-0.0533370425,0.1745285649,2.4664297179,-0.0798831077,-0.0660968052,-0.1552180245,0.4944480946,BRCA
GSM480985,-0.0499972225,-0.1766597045,-0.1146877620,-0.1466375627,-0.0648965920,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.0499261388,-0.1656008608,0.2055798990,-0.1045562582,-0.1185024055,-0.1229815364,-0.1038660411,-0.0550544084,-0.1170101790,-0.0143036453,-0.1253849338,-0.0878300879,0.5503252622,0.0586028193,0.7330552477,0.0185878970,-0.1104307367,-0.1633702948,0.6760796893,1.3204932428,-0.1858438792,0.4415400387,0.5849629343,0.3553600297,-0.0712943967,0.0070174771,1.8852531751,1.7090704442,2.5335551764,-0.1184174512,-0.1431674888,-0.1025529623,1.7398017653,-0.0671608138,0.9820158452,-0.1013292367,-0.0645564874,1.6956614123,-0.1504746542,0.9769929258,-0.1124179415,-0.1174367871,0.8255024204,0.1968964171,-0.0133784884,-0.1087060317,-0.0403548065,0.5753227008,-0.1288519075,-0.0930615631,1.0536758155,-0.0840634818,-0.1217572203,-0.0915715961,-0.1875495502,0.0900841358,-0.0931613796,-0.0522140021,0.5029043810,0.0279799152,2.9129755730,0.6223576221,-0.0928468601,0.0892721371,-0.1126760354,-0.1585804079,0.7569654905,0.3221919558,1.6980017259,0.2565770150,1.2180374362,1.8036646712,0.7300716419,0.1266848337,-0.0914744142,-0.1189274306,0.3294028115,2.5510712863,-0.1508943820,-0.0828608601,-0.2146449135,-0.0089051291,BRCA
GSM480986,-0.0989398440,-0.1566127916,-0.0866454035,-0.1313444398,-0.0767632868,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.0250283858,-0.1195620130,0.1296261391,-0.0956804724,-0.1474460010,-0.1079598164,-0.0689692108,-0.0998599461,-0.0081671186,-0.0118707248,-0.1280462363,0.0055539080,0.7250895115,0.6612715953,0.5153439700,0.0482561349,-0.1210289406,-0.1176880921,0.5903858004,1.3325283364,-0.1426732093,0.2835222208,0.1536485495,0.6212419597,-0.0332215731,0.0507715100,2.0062507787,2.1647456437,2.3745350307,-0.1079960563,-0.1444038978,-0.0935146389,1.4289510340,-0.0786688100,0.8934022577,-0.0648860453,-0.0486259080,1.7277588216,-0.1653221495,1.0283157550,-0.1073659221,-0.0860963511,0.8613531734,0.1914317616,0.0308483422,-0.0928383326,-0.0611857715,0.4623138313,-0.1167053968,-0.0521149571,1.4571645670,0.0685284909,-0.0875689417,-0.0832807774,-0.1057512667,0.1559347632,-0.1167993353,-0.0710934066,2.1112593073,0.1775544548,3.0052631994,0.3411915212,-0.0237756529,0.2406940436,-0.1287515238,-0.1876272273,0.9871897150,0.4262295211,1.3849790600,0.1423799665,0.6340694825,2.8647686241,1.2307780730,0.0289571715,-0.0944506390,-0.0659897680,0.1878795014,2.5390196815,-0.0442002359,-0.1067961140,-0.1650839159,0.9724437705,BRCA
GSM480987,-0.0582416295,-0.1905403090,0.0948443130,-0.0932495861,-0.1098254067,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.0959010905,-0.1120932270,0.1242048581,-0.0901515282,-0.1572961253,-0.0835172900,-0.0815209048,-0.0510797510,-0.0807716021,-0.0544030324,-0.1042843418,0.2631349051,0.3982724967,-0.0629695363,0.1668422063,-0.0142407233,-0.1415792909,-0.1645482877,0.6081153182,1.2904711387,-0.1564467188,0.3327935711,-0.0104492808,0.3998152808,0.0434354160,-0.0745208914,1.8972162525,1.9418621585,1.8120981787,-0.0782750988,-0.1487252011,-0.0861090123,0.6760050888,-0.1038088068,0.4360398824,-0.0412466089,-0.0537899311,1.9505865319,-0.1240411953,1.4145185397,-0.0947848200,-0.0785461927,0.5539097229,0.1067250141,0.0377516684,-0.0453715307,-0.0638511606,0.0518714578,-0.1067179610,-0.1041722893,0.9919344300,0.0007446416,-0.0708995942,-0.1036395134,-0.1772123096,0.0835026311,-0.1432857454,-0.0616863377,0.7967179460,-0.0590142915,3.1002503070,0.3683751977,-0.0547873672,0.2687366597,-0.0744605550,-0.1317001768,1.0536655843,0.3989992698,0.7026719697,0.1761682890,1.0652855184,0.0717404810,0.6115066399,-0.0108663554,-0.0674739266,-0.0760591507,-0.0291044030,1.9483775944,-0.0539220013,-0.0466960234,-0.1860236059,-0.1121652353,BRCA
GSM480988,-0.0712840593,-0.0040952943,-0.1114876393,-0.0557560889,-0.0682546645,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0031355581,-0.0361867587,0.1508974081,-0.0397621292,-0.1672125363,-0.0801067699,-0.0788977324,-0.0647528474,-0.0693023160,0.0913166812,-0.1279660785,0.0293470489,0.4926683084,0.6563017833,0.4406262552,0.0011162147,-0.0575695326,-0.1630984694,0.4102926908,1.4781041429,-0.1585323161,0.1991312819,0.2297151421,0.5623337450,-0.0733202722,-0.0083774732,1.6231118301,1.4953230395,2.3178957767,-0.0954781781,-0.1062739395,-0.0750196000,1.4738425440,0.1134081166,0.4111864848,-0.0547835847,-0.0213594421,1.8690686000,-0.1074788268,0.9121624219,-0.0433766348,-0.0344519077,0.6378036431,0.2933101654,0.0244944424,-0.0905275040,0.0497683862,0.4471929131,-0.0916173798,-0.0521348746,1.0592323652,0.0395486050,-0.0642602108,-0.0779811164,0.0264795310,0.0817065693,-0.0806064152,-0.0384889170,0.9733362539,0.0947516986,3.0203843170,0.1660498078,-0.0350562342,0.2086863971,-0.0609668406,-0.1180592581,0.8975963600,0.5428662199,1.5891420427,0.1532813705,0.5224284842,2.0900463054,1.2192751382,0.0771683031,-0.0970073136,-0.0282426173,0.3824695014,2.3724091723,-0.0760035643,-0.0887793472,-0.1720408240,0.4990927942,BRCA
GSM480989,-0.1403771451,-0.1508483126,-0.0620193510,-0.0467369777,-0.1159861198,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0173162452,-0.0685872297,0.2054151728,0.0243906503,-0.1878991975,-0.1537687015,-0.0517615898,-0.0533070416,0.0529310682,-0.1128783881,-0.1373004801,-0.1595958304,0.7150448267,0.2742571840,0.1935005427,0.0991999004,-0.0993353447,-0.2095764414,0.5169472916,1.3912816293,-0.2244989387,0.2200210720,0.0458035868,0.4976210030,-0.0511850046,-0.0263498661,2.4842128198,2.5438535957,2.5518428220,-0.1790295165,-0.0504583876,-0.1504288017,1.4644163237,0.1020590944,0.8620225001,-0.1235038396,0.1026821700,1.7396006833,-0.1228570525,0.5699454208,-0.1085540467,-0.0968307202,0.8446459448,0.5070958574,-0.0363966260,-0.1293772552,0.0892012249,0.0851336450,-0.1360183945,-0.1177975059,1.6992731094,-0.0830072642,-0.1296859520,-0.0302954978,-0.1998296036,0.0811992555,-0.1211765001,-0.1123442115,2.9341455867,-0.0411711058,3.3091132243,0.2493194217,-0.0408474547,0.1955170957,-0.1150837363,-0.2381484006,1.2871615849,0.5561182794,1.3676031173,0.2969553815,0.2035672587,2.4671195073,0.9678320248,0.0016130909,-0.1266324983,-0.0206305848,0.0964685533,2.5628502594,0.0038121423,-0.0537395819,-0.2965465607,0.2780462974,BRCA
GSM480990,-0.1583377069,0.0275639849,-0.0744136228,-0.0817924930,-0.0958344107,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,-0.0820140148,-0.1056272242,0.2828586080,-0.0965335526,-0.1885059250,-0.0795228093,-0.0593658640,0.0127884800,-0.0013644409,-0.0445415928,-0.1096235351,-0.0106996141,0.7772102624,0.0630288249,0.0480474158,0.1249358934,-0.1250745491,-0.1961200461,0.5721652171,1.4284008093,-0.1642219100,0.1628782986,0.0021861719,0.5061100200,0.0598198440,0.0284351941,2.3151370526,2.3848938792,1.9397360151,-0.1304007474,-0.0614450391,-0.0933936812,1.0188081922,0.0413098776,0.9910837904,-0.0887196400,0.0031564853,1.7524767024,-0.1391699270,0.7973921171,-0.0331666210,-0.1115538669,0.8901518602,0.2884922469,0.0134426604,-0.0395780219,0.0689168425,0.0535681572,-0.0898634362,-0.0345598439,1.9801055864,-0.1134931392,-0.0600539796,-0.1060922381,-0.0995743494,0.1371517299,-0.1211324487,-0.0606057024,3.0437901019,-0.0295301535,3.4219261243,0.3149603538,-0.0142816648,0.2307577899,-0.1028407734,-0.1509928071,1.2309665177,0.7102150352,0.9178872489,-0.0243454810,0.7348325261,1.7338391095,0.7456460687,0.0907412291,-0.0644726796,-0.0820618474,0.0420042299,2.2534600458,-0.0496487726,-0.0621162825,-0.1234271092,0.7437856894,Control
GSM480991,-0.0954230427,-0.0172815720,-0.0467888096,-0.0623631008,-0.0626564302,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,-0.0352015647,-0.1251052238,0.2768006893,-0.1092381882,-0.1664382032,-0.1098210649,-0.0625969474,-0.0234847344,0.0761885951,-0.0063457707,-0.1177700411,-0.0189355184,0.7627581232,0.7699124551,0.2907817717,0.0140659031,-0.0797973198,-0.1503309552,0.6132513040,1.4307339596,-0.1530424226,0.2311761151,0.1075655196,0.7279821927,-0.0744748870,0.0396431991,2.0687043151,2.0965620650,2.3992724284,-0.1155331679,-0.1010639354,-0.0352485606,1.6633671827,-0.0132385952,0.4793715525,-0.1295876506,-0.0183383534,1.6343451276,-0.1302963800,0.7440161903,-0.0895188320,-0.0453257791,0.8926558718,0.2061829277,-0.0140303903,-0.0974779120,0.0170060712,0.3006239996,-0.1325406850,-0.0434485409,1.5307328514,-0.0085634497,-0.1165831143,-0.0859004905,-0.0943903597,0.0569693500,-0.0960165404,-0.0531655469,2.5536367551,0.1747249370,3.2534763878,0.3179211385,0.0338856232,0.2335985194,-0.0705271417,-0.1555784853,1.1911597680,0.6888827734,1.7991057783,0.2001170530,0.5127074339,2.2098422760,1.1582878667,0.0888705028,-0.0359721972,-0.0799943357,0.1965026405,2.5592668430,-0.0075314583,-0.0658472111,-0.2337291789,0.9403670616,Control
GSM480992,-0.0578484649,0.2134774178,-0.0848685851,-0.1067906695,-0.1024010876,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0506951533,-0.0951718734,0.4200474990,-0.1092021017,-0.1679632030,-0.0748634248,-0.0525781347,-0.0706513596,0.0859797922,-0.0338702343,-0.1193227331,0.0041698367,0.8819155761,0.5642056232,0.0814318765,0.0586755237,-0.1653500808,-0.0807515533,0.4795048717,1.5164660945,-0.1702371733,0.0994592431,0.0161160152,0.7308892569,-0.0560759748,0.0434340854,2.4234709023,2.3737395555,2.3764450816,-0.1324462807,-0.1223864961,-0.0991364921,1.3366456528,0.1053096240,0.9254199237,-0.0327881900,0.0491282586,1.7276770630,-0.1343541854,0.8007758152,-0.1047832459,-0.0859374749,1.0324379748,0.2007235593,0.0677094238,-0.0784324081,-0.0428917559,0.0649529850,-0.1171101684,-0.0266702802,1.8464471474,-0.0424288371,-0.0870531379,-0.1194066495,-0.1310960580,0.1225340664,-0.1356904655,-0.0742785615,2.7427643027,0.0649967545,3.4460021522,0.2146456959,-0.0110060233,0.2017901193,-0.0929872735,-0.2370605347,1.2960211527,0.7261103579,0.7397607929,0.0367639880,0.2275946283,2.4924402089,1.0597993181,0.1023189561,-0.1020730189,-0.0574009745,0.4621570739,2.3490240686,-0.0677043643,-0.0208533191,-0.1415796649,0.5371457472,Control
GSM480993,-0.1222692452,0.1081015797,-0.0384183934,-0.1120296282,-0.0685585216,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0085595848,-0.0471520076,0.3209931134,-0.0931379202,-0.1112440899,-0.1536192212,-0.0598563862,-0.1446574488,-0.0205179819,-0.1043531754,-0.0941834193,-0.0442055219,0.8458183872,0.1653803198,0.2383615070,0.0450410519,-0.1282280118,-0.0912148149,0.5834782023,1.3899838875,-0.1093270703,0.1916949626,0.1179360291,0.7271375300,-0.0448795824,0.0588518506,2.1975401044,2.1297437175,2.4815238184,-0.0956217959,-0.1240317943,-0.0895808050,1.6005193650,-0.0763889235,1.1904826671,-0.0939905010,0.0232310286,1.7111677756,-0.1337045131,0.7381941594,-0.0781417941,-0.0764259008,0.6895845277,0.1502779570,-0.0488629257,-0.1271151884,-0.0462477463,0.1574272978,-0.1147723211,-0.0896386958,1.4765024371,0.0611034877,-0.0933586632,-0.1363727372,-0.0807869201,0.1051260916,-0.1144585606,-0.1054423138,2.2207162891,0.0491354511,3.0886874926,0.3858551905,-0.0766311964,0.2214018646,-0.0915380157,-0.2043673582,1.2538477491,0.6019830774,1.2634448866,0.1380783035,0.5388387438,2.3420754970,1.1964946893,0.1047748183,-0.1019331116,-0.0577351900,0.1647578252,2.5703833550,-0.0150249350,-0.1242012480,-0.1927522774,0.4006932761,Control
