@relation data

@attribute id string
@attribute 10174 numeric
@attribute 10398 numeric
@attribute 10580 numeric
@attribute 140465 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 25802 numeric
@attribute 3672 numeric
@attribute 3693 numeric
@attribute 4604 numeric
@attribute 4606 numeric
@attribute 4607 numeric
@attribute 4621 numeric
@attribute 4624 numeric
@attribute 4626 numeric
@attribute 4629 numeric
@attribute 4632 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 4635 numeric
@attribute 4637 numeric
@attribute 4638 numeric
@attribute 4703 numeric
@attribute 5829 numeric
@attribute 59 numeric
@attribute 7094 numeric
@attribute 7111 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7135 numeric
@attribute 7136 numeric
@attribute 7137 numeric
@attribute 7138 numeric
@attribute 7139 numeric
@attribute 7140 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 72 numeric
@attribute 7273 numeric
@attribute 7414 numeric
@attribute 7431 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8557 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2777575794,0.2969153779,0.0070921798,1.4503685700,0.0499310647,0.1632059169,-0.1160685560,0.1426907652,1.4327196976,-0.1147509987,-0.1069311648,-0.0279022814,-0.0000492221,-0.0799273830,-0.1142700481,-0.0429488101,0.0104048425,-0.1103945201,-0.0641821060,0.0519689477,1.7103786407,0.5541366695,-0.0981870010,0.6176301669,0.0051012053,0.3349262315,0.1344881686,-0.1277672406,-0.0185641741,-0.1451107192,0.5748719991,-0.1960313884,-0.0685434451,-0.1264392286,-0.0833275917,1.0205548131,0.4927632406,0.2334799396,0.5472902946,-0.0746057041,-0.0622027443,1.4682459658,0.4627743182,0.5782739988,1.5891594400,0.9537983259,2.1997757852,-0.1114055392,-0.1027024567,-0.1061069645,BRCA
GSM480985,0.2931370582,1.2289843920,0.3597597223,1.5027526551,0.0579944642,0.3073088265,-0.0977630474,0.0353192445,1.5330609464,0.1102654442,-0.1959822817,0.0017512963,-0.0353870966,-0.1076430054,-0.0871745232,-0.0002440825,-0.0332880203,-0.1304085681,-0.0839705414,0.0156565657,2.1384148449,0.6572212968,-0.0376935485,0.4716516466,0.3295294647,0.3543325623,0.4640478002,-0.1429174589,-0.0753227803,-0.2702097733,0.9693410181,-0.1807274628,-0.1644785321,-0.0579111659,-0.0764507733,1.7376538419,0.7787601990,0.0800847531,0.9577117586,0.0352580004,-0.1002918487,1.6274614056,1.0581197848,1.1121696627,1.2845784730,0.9828057632,1.9199515841,-0.0124843703,-0.1399921106,-0.0963063285,BRCA
GSM480986,0.3161504059,0.4599690320,0.0685952692,1.4199848374,0.0117306393,0.1774607371,-0.0958081184,-0.0074317108,1.6527627745,-0.0566242409,-0.0933997400,0.1226961214,-0.1084409333,-0.0400383086,-0.1173422291,-0.0195645827,-0.0628236710,-0.0524439803,-0.0540416496,0.0625862727,1.7225560608,0.6469340230,-0.0842570322,0.6545756165,0.2552236967,0.3472165334,0.1389458146,-0.1016795249,-0.1084501072,-0.2074800738,0.7654011915,-0.1619141581,-0.0947842983,-0.0349919567,-0.1541338482,1.1615676196,0.5027730859,0.2771396234,0.4619389585,0.1178043826,-0.0744701258,1.6394084916,0.7211503378,0.6381569605,1.6418533209,0.7694473286,2.1900971755,-0.1604574872,-0.1202194508,-0.1493002576,BRCA
GSM480987,0.3444460942,1.0110833760,-0.0648332675,1.4840418234,-0.0007800827,0.0053595058,-0.1101610763,0.0280109981,1.8311757351,0.0253527790,-0.1418518098,0.0242360666,-0.1152071481,-0.0036063342,-0.1521604307,-0.0211480159,-0.0640308001,-0.1087796988,-0.0948200296,-0.0060994728,1.4454860794,0.4042619580,-0.0584198737,0.3087009139,0.8125477049,0.5924646768,0.1171638168,-0.1920347997,-0.1613797433,-0.2196049239,-0.1571301687,-0.1593214834,-0.1056437122,-0.1014307811,-0.0931534088,0.7797487802,1.1501611512,0.1698785832,0.3450525333,-0.0530346628,-0.0860651739,1.4971761177,1.6886679466,0.6549517584,1.3375803794,0.6854064385,1.7749855086,-0.0745881542,-0.1064028313,-0.1212047814,BRCA
GSM480988,0.2412535216,0.3045283796,0.0275237960,0.8948068234,-0.0227714623,0.1228472797,-0.1326959272,0.0697572162,1.6181330162,0.0157001639,-0.1174140818,0.0246880891,0.0561751567,-0.1133182427,-0.0947381156,-0.0497399413,0.0021207495,-0.0551052652,-0.0329629384,-0.0129723174,1.5444896289,0.3890996335,-0.1146374953,0.5326055884,0.2127695138,0.3568265384,0.0682993188,-0.1593305498,-0.0597491841,-0.1936947693,0.4699373981,-0.1248715481,-0.1128064108,-0.0567825777,-0.0705063401,1.2137927336,0.3265447705,0.1503384684,0.3919191644,0.0905059985,-0.0775236961,1.5831342597,0.4809863035,0.5851557969,1.4518957679,0.8568994044,2.2009519134,-0.0682138209,-0.1170340794,-0.1168790694,BRCA
GSM480989,0.4993287436,0.8889694709,0.0320821015,1.6295977400,0.0751253971,0.0861339105,-0.0809544549,0.0137452483,1.6220573679,-0.0462897953,-0.1209899339,0.0372086870,0.0032944754,-0.1018113998,-0.0498084232,-0.0121064893,0.1010698000,-0.0488451482,-0.0928067673,0.0434044657,1.8242748629,0.4228847174,-0.1349775784,0.6901691206,0.1826724783,0.4247063940,0.1460658748,-0.2453643699,-0.0314490421,-0.2477359651,0.3568948715,-0.2463506937,-0.2271317239,-0.1093358921,-0.0235493879,1.1983757589,0.4668305375,0.2468539285,0.3267680008,0.1396879739,-0.1022137793,1.4356221762,0.6521307571,0.3633544836,1.5590544180,0.7983118814,2.9188919440,-0.0374261952,-0.0949734952,-0.1589803841,BRCA
GSM480990,0.5821098374,0.2422347792,-0.0367719887,1.6235836742,-0.0150466984,0.0154228731,-0.0857488067,-0.0386362766,1.4704585286,0.0250414484,-0.1096407857,0.0788037409,-0.1188414587,-0.0469172991,-0.1356995080,0.0250319629,-0.1072003702,-0.0724117002,-0.0846850793,0.0240245935,1.5152356646,0.5807186725,-0.0884703899,0.8938638121,0.3362171894,0.4164225238,-0.0286434122,-0.0837074755,-0.1184648821,-0.1971649057,0.1824365138,-0.1250694125,-0.0107326284,-0.0641893188,0.0411506487,1.0108540187,0.9183331454,0.1820891224,0.6013084412,0.2231739699,-0.1005013103,1.4810826326,1.3730363339,0.6898104139,1.4453520321,0.6829452796,2.5856389926,-0.0173943922,-0.1425240105,-0.1736178855,Control
GSM480991,0.4358590263,1.1277292678,0.0815169979,1.3839732574,0.0868251726,0.1179805404,-0.1205804955,-0.0280346625,1.7379832630,-0.0116185258,-0.1110206857,0.1079082729,-0.1072497739,-0.0978178179,-0.1175850616,-0.0248104563,-0.0135045470,-0.0667334538,-0.1689009821,0.1183066845,1.6892192651,0.6529166640,-0.0843226842,0.6825946626,0.4182708296,0.4066644799,0.2819611385,-0.0622735649,-0.1126245867,-0.1581475130,0.2937599196,-0.2393695860,-0.1285776593,-0.0570351074,-0.2205009342,1.3420389247,0.6257068346,0.2495424558,0.5726659842,0.4833371013,-0.0638973452,1.7032585504,0.5784783558,0.5123488177,1.5451146222,0.7246558555,2.3986895680,-0.1200553001,-0.1247259681,-0.1255262513,Control
GSM480992,0.6301408608,0.2078117866,0.0142613604,1.7319962780,0.0527868264,0.0827521553,-0.1370449430,-0.0197452026,1.4897477024,0.0229151647,-0.1205658180,0.0478021546,-0.1683742043,-0.0017476406,-0.0673399702,0.0062219746,-0.0574773034,-0.0772472831,0.0049577485,0.0636455851,1.3391235184,0.6435555792,-0.1016874397,0.9083260275,0.4205151905,0.4696601534,0.0795681131,-0.1229826818,-0.0979500994,-0.2015147951,0.3023966473,-0.1695471536,-0.0584703872,-0.0834156848,-0.0787317101,0.9302450504,0.7068865360,0.1330048749,0.5596330048,0.0297419782,-0.0729980698,1.4694966279,0.2845625890,0.4653132356,1.4246134289,0.7415068230,2.6897532866,-0.0347794100,-0.0727681645,-0.1352880218,Control
GSM480993,0.4980433875,0.5250836669,0.0726560526,1.6995342142,0.0643264377,0.2042740275,-0.1032869241,0.0337283848,1.7697037328,-0.0414601702,-0.0721485109,0.0555509039,-0.1105510524,-0.1357503880,-0.1235077228,-0.0120349590,-0.0317878252,-0.1288237980,-0.0946525164,0.1178308699,1.4032285638,0.6101985172,-0.0671250312,0.6837831851,0.4428659083,0.4063588533,0.2070421046,-0.1084274883,-0.1063863762,-0.2379574452,0.0321108207,-0.2061949577,-0.0917695654,-0.0851322016,-0.1580689467,1.1945504714,0.6131584673,0.1555427859,0.6497088736,0.2000052875,-0.0817407961,1.5233000448,0.6476907477,0.4688693630,1.5856227239,0.8005855027,2.4490207491,-0.0583346369,-0.1020554529,-0.1202466939,Control
