@relation data

@attribute id string
@attribute 10011 numeric
@attribute 10062 numeric
@attribute 10370 numeric
@attribute 10891 numeric
@attribute 1387 numeric
@attribute 1843 numeric
@attribute 1854 numeric
@attribute 1962 numeric
@attribute 2033 numeric
@attribute 2168 numeric
@attribute 2195 numeric
@attribute 3295 numeric
@attribute 3303 numeric
@attribute 3320 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 3725 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4609 numeric
@attribute 4792 numeric
@attribute 51 numeric
@attribute 5154 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5743 numeric
@attribute 5925 numeric
@attribute 5970 numeric
@attribute 6256 numeric
@attribute 65003 numeric
@attribute 6667 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 7025 numeric
@attribute 7124 numeric
@attribute 8204 numeric
@attribute 8431 numeric
@attribute 8648 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5122523728,0.6078571063,0.7148586769,0.0020471462,0.6728254087,0.4277474650,2.0992635116,0.2319927768,1.8174475579,-0.1847505613,1.4420816272,0.5121318598,2.9697711170,3.7246808213,-0.1180963399,-0.0847057862,0.7463167697,0.1267259041,0.6381567940,0.5926393938,0.8049394469,0.9987894740,0.9836430031,0.6502234032,-0.1624264398,0.7694715564,0.0438976392,0.8578709417,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,0.1474579691,-0.1072664774,0.5276523813,0.4586358647,0.0763389319,0.9448039957,0.8525465690,0.5852018984,1.2265175655,0.3264359297,0.0372537282,0.1224982199,0.1732692818,-0.0286056817,1.5652664238,-0.0268044310,0.3090867962,-0.0807422423,0.6606881853,0.5009208878,BRCA
GSM480985,1.3560374870,0.5715637846,0.8169373306,-0.0197375997,0.6472114695,0.3838845407,1.2268545552,0.3564170730,1.6404941344,-0.1540733063,1.4591727696,0.4998827064,3.1069582999,3.8482525347,-0.1456275137,-0.1335000324,0.9612028782,-0.0275106371,0.8131826102,0.2717646782,0.9412159958,1.0235877923,0.8162365453,0.8534231111,-0.1454714285,1.5476133191,0.1551618082,0.5471588917,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,0.0900841358,-0.0931613796,0.4521202200,0.5649788797,-0.0300743042,0.7302493976,0.8536376064,0.6415359193,0.7051721514,0.4472591168,0.5274472088,0.2041423073,0.2816923903,0.0503361004,1.6877899634,0.0192951315,0.5105788873,-0.1179885435,0.7706750865,0.4874373016,BRCA
GSM480986,1.4007959645,0.4552049634,1.0192024839,-0.0643021473,0.7199448316,0.5315875954,1.8513124436,0.3244871081,1.9671993852,-0.1993055973,1.5311476636,0.4177752157,3.0790505111,3.6994577250,-0.1378842151,-0.0513209052,0.9059672051,0.3012187225,0.8435591151,0.4492141063,0.9283377825,1.0500213773,1.0151979217,0.3758222094,-0.1337267348,0.9370587028,0.0923702951,0.7875627369,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,0.1559347632,-0.1167993353,0.5276161861,0.5706250406,0.0178532619,0.8574318311,0.9353946786,0.8420553809,0.9930606560,0.3058016405,0.1005128598,0.1247599432,0.3448843761,-0.0117659394,1.4812812177,-0.0352914631,0.2732161049,-0.0998193118,0.4832061024,0.5195074481,BRCA
GSM480987,1.6241928339,0.5779061277,1.0768835619,0.3416970953,0.6522740087,1.1743053519,1.5492507406,0.0446926562,1.9626392814,-0.1829573641,1.2893078565,0.3299822877,2.8797291519,3.8704057537,-0.1365783568,-0.0703231371,1.2356612913,-0.0338999937,0.8295429710,0.7697951637,1.1037804131,0.7740931849,0.3447195155,0.4246866423,-0.1022734639,0.9460729968,0.0477555604,0.7818461316,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,0.0835026311,-0.1432857454,0.4570317386,0.5260457562,0.0989996669,0.5479266424,0.8780260834,0.7166370249,0.9049364254,0.2725977854,0.2219263650,0.1830839837,1.4531619120,-0.0407701192,0.6204478426,0.0222586589,0.2302979950,0.0493138283,0.3960616273,0.4689856109,BRCA
GSM480988,1.0264235708,0.4407131382,1.2706686965,0.0222914002,0.6896800634,0.3465793314,1.7663210929,0.2300866962,1.8828163351,-0.1560636396,1.4363624028,0.7515428386,3.0691732914,3.7638259730,-0.1181522474,-0.1175556411,0.5378554523,0.3139453566,0.8156360683,0.4848055529,0.7093335530,0.8540298854,0.7083761824,0.5025178531,-0.0889533257,0.6583551200,0.0974898358,0.5438984940,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,0.0817065693,-0.0806064152,0.4923907940,0.4829891018,0.0590901193,0.6159016014,0.6707278885,0.6533234366,0.7462687270,0.0958174584,0.1684060337,0.1357062248,-0.0287977378,0.0001304974,1.1122215538,-0.0271084259,0.3222288636,-0.1065245837,0.4753678593,0.4726961899,BRCA
GSM480989,1.7605072961,0.5786115627,1.0629778019,-0.0260923778,0.5010443183,0.2851961183,1.7208966688,0.0391898241,1.8141472619,-0.1655266001,1.5978849779,0.4461944626,3.3498574794,3.6763444743,-0.2205092889,-0.1242701024,0.5993327181,0.1279155671,0.3986203380,0.3984325587,1.0994870811,0.8316699357,0.9575855513,0.3040667095,-0.1893403782,0.5104212239,0.0965169618,0.5155756484,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,0.0811992555,-0.1211765001,0.4168803811,0.8519349658,0.0133889897,0.4999280601,1.1224099571,0.8751727511,1.2026884555,0.3437019795,0.2980536016,0.2224860404,0.1511927734,-0.0217998318,0.8169424143,-0.0681379633,0.1850618936,-0.0805394203,0.3427129251,0.5096826917,BRCA
GSM480990,1.6016980515,0.3608751160,0.9411007714,-0.0834686967,0.6429370626,0.8064354324,1.6977540851,0.1098247522,2.2293557487,-0.0666192054,1.6720678111,0.2938667585,3.3278006017,4.0356965860,-0.1025914788,-0.0903705854,0.9502829010,0.0493954116,0.6094601407,0.5031338535,1.2569765001,0.8218379844,1.2329029113,0.4307222246,-0.1406402458,0.5701667320,0.0129572296,0.4885745056,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,0.1371517299,-0.1211324487,0.4040678319,0.5468216389,0.1267204625,0.8644990985,1.1399565821,1.2033769806,1.0142075046,0.2040061191,-0.0418846110,0.1009955318,0.0096586150,-0.0152148257,1.4507871536,0.0804696221,0.0795471302,-0.1016850573,0.3449868175,0.6557537768,Control
GSM480991,1.7074731728,0.4010709407,1.3213753719,0.0171881357,0.7013037075,0.6116145824,1.0655942466,0.1742357694,1.8172405640,-0.1037150546,1.5044754599,0.4310497078,3.2851191164,3.8149829707,-0.0919943968,-0.1418052366,0.9142568514,0.0072355776,0.6815552073,0.3545671447,1.2472408378,0.9400600199,1.0221306102,0.3718392522,-0.1590461786,0.6246844594,0.0583993807,0.5141541144,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,0.0569693500,-0.0960165404,0.5071865046,0.6482640730,0.0958185670,0.7603944621,1.0769064036,0.9345876711,0.7970641220,0.2676069670,0.2253412083,0.1830051345,0.1588903308,0.1726690396,1.4137633177,0.0248851115,0.2476387109,-0.0926914101,0.3771500963,0.4974972558,Control
GSM480992,1.7253044212,0.5866474814,1.4031301960,-0.0123003864,0.7777832307,0.5429262386,1.5800554566,0.1297640129,2.5581991299,-0.1493813756,1.7481973605,0.3601751156,3.4385763109,3.8272416590,-0.0843207331,-0.0324899500,0.5848525959,0.2414078728,0.7924845513,0.5397554174,0.8925691490,1.2074410847,0.9602108987,0.3555988693,-0.1480111448,0.5310987036,0.0454737347,0.6116778969,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.1225340664,-0.1356904655,0.4130200728,0.9082788116,-0.0089352386,0.8413598781,1.2896809784,1.3046935373,0.9629720450,0.1924299500,0.0872129699,0.1292670868,0.1105009329,-0.0538811761,0.9639333711,0.0083994120,0.1581296041,-0.0947553344,0.4221191169,0.6216987659,Control
GSM480993,1.6477785391,0.4236857698,1.0948392301,-0.0341302611,0.7884631976,0.5676008761,2.0603732541,0.1581504344,2.1836648658,-0.1788458660,1.4875389029,0.3505771477,3.1655949354,3.7825589180,-0.0355576774,-0.0236706325,1.0657076714,0.5613728936,0.7139635566,0.5181170303,0.9085881339,0.9835403643,1.0650870211,0.3556248992,-0.1081225405,0.7338769277,0.1407039952,0.7411117225,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,0.1051260916,-0.1144585606,0.4741801064,0.7940912880,0.0211076165,0.8349784980,0.9961075650,0.9114326927,1.1099096536,0.3584563296,0.3359975065,0.2098610063,0.1445805102,-0.0270253466,0.9465405958,-0.0441045241,0.2704557085,-0.0884887581,0.4007317959,0.5790764240,Control
