@relation data

@attribute id string
@attribute 1026 numeric
@attribute 1452 numeric
@attribute 1453 numeric
@attribute 1647 numeric
@attribute 1728 numeric
@attribute 2033 numeric
@attribute 207 numeric
@attribute 2274 numeric
@attribute 3090 numeric
@attribute 3091 numeric
@attribute 3303 numeric
@attribute 3320 numeric
@attribute 3486 numeric
@attribute 4193 numeric
@attribute 472 numeric
@attribute 4793 numeric
@attribute 5243 numeric
@attribute 5599 numeric
@attribute 581 numeric
@attribute 6872 numeric
@attribute 7157 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.1393974684,1.1739820129,0.7757304648,1.7342155276,1.8999840265,1.8174475579,1.9397812022,1.4208474426,-0.1152856074,1.8091058754,2.9697711170,3.7246808213,2.4204935879,-0.0070708373,0.0107741015,0.6222571999,-0.1213828938,0.7139937217,0.9030967818,-0.0681862467,0.8841919228,BRCA
GSM480985,2.2990302591,1.2725747880,0.7636967339,2.0508048685,1.8870152805,1.6404941344,1.4054429928,1.2451106541,-0.0076832346,1.9684665731,3.1069582999,3.8482525347,3.2418710142,-0.0835794543,0.0400061393,0.5609422953,-0.0990337857,0.7487222366,0.8407814422,-0.0969121774,0.5955694337,BRCA
GSM480986,2.2193307467,1.0942751028,0.9877382814,1.2829225361,2.0110036567,1.9671993852,1.7577156492,1.5060476296,-0.0952760754,1.7601516247,3.0790505111,3.6994577250,2.7614258825,0.0441754822,-0.0384828596,0.7128700620,-0.0787316221,0.7966307569,0.9887473217,-0.1152252391,0.8508987498,BRCA
GSM480987,2.7037154810,0.9154273811,0.7732189820,2.1893143059,2.9523896251,1.9626392814,1.6769249506,1.2635852131,0.2993725375,2.1107997927,2.8797291519,3.8704057537,1.2602842935,0.0336754173,0.0408815341,0.7524098709,-0.0356606070,0.7170214796,0.7455377609,-0.1223672856,0.8372933389,BRCA
GSM480988,2.3901760505,0.9021175691,0.6518305094,1.1994663142,1.6882501488,1.8828163351,1.1675294143,0.9320573906,-0.1042161088,1.6976259146,3.0691732914,3.7638259730,2.0492307021,-0.0762924356,0.0108373413,0.5546799707,-0.1185512982,0.6912962379,0.6583364474,-0.0570258045,0.6972457048,BRCA
GSM480989,2.7720669135,0.7459947163,0.6693502553,1.1784485579,1.8468339769,1.8141472619,2.3074461223,1.0393049021,-0.0989554166,1.4947991996,3.3498574794,3.6763444743,3.3541794719,-0.0633361472,-0.0284552162,0.6648718736,-0.1395282613,0.5911021925,1.2923590124,-0.0495784977,1.2405139033,BRCA
GSM480990,2.7343542910,0.9341612693,0.8615262061,1.7728323936,1.8740548545,2.2293557487,2.3939645291,1.3884597189,0.0313979111,1.9377601024,3.3278006017,4.0356965860,2.0700853093,-0.0377953903,-0.0003517558,0.7222510494,-0.0583302757,0.5124700949,1.0487284085,-0.0982274513,1.1059742302,Control
GSM480991,2.7373882608,0.9482068079,0.8657999114,1.6012346595,2.2431318217,1.8172405640,1.8290236989,1.4595203068,-0.0194097016,1.5899892264,3.2851191164,3.8149829707,3.0885228514,-0.0037197388,-0.0229581060,0.8390529259,-0.0812173152,0.7236467786,1.0059922760,-0.0332973993,0.9629745603,Control
GSM480992,2.7673748358,0.8333354584,0.9769073650,1.2786797881,1.8122482135,2.5581991299,2.3328941266,1.1603552603,-0.0603158091,1.7774791785,3.4385763109,3.8272416590,1.6980881393,-0.0464381419,-0.0458585198,0.7926203149,-0.1243718956,0.4097217267,1.2841898705,-0.1131791147,1.0991194739,Control
GSM480993,2.7103066743,1.0301553905,0.9614707976,1.5869673565,1.7017059082,2.1836648658,1.9907199673,1.4047351512,-0.0513841538,1.7126867690,3.1655949354,3.7825589180,2.3227813169,0.0065748730,-0.0240370255,0.8274797584,-0.0650472814,0.7140314231,1.1132435460,-0.1102204161,1.0900611624,Control
