@relation data

@attribute id string
@attribute 10235 numeric
@attribute 10411 numeric
@attribute 11069 numeric
@attribute 1398 numeric
@attribute 1445 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 2335 numeric
@attribute 25780 numeric
@attribute 2885 numeric
@attribute 3674 numeric
@attribute 3690 numeric
@attribute 54518 numeric
@attribute 5747 numeric
@attribute 5770 numeric
@attribute 5906 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute 7450 numeric
@attribute 9564 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0842862406,-0.0736360448,-0.0476961340,1.4674782144,2.4266945176,-0.1337402769,-0.1338066185,-0.0093080291,1.4465033908,-0.0503332874,1.6104626348,-0.0711339900,0.1012585052,-0.0142020487,0.3568962877,0.0413461934,0.2993447634,-0.0234144181,-0.0124092440,0.8473812143,-0.1216605016,0.4715196540,BRCA
GSM481003,-0.1411060238,0.8728766795,-0.1286379429,1.3612618425,2.9481822583,-0.1309632186,-0.1040900125,-0.0739448218,1.7436893397,-0.0542153045,1.7524189089,-0.0885409495,0.6416629085,-0.0705315341,0.1244303655,0.1650047825,0.1105344640,-0.0553885548,-0.0016825477,0.6912779407,-0.0564617124,0.5374243757,BRCA
GSM481004,-0.1172718766,0.1327944574,-0.1476433219,1.1921263276,2.7074588272,-0.1464092568,-0.0766112734,-0.0318216407,1.6591458448,-0.1550597615,1.7306030480,-0.0504162911,0.1920933733,0.0043467642,0.2292358492,0.0899912709,0.2161254814,-0.0500999228,-0.0060122215,0.8583761311,-0.0955179574,0.5396083990,BRCA
GSM481005,-0.1160151542,-0.0633542451,-0.0476365093,1.6299835334,2.5740633573,-0.0965031531,-0.1340541364,-0.0281883657,2.2389136498,-0.0324039441,1.6458761891,-0.0677923652,0.0977961318,0.0954762138,0.2669062797,0.0433951915,0.0446880130,0.0180744121,0.0075601748,0.6834549974,-0.1155557907,0.3919551472,BRCA
GSM481006,-0.0721655468,0.0905179799,-0.0825294732,1.5784780925,2.6257786286,-0.1302992665,-0.1443073794,-0.1003913861,1.5292125387,-0.0854130659,1.6704388113,-0.0607893218,0.4037492653,-0.0726662871,0.2529420034,0.1281003530,0.2859294764,0.0128678733,-0.0179128214,0.6011486065,-0.1247078772,0.4917253337,BRCA
GSM481007,0.0319376179,0.6145446753,0.0318698374,0.9207133585,2.9017767838,-0.1447376906,-0.1059853564,-0.0382484025,1.5117607714,-0.1280388566,1.7786090209,-0.0777350301,0.1081938795,-0.0929937337,0.1849544916,0.0697935855,0.0668356439,-0.0621160632,0.0468923578,0.6480991445,-0.1394139307,0.5178588897,BRCA
GSM481008,-0.0987332079,-0.0392733318,-0.1028508210,1.0476466187,3.3749025796,-0.1204742205,-0.1344527091,-0.0526968611,1.4054096226,-0.1012129019,1.6622805248,-0.0674781555,0.1811905690,-0.0862336970,0.2445528730,0.0770608550,0.2171431813,0.0012555714,-0.0086323968,0.8231768893,-0.1273354423,0.6578799410,Control
GSM481009,-0.2412803777,-0.0233549507,0.1306110180,1.4302532645,2.5855629524,-0.1098639981,-0.2159782159,-0.0546535244,1.5305498669,-0.0669948515,1.3427748691,-0.1688489413,-0.0225474585,0.0152097511,0.1822121439,-0.1064877963,0.1710524842,-0.0048567386,-0.0607615665,0.5292777442,-0.1074922367,0.0301783830,Control
GSM481010,-0.1065206625,0.0528804344,0.0528028026,1.5761229206,2.5666434356,-0.0944624883,-0.0999778244,-0.0886922837,1.2307521165,-0.0403717038,1.7509254467,-0.0877833051,0.2973005544,-0.0831771936,0.2743944092,0.1649630812,0.3209661450,0.0688335455,-0.0237400801,0.7593827262,-0.1035027482,0.3574118243,Control
GSM481011,0.0050105803,-0.0473339249,-0.0666844478,1.1232241080,2.9154372248,-0.0686773083,-0.1072986642,0.0151894431,1.3498147170,-0.1512903422,1.9492786230,-0.0441689824,0.0853694100,0.0239393658,0.1690626889,0.0260892796,0.0518733455,-0.0475626586,0.0394449375,0.7561733133,-0.0901307791,0.5802328967,Control
GSM481012,-0.1047389498,-0.0037623561,-0.0438518746,1.3028018407,2.3661898299,-0.1055382308,-0.1204782099,-0.0228121431,1.5570299615,-0.0580355893,1.5784882939,-0.1046740992,0.1887197545,0.0355239971,0.2194058121,0.0531818952,0.2901901752,-0.0046310019,-0.0168233594,0.8412935166,-0.1331146229,0.3828500148,Control
GSM481013,-0.0752852163,0.0668196841,-0.0489098009,1.1410346478,3.3878661527,-0.0691702739,-0.0453892943,-0.1395414510,1.1393247688,-0.0439577003,1.6565090109,-0.0395441315,0.2032876405,-0.0071262292,0.2020749210,0.0080583770,0.0504147144,-0.0280898488,0.0861050577,0.7379221220,-0.1374223747,0.6493067283,Control
GSM481014,-0.1378613155,0.0152115334,-0.0669073209,0.8405330025,2.7646979028,-0.1114704386,-0.1126806579,0.0216229654,1.1221926024,-0.1174130575,1.2421748134,-0.0066273853,0.3351282744,-0.0568288301,0.2183049606,0.0140146854,0.4219217336,0.0084851914,0.0158902815,0.8154155490,-0.0670828281,0.6312447807,BRCA
GSM481015,1.0034690977,0.2300983611,-0.0026142423,1.1888616335,2.9919438096,-0.1119901422,-0.1159707262,-0.0138230163,0.9119313854,-0.1104356113,1.6013563458,-0.0359749417,0.2519410991,0.0441750591,0.1535032495,0.0058079832,0.1533546003,-0.0340474368,0.0181228693,0.7563814523,-0.1799683411,0.7480249827,BRCA
