@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10488 numeric
@attribute 1147 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 148327 numeric
@attribute 1499 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2260 numeric
@attribute 2263 numeric
@attribute 2308 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 2950 numeric
@attribute 3265 numeric
@attribute 3320 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 354 numeric
@attribute 3551 numeric
@attribute 3645 numeric
@attribute 367 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4193 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4824 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56034 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 5894 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 64764 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6716 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7039 numeric
@attribute 7157 numeric
@attribute 7184 numeric
@attribute 80310 numeric
@attribute 83439 numeric
@attribute 842 numeric
@attribute 84699 numeric
@attribute 8503 numeric
@attribute 898 numeric
@attribute 90993 numeric
@attribute 9134 numeric
@attribute 9586 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.2967640855,3.3594499677,1.0775432256,1.0326234206,0.2841429040,0.0194301160,0.6553813652,0.0532491580,0.6174689995,0.1608625433,-0.1044139307,0.7531173030,-0.0304579000,0.1537555695,1.5206031688,0.1082515674,2.3584245311,0.3070585448,0.7671700831,-0.0245002637,0.2402767200,-0.0131690648,0.3341965944,1.6104626348,0.8950817100,3.0324918032,0.8212452234,3.6576530137,-0.0070168312,0.2267118200,0.0907212739,0.2679063242,-0.0810327455,0.2240965476,0.6620092707,0.1314761901,-0.0354759898,0.0372776528,0.8098630121,0.0132123059,0.8848718814,-0.0819218758,1.2706931260,-0.0929542914,1.1882759057,1.9228566142,0.6485961018,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.3768321643,1.1201675758,0.5346109487,0.1390805759,0.3923970497,0.1344134227,0.3860900013,0.4170598776,1.4593906332,-0.0618729870,1.2157194917,0.4093352354,-0.0234144181,0.2904654710,-0.0183351183,0.1777965052,0.0388651469,0.4804667581,-0.1242455302,0.9853307140,1.1364908055,0.0298450908,1.2487681582,0.3441887239,-0.1035053434,-0.0795126762,1.2872339672,1.9444277437,-0.1655763679,0.0282722054,BRCA
GSM481003,0.3007907103,0.3862321187,3.0403829142,1.1811751007,1.1906844509,0.2877502063,0.0187250819,0.6896365619,0.2865917172,0.5368674805,0.3838606802,0.0454944650,0.6776998944,0.6191529817,0.0484339897,1.5765347331,0.0848142081,2.5114432043,0.3973698837,0.6890013869,0.0358023894,0.2727411288,-0.0067144994,0.2224102620,1.7524189089,0.9718543944,3.2733086745,0.9474795161,3.2723402183,0.0254755334,0.1801413333,0.0281578253,0.4162924297,-0.0818159661,0.4605023923,0.6213931068,0.0738842817,-0.0666174864,0.0608519517,1.4016762564,0.1161253423,0.9542065300,-0.0555656530,1.4126835802,0.2806381032,0.8321520830,0.5265011630,0.6032710826,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.4223379152,1.1333078442,0.4956930263,0.1453346393,0.8256779464,0.0819050467,0.2815908568,0.4086979734,1.6346685103,-0.0646676839,1.5458108518,0.4052668924,-0.0553885548,0.0839562974,-0.0490523055,0.0848102706,0.3832931219,0.3278736179,0.1140757244,0.9925875762,0.8931442964,0.0096158667,1.0709934719,0.7539005348,-0.1823539681,0.1190332978,1.2527999394,1.9215771188,-0.1131820252,0.1443012707,BRCA
GSM481004,0.4733082638,0.2243766762,3.0274459125,1.0930646748,1.0233543507,0.3929689074,0.0489846332,0.7104525116,0.1727575446,0.5084360550,0.4496613113,-0.0162955371,0.6400350525,0.1518570445,0.2059234660,1.4211680973,0.1438268497,2.2194539971,0.4676012300,0.9790825484,0.0292044833,0.2443446753,-0.0146582856,0.2934368548,1.7306030480,1.3618418052,2.5708290735,0.8814408686,3.2242570717,-0.0085871777,0.2059222442,0.0041460976,0.4565757285,0.0206459551,0.6189843491,0.7447423427,0.0657351969,-0.0436277898,0.1890115326,1.3433312625,0.1066709332,0.9630198516,-0.0759171264,0.8181429756,-0.0037518531,1.3243709992,1.1819554152,0.6172203298,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.5495924441,1.3982536542,0.6688894496,0.0639251527,0.5918967704,0.1194911064,0.4157156661,0.2011434678,1.6619296756,-0.0883470983,1.4715695732,0.4052161639,-0.0500999228,0.1372055122,-0.0272271558,0.1890694758,0.0808795862,0.2659067271,-0.0684127074,0.8802483742,1.0181253039,0.0314195075,1.4482506214,0.5294298967,-0.1536644187,0.1043470586,1.4226152879,1.8335028190,-0.1450435588,0.0284953201,BRCA
GSM481005,0.7983672971,0.2160567825,3.2873637975,1.2595446937,1.0787079631,0.7559128657,0.0936311534,0.6607257612,0.1044379431,0.6957511474,0.3527724375,-0.1165471179,0.9084757619,0.4012778942,0.2165325873,1.5339801088,0.0660260143,2.3890128664,0.4302809539,0.7864466107,-0.0069422218,0.3521433463,0.0304015636,0.2603539082,1.6458761891,0.9572651076,2.9548474550,0.8521304950,3.6397311690,0.0353970129,0.2587755207,0.0219581671,0.3903404364,-0.0791551680,0.4073604598,0.7021117498,0.1621117626,-0.0388047886,0.0661443981,0.7793831442,0.1303296720,0.8978069759,0.0912356529,0.9901911059,-0.0792964379,1.5465550827,1.8927819729,0.8054027840,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.4403047296,1.3712493853,0.6115387894,0.0764267961,0.5596565347,0.1420803729,0.3888399490,0.7030548256,2.1236051734,-0.0833753531,1.2129281088,0.4912779206,0.0180744121,0.2881692323,-0.0631558469,0.1629802437,0.0376215268,0.4122424872,-0.1050281481,0.9015575944,1.4443103839,0.0215312300,1.3552098126,0.4136187493,-0.1944856476,0.0457376592,1.3357575516,1.9045748176,-0.1234659266,-0.0159742344,BRCA
GSM481006,0.6102282105,0.2957256202,3.2162807881,1.2238033216,0.9869866702,0.5505344721,0.0438960250,0.4717476930,0.0102141040,0.6774093451,0.3129080268,-0.0882029533,0.9511518584,0.3139419490,0.1430200110,1.9997731411,0.2159211816,2.7993582883,0.4174783649,0.7809424383,0.0993249042,0.4585124611,0.0247047886,0.2802438269,1.6704388113,1.0202108809,3.5155734023,0.8876503406,3.5692172050,0.2205455596,0.2402696524,0.0678653358,0.2354427614,-0.0301708290,0.5746684543,0.7695110285,0.1676137317,0.0404348410,0.1223146532,1.0869957842,0.0744668583,0.6079864987,0.0818538499,1.3985878927,0.0098966052,1.0082624361,1.8247335090,1.0976617766,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.3909603753,0.9865753614,0.7701194993,0.1169393467,0.4886666650,0.1587185629,0.3354175018,0.6889269474,1.6552993021,-0.0787858003,1.3122026393,0.4376157016,0.0128678733,0.2175775908,-0.0769263034,0.2528915434,0.1508554700,0.5129803772,-0.0318370369,1.3752852871,1.0420911554,0.1662280993,1.4518673271,0.5213412684,-0.2288958830,0.1659671659,1.1979828272,1.9483212852,-0.0528207624,0.0634249029,BRCA
GSM481007,0.3836162349,0.2692059731,3.1362124086,1.6133605374,1.1779389943,0.2756707471,-0.0388119381,0.6012359342,0.5023200977,0.6134111168,0.4946888254,-0.0467773227,0.8479955071,0.0250401876,0.1262126311,1.4547199384,0.2589795492,2.4604020782,0.2757121727,0.8321013450,0.1629018979,0.4389845826,0.0693962222,0.0997455566,1.7786090209,0.5586554259,3.3267954192,1.1560421735,3.2556382020,0.0681594072,0.1352442852,0.0370745213,0.2572633833,-0.0114718492,0.6638245449,0.9390580363,0.1433539864,-0.0409890643,0.0016019143,1.3999506757,0.0251237448,0.8448888773,-0.0362453415,1.1189648246,0.0529967257,0.7691124505,1.3500028468,0.8467260383,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.2606000659,1.0516917631,0.5327084279,0.1837086821,0.9255183645,0.0631843703,0.2957258879,0.6629691342,1.2351145123,-0.0395099294,1.4910032429,0.3254073675,-0.0621160632,0.2030390211,-0.0372216094,0.2699643974,0.0523900811,0.3945177911,-0.0008672641,1.2977375326,0.7858965514,0.1865525246,1.2766758504,0.7313789074,-0.1719128159,0.0523188741,1.3696007534,1.7008204061,-0.1275766564,0.1224295842,BRCA
GSM481008,0.5217626055,0.7145212810,2.8834402039,1.3575888276,0.9932991063,0.9329660580,0.1053648011,0.6167750674,0.3442835683,0.5762742963,1.5586611688,0.2831019114,0.8295916561,-0.0105014925,0.2092566926,1.5937150419,0.0524233336,2.1300801171,0.4476290999,0.6478463703,-0.0701674019,0.1066316756,-0.0033952392,0.1532034397,1.6622805248,1.0892350491,3.1949354410,1.2938889639,3.6774912677,-0.0105432316,0.2740164896,0.0403865045,0.3088421996,-0.0398000709,0.6201076406,0.8205010526,0.1743810166,-0.0201522052,0.2086261566,1.2762110606,0.2835004732,0.9191996994,0.2017045878,1.1268164873,-0.0861223581,1.0284593088,1.9141057492,0.6941363809,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.4047704326,1.0726860836,0.5254396089,0.1199409844,1.0612640086,0.1297484952,0.3589827556,0.6538910852,1.6781765093,-0.0483734958,1.3571830794,0.6221907198,0.0012555714,0.1490175020,0.0321791018,0.1605632000,0.4492832672,0.2421337500,-0.0821376034,0.9878225434,1.2282577258,-0.0286655360,0.7799835039,0.4864576326,-0.1492333114,0.0282589524,1.2536895500,1.6987448883,0.1622534281,0.2377787365,Control
GSM481009,0.5489170128,0.1897917593,3.1617967563,1.3927305539,0.3826051094,0.4141671401,0.0205618788,0.5215228253,-0.0517904690,0.6379877187,0.0817014255,-0.0379079583,0.7245613783,0.1017885568,0.0047963763,1.3526445291,-0.1318342609,1.7882246540,0.1436777954,0.6368520430,-0.0829177966,0.1509363933,-0.0460119554,0.1104632507,1.3427748691,0.4939206066,2.9631728730,0.5253295350,4.1336198647,0.4388621020,0.1506341084,0.0966595451,0.1725846681,-0.0978766710,0.3997561478,0.6588328657,0.1793832846,-0.0891779845,0.0623427681,0.6739098801,-0.0240126559,0.7767756040,-0.0457928035,1.2916804486,-0.1890939915,1.1036103142,2.0970718728,0.5816204784,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.2795271149,0.7096309500,0.4921282603,-0.0310865428,-0.0767497015,0.0174211498,0.2270372226,0.6089003728,0.9449293574,-0.1458780054,0.9630623995,0.3081735654,-0.0048567386,0.0807280921,-0.1473508590,-0.0320870272,0.0965627080,0.5029285724,-0.1305698780,0.9829903326,0.9160660751,-0.0115391028,0.8893958329,0.3737636758,-0.2692948840,0.0289410084,0.7984491094,2.0046803781,-0.1511437901,0.0173002317,Control
GSM481010,0.6249280034,0.4230568399,2.8992610497,1.3314499458,0.7977590973,0.8322192047,0.1562225824,0.6855350051,0.0298218358,0.7343420027,0.3816741023,-0.0103132259,0.8406108043,0.0557148577,0.2403421661,1.6499485337,0.0564712613,2.1086231072,0.3798376370,0.6649437760,0.1847581224,0.2984728678,0.0036142197,0.3681621031,1.7509254467,0.9262991083,2.9571587640,0.9039840400,3.7574702897,0.1285491438,0.1246120071,0.0212344029,0.3174347172,-0.0591103192,0.5882746430,0.5558823925,0.1744263203,-0.0505959386,0.1809599443,1.1876550054,0.0741906022,1.2621549368,-0.0746804124,1.0661633827,-0.0580621935,1.3947409310,0.6096389277,0.6870637622,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.5158594621,1.1154199801,0.6419399620,0.1620686616,0.7550900512,0.1197620314,0.3965836786,0.6300583106,1.1449683505,-0.0879259115,1.2152642781,0.3917526350,0.0688335455,0.2435579410,-0.0526046224,0.2509317977,0.0227985563,0.3422708611,-0.0392967260,0.7534921082,1.5172690485,0.5407634379,0.9106897973,0.3622522485,-0.1402771757,0.2118905579,1.4125341330,1.6773052562,-0.0933580918,0.1772532665,Control
GSM481011,0.3773361022,0.3164373107,3.6372286978,1.4352504081,1.5676906770,0.2562781054,0.0381124616,0.4229259233,0.1596859573,0.4369135557,0.7909900944,-0.0416797744,0.5251184477,0.0734742197,0.1001883706,1.0696674976,0.1155217437,2.7272794777,0.4895673924,0.8908285292,-0.0041099036,0.1811286233,0.0986143788,0.1710649889,1.9492786230,0.8232649406,3.2838686707,1.1300241724,3.2908608913,-0.0327065625,0.1413541586,0.0644472809,0.2600992171,-0.0668259809,0.4328563801,0.8748071725,0.1905613793,-0.0865562696,0.0443784665,1.0963865406,0.0530327647,0.7011700384,-0.0571184079,0.5065772017,-0.0816099351,0.8596753620,1.6658263603,0.9310768999,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.3978262835,1.5733309313,0.3496854410,0.2404869166,0.8490704160,0.1251327870,0.2711141126,0.2998918322,2.1114134911,-0.0457399186,1.4994342731,0.4563443266,-0.0475626586,0.0857347009,-0.0304576599,0.2114646371,0.0344876326,0.2851886856,-0.0928352306,0.9952894231,1.1519685170,0.0466820503,1.5787073300,0.5318953696,-0.2156695834,-0.0562693753,1.5210852401,2.0901275138,-0.1891083614,0.0456852345,Control
