@relation data

@attribute id string
@attribute 1020 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5499 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 84152 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.99887404,5.916841601,7.0086621455,9.970837406,7.479903767,9.5855365545,11.688477345,8.82094285433,12.47196608,8.486261975,7.96756283667,7.181967161,11.8054921,9.584314798,11.95847307,6.36946717,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,13.11037161,13.59313376,12.33572539,8.290350062,Control
GSM427159,7.779327238,5.808134829,7.6260947615,10.3592945595,6.790124051,9.3156588355,11.725137905,8.45745837133,12.56790862,7.037171767,7.44463675467,7.328338472,11.54241539,9.028818534,11.93616504,6.0929297895,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,12.75620088,13.5121695,12.47764072,8.22362460033,BRCA
GSM427160,8.635084252,5.788040457,7.5927457605,9.5510153285,6.283834401,9.882436552,11.639330205,8.297715334,12.66850837,6.469405549,7.775337819,7.238491368,11.24175993,8.789730168,11.74088764,5.9034588485,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,12.13760287,13.47944813,12.54827894,9.05380610433,BRCA
GSM427162,8.620477476,6.20496783,7.28363888025,9.922303231,5.797150007,9.0515971275,11.80875598,7.178084026,12.57347448,7.27396389367,7.15936184067,6.422323287,11.56978693,8.74769044,11.09993968,6.323322532,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,12.20536419,13.35270561,12.76004735,8.43667429067,Control
GSM427163,8.40571707,6.152036976,7.98537344725,9.822630009,6.745106629,9.717115444,11.458095575,8.52183209933,12.75620088,7.069555338,7.58979746267,7.7125980515,11.00452968,9.157246578,11.83833739,6.52394041,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,12.34682957,13.37889296,12.45248586,9.14056430033,BRCA
GSM427164,7.79902435,6.088423213,8.29800503325,9.8734032605,7.562015554,10.080564477,12.40345346,9.370871616,12.86342169,7.561705909,7.917623909,7.745704965,11.73619062,9.836169177,12.08138533,5.9174340255,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,13.11510467,13.71343219,12.66384721,8.24528599467,BRCA
GSM427165,7.838134167,5.268482349,6.906668604,10.250764182,5.626739362,8.7738660505,12.072677105,7.46461112133,12.04072818,6.68902141267,7.05650117433,6.5896621115,11.41213066,7.747456426,11.2413041,6.330484187,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,12.34260121,13.29267684,12.61750082,8.37808477567,BRCA
GSM427166,8.301794677,6.001358226,7.5559315745,9.6349655985,7.368487091,9.8100499835,11.932399345,9.17209626933,12.30526243,7.08180120033,7.630858662,7.480559564,11.39154181,9.508320259,11.67233485,5.9718598575,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,12.57155186,13.44200721,12.74796537,8.46741775967,Control
GSM427167,8.878166757,6.319315918,7.849210548,9.629076299,6.557123331,10.06551331,11.55756824,8.63116965933,12.62816419,6.71771492967,7.539110223,7.5245411315,10.77439198,9.212004536,11.67233485,6.3825279205,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,12.3148028,13.70458133,12.4865699,8.82541069933,BRCA
GSM427169,8.725767673,5.717272857,7.03517084,9.868581196,6.236976265,9.747962555,11.593713005,8.44322777467,12.69546762,8.46005630567,7.42782175433,7.3344224225,11.36752411,9.015945424,11.71789713,6.3457281585,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,12.71572616,13.30755735,12.57561022,8.33971659633,BRCA
GSM427170,8.702935506,6.127019947,7.1655400235,9.8325031495,5.729492441,10.5894170155,11.25085226,8.16934643067,12.7003986,8.21155236,7.76578908133,7.1793537375,11.41782366,9.789998625,11.54965727,6.5859397695,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,12.72208073,13.38150649,12.59449147,8.23613436233,BRCA
GSM427171,8.212400476,5.918035089,7.79913690525,10.0710904545,7.055177009,9.753951278,11.817863435,8.800541064,12.31595909,7.38821850733,7.47167449833,7.4303730355,11.31639767,9.291228915,11.73142947,6.027160675,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,12.77087865,13.60583775,12.7232493,8.217215219,Control
GSM427172,8.520992932,6.059945345,7.37631595575,9.8295068835,7.247930183,9.775057581,11.68167441,8.77440562733,12.40526256,8.586240551,7.97689047067,7.50153016,11.73097541,9.562295439,11.8233355,6.4244788405,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,12.97797754,13.47298527,12.52742331,8.44944894833,Control
GSM427178,8.562224414,6.350944152,7.3446737195,10.0330223025,6.973097852,10.043198149,11.736023615,8.70510697067,12.89109452,6.82775403067,7.67746532633,6.8933171905,11.62683849,10.13925432,10.92879244,6.619283011,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,12.99135537,12.16391545,13.2860567,8.363317073,BRCA
GSM427181,8.209186643,5.844116484,7.61917873825,9.384371698,7.631306447,9.957884427,11.7690989,8.474468248,12.63275562,7.51099557433,7.38802305667,7.408146448,12.04715639,9.726252704,11.9029781,6.1288615465,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,13.22427159,12.44601199,13.16228672,8.11308128833,BRCA
GSM427182,8.907447372,5.96947934,7.3255832675,9.8525880255,6.988971848,9.9873893335,11.54137497,8.202123709,12.76004735,6.629468797,7.40432172967,7.1208014865,11.78825759,9.678499404,11.4461297,6.5537420015,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,12.53522562,12.2076581,13.15138292,7.974172395,BRCA
