@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1869 numeric
@attribute 25 numeric
@attribute 2932 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6502 numeric
@attribute 7027 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 8900 numeric
@attribute 898 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5834629533,1.6314720287,0.9198608781,2.1393974684,1.5075298383,0.4842657652,0.8488764938,0.8789772263,0.9042891934,1.2060972602,0.5446012229,0.5766988737,0.0107741015,1.1410238634,0.9448039957,1.5825335458,0.5421800429,1.0284706676,-0.0716510054,1.2115081400,0.2120186358,0.8841919228,2.6403919459,1.8834737148,1.5315232102,0.6374414872,BRCA
GSM480985,0.4411996799,1.1038011162,0.7256099795,2.2990302591,1.7779963680,0.6616161629,0.5532956071,0.0818430733,0.9337296339,0.8787267861,0.7802793039,0.5756055410,0.0400061393,1.1142024285,0.7302493976,1.5935095322,0.4121784649,0.3033442030,0.0824852629,2.2415468245,0.3937102099,0.5955694337,0.8917953896,0.6753045402,0.5325953874,0.0492526630,BRCA
GSM480986,0.4792193069,1.3781034724,0.8395699189,2.2193307467,1.4769461321,1.0047740482,1.0075707458,0.3414531027,1.1216843350,1.3099040800,0.6759647951,0.5589410135,-0.0384828596,0.9671990033,0.8574318311,1.9378681357,0.5117844941,0.7894512997,0.0753126589,1.7475938090,0.3265607800,0.8508987498,2.1455776392,1.0686674790,1.0733144594,0.4390877198,BRCA
GSM480987,0.4050084262,2.0535945445,0.2585912426,2.7037154810,1.0660495198,0.7178355278,0.6427595554,0.4329001224,1.5226221382,1.1273281686,0.4236518566,0.5155373554,0.0408815341,0.5559675838,0.5479266424,1.2294952867,0.4859128480,0.7839339237,0.1392795458,0.3280445553,0.7380631556,0.8372933389,0.0406964951,1.3236865311,0.5592251090,0.3928541201,BRCA
GSM480988,0.4529012942,1.2271330877,0.7658719721,2.3901760505,1.5072410189,0.7294182159,0.6210860679,0.2557647115,0.6879575644,1.5309302174,0.5082072364,0.3915546862,0.0108373413,0.9577910166,0.6159016014,1.0011213121,0.5508149595,0.7349518405,-0.0270612048,1.3875513934,0.3109506394,0.6972457048,2.0835959615,1.0074813106,1.2855403286,0.3899331939,BRCA
GSM480989,0.6269943672,1.7527057604,0.6320741258,2.7720669135,0.9980840938,0.8383054727,0.4427743773,0.6630024992,1.0702178031,1.3318944331,0.7708667126,0.3272314875,-0.0284552162,0.3942097547,0.4999280601,1.7276778767,0.4627765481,0.9755881841,0.0133025040,1.2185817174,0.1787676166,1.2405139033,1.6657413244,1.4748466095,0.8374702217,0.3898263973,BRCA
GSM480990,0.5995322283,1.6684504000,0.5905319539,2.7343542910,0.8929153473,0.8380976487,0.5761438818,0.4578135087,1.5833527296,1.3889006043,0.6777075047,0.2867155222,-0.0003517558,0.6061883210,0.8644990985,1.6585228148,0.4877368419,0.9321988967,0.2451527447,0.8158590440,0.1661497030,1.1059742302,0.7692230827,1.1184334419,0.8005220020,0.4009001907,Control
GSM480991,0.2669265534,1.2661320120,0.6244839902,2.7373882608,1.2088463109,1.0779144312,0.9468578748,0.2786995493,1.0545568875,1.2929992116,0.8510372681,0.3461920900,-0.0229581060,0.7214736505,0.7603944621,2.0593645064,0.2627551555,0.7361247614,0.1592403697,1.9517531172,0.4247659047,0.9629745603,2.1327344180,1.0403012996,0.3363024906,0.1965093458,Control
GSM480992,0.4398213812,1.5023378805,0.5115839695,2.7673748358,1.2364530282,0.8590256640,0.8722530488,0.5189908397,1.5234704019,1.5241501815,0.6149415073,0.2245497412,-0.0458585198,0.6217993744,0.8413598781,1.9210771919,0.3559188165,0.9405100065,0.2146601245,1.2877959238,0.3493119074,1.0991194739,1.4710577726,1.1468315460,0.5412993354,0.3960243086,Control
GSM480993,0.6524033558,1.6903067380,0.6702982026,2.7103066743,1.5603325564,0.5618893513,0.6675050478,0.7052419788,1.2434106319,1.3381779529,0.6775370245,0.4767308229,-0.0240370255,0.6116522995,0.8349784980,1.8622661701,0.5835478086,0.8964617675,0.1564938422,1.7717089691,0.2084418686,1.0900611624,1.8889057636,1.2135973303,0.8794380091,0.6375025820,Control
GSM480994,0.6704433188,1.5680820868,0.6041408989,2.5664842689,1.3420894476,0.5520658688,0.6266636312,0.5327108407,0.9425667449,1.2446289214,0.6355138042,0.3233888412,-0.0222930041,0.5103057459,0.7146198596,2.0158938641,0.4979015815,0.7270935709,0.0934973689,1.2352868021,0.2830755136,1.0190768950,2.0260735750,1.0302861808,0.9282057015,0.3717233012,Control
GSM480995,0.4221554799,1.2554166466,0.7501883057,2.8292390630,1.0572354892,1.0872455564,1.0809765695,0.2847148575,1.7514714896,1.3662336024,0.9645969973,0.4922053618,-0.0146785734,0.4727274331,0.7168794858,2.1208815641,0.2374118103,0.6668035775,0.1511007185,2.3456005381,0.1914759521,1.0131718544,2.0953403712,1.2897958039,0.1894461501,0.1847253082,Control
