@relation data

@attribute id string
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 3005 numeric
@attribute 3006 numeric
@attribute 3007 numeric
@attribute 3008 numeric
@attribute 3009 numeric
@attribute 3024 numeric
@attribute 3836 numeric
@attribute 3837 numeric
@attribute 836 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6567379836,0.4271916688,1.8795090716,0.8683341394,-0.0365676361,-0.3195856251,-0.3472201533,-0.1172741377,0.8948464611,2.0615830533,0.0052920096,BRCA
GSM481003,0.9652459709,0.7775049358,1.5129001970,1.2493672734,0.0308678462,-0.1860046266,-0.2709244250,0.3556198264,0.6093162127,1.9095450006,0.0413504756,BRCA
GSM481004,0.9907437571,0.2368152252,2.2180960179,0.7791056982,-0.0980764026,-0.2292643011,-0.2841817999,0.0085440957,0.6451464242,2.2159077413,0.0227122911,BRCA
GSM481005,0.6355714482,0.5410236554,1.6995441716,1.9175274638,-0.0438675890,-0.3045717700,-0.2297283950,-0.0527213743,1.2172712503,2.3088889532,0.1452049680,BRCA
GSM481006,0.6762053416,0.5691636287,2.2606317997,0.8744695021,0.1189812706,-0.3036993734,-0.2957152617,0.0349005360,0.9166262240,1.8174032327,0.0978846997,BRCA
GSM481007,0.8456355448,0.6257671566,2.0900041196,1.8973695769,0.1623562341,-0.1911560505,-0.2665053376,0.5085380920,0.5533508140,1.5689805019,0.0586705186,BRCA
GSM481008,0.9488343467,0.5740240522,1.8482034073,1.8086310758,1.1208223850,-0.0880063706,0.0594280604,1.7455799348,0.7334381825,2.2376493252,0.0279587975,Control
GSM481009,0.4324776653,0.0933806742,1.9264067379,0.3475921894,0.1068188824,-0.5396857138,-0.6698047770,0.1676457441,0.6795876937,1.8434993941,-0.0766929161,Control
GSM481010,0.8570031879,0.3326625368,1.7829757331,1.2676486142,0.0910976328,-0.1876326609,-0.1405640898,0.3571703441,1.1928414702,2.4841997289,0.1088690767,Control
GSM481011,0.9243046698,0.4183264731,1.8252686926,2.1808628639,0.0481844489,-0.2337052486,-0.2594072322,0.4093460477,0.5178313036,1.4262088770,-0.0036057916,Control
GSM481012,0.7866024059,0.5359085077,1.7690826853,0.5750227877,0.1555228761,-0.2137219614,-0.2944180616,0.2196142280,0.8057777051,2.1908925623,0.0171263263,Control
GSM481013,1.4136711762,1.0094521046,1.8905369373,3.0073090394,1.7525619490,0.0664844186,1.0137607240,1.7127412954,0.6905393297,2.0685135760,0.0372665422,Control
GSM481014,0.5188789332,0.0653605871,2.1758628819,2.2466872666,0.1211275899,-0.1817007345,-0.2101758103,-0.0300762628,0.6544175533,1.7674239055,0.1720627065,BRCA
GSM481015,0.8239967719,0.9965259897,2.1564298073,1.8688236343,-0.0263490956,-0.2585150648,-0.1922371686,1.1513765123,0.5573281089,1.7481945958,0.0064968477,BRCA
GSM481016,0.9127245134,0.4165914951,1.8737949531,0.9296371904,-0.0540227176,-0.3165553502,-0.2421639256,-0.0185080274,1.1410481439,2.2654557601,0.0422931895,BRCA
GSM481017,0.4824740377,0.6574554609,1.9965801372,0.3787167021,-0.0385854366,-0.1936660560,-0.2749535664,-0.0945794713,1.2778071680,2.0840271599,0.2853865353,BRCA
GSM481018,0.7821422754,0.6640258464,1.9289343491,0.7495442170,0.0521015861,-0.2815050548,-0.2876260746,0.0035886719,0.6369742833,1.8056599908,0.0377697966,BRCA
GSM481019,1.1304839586,0.5137595172,1.6730735832,1.8604908983,0.1581220072,-0.2416904977,-0.1325800329,0.1278930534,1.1143666127,2.1373831221,0.2245985349,BRCA
