@relation data

@attribute id string
@attribute 1161 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2074 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 4331 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 56949 numeric
@attribute 6917 numeric
@attribute 902 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0366202065,2.3277953705,0.4126746371,0.2471734286,0.0316799039,0.5198094859,-0.0270783590,0.6988280033,0.0819270354,0.0983569717,-0.0370083206,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.2262357297,-0.0085743026,0.5309962821,BRCA
GSM481003,0.0549824555,2.5663639426,0.4332668259,0.0809217530,-0.0899036636,0.3449567357,-0.0804147359,0.3816985116,0.0240194796,0.1887621529,-0.0238657131,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.1375002604,-0.0295281976,0.4128580279,BRCA
GSM481004,0.0419336925,2.5819051743,0.4885377014,0.1856753364,0.0103269260,0.4727946431,-0.0252161048,0.5249313446,0.0484137601,0.2071125326,-0.0298508255,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.3463332211,-0.0313387048,0.5674291466,BRCA
GSM481005,-0.0289947451,2.2790851870,0.3385402066,0.2276329494,-0.0938889850,0.6698417874,0.1052167460,0.8590674320,0.0543346737,0.0273029770,0.0502684904,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.1577441654,-0.0473553557,0.7514979797,BRCA
GSM481006,0.0581574898,2.2457081159,0.3733979295,0.2647651799,-0.0820139282,0.6475844246,-0.1319896406,0.6036217285,0.1995508763,0.1172757720,0.0267637424,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.0910537657,-0.0143329772,0.8258214549,BRCA
GSM481007,0.0303235778,2.4586006403,0.4745502664,0.3188221376,0.0334335863,0.6153906648,0.0408298841,0.4712725024,-0.1117293039,0.1932108493,-0.0726720185,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.1946112040,-0.0187891697,0.7083978821,BRCA
GSM481008,0.1068454588,2.4573104143,0.3531635934,0.3203204544,-0.0163480083,0.6136417330,-0.0596024639,0.4346267902,0.0583050080,0.3393358754,-0.0353264075,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.4108960551,-0.0003887562,0.4965368061,Control
GSM481009,0.0296186550,1.9480297297,-0.2521326546,0.0021543601,-0.0143597846,0.3265188057,-0.0483789007,0.4665545274,-0.0902150421,-0.2240744946,-0.0664649450,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.0760738510,-0.0415214933,0.3113005406,Control
GSM481010,0.1033869445,2.2081729809,0.3869085910,0.2743913706,-0.0371656998,0.7353313014,0.0302944645,0.8621499950,0.0677283619,0.2553931049,0.0522999922,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.0894991563,-0.0513252624,1.1656297360,Control
GSM481011,-0.0566938396,2.8848115205,0.7533496341,0.0953976019,-0.0054418677,0.4560340472,-0.0180160676,0.3670035432,0.1960499127,0.1669592507,0.0150719955,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.1678171460,-0.0317229251,0.7662111923,Control
GSM481012,0.1082488756,2.4161098163,0.2966222094,0.3110053843,-0.0125903631,0.7563998722,-0.0130255890,0.7618023500,0.1681027017,0.3511911403,0.0444644441,0.6157817560,1.4529629637,1.0170326121,1.7474025380,0.9818590741,0.2595210904,1.8372712713,1.1852679850,2.1938919623,0.7801997344,1.7430533237,0.2351785534,-0.0220623526,0.7153215579,Control
GSM481013,0.0679772720,2.8082926591,0.4191262450,0.1690664118,-0.0139440208,0.4253526439,-0.0726498616,0.0517139992,0.0583932447,0.6390403850,-0.0423559008,0.7140867605,0.9430319306,1.3311467692,2.0113280904,1.3976179997,1.0585614475,1.9503300054,2.3381275982,3.4296017488,1.1081907941,1.9808169322,0.5290668789,0.0272876974,0.6799423939,Control
GSM481014,0.3831388718,2.5264593123,0.2363958694,0.2384551131,-0.0445365847,0.9264181586,-0.0590809721,0.8437697951,0.2177084697,0.0889253631,0.1148348443,0.5668125956,1.6006871670,1.0384410788,0.9436712671,1.1515298367,0.6089370186,1.6479109912,1.6408665926,2.3408413859,1.1510887891,1.5302768359,0.2969287357,0.0163868677,1.0306804563,BRCA
GSM481015,-0.0057088294,3.0959719579,0.5757501257,0.0968149764,-0.0367901884,0.5255544394,-0.0685825464,0.3010567020,0.2463605043,0.4573010059,-0.0451472716,0.7206384173,1.2021682756,1.2158094663,1.4210131276,1.3693537793,0.6682031741,2.1214846149,1.9205169604,2.7123100094,0.5633072851,2.1181776026,0.1812510226,0.0870838016,0.4658639709,BRCA
GSM481016,0.2140279725,2.4675143679,0.1653769025,0.2355825872,-0.0067915792,0.6113489364,-0.0241080364,0.7606138104,0.1589354269,0.0282498664,0.0261504168,0.4714538341,1.4388391503,1.1586149446,1.7430604371,0.8834321073,0.4152585889,1.7990211695,1.5138703959,2.1429648799,1.1820911892,1.9312743173,0.1467667193,-0.0508147994,0.9130081130,BRCA
