@relation data

@attribute id string
@attribute 10121 numeric
@attribute 10142 numeric
@attribute 10382 numeric
@attribute 10540 numeric
@attribute 1069 numeric
@attribute 10733 numeric
@attribute 10806 numeric
@attribute 11064 numeric
@attribute 11116 numeric
@attribute 11190 numeric
@attribute 11258 numeric
@attribute 121441 numeric
@attribute 1453 numeric
@attribute 1454 numeric
@attribute 1639 numeric
@attribute 1778 numeric
@attribute 1781 numeric
@attribute 22897 numeric
@attribute 22919 numeric
@attribute 22981 numeric
@attribute 22994 numeric
@attribute 22995 numeric
@attribute 23332 numeric
@attribute 3320 numeric
@attribute 4751 numeric
@attribute 4957 numeric
@attribute 5048 numeric
@attribute 5108 numeric
@attribute 5116 numeric
@attribute 5347 numeric
@attribute 54820 numeric
@attribute 55125 numeric
@attribute 55142 numeric
@attribute 5518 numeric
@attribute 5566 numeric
@attribute 55722 numeric
@attribute 55755 numeric
@attribute 55835 numeric
@attribute 7277 numeric
@attribute 7283 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7840 numeric
@attribute 7846 numeric
@attribute 79959 numeric
@attribute 80184 numeric
@attribute 80254 numeric
@attribute 80321 numeric
@attribute 84131 numeric
@attribute 8481 numeric
@attribute 8636 numeric
@attribute 95681 numeric
@attribute 9662 numeric
@attribute 9702 numeric
@attribute 9738 numeric
@attribute 9793 numeric
@attribute 9814 numeric
@attribute 983 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.5663151781,0.1237371306,-0.0248780921,1.7772801098,1.2056880130,-0.0291001978,0.1670180581,-0.0842678315,0.2757697867,0.1342986479,2.4082674052,0.2591639419,0.7693158464,0.6513575507,1.4578796592,0.4382890380,0.1776119700,0.6441507647,2.4259084910,0.2189698230,-0.0184603743,-0.0926478237,0.4468455879,3.6576530137,0.0230437712,0.2527222894,1.2402591039,0.3471477730,0.6262753536,-0.1558869778,0.0884841932,-0.0873387903,0.1389769615,0.8568766135,0.9091838176,0.0909783688,0.2575360576,-0.0222261488,0.9076037903,0.8067215553,1.6931597393,3.8656186462,-0.0803728228,2.8091717423,-0.0776168382,0.0174517883,0.0859263892,0.0869410752,0.0967982813,0.2532294060,0.5613385161,0.1042862226,0.1500240972,0.2774159945,0.1159845298,0.3209758019,-0.1529987232,-0.0425476541,BRCA
GSM481003,2.6177288850,0.0722274907,1.0219036937,2.1352468494,0.6915704343,0.0054844215,0.0362568033,-0.0084371054,0.1154713750,0.0394963702,2.7255667051,0.1281575789,0.9270227291,0.9023660187,1.5419643066,0.2332995632,0.1899317378,0.5940416670,2.2580986220,0.4006050907,0.1286320666,-0.1111646094,0.4688356210,3.2723402183,-0.1261080068,0.2885986602,1.0541342789,0.2177105102,0.5192476875,-0.0612080370,0.1717997663,-0.1071609285,0.1424710262,1.1742187960,0.9189770192,0.1664133549,0.2166310148,-0.1072798107,2.5265952150,0.8694640406,1.7584719257,4.0474146009,-0.0669076975,3.1707631895,-0.0304914282,0.0203538675,0.0283002394,0.0332886974,0.1937366966,0.0940739404,0.6639511342,0.1009685455,0.0547702415,0.1130457164,0.0249557763,0.2470651718,0.0433201899,0.0396829150,BRCA
GSM481004,2.5207272449,-0.0175154157,0.0362615273,2.0322501292,0.8566202620,0.0184673361,0.1137572454,-0.0468563692,0.2208983986,0.2686219575,2.3435015279,0.1710390183,1.0995267555,0.7537053551,2.1501560913,0.3279966800,0.2473529857,0.5143618284,2.1152290003,0.5237736306,0.1827636734,-0.0770727284,0.5250454512,3.2242570717,-0.0704011270,0.2556257624,1.0160618583,0.3101693225,0.5347449939,0.0285017368,0.1981150001,-0.1243357252,0.1915736518,0.9518654371,0.6950635329,0.2502001700,0.2502452966,-0.0626899396,1.5638762812,1.0827090278,1.5714392263,3.8717345596,-0.0346853466,2.9411581033,-0.1445817630,-0.0130261439,0.0434280429,0.0695122081,0.1403357427,0.1907139425,0.5359279266,0.1586790404,0.1013171380,0.1252428345,-0.0542738847,0.2503948631,-0.0133799665,0.0847969585,BRCA
GSM481005,2.4011649291,0.1993238824,0.0107334982,1.7890243769,1.3148786426,-0.0743198807,0.2213526740,0.0081958320,0.3423976778,0.1962450878,2.4652161201,0.4894000189,1.0284580922,0.9184078384,1.8198696865,0.3279830235,0.2661504573,0.3543543292,2.3035578928,0.3499520602,0.0842196639,-0.0932088071,0.6238053200,3.6397311690,-0.1101034790,0.3145078213,1.4374006932,0.4296960267,0.7651100404,-0.1865499678,0.0835974163,-0.0206379206,0.2122640326,0.9505772538,0.7765841372,0.1788335780,0.2459519867,0.0798793602,1.6460213462,0.6869460154,1.8658410707,3.7979441584,-0.0474588441,2.5689402798,0.2721912712,0.1491504611,0.2165496548,0.1539061688,0.5156050461,0.3564758029,0.4854140496,0.1340013808,0.0331563726,0.3763727153,0.0577944999,0.4761402830,-0.0332967126,-0.0386178835,BRCA
GSM481006,2.5262106459,0.2249266647,0.6190195530,1.7999163365,0.8912567993,0.0244388761,0.1079544263,-0.0412241576,0.2559304136,0.0950061911,2.3772237699,0.5130497563,0.7724465803,0.8961081896,1.2181811648,0.4302986228,0.2596083478,0.6805110726,2.4483549793,0.3908641281,0.1033737293,-0.1243272943,0.7692401947,3.5692172050,-0.0867227060,0.1304684834,1.1528819398,0.3931397340,0.6431371262,-0.0456032952,-0.0089760508,-0.1285526230,0.0598142230,1.1646123734,1.0743387982,0.2068584238,0.2277834200,-0.0305251505,1.9085949662,0.5602164958,1.9682866730,3.9613553881,0.0144851311,2.6212947170,-0.0184816514,0.0636799028,0.0702903167,0.0347688069,0.0690087306,0.4459259621,0.7968310080,0.1548168334,0.2727442015,0.4480443066,0.0287193905,0.4190206039,0.0126141760,0.0396803746,BRCA
GSM481007,2.5051427961,-0.0197150190,1.0046364526,2.1768242209,0.6421584297,-0.0570170410,0.1175392642,-0.0434917185,0.1469991517,0.0225055474,2.2632564042,0.3003014726,0.4520211312,0.8557284065,1.5707998311,0.2695407327,0.0583774013,0.5531895369,1.6494180262,0.4386158402,0.0443104955,-0.0447098656,0.4898401466,3.2556382020,-0.0001661648,-0.0438158085,0.7209783674,0.2708792441,0.6848839750,0.0139815290,0.1306818507,-0.0813369547,0.1083460451,1.3182984778,0.9259418572,0.1578846119,0.1995626082,-0.0850452646,2.0493915678,0.7319234577,1.4423759383,4.0315499009,-0.0296256420,2.7831678727,-0.0597532701,-0.0315374543,0.0735149231,0.1245345675,0.0112466270,0.2025634644,1.1165683876,-0.0201545955,0.0611100086,0.1598881400,-0.0093597883,0.0912906924,-0.1108378109,-0.0570031899,BRCA
GSM481008,2.0621268849,0.0933275514,-0.1061545061,2.1673349391,0.7087519418,0.5022326535,0.2137097497,0.1836666925,0.6324125451,0.2377446622,2.7802434893,0.6111346093,0.9891898446,0.9784506920,1.1236577841,0.2332528571,0.2613393907,0.5764710475,1.9803737503,0.4756206172,0.2674337399,0.0472774842,0.7467970777,3.6774912677,-0.0067838170,0.5928640780,1.0866222066,0.5886056564,1.3339707336,1.0237345795,0.2995523262,0.0968279330,0.2607833160,1.0114390291,0.9102283842,0.5212850115,0.3842043387,0.1745646430,1.7240076265,1.6271639601,1.6221107643,3.8004447818,0.1993957071,2.4402569828,0.0469546884,0.2511689065,0.1060135571,0.1671888785,0.8656534432,0.3559777514,0.8809072020,0.3106104520,0.3025660450,0.4153111276,0.5000474408,0.5135515372,0.0865548325,0.9505239390,Control
GSM481009,2.1892168760,0.0984653955,-0.1487254595,1.5331034718,0.7362674789,0.0262157662,0.0809468764,0.0919543246,0.1705215522,-0.1802160897,2.1511143314,0.4538929121,0.2031548033,0.4111651345,0.9662673947,0.1317810139,0.3428177585,0.5921493535,2.3579722592,0.1609362221,-0.2629476187,-0.0978235812,0.4429743089,4.1336198647,-0.0740621950,0.1199625257,0.9954556336,0.3453370270,0.3487707426,0.0053097593,-0.0377352653,-0.1186499492,0.1264357519,0.3147968069,0.6558841348,0.0163133618,0.2048320346,-0.0960574922,0.4763114577,0.2444375671,1.4549757240,4.4239466190,-0.1020864319,2.7547018330,-0.0841343895,-0.1071584467,0.0702155737,-0.0091609959,0.1350084191,0.0604165361,0.2328415642,0.0614839359,0.0894052778,0.3226950071,0.0733690933,0.1559133728,-0.2621819279,0.1236259342,Control
GSM481010,2.3407165130,0.1341382675,1.0012238455,1.8031117197,1.6236019466,0.0607962290,0.1343769045,0.0030525079,0.3974935905,0.2713914066,2.4845352571,0.5454274178,0.9171681664,0.9053229821,1.5133812848,0.5425152365,0.7765384117,0.5218763951,2.4455002845,0.4333459221,0.1302654211,-0.0590660065,0.8257024645,3.7574702897,-0.1241231693,0.3235692736,1.4931565264,0.4353341921,0.5441763289,0.0188343488,0.1005011431,-0.1206167070,0.1308879145,0.9558448684,0.6685453986,0.1498179038,0.3064884713,0.0534185601,2.5516127347,0.7534348103,2.2083760897,3.6246731579,0.1001591415,2.7224319913,0.0287167689,0.1236127062,0.1705584001,0.1218356760,0.4119034596,0.2414689771,0.6103435961,0.1623314115,0.1759816992,0.4638866942,0.2800879167,0.5312935393,-0.0962531889,0.2772498125,Control
GSM481011,2.7372239669,0.0075381608,0.2093569269,1.9820307369,0.6100729812,-0.0742992167,0.0785212955,0.0071097021,0.3827354475,0.0265166616,2.8865798977,0.1808777888,0.9789002165,0.8888205038,1.9060350164,0.1946194250,0.5859362433,0.4759520788,1.8682324663,0.1961427682,0.0542265456,-0.1013834018,0.3671809323,3.2908608913,-0.0933349320,0.1396399947,0.8340543095,0.2193919791,0.6683425938,-0.0428060515,0.1226349826,-0.1127411091,0.0945395650,1.2443000358,0.8796043668,0.1784348549,0.1824051557,-0.0030508978,2.1406944593,1.2027909987,1.2901282707,3.8800995947,0.0125260068,3.1528146492,-0.1382284501,0.0338986366,0.1037787289,0.0447000909,0.1073649672,0.0501749391,0.7677152202,0.0424966580,0.1333031891,0.1785632278,-0.0019301865,0.1212020144,-0.1142300361,0.1786498111,Control
