@relation data

@attribute id string
@attribute 10558 numeric
@attribute 10825 numeric
@attribute 123099 numeric
@attribute 125981 numeric
@attribute 129807 numeric
@attribute 130367 numeric
@attribute 166929 numeric
@attribute 2531 numeric
@attribute 2581 numeric
@attribute 259230 numeric
@attribute 2717 numeric
@attribute 2720 numeric
@attribute 339221 numeric
@attribute 410 numeric
@attribute 427 numeric
@attribute 4758 numeric
@attribute 4759 numeric
@attribute 55304 numeric
@attribute 55331 numeric
@attribute 55512 numeric
@attribute 56848 numeric
@attribute 64781 numeric
@attribute 6609 numeric
@attribute 6610 numeric
@attribute 7357 numeric
@attribute 7368 numeric
@attribute 81537 numeric
@attribute 8560 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8877 numeric
@attribute 8879 numeric
@attribute 9331 numeric
@attribute 9514 numeric
@attribute 9517 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5826084825,-0.0655610538,0.0570137060,-0.1056330987,-0.0574248394,0.0002560135,2.0134538280,1.5024595451,0.6143064231,0.2797606194,1.4869275291,1.1501833580,0.1434834964,0.0769687003,1.4941328913,0.5824878440,-0.1096006856,0.3053866552,0.8050703549,-0.0902391942,0.3278578949,0.5417703649,0.0610618150,0.2620706099,1.5813614971,0.3822178271,0.4053035960,1.4415009878,0.3909275765,0.3729177349,0.0317571269,0.1923874770,0.8510006545,0.2518987890,-0.0499656212,0.4538238483,BRCA
GSM480985,1.5565207079,-0.0262304051,-0.0680304798,-0.0498624814,-0.1104758416,-0.0614407977,0.9694887598,1.7143530015,0.8906361786,0.2681910318,1.1626390582,1.4247054856,0.0506067969,0.1864916880,2.2418435123,1.0247096940,-0.1491084440,0.0970758776,0.7077081222,-0.0739230285,0.1547601853,0.6734502452,0.1111059587,0.0476967246,1.8094650578,0.5249559906,0.4028385693,1.6487974824,0.7070849707,0.3855806913,0.2143456636,0.2018806538,0.6526208490,0.2234683274,-0.1136836572,0.3924422464,BRCA
GSM480986,1.6992026058,-0.1109716143,-0.1064522509,-0.1189715954,-0.1125396792,-0.0540859429,1.7527049913,1.7918142996,0.8925343911,0.3783110808,1.6262730892,1.3157572448,0.0095493741,0.1964165367,1.6952060321,0.8559454828,-0.1592116486,0.2298947094,0.9154786956,-0.0575743316,0.3003267692,0.7766116782,0.0909154103,0.1990819023,1.6124587550,0.7115159680,0.4094445803,1.8438611534,0.6126080586,0.2576979708,0.1076434083,0.4544829792,0.9082602131,0.2217128922,-0.0993900187,0.4136294878,BRCA
GSM480987,1.6104500036,-0.0791596619,-0.0900407961,-0.1059947618,-0.0519474324,-0.1130728016,1.2744753360,1.7985165640,0.4654938527,0.1845465429,1.6990640264,1.1531221415,0.0351862702,-0.0282794263,1.3319369191,0.4988010564,-0.1223305564,-0.0837297302,0.7416148186,-0.0438843568,0.2333448372,1.0396516108,0.1042765246,0.1193022200,1.6456314885,-0.0582325240,0.7156550320,2.1821901761,0.6644792519,-0.0882961653,0.5601784229,0.8300333254,0.6887247573,0.2155175041,-0.1102537849,0.1519176828,BRCA
GSM480988,1.0787366058,-0.0612210278,0.1133211550,-0.0023361838,-0.1119323013,-0.0493664834,1.2222504947,1.4427388836,0.7816105474,0.0667191021,1.5060873612,1.4342106781,-0.0655317492,0.0316845320,1.6632971279,0.5301615299,-0.0924504621,0.1249196481,0.6917408187,-0.0583672870,0.4695531627,0.8438560789,0.0925775799,-0.0019749434,0.9526250186,0.9784048068,0.2526733250,1.3950231641,0.5203246648,0.0727043268,0.0333642468,-0.0245303878,0.6056737161,0.1972647273,-0.1390989071,0.2693564217,BRCA
GSM480989,1.3827657261,-0.0617599981,0.1214864374,-0.0488774952,-0.1486358187,0.0532250032,1.3283606107,1.4242433842,0.6080515079,0.1680651274,1.5230114196,1.3144662851,0.1037055720,0.1828765272,1.3767889477,1.3321290390,-0.0911970776,-0.0494656195,0.4117676526,-0.1229136792,0.3300517830,0.5456268894,0.2248261644,0.1945493979,1.3761184916,0.6912392442,0.1057932362,1.6495628954,0.4854663858,0.4838092881,0.1065780400,0.1997893642,0.9968725943,0.1316079639,-0.1987734836,0.3275562564,BRCA
GSM480990,1.4927297930,-0.1313241495,0.0196740945,-0.0340816462,-0.0999977489,-0.1044459909,1.4716100560,1.5692676349,0.4887175258,0.0764482793,1.0576910260,1.0958563052,0.0620549930,0.1915451656,1.0959475488,0.6038618980,-0.0767125168,0.0075101344,0.7275787460,-0.0593159519,0.2754641091,0.7255713427,0.0906475111,0.1187369407,0.9145917366,0.1707890894,0.5273652210,1.4538059626,0.3991040039,0.0872492272,0.0062611444,1.0677356288,0.8479761078,0.2248439104,-0.0906163371,0.1646317979,Control
GSM480991,1.6807238187,-0.1214197424,0.0736231707,-0.0615352061,-0.0949624097,0.2729102901,1.6147812076,1.4687614574,0.7706238129,0.1746403232,1.4865300919,1.3888472417,0.1018262368,0.4494242791,1.7887687180,1.0022382588,-0.1738711288,0.1790447320,0.5683938616,-0.0402028619,0.4719882950,0.7434302943,0.2852445329,0.1931667080,1.5579513138,0.5020629458,0.3321275347,1.6055550482,0.6362772662,0.2957282108,0.1998940711,0.4585580809,1.0174133348,0.1126580436,-0.0505173003,0.2947217830,Control
GSM480992,1.3637921500,-0.0728464358,0.2941660686,-0.0713745584,-0.1377358204,0.2755944590,1.4374855162,1.4406017267,0.3965950078,0.0550345354,1.0601867206,1.1335597866,0.0456361066,0.5233401110,1.3274090029,0.8961720840,-0.1273978894,0.0775216947,0.3845582802,-0.1003460985,0.6056668984,0.4889197344,0.1729813910,0.3982276569,1.0653903485,0.3353082003,0.2388817277,1.2611274598,0.3524402847,0.4092456758,-0.0293832909,0.5315144361,0.9080262760,0.1120722229,-0.1210596391,0.2748002872,Control
GSM480993,1.7327944762,-0.0378513843,-0.0621313054,-0.1854377983,-0.0997301096,0.1768656284,1.7732736003,1.6419911480,0.6211204029,0.1124669179,1.3688402838,1.3615808209,0.0450074212,0.4308764796,1.5633234018,0.8920076265,-0.1376812981,0.1437628615,0.7909585393,-0.1295766786,0.4177608620,0.7442492286,0.0841120003,0.3132273786,1.4154211036,0.6758711934,0.5217014616,1.7307599745,0.4978895722,0.4829653310,0.0885626290,0.3548128514,0.8757884470,0.2680520403,-0.1446413291,0.4266256570,Control
