@relation data

@attribute id string
@attribute 1081 numeric
@attribute 2488 numeric
@attribute 2492 numeric
@attribute 2798 numeric
@attribute 3972 numeric
@attribute 3973 numeric
@attribute 7252 numeric
@attribute 7253 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1587199451,-0.1703783210,-0.1389052470,-0.1067459280,-0.2340588926,-0.1900079836,0.0925200145,-0.1743161528,BRCA
GSM481003,-0.1356473458,-0.0667625878,-0.1028946489,-0.1036621160,-0.0944340721,-0.1569839939,0.0790879139,-0.1144321992,BRCA
GSM481004,-0.1157818614,-0.1245853845,-0.1400442499,-0.1028363996,-0.1214202430,-0.1647594162,0.0611667626,-0.1503999655,BRCA
GSM481005,-0.1617871445,-0.0202543511,-0.1106059904,-0.0970831022,-0.2267522514,-0.2345789762,0.0117488538,-0.1523934654,BRCA
GSM481006,-0.1103160821,-0.1274666446,-0.1614933065,-0.0796613029,-0.0999755903,-0.1745656216,-0.0832168390,-0.1409281332,BRCA
GSM481007,-0.1200273781,-0.0866338995,-0.1395792424,-0.0615484589,-0.1389633820,-0.1509740810,-0.0299541411,-0.1252777383,BRCA
GSM481008,-0.1542081549,-0.0930621341,-0.0871639213,-0.1131965108,-0.1739877827,-0.2036585665,-0.0221648730,-0.1275198159,Control
GSM481009,-0.1895970124,-0.1853991469,-0.1466450076,-0.1188728308,-0.6845189971,-0.1876982283,-0.0063208156,-0.1549722968,Control
GSM481010,-0.1229849129,-0.1130718994,-0.0728364840,-0.1306318450,-0.0036717631,-0.1508860382,-0.1050632676,-0.1047531993,Control
GSM481011,-0.1604995188,-0.0980909650,-0.0670759460,-0.1014171651,-0.1492693596,-0.2225745991,0.0817703110,-0.1432095357,Control
GSM481012,-0.1099265584,-0.1019770257,-0.1156369394,-0.1128693215,-0.0642587371,-0.1052432865,0.0178888755,-0.1575221308,Control
GSM481013,-0.1462863712,-0.1494484916,-0.1591681289,-0.0332624358,-0.0347226623,-0.1603306641,-0.0847284184,-0.1590712174,Control
GSM481014,-0.1451722950,-0.0375870182,-0.0667993132,-0.1187011737,-0.0697257157,-0.1792546100,-0.0746932590,-0.0528693053,BRCA
GSM481015,0.1893878921,-0.1015516775,-0.1153447235,-0.1034505043,-0.1643930929,-0.2022806025,-0.0160893603,-0.1490756791,BRCA
GSM481016,-0.1060978818,-0.1394514549,-0.1243586667,-0.1035270900,-0.1607343936,-0.2208910180,0.0179361520,-0.1682794408,BRCA
GSM481017,-0.0735693541,-0.1152835712,-0.0836483572,-0.0725977045,-0.0844875637,-0.1671541797,-0.0268477708,-0.1080736047,BRCA
GSM481018,-0.1175841266,-0.1721291791,-0.1188447588,-0.1342261015,-0.2199295249,-0.2038970441,0.1653875603,0.2245001820,BRCA
GSM481019,-0.1588245203,-0.0600714435,-0.0821004949,-0.1229674070,0.0295742410,-0.1928047938,-0.1083409955,-0.1644745542,BRCA
