@relation data

@attribute id string
@attribute 10111 numeric
@attribute 1026 numeric
@attribute 1111 numeric
@attribute 1647 numeric
@attribute 25 numeric
@attribute 3725 numeric
@attribute 4193 numeric
@attribute 4361 numeric
@attribute 4683 numeric
@attribute 472 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5599 numeric
@attribute 5888 numeric
@attribute 5932 numeric
@attribute 5970 numeric
@attribute 672 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7569612824,2.1393974684,0.6528888869,1.7342155276,0.9042891934,0.7463167697,-0.0070708373,0.2107821104,1.5735432289,0.0107741015,0.4754300158,0.8049394469,0.7139937217,1.1338286102,2.5665086773,0.8525465690,0.6885271622,0.8841919228,-0.1360732363,BRCA
GSM480985,1.0321186706,2.2990302591,0.0609673743,2.0508048685,0.9337296339,0.9612028782,-0.0835794543,0.1294105581,1.2224793975,0.0400061393,0.4509238059,0.9412159958,0.7487222366,0.3652299827,2.4309319523,0.8536376064,0.1894323939,0.5955694337,-0.1123524452,BRCA
GSM480986,0.6569718384,2.2193307467,0.2816253898,1.2829225361,1.1216843350,0.9059672051,0.0441754822,0.1092435849,1.4882752968,-0.0384828596,0.3572855135,0.9283377825,0.7966307569,0.8564644075,2.2225269477,0.9353946786,0.4876124160,0.8508987498,-0.0763476108,BRCA
GSM480987,0.5016118314,2.7037154810,0.3051683142,2.1893143059,1.5226221382,1.2356612913,0.0336754173,0.0129615418,1.0222924244,0.0408815341,0.2389650019,1.1037804131,0.7170214796,0.7953496394,1.4481245081,0.8780260834,0.2645830713,0.8372933389,-0.1383569299,BRCA
GSM480988,0.4947290262,2.3901760505,0.3160982717,1.1994663142,0.6879575644,0.5378554523,-0.0762924356,0.1720466287,1.5276914618,0.0108373413,0.2502003758,0.7093335530,0.6912962379,0.8766946109,2.6231380170,0.6707278885,0.5252548367,0.6972457048,-0.1327985111,BRCA
GSM480989,0.2942321414,2.7720669135,0.0727118015,1.1784485579,1.0702178031,0.5993327181,-0.0633361472,-0.0094646105,0.8156179770,-0.0284552162,0.1723780840,1.0994870811,0.5911021925,1.0210522023,1.3505896397,1.1224099571,0.1970391657,1.2405139033,-0.1284807322,BRCA
GSM480990,0.4718170529,2.7343542910,0.1810615500,1.7728323936,1.5833527296,0.9502829010,-0.0377953903,0.0470688383,1.0506516711,-0.0003517558,0.3219937040,1.2569765001,0.5124700949,0.7558829786,1.6593280899,1.1399565821,0.3255082460,1.1059742302,-0.0759365780,Control
GSM480991,0.2708660456,2.7373882608,0.0262369086,1.6012346595,1.0545568875,0.9142568514,-0.0037197388,0.0578862932,1.2161015552,-0.0229581060,0.3367405246,1.2472408378,0.7236467786,0.4556893327,1.9107909468,1.0769064036,0.2208657932,0.9629745603,-0.1371682588,Control
GSM480992,0.6452738913,2.7673748358,0.1720501393,1.2786797881,1.5234704019,0.5848525959,-0.0464381419,0.0207077980,0.9534809661,-0.0458585198,0.1333302662,0.8925691490,0.4097217267,0.7855049600,1.6139453717,1.2896809784,0.2670193303,1.0991194739,-0.0822199088,Control
GSM480993,0.2328165911,2.7103066743,0.3676773707,1.5869673565,1.2434106319,1.0657076714,0.0065748730,0.0122684059,0.9193412650,-0.0240370255,0.2735164897,0.9085881339,0.7140314231,1.0646301987,1.8372385106,0.9961075650,0.4541923429,1.0900611624,-0.0950498543,Control
GSM480994,0.4618260486,2.5664842689,0.2979204818,1.0933020822,0.9425667449,0.5563842119,-0.0779596573,0.0733290230,0.8560001149,-0.0222930041,0.1787086215,0.7630755900,0.3175909795,1.0095723923,1.8183417719,1.0543388821,0.3386937921,1.0190768950,-0.0615743429,Control
GSM480995,0.5212308514,2.8292390630,0.0137226116,2.5742988885,1.7514714896,1.9688322091,0.0385711598,-0.0313520213,1.1195704065,-0.0146785734,0.3540730737,1.5879044235,0.8682190766,0.4560563126,1.5758663550,1.1591183341,0.0601927131,1.0131718544,-0.1534727973,Control
GSM480996,0.5714170458,2.6013813167,0.3551596531,2.6311759949,1.3661524580,1.1081883643,0.0130673417,0.0419502167,0.7951288517,-0.0318335672,0.1904408052,1.0681144075,0.6656352630,1.0606631672,2.0157235332,1.0762969156,0.4736156767,0.8828747907,-0.0709026041,BRCA
GSM480997,0.3551082160,3.0480974393,0.0449486011,2.2761157305,2.1149339527,1.4992139659,0.0669833189,0.0338504052,0.8036755046,-0.0424580946,0.1267871698,1.5878493340,0.6271673251,0.4186520900,1.1415896880,1.1341954818,-0.0076436529,1.2156192858,-0.1211163860,BRCA
GSM480998,0.4863555674,1.5797828546,0.5533272781,1.2131624816,1.3741429373,0.5623371863,-0.0089146439,0.0745163736,0.9319750046,0.0199084602,0.1354134279,0.8054925223,0.6147042501,1.0915789036,2.5360998048,0.8914366579,0.6316715287,1.0090916649,-0.1413419646,BRCA
GSM480999,0.9451269953,2.1742217764,0.0962143680,1.1231582760,1.0459199696,0.8877214403,-0.0091878788,0.1323129748,1.6361285755,0.0723660388,0.7189646635,0.8425852770,0.6894101039,0.6072584547,2.4335640007,0.9518814928,0.3762416154,0.7890873703,-0.1118634456,BRCA
GSM481000,0.8754754419,2.1826425754,0.1460495018,1.4436159506,0.9544440175,0.9541519526,-0.0299913646,0.0946577103,1.3007216436,0.0306764995,0.4366804063,1.0661682747,0.6225341240,0.6526509654,2.3870373037,0.8998429909,0.3623279085,0.5986957988,-0.1254002019,BRCA
GSM481001,0.4356202176,2.4748434424,-0.0407061750,2.0374495089,1.3666247130,1.2256693399,0.0688924967,0.0341896137,1.4911333087,0.0395575790,0.5967181248,1.2998180016,0.7868789858,0.3910281339,2.0256556141,1.1184988925,0.1381549993,0.8134050400,-0.1137145166,BRCA
