@relation data

@attribute id string
@attribute 1452 numeric
@attribute 1453 numeric
@attribute 1454 numeric
@attribute 1455 numeric
@attribute 1456 numeric
@attribute 23291 numeric
@attribute 2619 numeric
@attribute 27148 numeric
@attribute 2735 numeric
@attribute 2736 numeric
@attribute 2737 numeric
@attribute 2932 numeric
@attribute 353500 numeric
@attribute 3549 numeric
@attribute 4036 numeric
@attribute 50846 numeric
@attribute 51384 numeric
@attribute 51684 numeric
@attribute 51715 numeric
@attribute 53944 numeric
@attribute 54361 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5613 numeric
@attribute 5727 numeric
@attribute 64399 numeric
@attribute 6469 numeric
@attribute 650 numeric
@attribute 652 numeric
@attribute 653 numeric
@attribute 654 numeric
@attribute 655 numeric
@attribute 656 numeric
@attribute 6608 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7479 numeric
@attribute 7480 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7484 numeric
@attribute 7546 numeric
@attribute 80326 numeric
@attribute 81029 numeric
@attribute 8643 numeric
@attribute 8945 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.7749692683,0.7693158464,0.6513575507,0.3751553467,0.7290443816,1.5686397417,0.8302298767,0.8871168350,0.0254272385,0.1622715567,0.6715363210,0.8950817100,-0.1560060969,-0.0494632187,-0.0498406056,-0.0517481777,-0.0693783264,0.1191039173,0.6032521113,0.4640961258,0.1095612807,0.9091838176,0.8322542454,-0.0220457165,0.0696381372,0.0895334738,-0.0987652966,-0.0395166410,0.6561434973,0.0586351257,-0.0732532571,0.4650378929,-0.1398961927,0.0016778269,0.0402833596,-0.3945480586,0.0060842624,-0.2014402350,1.0991054247,0.0138609237,-0.0872401451,-0.0658604255,-0.1008841115,-0.0661483709,-0.0076127907,-0.1242441562,0.0170828879,-0.0414223101,-0.1308467712,0.2673953223,-0.2703875750,-0.0433322968,-0.1843264068,0.1120133967,BRCA
GSM481003,0.5022556961,0.9270227291,0.9023660187,0.4825617788,0.5321403587,1.4605255890,1.2374040706,1.0222986246,0.1779156846,0.2143287991,0.6640745356,0.9718543944,-0.1850330360,-0.0448594634,0.3000750277,-0.0357904956,-0.0711894622,0.1934642281,0.4220873561,0.3276300064,0.3030448142,0.9189770192,0.6319902162,0.0102665505,0.3544240996,0.0509039110,0.2600481616,-0.0380773171,1.2946578512,0.1832318612,-0.1473879986,0.3971216061,-0.0212425112,-0.0068557273,0.1523554480,-0.2837386110,0.2620541867,-0.1763356365,1.2871466040,0.0805596044,0.0086955691,-0.0085104138,-0.0511799914,0.0349293670,-0.0993796474,-0.0742290326,0.6722705480,-0.0506247050,-0.0272443373,-0.0208081244,-0.1387209467,0.0699068837,-0.1199493396,0.0996191137,BRCA
GSM481004,0.5846829968,1.0995267555,0.7537053551,0.5314980821,0.5685712311,1.6410631902,1.3187075764,1.0853823101,0.0154119717,0.1355975974,0.5204967111,1.3618418052,-0.1556159047,-0.0226111772,-0.0145691001,-0.0218933389,-0.0733080359,0.1849260226,0.6017860105,0.4125062794,-0.0715792978,0.6950635329,0.6800325786,-0.0396932616,-0.0129986513,0.2772172881,-0.1125108961,-0.1191229813,1.8352680345,0.0644968578,-0.0748019853,0.1969764016,-0.0668508263,-0.0591884889,0.1857214334,-0.3105351274,0.0032477002,-0.1127112779,1.2167072096,-0.0188852585,-0.0638865936,-0.0485719460,-0.0359497991,0.0020104520,-0.0029002871,-0.0909554661,0.0893885440,-0.0690000361,-0.0738884651,0.1035028107,-0.1845646587,0.1364099701,-0.1348989100,0.1211709580,BRCA
GSM481005,0.8952178020,1.0284580922,0.9184078384,0.2897574657,1.1179658846,1.4555339366,0.8636752297,0.8402082492,-0.0588090425,0.2936466958,0.3608631672,0.9572651076,-0.1217944367,0.0131802937,0.3789513107,-0.0721454692,-0.0804068081,0.1083059486,1.0088933764,0.3363416497,-0.0903669529,0.7765841372,1.2306991819,-0.0333261071,0.0699015529,0.1294130335,-0.1057740573,-0.0358448881,0.0339138785,-0.1823371806,-0.1154507956,1.0682266907,-0.1096567049,-0.0747064586,0.0217156247,-0.2622130004,0.3739300018,-0.0578352279,2.7604660591,0.0426390920,-0.0200725873,-0.0482768963,-0.0910808531,-0.0681008383,-0.0604671176,-0.0685347691,-0.0662294183,-0.0690765642,-0.1350355067,-0.0375891966,-0.2487369648,0.2255749310,-0.0746310067,0.1284480545,BRCA
GSM481006,0.7858931990,0.7724465803,0.8961081896,0.3456266323,0.9155212289,1.6704343226,1.5262670758,1.0648272621,-0.0414493765,0.1434516486,0.7680422432,1.0202108809,-0.1241445445,-0.0436467853,0.0074984329,-0.1287954013,-0.0425234946,0.0917664711,1.0413199457,0.3384378918,0.1349259974,1.0743387982,0.9264100611,-0.0789564253,0.2576344930,0.0982928102,0.0582172409,-0.2269113808,0.7449416584,0.1926361680,-0.1432111264,0.3619068160,-0.0724029188,0.0144943833,0.1020520361,-0.3156871875,0.9761466979,-0.1288715185,2.6283631843,-0.0367680197,-0.0259634039,0.0027629747,-0.1056243051,-0.0280148233,-0.0666198668,-0.1108920901,0.3665609332,-0.0490511070,-0.1344503291,-0.0493717457,-0.2056177399,0.0909788225,-0.0801025852,0.0903202268,BRCA
GSM481007,0.4159057388,0.4520211312,0.8557284065,0.6334744839,0.6043297479,1.5588143059,1.8008996331,0.8086545444,-0.0467507181,0.2055457576,0.5058948908,0.5586554259,-0.1245072563,-0.0236926176,0.4276865026,-0.0610897990,0.0349866823,0.3360274339,0.4614353454,0.2592513632,0.4547389333,0.9259418572,0.7558958770,0.0370700779,0.1321595838,0.1311976389,-0.0801346336,-0.0618985219,0.8314818136,0.5640157098,-0.1187639466,-0.0014179253,-0.0323601816,0.0018347618,0.1198207565,-0.2656063915,0.1312263660,-0.0424479322,1.5694840899,0.0665562646,-0.0116927956,0.0067818588,-0.1159979064,-0.0368318690,-0.0168402319,-0.1010664200,0.7914069314,-0.1936255641,-0.0900796246,-0.0386191147,-0.0515251742,0.1317516231,-0.0831408225,-0.0121771720,BRCA
GSM481008,0.5904208655,0.9891898446,0.9784506920,0.5369521299,0.7758914501,1.4403287746,0.5611768397,0.9879142498,0.0414899878,0.3177676709,0.6396564690,1.0892350491,-0.1753889071,-0.0369273601,0.0372073626,-0.0238051813,-0.0439203969,0.1753170214,0.6449588419,0.3756625434,-0.0216365628,0.9102283842,0.7458980968,0.0274709704,0.1268309088,0.1566182477,0.0118849773,-0.1006635962,0.8306934164,-0.2266909414,-0.0999436178,0.0462986939,-0.1006935105,0.0159542473,0.1073250934,-0.3722561604,-0.0818936168,-0.0649520755,2.6761983316,-0.0130235439,-0.0438404034,0.0238258963,0.0177650731,-0.0678590641,-0.0851789837,-0.0973834079,-0.1006630483,-0.0836435636,-0.0969623786,0.0145207438,-0.2866146009,0.3285105641,-0.1730496549,0.0324204724,Control
GSM481009,0.6226818040,0.2031548033,0.4111651345,-0.0549057844,0.8840965669,1.3666762173,1.0799182227,0.6761529500,-0.2627179222,0.0763199010,0.5273502670,0.4939206066,-0.3411049513,-0.0943475917,-0.0693231611,-0.1280691018,-0.0109911502,-0.0736158162,0.5406845595,0.2343552861,-0.0947817922,0.6558841348,0.8545450949,0.0046873059,-0.0978849678,0.0745630916,-0.0700094697,-0.1447345847,0.2958054108,-0.2647203853,-0.1702896469,-0.0534554736,-0.2073602764,-0.0926080361,-0.1308432226,-0.6643026724,0.3702629479,-0.2396392688,1.5475423524,-0.0934621583,-0.2625131060,0.0109606397,-0.0948671154,-0.0894222621,-0.1320922268,-0.1927612391,-0.0008563446,-0.1355779901,-0.1123483706,0.0308014242,-0.3837322319,-0.2633427495,-0.2627761249,-0.0376876255,Control
GSM481010,0.8328421336,0.9171681664,0.9053229821,0.3815931529,1.0666833931,1.6286549394,1.2885722019,0.9374017930,0.0305406773,0.1017331022,0.6617066105,0.9262991083,-0.1080484113,-0.0195220578,0.0321095037,-0.0938840314,-0.0828891163,0.1372633770,0.8180612381,0.4942532383,0.2415542743,0.6685453986,1.0751941698,-0.0846129696,0.0711872429,0.0988978949,0.4646670875,-0.0839599652,0.8053381232,0.2993266869,-0.1148613955,0.2556702889,-0.0857669264,0.1228767222,0.0873890924,-0.2394890915,-0.0618860749,-0.0936019128,1.7162404021,-0.0528586305,0.0075313146,-0.0343432225,-0.1204891543,0.0370795174,0.0695958067,-0.0687700288,0.3475609784,-0.0442746121,-0.1332288597,0.2728369131,-0.1516297620,-0.0633099011,-0.1240107594,0.2240257637,Control
GSM481011,0.4575096548,0.9789002165,0.8888205038,0.4618826703,0.6479999094,1.4047438270,0.9569408389,1.0870040905,0.0197189646,0.2963288479,0.2946687810,0.8232649406,-0.1557621294,0.0366611989,0.0344810616,-0.0230764352,0.0175757171,0.3008971016,0.9765053643,0.2378813275,-0.0201940086,0.8796043668,0.7629880970,0.0440684883,-0.0120833156,0.1732024047,-0.0355708207,-0.1095394212,0.3935549524,0.0706148102,-0.0679235769,0.1041069989,-0.0587262690,-0.0500652314,0.0669697911,-0.3263226391,0.1123705800,-0.1127214742,1.6167891246,0.0338085365,0.0335077664,-0.0299045145,-0.0683776503,0.0033948959,-0.0038562473,-0.0605126296,0.2160085205,-0.0952629641,-0.0306941271,0.0035045563,-0.2860836664,0.0897567195,-0.0799476467,-0.0036052681,Control
