@relation data

@attribute id string
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4067 numeric
@attribute 4214 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 973 numeric
@attribute 974 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6466643338,0.2797568681,0.1948640191,1.3452941188,0.0960513854,1.0380567778,0.7463167697,0.5398415216,0.8951084466,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.5204422609,1.1392389064,1.3485143633,0.9049248654,0.1474579691,-0.1072664774,0.4586358647,0.7139937217,2.7923812542,0.6409841057,1.9096234484,0.1797246685,0.4766545553,-0.1016100206,0.1073409411,1.5891594400,0.9537983259,2.1997757852,-0.0559812225,-0.0583237517,BRCA
GSM480985,0.5214375071,0.3031341848,0.3309724640,1.1583383579,0.1697665591,0.5481084954,0.9612028782,0.8633735524,1.0636305118,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.6196571301,1.0624773818,1.2292638585,0.8493034308,0.0900841358,-0.0931613796,0.5649788797,0.7487222366,2.9129755730,0.6127393824,1.9413004944,0.2011654340,0.0235731251,-0.1003832841,0.1538996255,1.2845784730,0.9828057632,1.9199515841,-0.0706095854,-0.0443711701,BRCA
GSM480986,0.5058162958,0.3711583552,0.3619466726,1.5127595663,0.1979327176,0.9493732134,0.9059672051,0.6575351594,0.7935199528,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.5424212613,1.1325124873,1.4755984701,0.6729391185,0.1559347632,-0.1167993353,0.5706250406,0.7966307569,3.0052631994,0.4839221177,2.0243224118,0.0952468054,0.3622629331,-0.0526870978,0.0129711927,1.6418533209,0.7694473286,2.1900971755,-0.0584273826,-0.0522261315,BRCA
GSM480987,0.6135009341,0.3778557302,-0.0610097518,1.4599798470,-0.0995336424,0.6616964770,1.2356612913,0.2205355243,0.5396577952,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.7127369387,0.7104099762,1.6084967972,0.9346764925,0.0835026311,-0.1432857454,0.5260457562,0.7170214796,3.1002503070,0.3882937707,1.9975022057,0.0700896732,-0.1189019291,-0.0333157243,-0.1229293533,1.3375803794,0.6854064385,1.7749855086,-0.0483330181,-0.0360407286,BRCA
GSM480988,0.4483090917,0.1301916772,0.3942711436,1.6300611323,0.1944332570,0.4589619954,0.5378554523,0.4268805936,0.7586201133,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,0.5192004788,1.0280710610,1.3750535183,0.7414630045,0.0817065693,-0.0806064152,0.4829891018,0.6912962379,3.0203843170,0.4704262694,1.9610705971,0.0896705153,0.1783020112,0.0189469970,-0.0868716438,1.4518957679,0.8568994044,2.2009519134,-0.0449939878,-0.1101405692,BRCA
GSM480989,0.4561344552,0.4043724635,0.0513401362,1.6843677122,0.1875952569,1.1103506463,0.5993327181,0.4953212294,0.6540494401,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,0.5099837124,0.8617932616,1.4386271053,0.5870933372,0.0811992555,-0.1211765001,0.8519349658,0.5911021925,3.3091132243,0.4437155496,1.9755967301,-0.0037837656,0.3515520029,0.0206640526,0.0192166491,1.5590544180,0.7983118814,2.9188919440,-0.0383135325,-0.1141961220,BRCA
GSM480990,0.3805084057,0.4692344638,0.1955064154,1.6475978081,0.0294958527,1.1067612915,0.9502829010,0.3857769494,0.6895217888,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.7009938896,0.9861059069,1.2886391192,0.5830522417,0.1371517299,-0.1211324487,0.5468216389,0.5124700949,3.4219261243,0.3387474729,2.5765053460,0.0120991491,0.0213613135,-0.0075551886,-0.0486021041,1.4453520321,0.6829452796,2.5856389926,0.0077924779,-0.0014210816,Control
GSM480991,0.4695376563,0.3822606292,0.5429381570,1.5652074934,0.2496449626,0.9763167946,0.9142568514,0.6900864716,0.8135851005,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.5280418684,1.0007687234,1.3283271537,0.6608008562,0.0569693500,-0.0960165404,0.6482640730,0.7236467786,3.2534763878,0.3654298311,2.1101571236,0.0441448208,0.2107880569,-0.0544032358,0.1669772696,1.5451146222,0.7246558555,2.3986895680,-0.0506265169,0.0154765855,Control
GSM480992,0.3800862124,0.4556893493,0.3445932802,1.5792976092,0.3783890149,1.1827308424,0.5848525959,0.5914832216,0.6908869928,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.6497552522,1.0355044920,1.4482076389,0.4972681324,0.1225340664,-0.1356904655,0.9082788116,0.4097217267,3.4460021522,0.3105769333,2.4270785623,0.0183351703,0.2635266241,-0.0302590407,-0.0769597430,1.4246134289,0.7415068230,2.6897532866,-0.0131432286,0.0057623948,Control
GSM480993,0.5930127984,0.3937792435,0.4851258332,1.5582134934,0.1976193741,0.9945207685,1.0657076714,0.6061963768,0.8665301368,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,0.5661468516,1.0264566022,1.5829170607,0.7091649962,0.1051260916,-0.1144585606,0.7940912880,0.7140314231,3.0886874926,0.3602931440,2.0765592329,0.0562111053,0.3405437194,-0.0557189019,0.0286861091,1.5856227239,0.8005855027,2.4490207491,-0.0208710088,0.0087401787,Control
