@relation data

@attribute id string
@attribute 10189 numeric
@attribute 10482 numeric
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 129401 numeric
@attribute 1977 numeric
@attribute 22916 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 348995 numeric
@attribute 4686 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 53371 numeric
@attribute 55746 numeric
@attribute 57122 numeric
@attribute 5903 numeric
@attribute 7175 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9818 numeric
@attribute 9883 numeric
@attribute 9972 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4804,2.5358,1.0072,0.895,0.6425,0.5757,1.228,1.7144,1.4154,1.5168,1.5289,1.6317,1.7929,1.8436,1.7496,1.0292,1.2419,1.1804,2.452,1.945,1.0329,0.9971,1.2132,1.1141,1.4161,0.9549,1.7283,0.8618,1.4743,0.811,1.6105,Control
Utah__A02,0.4908,2.5202,0.8104,0.5684,0.3515,0.4203,0.9567,1.4101,1.0995,1.1289,1.2201,1.2561,1.5167,1.5725,1.4727,0.7877,0.9955,0.8661,2.2136,1.6106,0.809,0.6417,0.9206,0.8128,1.0874,0.7225,1.399,0.7352,1.1092,0.4752,1.4192,Control
Utah__A03,0.6144,2.6998,1.0566,0.7042,0.4565,0.5343,1.0935,1.5938,1.4121,1.193,1.3946,1.2558,1.7126,1.6379,1.6045,0.8978,1.1481,1.0615,2.2449,1.7618,0.978,0.8563,1.1383,0.93,1.2242,0.9636,1.6033,0.9492,1.3743,0.772,1.5307,Control
Utah__A04,0.6136,2.5275,0.6851,0.5424,0.49,0.4748,1.0721,1.512,1.4402,1.0541,1.2536,1.3163,1.4294,1.6343,1.4732,0.8187,1.035,0.8467,2.3982,1.7391,0.6692,0.6227,0.9844,0.7183,1.0452,0.7955,1.5306,0.7074,1.0963,0.5746,1.4693,Control
Utah__A05,0.7394,2.6852,0.8725,0.7813,0.4528,0.4721,1.0768,1.5462,1.3661,1.2367,1.3593,1.4202,1.6256,1.5556,1.6416,0.8454,1.1659,0.9353,2.2948,1.7737,0.8713,0.7381,1.1592,0.9882,1.2483,0.9356,1.6259,0.9123,1.3063,0.7961,1.5615,Control
Utah__A06,0.6135,2.5941,0.9123,0.7055,0.4388,0.3823,0.9676,1.4919,1.3027,1.2251,1.3159,1.2779,1.6166,1.5054,1.5378,0.7756,1.1078,0.9163,2.313,1.5798,0.8027,0.7443,1.1231,0.9751,1.1832,0.8793,1.5196,0.8566,1.2543,0.5958,1.3944,Control
Utah__A07,0.5476,2.5673,1.0027,0.8363,0.5794,0.6261,1.1628,1.5675,1.4067,1.3959,1.2731,1.4804,1.7605,1.6289,1.6678,0.9338,1.1496,1.0076,2.4385,1.755,0.8878,0.8955,1.2234,0.9205,1.3253,0.9374,1.5739,0.9018,1.5043,0.846,1.5557,Control
Utah__A08,0.335,2.3974,0.9296,0.6922,0.7899,0.7036,1.045,1.5811,1.4954,1.4199,1.3273,1.3936,1.7461,1.6442,1.6378,1.0399,1.1852,1.0552,2.4634,1.9979,0.8242,0.8548,1.3728,0.8149,1.2046,0.8151,1.6094,0.894,1.5489,0.9343,1.6863,Control
Utah__A09,0.4321,2.5689,0.9597,0.7076,0.4829,0.5664,0.9815,1.4523,1.3511,1.3134,1.342,1.2645,1.6503,1.6649,1.6472,0.7387,1.0035,1.0641,2.2424,1.6888,0.8978,0.7467,1.2037,0.9079,1.2531,0.8881,1.4078,0.8734,1.3796,0.6472,1.4396,Control
Utah__A10,0.5107,2.5311,0.9655,0.7208,0.7237,0.528,1.0572,1.6701,1.4825,1.2564,1.3405,1.4598,1.665,1.5082,1.6437,0.9486,1.1941,1.0446,2.5402,1.8254,0.838,0.7982,1.2495,0.819,1.1348,0.8579,1.7036,0.863,1.5244,0.7532,1.6661,Control
Utah__A11,0.457,2.3839,0.7393,0.46,0.4099,0.3428,0.7633,1.2181,1.0849,1.2161,1.2483,1.1805,1.5237,1.4934,1.5011,0.7103,0.7947,0.9571,1.8914,1.3101,0.7725,0.6726,1.1228,0.848,1.1136,0.8007,1.2284,0.7357,1.2314,0.4409,1.1312,Control
Utah__A12,0.1813,1.8917,0.4853,0.3737,0.2972,0.2567,0.8428,1.0808,0.9243,0.6661,0.7398,0.6981,0.9894,1.1513,0.9983,0.5162,0.8197,0.6099,1.7896,1.2385,0.5926,0.4995,0.5693,0.4795,0.715,0.6545,0.9884,0.5014,0.6988,0.4793,1.102,Control
Utah__B01,0.2013,2.418,0.946,0.7734,0.5866,0.5583,1.0742,1.507,1.2008,1.2409,1.2035,1.3692,1.7065,1.6252,1.5386,1.0683,1.07,0.9631,2.2311,1.7241,0.8316,0.7782,1.1208,0.9419,1.1616,0.8631,1.5582,0.7335,1.2455,0.8166,1.4499,Control
Utah__B02,0.6227,2.8133,0.961,0.9453,0.4893,0.5056,1.238,1.6402,1.4749,1.2743,1.4147,1.6739,1.6553,1.6636,1.58,1.012,1.2532,1.059,2.3767,1.7654,0.8063,0.857,1.0984,1.0375,1.2628,0.99,1.6175,0.8741,1.2459,0.7485,1.455,Control
Utah__B03,0.5387,2.6353,1.0293,0.8268,0.4816,0.479,1.1642,1.5983,1.3813,1.2511,1.33,1.5439,1.6575,1.5802,1.5835,0.9968,1.1913,0.9747,2.3678,1.7184,0.7832,0.8573,1.0969,0.9373,1.1939,0.8939,1.5738,0.7972,1.2477,0.6858,1.5297,BRCACancer
Utah__B04,0.2944,2.3222,0.9106,0.6212,0.6251,0.6598,0.9463,1.384,1.5005,1.0018,1.1633,1.1715,1.4549,1.2153,1.4658,0.883,0.9669,0.7512,2.2081,1.6867,0.5953,0.7244,1.2179,0.6853,0.9446,0.6307,1.3919,0.7335,1.2537,1.0838,1.6493,BRCACancer
Utah__B05,0.3172,2.6141,0.9208,0.5321,0.3041,0.4768,0.8237,1.3072,1.3036,0.9274,1.1661,0.9233,1.4554,1.3746,1.4299,0.8342,0.8706,0.8207,2.1497,1.4197,0.7527,0.6349,1.0617,0.6794,1.0483,0.7088,1.2821,0.7584,1.0241,0.693,1.2835,BRCACancer
Utah__B06,0.0272,2.3378,0.7725,0.5147,0.3476,0.4841,0.8716,1.1955,0.8866,0.9107,0.8809,1.152,1.3102,1.1192,1.1077,0.6617,0.8442,0.6985,2.0017,1.4121,0.5858,0.6564,0.8635,0.7022,0.6882,0.5912,1.0591,0.6321,0.9868,0.7661,1.2145,BRCACancer
Utah__B07,0.4467,2.7107,1.1157,1.0409,0.5807,0.651,1.2636,1.6662,1.5526,1.3192,1.3983,1.7645,1.7108,1.7059,1.6716,1.0871,1.2255,1.0969,2.4848,1.9498,0.8949,0.8859,1.1718,1.0402,1.1406,0.8909,1.6903,0.8444,1.4205,0.8806,1.6244,BRCACancer
