@relation data

@attribute id string
@attribute 1022 numeric
@attribute 1642 numeric
@attribute 1643 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 4331 numeric
@attribute 5887 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 7507 numeric
@attribute 7508 numeric
@attribute 902 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5741,1.7191,0.9284,0.6365,0.3536,0.9639,0.8897,1.8812,0.9361,1.2507,0.3109,0.3161,1.029,1.4243,0.8764,0.3897,1.0285,0.9389,1.626,Control
Utah__A02,0.3587,1.6122,0.6554,0.5973,0.2581,0.7176,0.6126,1.6434,0.5947,0.9149,0.1316,0.1346,0.7982,1.2092,0.7208,0.2466,0.7114,0.5743,1.2003,Control
Utah__A03,0.5493,1.7007,0.8853,0.6674,0.3958,0.9385,0.7144,1.7519,0.7758,1.0688,0.235,0.2105,1.0839,1.3513,0.8257,0.2993,0.9247,0.7903,1.5333,Control
Utah__A04,0.5533,1.6787,0.7467,0.5678,0.3302,0.7658,0.5935,1.6039,0.5436,0.8439,0.2444,0.1798,0.9122,1.3715,0.8193,0.2713,0.818,0.8211,1.4337,Control
Utah__A05,0.5475,1.7921,0.825,0.7223,0.4459,0.8599,0.7061,1.6721,0.6282,1.0253,0.3158,0.1989,0.9598,1.3842,0.8622,0.2845,0.8832,0.8779,1.4419,Control
Utah__A06,0.4938,1.7046,0.7299,0.6778,0.301,0.7976,0.768,1.6779,0.6772,1.0165,0.2892,0.1536,0.8774,1.287,0.8196,0.2325,0.7522,0.7207,1.421,Control
Utah__A07,0.5297,1.6973,0.7342,0.6844,0.3376,0.8856,0.8271,1.7194,0.8017,1.0785,0.2985,0.3843,1.0076,1.3544,0.8758,0.3008,1.0967,0.7872,1.7099,Control
Utah__A08,0.5947,1.5335,0.9396,0.5925,0.2761,0.9227,0.8076,1.7679,0.7686,0.9915,0.1543,0.5743,1.0377,1.3442,0.7175,0.2751,0.97,0.8427,1.8094,Control
Utah__A09,0.5279,1.6557,0.7418,0.5485,0.2396,0.8179,0.6822,1.7704,0.634,1.139,0.1649,0.3797,0.8992,1.3771,0.8179,0.2256,0.9075,0.6945,1.6033,Control
Utah__A10,0.6165,1.6911,0.7828,0.5777,0.331,0.9627,0.6982,1.6955,0.6367,0.9752,0.1928,0.3731,0.9067,1.4058,0.8841,0.2379,1.0156,0.7079,1.8899,Control
Utah__A11,0.4792,1.6223,0.7497,0.5829,0.3179,0.5847,0.7015,1.5356,0.5729,1.0675,0.0877,0.3343,0.8321,1.3033,0.7719,0.2224,0.8213,0.4307,1.1731,Control
Utah__A12,0.3997,1.1437,0.4524,0.4633,0.2237,0.5256,0.254,1.0782,0.355,0.4845,0.0222,0.0675,0.4842,0.8703,0.7697,0.2135,0.5317,0.3506,0.9578,Control
Utah__B01,0.5081,1.4448,0.8221,0.4898,0.095,0.8259,0.6689,1.8476,0.7041,1.0319,0.0932,0.2878,0.879,1.1711,0.5696,0.3664,1.1198,0.7101,1.5744,Control
Utah__B02,0.5758,1.7364,1.003,0.6413,0.4138,0.9664,0.6674,1.894,0.678,1.1845,0.2791,0.1951,0.9021,1.4325,0.9138,0.343,0.9624,0.8418,1.6925,Control
Utah__B03,0.5109,1.5968,0.8836,0.5713,0.2735,0.946,0.6809,1.8513,0.6463,0.9967,0.1922,0.278,0.929,1.2712,0.7349,0.3227,1.0137,0.6952,1.6826,BRCACancer
Utah__B04,0.4926,1.3002,0.7471,0.484,0.1939,0.8567,0.6002,1.5233,0.6065,0.5793,0.1011,0.4782,0.8557,1.0246,0.7201,0.1981,0.7441,0.7897,1.6006,BRCACancer
Utah__B05,0.3957,1.4788,0.8732,0.6051,0.2537,0.7262,0.3979,1.5307,0.4523,0.6473,0.0912,0.2156,0.8682,1.0899,0.8936,0.2809,0.8262,0.5546,1.3469,BRCACancer
Utah__B06,0.369,1.1617,0.6666,0.3369,-0.0561,0.7046,0.5138,1.5479,0.5134,0.6337,-0.0265,0.159,0.559,0.7113,0.2559,0.1391,0.6164,0.3966,1.1893,BRCACancer
Utah__B07,0.6002,1.6908,1.1746,0.6349,0.3819,1.0107,0.7719,1.9169,0.8135,1.1472,0.2685,0.2879,0.9284,1.2793,0.9212,0.3385,1.0127,0.7668,1.7814,BRCACancer
Utah__B08,0.4069,1.7308,0.8151,0.6815,0.3828,0.7029,0.7389,1.6225,0.6734,1.0379,0.2475,0.1989,0.8572,1.4528,0.7583,0.2123,0.9473,0.5297,1.3446,Control
Utah__B09,0.409,1.0992,0.7372,0.3192,0.1406,0.6354,0.3802,1.5511,0.5262,0.468,0.0029,0.4201,0.935,0.9856,0.4445,0.1203,0.8017,0.715,1.3212,Control
Utah__B10,0.3718,1.315,0.4575,0.3929,0.0826,0.66,0.4484,1.3833,0.4791,0.532,0.0879,0.2744,0.7169,1.0861,0.6674,0.2062,0.7182,0.5858,1.3659,Control
Utah__B11,0.3415,1.4625,0.5647,0.6276,0.3481,0.6463,0.5893,1.3226,0.6192,0.6922,0.1772,0.2429,0.8491,1.0332,0.9558,0.2628,0.8098,0.5604,1.5076,Control
Utah__B12,0.2505,0.8031,0.4892,0.2157,0.1099,0.5683,0.2041,1.2219,0.4125,0.3139,0.0386,0.3247,0.6472,0.5146,0.1422,0.0947,0.58,0.5218,1.0711,Control
Utah__C01,0.4822,1.6694,0.8062,0.8004,0.4378,0.951,0.7216,1.576,0.6954,0.9674,0.2974,0.172,0.8432,1.1428,0.7399,0.2283,0.8778,0.6887,1.5172,BRCACancer
Utah__C02,0.5161,1.7075,0.7041,0.6705,0.4514,0.9505,0.6037,1.6177,0.5579,1.0016,0.3191,0.1241,0.7273,1.2818,0.8005,0.3141,0.7778,0.751,1.4502,BRCACancer
Utah__C03,0.537,1.7254,1.142,0.7183,0.472,1.1161,0.7586,1.8165,0.6971,0.8676,0.3318,0.1788,0.8759,1.2525,0.8696,0.236,0.9878,0.9872,1.6096,BRCACancer
Utah__C04,0.2591,1.4141,0.4593,0.5501,0.2086,0.4941,0.3928,1.1787,0.3154,0.5071,0.0631,0.1098,0.6348,0.973,0.3499,0.139,0.4931,0.4394,0.7758,Control
Utah__C05,0.2608,1.5527,0.4318,0.5611,0.2864,0.5577,0.489,1.1159,0.3212,0.4593,0.1426,0.1179,0.5931,0.9635,0.4849,0.2382,0.5416,0.4806,0.7394,BRCACancer
Utah__C06,0.1851,0.3866,0.2494,0.2068,0.1443,0.1195,0.0958,0.5386,0.036,-0.0843,-0.2497,0.022,0.2172,0.2546,-0.1578,-0.0302,0.2672,0.1552,0.1732,Control
Utah__C07,0.3835,1.6333,0.4984,0.5228,0.2406,0.5845,0.4377,1.3152,0.3848,0.6023,0.1529,0.1206,0.5486,1.1354,0.6355,0.1759,0.6469,0.4782,1.0362,Control
Utah__C08,0.4344,1.6673,0.6686,0.6958,0.3928,0.7344,0.7163,1.4983,0.6007,1.1354,0.2989,0.1862,0.7753,1.2479,0.7478,0.2055,0.8038,0.6118,1.1538,Control
Utah__C09,0.3698,1.5288,0.5632,0.4921,0.2799,0.6473,0.4503,1.225,0.3294,0.573,0.195,0.1297,0.5339,1.0381,0.7961,0.2051,0.4877,0.5223,1.2204,Control
Utah__C10,0.2893,1.5203,0.4687,0.4813,0.2574,0.7987,0.3837,1.1521,0.3766,0.5437,0.1852,0.1143,0.5997,1.0693,0.6923,0.2559,0.5121,0.5065,1.1047,BRCACancer
Utah__C11,0.4612,1.7373,0.7505,0.6793,0.4055,0.7574,0.6327,1.6552,0.4958,0.9123,0.2166,0.1977,0.8366,1.3168,0.7188,0.1828,0.8166,0.6933,1.1772,Control
Utah__C12,0.2008,1.3904,0.3801,0.4541,0.2228,0.4287,0.2999,0.9799,0.2776,0.2506,0.0531,0.1182,0.5732,0.8592,0.4181,0.103,0.5408,0.4008,0.693,BRCACancer
Utah__D01,0.3459,1.2147,0.8457,0.4671,0.3103,0.7738,0.4187,1.7076,0.519,0.4015,0.2016,0.429,0.8084,0.8477,0.4516,0.1762,0.8325,0.7297,1.4703,BRCACancer
Utah__D02,0.3147,1.6246,0.5034,0.4854,0.3415,0.5353,0.4244,1.3293,0.4081,0.6971,0.0895,0.2003,0.6718,1.1054,0.5336,0.1649,0.6135,0.5317,0.9376,BRCACancer
Utah__D03,0.3068,1.5462,0.5569,0.4811,0.2573,0.5378,0.3529,1.2185,0.3574,0.5498,0.237,0.0736,0.6397,0.9175,0.4703,0.2096,0.5709,0.4925,0.951,BRCACancer
Utah__D04,0.3923,1.6329,0.522,0.5956,0.3637,0.5914,0.4607,1.3848,0.3892,0.7039,0.0919,0.1004,0.7489,1.105,0.5909,0.1286,0.6222,0.5412,1.2132,BRCACancer
Utah__D05,0.4026,1.6366,0.6367,0.5478,0.3011,0.6711,0.4508,1.3707,0.4084,0.6429,0.1781,0.1014,0.6255,1.1116,0.4865,0.2587,0.5196,0.5384,1.095,BRCACancer
Utah__D06,0.4147,1.7491,0.6694,0.6693,0.4104,0.8156,0.6388,1.5683,0.5519,0.9455,0.3021,0.1559,0.7401,1.287,0.6946,0.2167,0.7772,0.6644,1.3303,BRCACancer
