@relation data

@attribute id string
@attribute 10714 numeric
@attribute 1763 numeric
@attribute 2237 numeric
@attribute 23649 numeric
@attribute 3978 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 51659 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 57804 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 8318 numeric
@attribute 84296 numeric
@attribute 84515 numeric
@attribute 9837 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5214225980,0.9068090636,1.6378173305,0.2733456229,0.8086666293,1.3337336816,1.0510258443,1.2537769670,0.8055090325,1.5176213086,0.6870918091,0.5795949634,0.4590124302,0.1110767740,0.4475187101,0.3560446512,-0.0273617398,0.2541690469,1.1815715189,0.6852570661,0.6780754711,1.8300574754,1.4864364202,1.5486820142,1.5458070138,1.0824161023,-0.0402222089,0.4285908454,1.7786745494,BRCA
GSM480985,1.2045470742,0.2315525345,0.7014633930,0.0567498128,0.3276340627,0.4032707661,0.4489500689,0.5542963552,0.1633400979,0.5804464952,0.2274582597,0.0910029777,0.1985184121,-0.1403941502,0.1195283260,-0.0596465934,-0.0816908263,0.3959704076,1.1434785538,0.3529059928,0.1245795767,1.0733455949,0.9112912673,1.2987882098,1.3055036168,0.1949673229,-0.1152608601,0.1589688681,0.7366345558,BRCA
GSM480986,1.2029019593,0.4660534515,1.4220015855,0.2493205161,0.5813196078,1.0531638674,0.6626453732,0.9671875484,0.7758766384,1.0020962506,0.4565839842,0.5311975662,0.2578041365,-0.0006644904,0.3486887678,0.1485719528,0.0156392441,0.3657379911,0.7124732714,0.5507222097,0.4613985304,1.2346874078,1.4109145713,1.6070985992,1.4262792665,0.6005877551,-0.0470481414,0.2655783963,1.7336465913,BRCA
GSM480987,1.1241706477,0.2542883544,1.3385604510,0.1196402289,0.3103429317,1.2449252714,0.8615824582,1.0684957298,0.7682668753,1.2835077829,0.4381454373,0.4210889570,0.1674653927,-0.0506179260,0.3186428044,0.2003628604,0.0205711877,0.3195155901,0.6011577090,0.4069897318,0.3976253966,1.3835763203,1.2687289647,1.4495159685,0.9492826163,0.5295281492,-0.0657423084,0.1658736350,1.3441727560,BRCA
GSM480988,1.2647299039,0.4030297576,1.4002106098,0.1840522928,0.4741234867,1.1690687350,0.6748901606,0.9255933917,0.8383731378,1.2128899024,0.1956678532,0.3803122262,0.2362305118,0.0768084920,0.2306063977,0.2639022454,-0.0014752104,0.0152650487,0.8293907841,0.2685042607,0.4297329925,1.5154813594,1.3376087498,0.8359299593,1.3290010218,0.5140958829,-0.0428207842,0.1878929090,1.8662039504,BRCA
GSM480989,0.8509117928,0.3585132138,1.3471962494,0.2467035367,0.6133678607,1.2384311929,0.7821060816,1.0466080130,1.0504301878,0.6907358888,0.4415526911,0.6083209056,0.0917473556,-0.0592587655,0.4204673296,0.0025834302,-0.0791522762,0.5509243324,0.5685038011,0.7805323229,0.1740388745,0.8512497611,1.5435676491,1.4798822800,1.4402853847,0.8069073874,-0.0231916616,0.1145023524,2.1239964562,BRCA
GSM480990,0.7104607523,0.2118020348,1.3830383457,0.1833354501,0.4562935978,1.1476575286,0.6876053480,1.0239739268,1.0129323429,0.5154319747,0.2801729159,0.4004082684,0.1388133167,-0.0204453974,0.5086407080,0.0753009715,-0.0161918164,0.4025088740,0.5843832314,0.4190524527,0.2921790909,0.8826532761,1.2470977168,1.0583621662,1.0483638518,0.5389041920,-0.0381139750,0.2067458208,1.3611163464,Control
GSM480991,0.7929366067,0.3072627562,0.8217536564,0.1333783502,0.3514687585,0.6427016890,0.3830136940,0.8048010042,0.5309293339,0.3755929059,0.0986593564,0.2278474004,0.0622159665,-0.1572538394,0.3003052217,0.0124490825,0.0122445337,0.5452377218,0.5254092878,0.3535321280,0.1336203346,0.6985741986,1.1375396092,1.1662135920,1.1110200535,0.3778437636,-0.0766248060,0.0095469098,1.0477146143,Control
GSM480992,0.6056446797,0.3612757241,1.1840442308,0.1636448349,0.5655389330,1.2842768802,0.5584979822,0.8970973682,1.1872844753,0.4406894916,0.4813109728,0.5191560357,0.1263167032,0.0718811130,0.4920756920,0.0208666632,0.0055315315,0.6792150073,0.5687593767,0.4933435796,0.2758890922,0.6898392174,1.1910011703,0.9753238883,1.3521483293,0.4098723066,-0.0657934446,0.0990161895,0.9256278477,Control
GSM480993,1.1378558147,0.4513451854,1.6020187400,0.2997676629,0.7638304975,1.5053302049,0.9177788761,1.1220162888,1.2946975223,1.1605138183,0.6991254000,0.6290087239,0.1773195168,0.1147602345,0.3527961249,0.2033837022,0.1331565502,0.4229756490,0.7009486956,0.8074109628,0.4802607979,1.3106297120,1.5079846197,1.4295231500,1.5680439868,0.7323081553,-0.0627180799,0.1611754498,2.1072234380,Control
GSM480994,0.8777989878,0.4558093185,1.2205973229,0.1804038195,0.5646230253,1.1168797874,0.6777090203,0.9836441739,0.9683367918,0.8051478555,0.5251803197,0.4568085404,0.1271973092,0.0250759355,0.3013844286,0.0928320910,0.0148455813,0.5933144059,0.6284480826,0.7785507254,0.3775925466,1.0956082411,1.4661289788,1.0450770310,1.4768938922,0.6059880871,-0.0266996363,0.0450177066,1.6809970670,Control
GSM480995,0.7494771779,0.2956796940,1.0918748489,0.1306019418,0.2317964558,0.7044589500,0.3817067012,0.6351287178,0.1123228785,0.3668079661,0.1611362928,0.2050173702,0.1450218275,-0.0948528247,0.3561257578,-0.0152580335,-0.0420983738,0.4747785410,0.6226300572,0.3138765889,0.2023529408,0.8518500496,0.9724627916,1.6587530275,0.9567898613,0.1298126801,-0.1476702353,0.0424039810,0.4872009522,Control
GSM480996,0.9977154732,0.2796314270,1.5959128515,0.2815639298,0.3366707190,1.1712452992,0.8703598381,1.1171120133,0.8754223411,0.6567175301,0.5751595538,0.5854035596,0.1731328012,0.1123900571,0.3165023020,0.0670293846,0.0148663924,0.5762850428,0.7174496736,0.6909696628,0.3259383310,1.2086010508,1.4619509577,1.6542014677,1.3978417068,0.7508836184,-0.0679572252,0.1170004510,1.7088910276,BRCA
GSM480997,0.7187760606,0.2530387225,0.7510086559,0.0984944706,0.2402594312,0.5823594964,0.3721983646,0.4382208143,0.3639892959,0.1922558030,0.1314103108,0.1231318184,0.0067337012,-0.1083773676,0.3071272769,-0.1460580850,-0.0254571522,0.8473269953,0.4604465082,0.2997362490,0.0636370135,0.7089487316,0.8751935290,1.1632028967,0.9168532093,-0.0473166387,-0.0367009273,0.1467878864,0.4089852732,BRCA
GSM480998,1.2284444240,0.7482935600,1.8814630958,0.2633833856,0.5372174170,1.6916704401,1.3636966282,1.0716671007,0.7685506913,1.0297140861,0.7252953992,0.5792657332,0.2435619596,0.2504726382,0.4107398402,0.1267185925,0.1129934578,0.2550173600,0.8355015916,1.1647127196,0.4328421972,1.4820193450,1.2774103203,1.6169236798,1.6534683705,1.1879271792,0.0198555806,0.1843807300,1.5064870350,BRCA
GSM480999,1.0745823583,0.2815519464,0.9930906247,0.0708618219,0.3114379907,0.6203908790,0.6264233192,0.7391371126,0.3230665970,0.7458796688,0.2813547774,0.3080917156,0.2832742096,-0.0210161980,0.3459140710,0.0251044386,-0.0573574507,0.3484211596,0.9321862199,0.5055521504,0.2420422833,1.1178776688,1.1091095029,1.3111762355,1.3073218465,0.3202373174,-0.0846137444,0.2082007561,0.9925555090,BRCA
GSM481000,1.2173043159,0.3436050742,1.1165561190,0.0903533495,0.4908368405,0.7448541876,0.7461844519,0.7328809671,0.1878495685,0.6333704422,0.3082523133,0.3201565380,0.2705825638,0.0628648902,0.2426369010,0.0558778164,-0.0748787415,0.3444226813,0.9105175904,0.5452184137,0.1773602733,1.3404921757,0.9367775332,1.3704898258,1.3488003710,0.3134492496,-0.0814582785,0.1224600070,1.0299572249,BRCA
GSM481001,0.7903817826,0.2180012819,0.6968747629,-0.0362233549,0.1297602293,0.5146367030,0.4086497031,0.5610230387,-0.0210756361,0.4238091469,0.0431929733,0.1081799446,0.0819406236,-0.1350345881,0.2799877509,-0.0859103033,-0.1281560884,0.3649799708,0.7971370477,0.3272807278,0.1662396190,0.5675268869,0.9293681191,1.1796861092,0.9039895088,0.0657414580,-0.0741254493,0.0665315288,0.5579638746,BRCA
