@relation data

@attribute id string
@attribute 10000 numeric
@attribute 156 numeric
@attribute 1605 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23646 numeric
@attribute 2776 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 5163 numeric
@attribute 5256 numeric
@attribute 5291 numeric
@attribute 5308 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 57191 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.0372750837,2.1012469530,2.3584245311,0.3070585448,0.7105740642,0.4478188096,-0.1293306193,0.2261771529,0.2178563230,-0.0355535233,0.0663673716,0.0372776528,-0.0141582828,0.8098630121,0.4748031217,0.2867321043,0.1522080968,-0.0880809621,0.7135185198,0.1828570207,-0.1444193100,0.6936653244,-0.0965538729,0.0740791118,-0.0178263281,BRCA
GSM481003,0.3007907103,0.0550411200,2.1810374294,2.5114432043,0.3973698837,0.8324521450,0.2624370770,0.0338865851,0.4201759797,0.0514344826,-0.0627746906,0.4280975269,0.0608519517,0.0991733883,1.4016762564,0.6189834172,0.7304989806,0.2677992570,0.0134093755,0.5864300536,0.2249433068,-0.1042557524,0.0485051640,-0.0396609936,0.0786821512,-0.0279490334,BRCA
GSM481004,0.4733082638,0.0771399932,1.8448974701,2.2194539971,0.4676012300,0.9834270809,0.3193705141,-0.0419787427,0.3180465820,-0.0097076942,-0.0462495909,0.4999212028,0.1890115326,0.0896869505,1.3433312625,0.5926850402,0.6537542979,0.2469313769,-0.0126308521,0.9088047795,0.3637439176,-0.0326631340,0.5617744869,-0.0652699816,0.1528997510,-0.0376662356,BRCA
GSM481005,0.7983672971,0.0419046780,2.0004497065,2.3890128664,0.4302809539,0.6131610877,0.5904648845,-0.0519779607,0.2379353644,0.1994229225,0.0021436654,0.1212341356,0.0661443981,0.0455048144,0.7793831442,0.5579776450,0.4032124299,0.1496757664,-0.0909009929,0.9888136863,0.1900164142,-0.0949890131,-0.1350840951,-0.0490866930,0.0646837491,-0.0186275156,BRCA
GSM481006,0.6102282105,0.0626578340,2.6187914119,2.7993582883,0.4174783649,0.8401674993,0.6643883944,-0.0141382783,0.3690371224,0.1351932498,0.0168171378,0.2181934865,0.1223146532,0.0572464754,1.0869957842,0.5536829033,0.3889670319,0.2859582072,-0.0962750585,0.8314093148,0.1403476206,-0.0674328190,-0.0590833068,-0.0859348176,0.1188522209,0.0524765961,BRCA
GSM481007,0.3836162349,0.0655492899,2.1547419884,2.4604020782,0.2757121727,1.1400117012,0.3499374598,-0.0072757175,0.3642216310,0.0550178691,-0.0743076288,0.3613447715,0.0016019143,0.1622098779,1.3999506757,0.8652860147,0.9225694127,0.6159093420,0.0715675135,0.3538705459,0.0439457020,-0.0381952070,-0.1068653911,-0.0534508653,0.1867953683,0.0068023254,BRCA
GSM481008,0.5217626055,0.0804752711,1.4691905651,2.1300801171,0.4476290999,1.2393537097,0.3171693577,0.5410928559,0.2433467312,0.0515839298,-0.0320775752,0.3614642392,0.2086261566,0.1392739504,1.2762110606,0.7326664201,0.6263578545,0.4108594094,0.4069122411,0.7586754806,0.1460608206,-0.0852505426,0.1070143061,0.0303360646,0.1235528539,0.0311449767,Control
GSM481009,0.5489170128,0.0533827994,1.8982037499,1.7882246540,0.1436777954,0.3390156166,0.4197121219,-0.3047715771,0.1808651949,0.2000191124,-0.0548121327,0.1931102983,0.0623427681,-0.2568013933,0.6739098801,0.3036365448,0.2731661908,-0.2143563793,-0.3961206906,0.5242540283,-0.0241114956,-0.0950082633,-0.0859485700,-0.1136806226,-0.0908015867,0.0129135346,Control
GSM481010,0.6249280034,0.0361035111,1.8748446774,2.1086231072,0.3798376370,0.5345062928,0.6331500416,-0.0004248777,0.2332556662,0.4681226672,0.0048748811,0.1122889133,0.1809599443,0.0226125636,1.1876550054,0.5544574002,0.2922964417,0.1343332496,0.0316771219,1.0945546926,0.2631714446,0.0721562371,-0.1534437910,-0.0288335194,0.0525125199,-0.0293826857,Control
GSM481011,0.3773361022,0.0854779879,1.8327166929,2.7272794777,0.4895673924,0.8090102771,0.2530173084,-0.0414790146,0.3065849569,0.0141741859,-0.1155827556,0.0571182206,0.0443784665,0.0539576351,1.0963865406,0.6543434733,0.4712371399,0.3120417983,-0.0483668113,0.5093558666,0.0634428526,-0.1192103243,-0.1245865751,-0.1065715858,0.1506279079,-0.0256740457,Control
GSM481012,0.6217948134,0.0705658851,1.6092793329,1.8813959094,0.2876286948,0.9520011943,0.4109057278,0.0012725160,0.2918436259,0.1314442700,0.0438681924,0.4921930419,0.1195168558,-0.0221090464,1.0682685711,0.5687570125,0.5413878316,0.1592538820,-0.0856535040,0.5893567428,0.3321112064,-0.1024960368,-0.1599772160,0.0366065847,0.0422356459,-0.0585663294,Control
GSM481013,0.5423872353,0.1214039997,1.5722395918,2.6179897917,0.5135772455,0.8553487922,0.2674850104,0.7044898755,0.2631436706,-0.0238805806,-0.0516226719,0.3147719859,0.2367984392,0.1875621265,1.1585673729,0.8574417103,1.0184899996,0.6693620881,0.4729327200,0.5508035884,0.2145974694,-0.0858398766,0.2923973736,-0.0918413822,0.0432124014,0.0458174253,Control
GSM481014,0.4683649742,0.1522015279,1.5791289877,2.0626784828,0.3600116801,0.9639470577,0.4187796614,0.4712427798,0.2382434340,0.1648494494,-0.0095603474,0.3705978819,0.3497016751,0.1228134511,1.7298833281,0.9643645211,0.6998720952,0.4558765293,0.1350851795,0.4711904074,0.1354862358,-0.0988339452,-0.0936256150,0.1857159009,0.0705924332,0.0504244619,BRCA
