@relation data

@attribute id string
@attribute 1964 numeric
@attribute 1965 numeric
@attribute 1968 numeric
@attribute 1977 numeric
@attribute 1981 numeric
@attribute 1983 numeric
@attribute 2197 numeric
@attribute 27335 numeric
@attribute 3646 numeric
@attribute 4736 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6129 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6137 numeric
@attribute 6138 numeric
@attribute 6141 numeric
@attribute 6146 numeric
@attribute 6157 numeric
@attribute 6158 numeric
@attribute 6160 numeric
@attribute 6165 numeric
@attribute 6168 numeric
@attribute 6192 numeric
@attribute 6194 numeric
@attribute 6208 numeric
@attribute 6210 numeric
@attribute 6217 numeric
@attribute 6223 numeric
@attribute 6227 numeric
@attribute 6228 numeric
@attribute 6229 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 8661 numeric
@attribute 8662 numeric
@attribute 8664 numeric
@attribute 8666 numeric
@attribute 8667 numeric
@attribute 8668 numeric
@attribute 8669 numeric
@attribute 8894 numeric
@attribute 9349 numeric
@attribute 9669 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.7562508809,1.8814041996,3.4732210836,0.3262102189,1.8144485811,0.9323121759,4.1230657897,0.9812947894,0.5440972069,0.2069515425,-0.2533667858,4.3724298477,0.0610429626,1.8669795618,3.5259410537,1.0814527784,3.9855107467,-0.1614580670,2.5966152250,0.1529178852,1.5291498949,0.1735542511,0.8637925298,0.6434880776,0.0442988848,1.4831877461,-0.0820343808,0.0114942678,1.9795003067,1.1491615769,1.7510407097,1.3048007443,1.0694641404,0.2237299161,0.3097801829,0.4421749051,0.9738828628,1.8851695756,1.8127907216,2.7587464451,2.6023202538,0.9051829459,1.0124087136,1.2304857306,0.7766983138,BRCA
GSM481003,0.4268983157,1.5683274246,3.4579041799,0.3141217654,1.8065191086,0.7763405773,4.1876209580,0.9973258707,0.2966069311,0.0232967150,-0.1750329832,3.9946289853,0.0087077246,1.7627953736,3.0864749750,1.3918637197,3.5369091433,-0.0263587892,2.0167874991,0.4334443307,1.8629672727,0.1217547674,0.6452556677,0.5447350043,0.0405937962,1.1764485384,-0.1333550493,-0.0986127689,2.1017490648,1.1082765766,1.8573023552,1.1951655018,0.9404402879,0.2307232822,0.2448003566,0.4630725195,1.0213799386,1.9026695159,2.1712010056,2.2908105254,2.6747119030,0.8962723893,0.4128194864,1.2584636267,0.8636819316,BRCA
GSM481004,0.5816245857,1.5315217208,3.4091218112,0.1372993612,1.9039075164,0.9433866571,3.7818426290,0.8865637604,0.3181249362,0.0765511591,-0.1819867761,4.2745903333,0.0554465962,2.2677164225,3.1261417070,1.1461789153,3.9257394870,-0.0394205147,2.1908766329,0.4161433360,2.1141645412,0.1845035095,0.7366408180,0.5456860177,0.0798387230,1.2398634733,-0.1046047547,-0.0112705461,2.0252726274,1.2379412867,1.6555515726,0.9571288218,0.8477667933,0.1288372636,0.2057479322,0.4032908852,1.1785806107,2.2046505213,1.9502993449,2.6694981901,2.5748420258,0.8258931923,0.6443124432,1.2531293139,0.8778906839,BRCA
GSM481005,1.0990680457,2.1133898829,3.2657137117,0.6032439420,1.6503758782,1.0652480513,3.9835587340,0.9036293378,0.6782572886,0.0701903354,-0.2011641577,3.7825583620,0.0826789568,1.7919661626,3.1739215850,0.9980678586,3.6215064128,-0.0096653024,2.4844208808,0.4634392593,1.5384006897,0.1201443558,0.7927928886,0.7736729565,-0.0030011963,1.1002343889,-0.0719929715,-0.0418902888,1.9041969332,1.3167328737,1.5636941343,1.2607904427,1.2432288231,0.2332674991,0.2719127039,0.6591401280,0.9874773529,1.6985833246,1.8313934429,2.5832812042,2.3201145528,1.1082932167,0.7498349167,1.0856046142,1.1749657122,BRCA
GSM481006,0.9312154783,1.6681061672,3.4300504327,0.4558320585,1.9735737899,1.0968410335,4.0883488653,0.8974158398,0.7075539602,0.0598952260,-0.3044816430,4.0518331527,0.0863995838,1.4540603309,3.3384359677,0.9712618233,3.6793291170,0.0113917401,2.2705194355,0.3381529452,1.5533337631,0.1002596987,0.7872738847,0.6518793418,0.0079599162,1.2477024343,-0.1132696459,-0.1232069029,1.9450346293,1.0174779719,1.8215097437,1.1283654523,1.0022669632,0.1697899639,0.3530603602,0.6526547217,1.0415302561,1.8945711718,1.8815697806,2.4797439874,2.4700360200,0.9958073596,0.3882277771,1.5508123041,1.1447606367,BRCA
GSM481007,0.6391655024,0.9793251456,3.0090010962,0.1246853065,1.9353584261,0.8398385081,4.4369637170,0.9127077867,0.3699462191,0.1746728109,-0.2317132268,3.2734609447,0.0399359205,1.9482115060,2.4067986807,1.6244135742,3.1730732520,-0.0724302843,1.5797634124,0.4394152020,2.0010528318,0.0813950598,0.6808120986,0.6197847465,0.0275083135,1.0543329066,-0.1192669198,-0.0770080051,2.1169246204,1.5336862390,1.8244038572,0.9011305655,0.9015260784,0.0254961978,0.5273030754,0.5575422447,0.7554274650,1.2433204617,2.0765978321,1.9125008286,2.0332475008,0.9849460026,0.2388033089,1.1743080482,0.7401490125,BRCA
GSM481008,1.0113370087,1.5196910524,3.3720343710,0.4269127093,1.2397531411,1.0616864893,4.0966757933,0.8252594890,0.5249502778,0.0852809511,-0.2189605012,3.7219878833,0.0375225977,1.5178642869,1.9179058473,1.3892407832,3.3424605130,-0.0643916208,1.8409837486,0.6949994232,1.8297597318,0.2120530324,0.2351659217,0.6599171695,-0.0226796408,1.1706224757,-0.0994006153,0.0778817986,2.1370357203,1.3389531251,2.2211620858,0.8990678945,1.4089067363,0.2090556588,0.3386521431,1.0096386212,0.9493015057,1.5511436710,2.2886268125,2.6278585494,2.1477115650,1.1851786301,0.3280716689,1.1758234911,1.6114557493,Control
GSM481009,0.7593999618,1.6043706046,3.8722105623,0.2450311447,1.0962117666,0.8531536520,4.5025805630,0.7500556286,0.5622699980,0.0136911515,-0.3102373273,4.5240799587,-0.0849815023,1.3382542989,3.3351484140,0.7564230297,4.0608274540,-0.1614110532,2.3816246243,-0.0242092372,1.5599198155,0.1467675414,0.7082027684,0.6273847039,0.0471731193,1.2982513061,-0.1563651473,0.0128401053,2.3597395632,1.2697364197,1.5271805255,1.0313928906,1.3325129310,0.0807175868,0.0163229674,0.1998422618,0.5508130951,1.3933882548,1.3610595016,2.3551643641,2.1821445972,0.7359395253,0.4855374400,1.3779357594,0.6680296583,Control
GSM481010,1.3250846466,2.2511457157,3.4559576710,0.6958391050,1.6463849895,1.2974520028,3.8503152530,0.8986328908,0.9495617230,0.1136525311,-0.2099300284,4.1426302593,0.1145086560,1.8006966710,3.2797364397,1.2195993810,3.7614668210,0.0521618154,2.6473223417,0.3344207800,1.8330028504,0.3818689703,0.7372948707,0.6147042646,0.0023289882,1.3803528878,-0.0705544607,0.0227154693,1.9394992392,1.0759964214,1.9308182200,1.1851664009,1.0052274730,0.4016871884,0.3693966408,0.7477687311,1.0763501743,1.8691209290,1.8666565493,2.7614262403,2.5766887167,1.0908256049,1.0645046233,1.3084524418,1.2570265175,Control
GSM481011,0.4728071797,1.2710189652,2.8900025089,0.3554290061,1.9729355432,0.7783412203,4.4350581963,1.1003000553,0.4660864477,0.0572326049,-0.2035493579,3.7382971447,0.0672211709,1.6436288134,2.4437413213,1.4081619406,3.5192486048,-0.1173335588,1.5610999464,0.2293698849,1.6839834899,0.2977195411,0.6164857421,0.4647553046,0.1639245448,1.1968973041,-0.0705338335,-0.0989821069,2.0583476873,1.0195625383,1.7963575074,0.9340840750,1.0488815274,0.1708372678,0.3420182139,0.3804869165,0.9549196616,1.4172137413,2.3321242183,1.8593606202,2.1079755227,0.8732240560,0.4025038886,1.1901120673,0.8556135328,Control
